Date,Region,pm25,pm10,o3,no2,so2,co,aqi
2016-11-16,National,13.43,38.39,27.0,44.78,20.74,0.65,52.35
2016-11-17,National,16.58,34.21,27.71,49.33,36.88,0.57,55.96
2016-11-18,National,17.08,31.71,31.75,47.96,17.54,0.72,56.54
2016-11-19,National,20.87,37.48,29.65,55.09,21.3,1.15,60.83
2016-11-20,National,26.29,44.67,38.0,45.67,29.54,1.42,67.25
2016-11-21,National,16.79,29.29,42.12,43.29,27.38,1.3,56.29
2016-11-22,National,20.75,31.88,22.83,45.08,37.58,0.64,60.79
2016-11-23,National,14.38,23.67,19.54,37.46,43.33,0.62,53.12
2016-11-24,National,12.67,24.58,24.17,40.04,44.5,0.83,50.21
2016-11-25,National,14.5,27.5,40.0,46.75,29.04,0.78,53.67
2016-11-26,National,14.92,30.04,27.96,37.25,13.58,0.92,54.12
2016-11-27,National,16.08,27.04,29.21,26.46,10.62,1.11,55.58
2016-11-28,National,9.38,19.08,32.92,24.38,5.54,0.63,39.42
2016-11-29,National,9.5,18.46,26.5,26.71,3.04,0.67,40.46
2016-11-30,National,9.27,19.64,32.41,22.68,3.59,0.57,38.5
2016-12-01,National,10.09,19.87,36.22,34.52,11.22,0.6,42.61
2016-12-02,National,9.35,18.52,41.0,31.96,22.13,0.68,39.26
2016-12-03,National,11.09,22.13,40.48,44.39,30.7,0.7,45.3
2016-12-04,National,18.71,42.58,35.33,45.29,42.88,0.86,58.88
2016-12-05,National,14.48,46.71,34.38,31.86,25.19,0.82,58.33
2016-12-06,National,15.26,34.48,37.52,40.87,24.04,0.91,54.57
2016-12-07,National,16.35,29.45,42.8,36.15,26.8,0.77,55.85
2016-12-08,National,13.05,23.6,42.95,28.5,11.8,1.13,51.4
2016-12-09,National,12.95,22.65,37.1,33.1,4.8,0.84,51.4
2016-12-10,National,13.22,25.26,28.0,25.74,3.96,0.67,51.22
2016-12-11,National,14.17,26.48,34.65,23.57,4.91,0.63,53.39
2016-12-12,National,10.89,20.79,39.84,23.79,5.05,0.6,44.89
2016-12-13,National,14.61,25.04,60.43,32.13,6.78,0.69,51.96
2016-12-14,National,17.68,29.27,47.91,36.91,7.59,0.73,57.23
2016-12-15,National,21.2,34.6,44.0,36.3,9.5,0.76,61.15
2016-12-16,National,25.96,41.43,56.22,50.87,13.7,0.73,66.83
2016-12-17,National,23.32,38.11,43.16,44.42,15.0,0.77,63.68
2016-12-18,National,15.65,27.39,35.35,27.0,4.65,0.71,55.0
2016-12-19,National,11.67,24.05,45.71,27.76,7.1,0.72,49.0
2016-12-20,National,10.89,20.56,46.56,22.5,7.28,0.66,45.28
2016-12-21,National,7.75,17.15,57.45,29.5,5.15,0.62,32.3
2016-12-22,National,12.05,24.41,37.0,43.59,7.36,0.7,49.68
2016-12-23,National,15.38,29.06,16.75,30.25,6.31,0.93,54.5
2016-12-24,National,12.05,21.77,30.59,28.32,7.95,0.89,49.45
2016-12-25,National,8.91,17.91,23.14,19.18,3.77,0.63,37.5
2016-12-26,National,9.0,17.96,21.75,18.88,4.38,0.61,37.04
2016-12-27,National,9.64,19.14,26.14,22.91,4.27,0.7,39.73
2016-12-28,National,11.54,23.46,25.31,33.08,4.0,0.68,47.23
2016-12-29,National,16.25,37.79,54.46,38.71,4.0,0.74,55.58
2016-12-30,National,14.5,31.0,58.18,29.73,3.95,0.67,53.68
2016-12-31,National,8.65,18.87,44.74,27.65,3.26,0.66,35.91
2017-01-01,National,10.91,22.74,26.22,21.91,3.83,0.78,45.09
2017-01-02,National,10.96,24.57,25.78,27.83,4.57,0.79,45.61
2017-01-03,National,12.04,22.7,23.0,31.57,6.17,0.84,50.3
2017-01-04,National,9.47,17.32,32.58,27.21,4.74,0.54,39.68
2017-01-05,National,9.85,19.3,27.6,28.75,5.25,0.57,41.25
2017-01-06,National,12.23,23.14,39.27,43.68,8.55,0.69,49.36
2017-01-07,National,17.77,32.14,35.45,41.36,28.77,0.73,57.59
2017-01-08,National,15.54,29.58,40.0,33.0,36.04,0.73,54.83
2017-01-09,National,13.25,25.45,47.25,28.85,20.95,0.73,52.3
2017-01-10,National,14.48,28.81,49.71,28.43,12.29,0.73,53.76
2017-01-11,National,14.79,28.89,45.74,37.63,8.68,0.78,53.95
2017-01-12,National,19.89,32.83,42.22,38.22,12.11,0.74,59.72
2017-01-13,National,22.29,35.5,51.08,44.46,13.25,0.86,62.58
2017-01-14,National,20.0,35.17,53.42,51.5,26.29,0.83,59.96
2017-01-15,National,20.46,36.75,53.62,40.96,39.04,0.82,60.5
2017-01-16,National,15.21,24.79,55.71,37.12,10.33,0.79,54.58
2017-01-17,National,14.58,30.79,56.5,47.58,16.88,0.9,53.92
2017-01-18,National,14.46,28.88,45.83,41.96,15.83,0.82,53.79
2017-01-19,National,13.75,26.54,29.58,42.58,9.92,0.82,52.83
2017-01-20,National,14.29,25.58,25.79,39.67,13.5,0.93,53.38
2017-01-21,National,15.09,25.27,29.0,40.0,31.77,0.73,54.23
2017-01-22,National,7.46,16.92,36.75,21.54,6.38,0.7,30.92
2017-01-23,National,6.96,19.17,26.17,29.08,4.79,0.77,29.29
2017-01-24,National,6.46,15.75,26.21,30.42,4.17,0.9,26.79
2017-01-25,National,7.29,13.83,36.54,24.79,4.38,0.74,30.42
2017-01-26,National,9.71,18.83,37.21,22.46,4.92,0.65,39.83
2017-01-27,National,11.0,24.12,45.46,27.17,4.92,0.89,45.71
2017-01-28,National,12.46,29.79,57.04,22.0,4.92,1.05,51.0
2017-01-29,National,8.62,21.33,58.38,18.79,4.0,1.12,36.46
2017-01-30,National,8.38,21.04,35.96,21.33,4.0,0.79,34.71
2017-01-31,National,8.21,20.17,36.0,24.58,4.58,0.68,34.42
2017-02-01,National,11.08,25.29,37.83,28.17,5.0,0.63,45.88
2017-02-02,National,17.21,34.54,58.62,35.67,7.29,0.66,56.88
2017-02-03,National,17.67,32.42,53.42,32.29,16.96,0.64,57.29
2017-02-04,National,9.7,20.04,34.17,29.74,8.7,0.55,40.52
2017-02-05,National,10.08,22.08,38.71,26.83,10.29,0.61,42.17
2017-02-06,National,10.21,19.62,44.5,25.67,12.21,0.64,42.58
2017-02-07,National,10.83,21.71,47.0,36.75,7.25,0.72,44.92
2017-02-08,National,13.83,24.54,46.58,45.04,7.62,0.85,52.62
2017-02-09,National,21.25,33.58,50.38,44.71,28.46,1.03,61.25
2017-02-10,National,17.88,29.79,62.29,29.92,54.08,0.74,58.25
2017-02-11,National,15.67,33.75,67.04,24.83,4.0,0.65,55.12
2017-02-12,National,16.0,39.5,68.0,39.0,4.0,0.7,55.5
2017-02-14,National,17.6,43.6,70.1,27.8,3.1,0.68,57.3
2017-02-15,National,11.46,29.46,62.04,32.08,3.0,0.76,46.38
2017-02-16,National,12.58,34.04,66.75,32.38,3.38,0.79,50.17
2017-02-17,National,16.58,44.75,55.46,29.62,4.0,0.72,55.92
2017-02-18,National,15.83,38.21,40.92,26.83,4.0,0.62,55.17
2017-02-19,National,14.96,37.79,46.08,21.71,4.0,0.61,54.29
2017-02-20,National,15.29,37.38,31.46,26.62,4.0,0.67,54.46
2017-02-21,National,12.42,30.79,26.75,29.5,5.21,0.61,50.38
2017-02-22,National,13.54,30.79,29.17,24.46,5.17,0.61,52.54
2017-02-23,National,14.12,27.62,33.54,42.62,8.25,0.57,53.29
2017-02-24,National,19.38,35.62,15.38,48.67,11.92,0.76,59.21
2017-02-25,National,14.45,28.82,19.91,34.0,13.18,0.65,53.59
2017-02-26,National,15.5,29.96,31.5,28.42,6.46,0.6,54.83
