date,overall_aqi,dominant_pollutant
20/04/2021,129.32,pm25
21/04/2021,134.24,pm25
22/04/2021,131.78,pm25
23/04/2021,141.63,pm25
24/04/2021,149.02,pm25
25/04/2021,136.7,pm25
26/04/2021,134.24,pm25
27/04/2021,134.24,pm25
28/04/2021,144.09,pm25
29/04/2021,152.81,pm25
30/04/2021,152.81,pm25
01/05/2021,152.29,pm25
02/05/2021,151.77,pm25
03/05/2021,149.02,pm25
04/05/2021,156.94,pm25
05/05/2021,156.42,pm25
06/05/2021,155.91,pm25
07/05/2021,149.02,pm25
08/05/2021,139.17,pm25
09/05/2021,146.55,pm25
10/05/2021,152.29,pm25
11/05/2021,151.26,pm25
12/05/2021,136.7,pm25
13/05/2021,136.7,pm25
14/05/2021,156.42,pm25
15/05/2021,151.26,pm25
16/05/2021,153.32,pm25
17/05/2021,146.55,pm25
18/05/2021,136.7,pm25
19/05/2021,129.32,pm25
20/05/2021,136.7,pm25
21/05/2021,131.78,pm25
22/05/2021,151.77,pm25
23/05/2021,153.32,pm25
24/05/2021,152.81,pm25
25/05/2021,151.77,pm25
26/05/2021,146.55,pm25
27/05/2021,153.84,pm25
28/05/2021,144.09,pm25
29/05/2021,155.91,pm25
30/05/2021,152.29,pm25
31/05/2021,153.84,pm25
01/06/2021,151.26,pm25
02/06/2021,136.7,pm25
03/06/2021,152.29,pm25
04/06/2021,153.84,pm25
05/06/2021,149.02,pm25
06/06/2021,152.29,pm25
07/06/2021,153.32,pm25
08/06/2021,152.29,pm25
09/06/2021,139.17,pm25
10/06/2021,129.32,pm25
11/06/2021,149.02,pm25
12/06/2021,144.09,pm25
13/06/2021,136.7,pm25
14/06/2021,134.24,pm25
15/06/2021,154.87,pm25
16/06/2021,139.17,pm25
17/06/2021,146.55,pm25
18/06/2021,151.26,pm25
19/06/2021,151.26,pm25
20/06/2021,151.26,pm25
21/06/2021,146.55,pm25
22/06/2021,141.63,pm25
23/06/2021,151.77,pm25
24/06/2021,149.02,pm25
25/06/2021,139.17,pm25
26/06/2021,149.02,pm25
27/06/2021,144.09,pm25
28/06/2021,152.81,pm25
29/06/2021,141.63,pm25
30/06/2021,152.29,pm25
01/07/2021,151.26,pm25
02/07/2021,141.63,pm25
03/07/2021,121.93,pm25
04/07/2021,129.32,pm25
05/07/2021,126.85,pm25
06/07/2021,139.17,pm25
07/07/2021,144.09,pm25
08/07/2021,149.02,pm25
09/07/2021,134.24,pm25
10/07/2021,119.47,pm25
11/07/2021,134.24,pm25
12/07/2021,146.55,pm25
13/07/2021,155.91,pm25
14/07/2021,151.77,pm25
15/07/2021,146.55,pm25
16/07/2021,131.78,pm25
17/07/2021,155.39,pm25
18/07/2021,156.94,pm25
19/07/2021,156.42,pm25
20/07/2021,155.91,pm25
21/07/2021,151.77,pm25
22/07/2021,153.32,pm25
23/07/2021,153.32,pm25
24/07/2021,151.77,pm25
25/07/2021,139.17,pm25
26/07/2021,134.24,pm25
27/07/2021,141.63,pm25
28/07/2021,129.32,pm25
29/07/2021,136.7,pm25
30/07/2021,144.09,pm25
31/07/2021,144.09,pm25
01/08/2021,146.55,pm25
02/08/2021,141.63,pm25
03/08/2021,144.09,pm25
04/08/2021,141.63,pm25
05/08/2021,146.55,pm25
06/08/2021,152.29,pm25
07/08/2021,141.63,pm25
08/08/2021,134.24,pm25
09/08/2021,131.78,pm25
10/08/2021,124.39,pm25
11/08/2021,144.09,pm25
12/08/2021,160.55,pm25
13/08/2021,136.7,pm25
14/08/2021,129.32,pm25
15/08/2021,126.85,pm25
16/08/2021,144.09,pm25
17/08/2021,146.55,pm25
18/08/2021,141.63,pm25
19/08/2021,144.09,pm25
20/08/2021,136.7,pm25
21/08/2021,126.85,pm25
22/08/2021,129.32,pm25
23/08/2021,121.93,pm25
24/08/2021,139.17,pm25
25/08/2021,136.7,pm25
26/08/2021,139.17,pm25
27/08/2021,146.55,pm25
28/08/2021,152.81,pm25
29/08/2021,151.77,pm25
30/08/2021,153.84,pm25
31/08/2021,136.7,pm25
01/09/2021,134.24,pm25
02/09/2021,144.09,pm25
03/09/2021,149.02,pm25
04/09/2021,149.02,pm25
05/09/2021,151.26,pm25
06/09/2021,153.32,pm25
07/09/2021,152.81,pm25
08/09/2021,136.7,pm25
09/09/2021,151.26,pm25
10/09/2021,141.63,pm25
11/09/2021,144.09,pm25
12/09/2021,134.24,pm25
13/09/2021,151.77,pm25
14/09/2021,151.26,pm25
15/09/2021,152.81,pm25
16/09/2021,151.26,pm25
17/09/2021,149.02,pm25
18/09/2021,152.29,pm25
19/09/2021,126.85,pm25
20/09/2021,129.32,pm25
21/09/2021,129.32,pm25
22/09/2021,141.63,pm25
23/09/2021,152.29,pm25
24/09/2021,152.81,pm25
25/09/2021,134.24,pm25
26/09/2021,129.32,pm25
27/09/2021,126.85,pm25
28/09/2021,126.85,pm25
29/09/2021,131.78,pm25
30/09/2021,117.01,pm25
01/10/2021,136.7,pm25
02/10/2021,146.55,pm25
03/10/2021,134.24,pm25
04/10/2021,134.24,pm25
05/10/2021,131.78,pm25
06/10/2021,136.7,pm25
07/10/2021,149.02,pm25
08/10/2021,134.24,pm25
09/10/2021,129.32,pm25
10/10/2021,136.7,pm25
11/10/2021,169.85,pm25
12/10/2021,141.63,pm25
13/10/2021,152.81,pm25
14/10/2021,154.36,pm25
15/10/2021,168.3,pm25
16/10/2021,154.87,pm25
17/10/2021,152.29,pm25
18/10/2021,155.39,pm25
19/10/2021,152.29,pm25
20/10/2021,146.55,pm25
21/10/2021,134.24,pm25
22/10/2021,139.17,pm25
23/10/2021,149.02,pm25
24/10/2021,151.77,pm25
25/10/2021,131.78,pm25
26/10/2021,151.77,pm25
27/10/2021,144.09,pm25
28/10/2021,156.94,pm25
29/10/2021,159,pm25
30/10/2021,151.26,pm25
31/10/2021,146.55,pm25
01/11/2021,141.63,pm25
02/11/2021,114.54,pm25
03/11/2021,107.16,pm25
04/11/2021,129.32,pm25
05/11/2021,99.16,pm25
06/11/2021,88.64,pm25
07/11/2021,94.95,pm25
08/11/2021,88.64,pm25
09/11/2021,107.16,pm25
10/11/2021,117.01,pm25
11/11/2021,80.23,pm25
12/11/2021,114.54,pm25
13/11/2021,92.85,pm25
14/11/2021,121.93,pm25
15/11/2021,84.44,pm25
16/11/2021,99.16,pm25
17/11/2021,84.44,pm25
18/11/2021,76.03,pm25
19/11/2021,73.92,pm25
20/11/2021,71.82,pm25
21/11/2021,104.69,pm25
22/11/2021,114.54,pm25
23/11/2021,99.16,pm25
24/11/2021,80.23,pm25
25/11/2021,80.23,pm25
26/11/2021,82.33,pm25
27/11/2021,134.24,pm25
28/11/2021,160.55,pm25
29/11/2021,156.94,pm25
30/11/2021,124.39,pm25
01/12/2021,90.75,pm25
02/12/2021,94.95,pm25
03/12/2021,153.84,pm25
04/12/2021,152.81,pm25
05/12/2021,157.97,pm25
06/12/2021,156.42,pm25
07/12/2021,141.63,pm25
08/12/2021,146.55,pm25
09/12/2021,152.29,pm25
10/12/2021,141.63,pm25
11/12/2021,155.39,pm25
12/12/2021,146.55,pm25
13/12/2021,146.55,pm25
14/12/2021,131.78,pm25
15/12/2021,160.55,pm25
16/12/2021,160.04,pm25
17/12/2021,164.17,pm25
18/12/2021,160.04,pm25
19/12/2021,146.55,pm25
20/12/2021,156.42,pm25
21/12/2021,163.13,pm25
22/12/2021,174.49,pm25
23/12/2021,165.2,pm25
24/12/2021,160.04,pm25
25/12/2021,124.39,pm25
26/12/2021,139.17,pm25
27/12/2021,149.02,pm25
28/12/2021,151.77,pm25
29/12/2021,126.85,pm25
30/12/2021,104.69,pm25
31/12/2021,136.7,pm25
01/01/2022,146.55,pm25
02/01/2022,151.26,pm25
03/01/2022,144.09,pm25
04/01/2022,136.7,pm25
05/01/2022,153.32,pm25
06/01/2022,156.94,pm25
07/01/2022,152.29,pm25
08/01/2022,139.17,pm25
09/01/2022,154.36,pm25
10/01/2022,155.91,pm25
11/01/2022,155.39,pm25
12/01/2022,136.7,pm25
13/01/2022,149.02,pm25
14/01/2022,152.29,pm25
15/01/2022,152.81,pm25
16/01/2022,149.02,pm25
17/01/2022,153.32,pm25
18/01/2022,155.91,pm25
19/01/2022,158.49,pm25
20/01/2022,153.84,pm25
21/01/2022,146.55,pm25
22/01/2022,144.09,pm25
23/01/2022,153.32,pm25
24/01/2022,144.09,pm25
25/01/2022,152.29,pm25
26/01/2022,151.77,pm25
27/01/2022,155.91,pm25
28/01/2022,157.97,pm25
29/01/2022,157.45,pm25
30/01/2022,153.32,pm25
31/01/2022,154.87,pm25
01/02/2022,156.94,pm25
02/02/2022,131.78,pm25
03/02/2022,126.85,pm25
04/02/2022,144.09,pm25
05/02/2022,134.24,pm25
06/02/2022,144.09,pm25
07/02/2022,151.26,pm25
08/02/2022,134.24,pm25
09/02/2022,151.77,pm25
10/02/2022,151.77,pm25
11/02/2022,149.02,pm25
12/02/2022,136.7,pm25
13/02/2022,139.17,pm25
14/02/2022,97.06,pm25
15/02/2022,92.85,pm25
16/02/2022,107.16,pm25
17/02/2022,97.06,pm25
18/02/2022,109.62,pm25
19/02/2022,129.32,pm25
20/02/2022,129.32,pm25
21/02/2022,102.23,pm25
22/02/2022,129.32,pm25
23/02/2022,114.54,pm25
24/02/2022,136.7,pm25
25/02/2022,155.91,pm25
26/02/2022,154.87,pm25
27/02/2022,129.32,pm25
28/02/2022,129.32,pm25
01/03/2022,146.55,pm25
02/03/2022,139.17,pm25
03/03/2022,136.7,pm25
04/03/2022,134.24,pm25
05/03/2022,126.85,pm25
06/03/2022,141.63,pm25
07/03/2022,141.63,pm25
08/03/2022,121.93,pm25
09/03/2022,112.08,pm25
10/03/2022,153.84,pm25
11/03/2022,157.45,pm25
12/03/2022,161.58,pm25
13/03/2022,164.68,pm25
14/03/2022,159,pm25
15/03/2022,107.16,pm25
16/03/2022,134.24,pm25
17/03/2022,146.55,pm25
18/03/2022,107.16,pm25
19/03/2022,107.16,pm25
20/03/2022,109.62,pm25
21/03/2022,90.75,pm25
22/03/2022,126.85,pm25
23/03/2022,153.84,pm25
24/03/2022,141.63,pm25
25/03/2022,119.47,pm25
26/03/2022,114.54,pm25
27/03/2022,134.24,pm25
28/03/2022,146.55,pm25
29/03/2022,155.39,pm25
30/03/2022,141.63,pm25
31/03/2022,141.63,pm25
01/04/2022,144.09,pm25
02/04/2022,144.09,pm25
03/04/2022,141.63,pm25
04/04/2022,82.33,pm25
05/04/2022,92.85,pm25
06/04/2022,94.95,pm25
07/04/2022,104.69,pm25
08/04/2022,117.01,pm25
09/04/2022,136.7,pm25
10/04/2022,139.17,pm25
11/04/2022,167.26,pm25
12/04/2022,163.13,pm25
13/04/2022,161.07,pm25
14/04/2022,156.94,pm25
15/04/2022,154.87,pm25
16/04/2022,151.26,pm25
17/04/2022,159,pm25
18/04/2022,154.87,pm25
19/04/2022,151.77,pm25
20/04/2022,141.63,pm25
21/04/2022,151.77,pm25
22/04/2022,134.24,pm25
23/04/2022,131.78,pm25
24/04/2022,124.39,pm25
25/04/2022,104.69,pm25
26/04/2022,97.06,pm25
27/04/2022,104.69,pm25
28/04/2022,119.47,pm25
29/04/2022,114.54,pm25
30/04/2022,131.78,pm25
01/05/2022,153.84,pm25
02/05/2022,121.93,pm25
03/05/2022,114.54,pm25
04/05/2022,102.23,pm25
05/05/2022,94.95,pm25
06/05/2022,99.16,pm25
07/05/2022,126.85,pm25
08/05/2022,131.78,pm25
09/05/2022,109.62,pm25
10/05/2022,144.09,pm25
11/05/2022,136.7,pm25
12/05/2022,146.55,pm25
13/05/2022,144.09,pm25
14/05/2022,102.23,pm25
15/05/2022,129.32,pm25
16/05/2022,71.82,pm25
17/05/2022,88.64,pm25
18/05/2022,97.06,pm25
19/05/2022,117.01,pm25
20/05/2022,99.16,pm25
21/05/2022,134.24,pm25
22/05/2022,139.17,pm25
23/05/2022,97.06,pm25
24/05/2022,121.93,pm25
25/05/2022,90.75,pm25
26/05/2022,97.06,pm25
27/05/2022,117.01,pm25
28/05/2022,126.85,pm25
29/05/2022,104.69,pm25
30/05/2022,126.85,pm25
31/05/2022,114.54,pm25
01/06/2022,88.64,pm25
02/06/2022,84.44,pm25
03/06/2022,86.54,pm25
04/06/2022,97.06,pm25
05/06/2022,144.09,pm25
06/06/2022,88.64,pm25
07/06/2022,107.16,pm25
08/06/2022,97.06,pm25
09/06/2022,94.95,pm25
10/06/2022,84.44,pm25
11/06/2022,109.62,pm25
12/06/2022,129.32,pm25
13/06/2022,104.69,pm25
14/06/2022,97.06,pm25
15/06/2022,109.62,pm25
16/06/2022,109.62,pm25
17/06/2022,104.69,pm25
18/06/2022,109.62,pm25
19/06/2022,117.01,pm25
20/06/2022,90.75,pm25
21/06/2022,86.54,pm25
22/06/2022,84.44,pm25
23/06/2022,78.13,pm25
24/06/2022,71.82,pm25
25/06/2022,99.16,pm25
26/06/2022,114.54,pm25
27/06/2022,104.69,pm25
28/06/2022,88.64,pm25
29/06/2022,114.54,pm25
30/06/2022,131.78,pm25
01/07/2022,114.54,pm25
02/07/2022,92.85,pm25
03/07/2022,126.85,pm25
04/07/2022,134.24,pm25
05/07/2022,126.85,pm25
06/07/2022,131.78,pm25
07/07/2022,124.39,pm25
08/07/2022,146.55,pm25
09/07/2022,139.17,pm25
10/07/2022,136.7,pm25
11/07/2022,121.93,pm25
12/07/2022,119.47,pm25
13/07/2022,114.54,pm25
14/07/2022,121.93,pm25
15/07/2022,129.32,pm25
16/07/2022,119.47,pm25
17/07/2022,152.29,pm25
18/07/2022,121.93,pm25
19/07/2022,107.16,pm25
20/07/2022,121.93,pm25
21/07/2022,124.39,pm25
22/07/2022,88.64,pm25
23/07/2022,80.23,pm25
24/07/2022,114.54,pm25
25/07/2022,80.23,pm25
26/07/2022,104.69,pm25
27/07/2022,107.16,pm25
28/07/2022,124.39,pm25
29/07/2022,131.78,pm25
30/07/2022,102.23,pm25
31/07/2022,107.16,pm25
01/08/2022,92.85,pm25
02/08/2022,99.16,pm25
03/08/2022,104.69,pm25
04/08/2022,109.62,pm25
05/08/2022,131.78,pm25
06/08/2022,117.01,pm25
07/08/2022,129.32,pm25
08/08/2022,151.26,pm25
09/08/2022,114.54,pm25
10/08/2022,97.06,pm25
11/08/2022,104.69,pm25
12/08/2022,99.16,pm25
13/08/2022,109.62,pm25
14/08/2022,131.78,pm25
15/08/2022,112.08,pm25
16/08/2022,92.85,pm25
17/08/2022,92.85,pm25
18/08/2022,94.95,pm25
19/08/2022,84.44,pm25
20/08/2022,92.85,pm25
21/08/2022,104.69,pm25
22/08/2022,76.03,pm25
23/08/2022,104.69,pm25
24/08/2022,117.01,pm25
25/08/2022,112.08,pm25
26/08/2022,97.06,pm25
27/08/2022,80.23,pm25
28/08/2022,97.06,pm25
29/08/2022,109.62,pm25
30/08/2022,99.16,pm25
31/08/2022,102.23,pm25
01/09/2022,86.54,pm25
02/09/2022,82.33,pm25
03/09/2022,92.85,pm25
04/09/2022,117.01,pm25
05/09/2022,109.62,pm25
06/09/2022,104.69,pm25
07/09/2022,104.69,pm25
08/09/2022,102.23,pm25
09/09/2022,124.39,pm25
10/09/2022,119.47,pm25
11/09/2022,146.55,pm25
12/09/2022,121.93,pm25
13/09/2022,104.69,pm25
14/09/2022,107.16,pm25
15/09/2022,114.54,pm25
16/09/2022,99.16,pm25
17/09/2022,97.06,pm25
18/09/2022,126.85,pm25
19/09/2022,99.16,pm25
20/09/2022,99.16,pm25
21/09/2022,109.62,pm25
22/09/2022,102.23,pm25
23/09/2022,99.16,pm25
24/09/2022,107.16,pm25
25/09/2022,146.55,pm25
26/09/2022,152.29,pm25
27/09/2022,119.47,pm25
28/09/2022,109.62,pm25
29/09/2022,107.16,pm25
30/09/2022,131.78,pm25
01/10/2022,107.16,pm25
02/10/2022,151.77,pm25
03/10/2022,124.39,pm25
04/10/2022,94.95,pm25
05/10/2022,155.91,pm25
06/10/2022,67.61,pm25
07/10/2022,94.95,pm25
08/10/2022,97.06,pm25
09/10/2022,131.78,pm25
10/10/2022,114.54,pm25
11/10/2022,102.23,pm25
12/10/2022,104.69,pm25
13/10/2022,107.16,pm25
14/10/2022,94.95,pm25
15/10/2022,82.33,pm25
16/10/2022,73.92,pm25
17/10/2022,92.85,pm25
18/10/2022,86.54,pm25
19/10/2022,88.64,pm25
20/10/2022,97.06,pm25
21/10/2022,99.16,pm25
22/10/2022,102.23,pm25
23/10/2022,97.06,pm25
24/10/2022,92.85,pm25
25/10/2022,97.06,pm25
26/10/2022,104.69,pm25
27/10/2022,117.01,pm25
28/10/2022,144.09,pm25
29/10/2022,134.24,pm25
30/10/2022,136.7,pm25
31/10/2022,141.63,pm25
01/11/2022,159,pm25
02/11/2022,160.55,pm25
03/11/2022,153.84,pm25
04/11/2022,152.81,pm25
05/11/2022,151.77,pm25
06/11/2022,134.24,pm25
07/11/2022,92.85,pm25
08/11/2022,109.62,pm25
09/11/2022,136.7,pm25
10/11/2022,159,pm25
11/11/2022,155.39,pm25
12/11/2022,153.32,pm25
13/11/2022,153.84,pm25
14/11/2022,117.01,pm25
15/11/2022,107.16,pm25
16/11/2022,94.95,pm25
17/11/2022,99.16,pm25
18/11/2022,97.06,pm25
19/11/2022,104.69,pm25
20/11/2022,97.06,pm25
21/11/2022,16.67,pm10
22/11/2022,19.44,pm10
23/11/2022,19.44,pm10
24/11/2022,23.15,pm10
25/11/2022,26.85,pm10
26/11/2022,126.85,pm25
27/11/2022,151.77,pm25
28/11/2022,112.08,pm25
29/11/2022,129.32,pm25
30/11/2022,114.54,pm25
01/12/2022,124.39,pm25
02/12/2022,129.32,pm25
03/12/2022,126.85,pm25
04/12/2022,94.95,pm25
05/12/2022,86.54,pm25
06/12/2022,102.23,pm25
07/12/2022,109.62,pm25
08/12/2022,109.62,pm25
09/12/2022,112.08,pm25
10/12/2022,146.55,pm25
11/12/2022,154.87,pm25
12/12/2022,136.7,pm25
13/12/2022,131.78,pm25
14/12/2022,151.26,pm25
15/12/2022,153.32,pm25
16/12/2022,155.91,pm25
17/12/2022,154.87,pm25
18/12/2022,124.39,pm25
19/12/2022,136.7,pm25
20/12/2022,149.02,pm25
21/12/2022,157.45,pm25
22/12/2022,161.58,pm25
23/12/2022,158.49,pm25
24/12/2022,154.36,pm25
25/12/2022,162.1,pm25
26/12/2022,154.87,pm25
27/12/2022,156.94,pm25
28/12/2022,159,pm25
29/12/2022,155.91,pm25
30/12/2022,160.55,pm25
31/12/2022,159.52,pm25
01/01/2023,159,pm25
02/01/2023,155.39,pm25
03/01/2023,153.84,pm25
04/01/2023,155.39,pm25
05/01/2023,157.97,pm25
06/01/2023,153.84,pm25
07/01/2023,141.63,pm25
08/01/2023,151.77,pm25
09/01/2023,161.07,pm25
10/01/2023,165.72,pm25
11/01/2023,158.49,pm25
12/01/2023,161.07,pm25
13/01/2023,156.42,pm25
14/01/2023,153.32,pm25
15/01/2023,153.32,pm25
16/01/2023,139.17,pm25
17/01/2023,154.36,pm25
18/01/2023,153.84,pm25
19/01/2023,156.42,pm25
20/01/2023,157.97,pm25
21/01/2023,159,pm25
22/01/2023,164.68,pm25
23/01/2023,164.17,pm25
24/01/2023,159.52,pm25
25/01/2023,141.63,pm25
26/01/2023,131.78,pm25
27/01/2023,166.23,pm25
28/01/2023,169.33,pm25
29/01/2023,162.62,pm25
30/01/2023,168.3,pm25
31/01/2023,167.78,pm25
01/02/2023,169.85,pm25
02/02/2023,160.04,pm25
03/02/2023,157.97,pm25
04/02/2023,126.85,pm25
05/02/2023,149.02,pm25
06/02/2023,146.55,pm25
07/02/2023,129.32,pm25
08/02/2023,152.81,pm25
09/02/2023,141.63,pm25
10/02/2023,144.09,pm25
11/02/2023,152.29,pm25
12/02/2023,151.26,pm25
13/02/2023,158.49,pm25
14/02/2023,151.77,pm25
15/02/2023,124.39,pm25
16/02/2023,119.47,pm25
17/02/2023,152.81,pm25
18/02/2023,154.36,pm25
19/02/2023,156.42,pm25
20/02/2023,153.32,pm25
21/02/2023,144.09,pm25
22/02/2023,157.45,pm25
23/02/2023,158.49,pm25
24/02/2023,169.33,pm25
25/02/2023,160.55,pm25
26/02/2023,163.13,pm25
27/02/2023,177.07,pm25
28/02/2023,173.46,pm25
01/03/2023,178.11,pm25
02/03/2023,173.98,pm25
03/03/2023,151.26,pm25
04/03/2023,157.45,pm25
05/03/2023,163.65,pm25
06/03/2023,162.62,pm25
07/03/2023,163.13,pm25
08/03/2023,160.55,pm25
09/03/2023,162.62,pm25
10/03/2023,164.68,pm25
11/03/2023,162.1,pm25
12/03/2023,173.46,pm25
13/03/2023,171.4,pm25
14/03/2023,159.52,pm25
15/03/2023,166.23,pm25
16/03/2023,157.97,pm25
17/03/2023,149.02,pm25
18/03/2023,153.84,pm25
19/03/2023,153.32,pm25
20/03/2023,152.81,pm25
21/03/2023,151.26,pm25
22/03/2023,151.77,pm25
23/03/2023,159,pm25
24/03/2023,144.09,pm25
25/03/2023,134.24,pm25
26/03/2023,155.39,pm25
27/03/2023,155.39,pm25
28/03/2023,154.36,pm25
29/03/2023,136.7,pm25
30/03/2023,124.39,pm25
31/03/2023,149.02,pm25
01/04/2023,153.32,pm25
02/04/2023,158.49,pm25
03/04/2023,155.91,pm25
04/04/2023,129.32,pm25
05/04/2023,152.29,pm25
06/04/2023,156.94,pm25
07/04/2023,159.52,pm25
08/04/2023,157.45,pm25
09/04/2023,139.17,pm25
10/04/2023,152.29,pm25
11/04/2023,154.87,pm25
12/04/2023,161.07,pm25
13/04/2023,162.62,pm25
14/04/2023,183.27,pm25
15/04/2023,194.11,pm25
16/04/2023,196.18,pm25
17/04/2023,187.92,pm25
18/04/2023,181.72,pm25
19/04/2023,173.98,pm25
20/04/2023,168.3,pm25
21/04/2023,167.78,pm25
22/04/2023,161.58,pm25
23/04/2023,154.87,pm25
24/04/2023,144.09,pm25
25/04/2023,151.26,pm25
26/04/2023,151.26,pm25
27/04/2023,152.29,pm25
28/04/2023,158.49,pm25
29/04/2023,155.39,pm25
30/04/2023,154.36,pm25
01/05/2023,149.02,pm25
02/05/2023,131.78,pm25
03/05/2023,114.54,pm25
04/05/2023,92.85,pm25
05/05/2023,99.16,pm25
06/05/2023,90.75,pm25
07/05/2023,104.69,pm25
08/05/2023,82.33,pm25
09/05/2023,99.16,pm25
10/05/2023,92.85,pm25
11/05/2023,131.78,pm25
12/05/2023,134.24,pm25
13/05/2023,134.24,pm25
14/05/2023,126.85,pm25
15/05/2023,117.01,pm25
16/05/2023,97.06,pm25
17/05/2023,88.64,pm25
18/05/2023,94.95,pm25
19/05/2023,104.69,pm25
20/05/2023,124.39,pm25
21/05/2023,153.84,pm25
22/05/2023,119.47,pm25
23/05/2023,134.24,pm25
24/05/2023,152.29,pm25
25/05/2023,129.32,pm25
26/05/2023,104.69,pm25
27/05/2023,104.69,pm25
28/05/2023,124.39,pm25
29/05/2023,119.47,pm25
30/05/2023,90.75,pm25
31/05/2023,112.08,pm25
01/06/2023,109.62,pm25
02/06/2023,88.64,pm25
03/06/2023,92.85,pm25
04/06/2023,109.62,pm25
05/06/2023,107.16,pm25
06/06/2023,109.62,pm25
07/06/2023,109.62,pm25
08/06/2023,129.32,pm25
09/06/2023,121.93,pm25
10/06/2023,112.08,pm25
11/06/2023,102.23,pm25
12/06/2023,94.95,pm25
13/06/2023,144.09,pm25
14/06/2023,107.16,pm25
15/06/2023,104.69,pm25
16/06/2023,107.16,pm25
17/06/2023,109.62,pm25
18/06/2023,139.17,pm25
19/06/2023,131.78,pm25
20/06/2023,144.09,pm25
21/06/2023,141.63,pm25
22/06/2023,141.63,pm25
23/06/2023,119.47,pm25
24/06/2023,124.39,pm25
25/06/2023,117.01,pm25
26/06/2023,99.16,pm25
27/06/2023,88.64,pm25
28/06/2023,82.33,pm25
29/06/2023,84.44,pm25
30/06/2023,84.44,pm25
01/07/2023,124.39,pm25
02/07/2023,117.01,pm25
03/07/2023,114.54,pm25
04/07/2023,129.32,pm25
05/07/2023,126.85,pm25
06/07/2023,104.69,pm25
07/07/2023,102.23,pm25
08/07/2023,97.06,pm25
09/07/2023,114.54,pm25
10/07/2023,107.16,pm25
11/07/2023,124.39,pm25
12/07/2023,124.39,pm25
13/07/2023,129.32,pm25
14/07/2023,131.78,pm25
15/07/2023,139.17,pm25
16/07/2023,139.17,pm25
17/07/2023,134.24,pm25
18/07/2023,124.39,pm25
19/07/2023,104.69,pm25
20/07/2023,131.78,pm25
21/07/2023,119.47,pm25
22/07/2023,109.62,pm25
23/07/2023,136.7,pm25
24/07/2023,139.17,pm25
25/07/2023,144.09,pm25
26/07/2023,131.78,pm25
27/07/2023,124.39,pm25
28/07/2023,126.85,pm25
29/07/2023,124.39,pm25
30/07/2023,121.93,pm25
31/07/2023,112.08,pm25
01/08/2023,117.01,pm25
02/08/2023,131.78,pm25
03/08/2023,107.16,pm25
04/08/2023,114.54,pm25
05/08/2023,121.93,pm25
06/08/2023,104.69,pm25
07/08/2023,124.39,pm25
08/08/2023,126.85,pm25
09/08/2023,88.64,pm25
10/08/2023,92.85,pm25
11/08/2023,94.95,pm25
12/08/2023,104.69,pm25
13/08/2023,152.81,pm25
14/08/2023,151.77,pm25
15/08/2023,144.09,pm25
16/08/2023,149.02,pm25
17/08/2023,149.02,pm25
18/08/2023,141.63,pm25
19/08/2023,152.81,pm25
20/08/2023,159.52,pm25
21/08/2023,151.77,pm25
22/08/2023,151.77,pm25
23/08/2023,149.02,pm25
24/08/2023,139.17,pm25
25/08/2023,136.7,pm25
26/08/2023,152.29,pm25
27/08/2023,152.81,pm25
28/08/2023,141.63,pm25
29/08/2023,151.26,pm25
30/08/2023,151.26,pm25
31/08/2023,144.09,pm25
01/09/2023,139.17,pm25
02/09/2023,149.02,pm25
03/09/2023,146.55,pm25
04/09/2023,146.55,pm25
05/09/2023,151.77,pm25
06/09/2023,153.32,pm25
07/09/2023,152.29,pm25
08/09/2023,152.29,pm25
09/09/2023,151.26,pm25
10/09/2023,155.91,pm25
11/09/2023,151.77,pm25
12/09/2023,155.91,pm25
13/09/2023,163.13,pm25
14/09/2023,157.45,pm25
15/09/2023,131.78,pm25
16/09/2023,141.63,pm25
17/09/2023,152.81,pm25
18/09/2023,154.36,pm25
19/09/2023,155.39,pm25
20/09/2023,151.26,pm25
21/09/2023,153.32,pm25
22/09/2023,149.02,pm25
23/09/2023,131.78,pm25
24/09/2023,151.26,pm25
25/09/2023,131.78,pm25
26/09/2023,134.24,pm25
27/09/2023,151.26,pm25
28/09/2023,151.77,pm25
29/09/2023,165.2,pm25
30/09/2023,158.49,pm25
01/10/2023,162.1,pm25
02/10/2023,159,pm25
03/10/2023,152.81,pm25
04/10/2023,152.29,pm25
05/10/2023,151.77,pm25
06/10/2023,154.87,pm25
07/10/2023,151.26,pm25
08/10/2023,156.94,pm25
09/10/2023,151.77,pm25
10/10/2023,136.7,pm25
11/10/2023,139.17,pm25
12/10/2023,141.63,pm25
13/10/2023,149.02,pm25
14/10/2023,149.02,pm25
15/10/2023,149.02,pm25
16/10/2023,141.63,pm25
17/10/2023,141.63,pm25
18/10/2023,151.26,pm25
19/10/2023,149.02,pm25
20/10/2023,151.77,pm25
21/10/2023,156.94,pm25
22/10/2023,155.39,pm25
23/10/2023,154.87,pm25
24/10/2023,153.32,pm25
25/10/2023,146.55,pm25
26/10/2023,152.29,pm25
27/10/2023,144.09,pm25
28/10/2023,149.02,pm25
29/10/2023,151.26,pm25
30/10/2023,144.09,pm25
31/10/2023,151.77,pm25
01/11/2023,153.84,pm25
02/11/2023,152.81,pm25
03/11/2023,149.02,pm25
04/11/2023,151.77,pm25
05/11/2023,155.91,pm25
06/11/2023,152.81,pm25
07/11/2023,151.77,pm25
08/11/2023,152.29,pm25
