date,overall_aqi
2015-05-25,66.0
2015-05-26,56.0
2015-05-27,66.0
2015-05-28,66.0
2015-05-29,66.0
2015-05-30,66.0
2015-05-31,76.0
2015-06-01,66.0
2015-06-02,66.0
2015-06-03,66.0
2015-06-04,76.0
2015-06-05,45.45
2015-06-06,66.0
2015-06-07,66.0
2015-06-08,66.0
2015-06-09,66.0
2015-06-10,66.0
2015-06-11,66.0
2015-06-12,76.0
2015-06-13,56.0
2015-06-14,66.0
2015-06-15,66.0
2015-06-16,56.0
2015-06-17,456.0
2015-06-18,270.77
2015-06-19,56.0
2015-06-20,45.45
2015-06-21,56.0
2015-06-22,66.0
2015-06-23,66.0
2015-06-24,66.0
2015-06-25,56.0
2015-06-26,66.0
2015-06-27,66.0
2015-06-28,66.0
2015-06-29,66.0
2015-06-30,56.0
2015-07-01,56.0
2015-07-02,66.0
2015-07-03,56.0
2015-07-04,45.45
2015-07-05,56.0
2015-07-06,56.0
2015-07-07,56.0
2015-07-08,86.0
2015-07-09,76.0
2015-07-10,56.0
2015-07-11,66.0
2015-07-12,76.0
2015-07-13,76.0
2015-07-14,66.0
2015-07-15,66.0
2015-07-16,34.09
2015-07-17,22.73
2015-07-18,56.0
2015-07-19,76.0
2015-07-20,66.0
2015-07-21,76.0
2015-07-22,76.0
2015-07-23,76.0
2015-07-24,76.0
2015-07-25,66.0
2015-07-26,66.0
2015-07-27,86.0
2015-07-28,86.0
2015-07-29,56.0
2015-07-30,56.0
2015-07-31,56.0
2015-08-01,76.0
2015-08-02,96.0
2015-08-03,86.0
2015-08-04,66.0
2015-08-05,76.0
2015-08-06,76.0
2015-08-07,76.0
2015-08-08,66.0
2015-08-09,66.0
2015-08-10,66.0
2015-08-11,56.0
2015-08-12,66.0
2015-08-13,76.0
2015-08-14,76.0
2015-08-15,66.0
2015-08-16,86.0
2015-08-17,109.45
2015-08-18,126.34
2015-08-19,86.0
2015-08-20,76.0
2015-08-21,66.0
2015-08-22,66.0
2015-08-23,76.0
2015-08-24,76.0
2015-08-25,76.0
2015-08-26,76.0
2015-08-27,76.0
2015-08-28,66.0
2015-08-29,86.0
2015-08-30,86.0
2015-08-31,96.0
2015-09-01,76.0
2015-09-02,76.0
2015-09-03,96.0
2015-09-04,96.0
2015-09-05,86.0
2015-09-06,109.45
2015-09-07,96.0
2015-09-08,96.0
2015-09-09,86.0
2015-09-10,96.0
2015-09-11,86.0
2015-09-12,96.0
2015-09-13,109.45
2015-09-14,96.0
2015-09-15,109.45
2015-09-16,109.45
2015-09-17,109.45
2015-09-18,96.0
2015-09-19,109.45
2015-09-20,126.34
2015-09-21,126.34
2015-09-22,126.34
2015-09-23,96.0
2015-09-24,109.45
2015-09-25,109.45
2015-09-26,96.0
2015-09-27,96.0
2015-09-28,96.0
2015-09-29,86.0
2015-09-30,66.0
2015-10-01,66.0
2015-10-02,86.0
2015-10-03,14.81
2015-10-04,76.0
2015-10-05,86.0
2015-10-06,86.0
2015-10-07,86.0
2015-10-08,86.0
2015-10-09,19.44
2015-10-10,22.73
2015-10-11,34.09
2015-10-12,66.0
2015-10-13,96.0
2015-10-14,96.0
2015-10-15,96.0
2015-10-16,126.34
2015-10-17,96.0
2015-10-18,96.0
2015-10-19,86.0
2015-10-20,126.34
2015-10-21,109.45
2015-10-22,109.45
2015-10-23,109.45
2015-10-24,143.24
2015-10-25,159.45
2015-10-26,126.34
2015-10-27,126.34
2015-10-28,109.45
2015-10-29,109.45
2015-10-30,126.34
2015-10-31,126.34
2015-11-01,143.24
2015-11-02,96.0
2015-11-03,126.34
2015-11-04,143.24
2015-11-05,109.45
2015-11-06,23.15
2015-11-07,143.24
2015-11-08,143.24
2015-11-09,96.0
2015-11-10,143.24
2015-11-11,96.0
2015-11-12,109.45
2015-11-13,109.45
2015-11-14,86.0
2015-11-15,66.0
2015-11-16,66.0
2015-11-17,86.0
2015-11-18,76.0
2015-11-19,56.0
2015-11-20,56.0
2015-11-21,56.0
2015-11-22,66.0
2015-11-23,76.0
2015-11-24,86.0
2015-11-25,96.0
2015-11-26,126.34
2015-11-27,109.45
2015-11-28,109.45
2015-11-29,126.34
2015-11-30,96.0
2015-12-01,96.0
2015-12-02,96.0
2015-12-03,56.0
2015-12-04,66.0
2015-12-05,76.0
2015-12-06,66.0
2015-12-07,109.45
2015-12-08,86.0
2015-12-09,86.0
2015-12-10,109.45
2015-12-11,126.34
2015-12-12,126.34
2015-12-13,109.45
2015-12-14,126.34
2015-12-15,143.24
2015-12-16,126.34
2015-12-17,143.24
2015-12-18,126.34
2015-12-19,143.24
2015-12-20,176.34
2015-12-21,143.24
2015-12-22,126.34
2015-12-23,143.24
2015-12-24,109.45
2015-12-25,109.45
2015-12-26,109.45
2015-12-27,159.45
2015-12-28,143.24
2015-12-29,193.24
2015-12-30,45.37
2016-01-02,126.34
2016-01-03,37.96
2016-01-04,109.45
2016-01-05,96.0
2016-01-06,182.24
2016-01-07,186.37
2016-01-08,185.34
2016-01-09,176.56
2016-01-10,168.81
2016-01-11,180.17
2016-01-12,184.82
2016-01-13,187.92
2016-01-14,183.79
2016-01-15,167.78
2016-01-16,165.2
2016-01-17,173.98
2016-01-18,181.21
2016-01-19,195.66
2016-01-20,197.21
2016-01-21,204.32
2016-01-22,187.92
2016-01-23,155.91
2016-01-24,161.07
2016-01-25,86.0
2016-01-26,86.0
2016-01-27,119.47
2016-01-28,176.34
2016-01-29,204.32
2016-01-30,210.97
2016-01-31,176.34
2016-02-01,161.58
2016-02-02,193.24
2016-02-03,193.24
2016-02-04,182.24
2016-02-05,186.37
2016-02-06,187.92
2016-02-07,170.88
2016-02-08,194.63
2016-02-09,202.49
2016-02-10,224.26
2016-02-11,230.9
2016-02-12,224.26
2016-02-13,215.37
2016-02-14,217.61
2016-02-15,217.61
2016-02-16,232.22
2016-02-17,230.9
2016-02-18,224.26
2016-02-19,224.26
2016-02-20,210.97
2016-02-21,206.45
2016-02-22,196.7
2016-02-23,199.28
2016-02-24,197.21
2016-02-25,193.24
2016-02-26,162.1
2016-02-27,152.29
2016-02-28,153.32
2016-02-29,156.42
2016-03-01,169.85
2016-03-02,192.05
2016-03-03,211.41
2016-03-04,196.18
2016-03-05,194.63
2016-03-06,217.61
2016-03-07,217.35
2016-03-08,196.18
2016-03-09,199.28
2016-03-10,210.41
2016-03-11,215.37
2016-03-12,213.39
2016-03-13,207.44
2016-03-14,213.39
2016-03-15,215.37
2016-03-16,195.66
2016-03-17,196.18
2016-03-18,195.66
2016-03-19,192.56
2016-03-20,215.37
2016-03-21,219.33
2016-03-22,195.66
2016-03-23,214.38
2016-03-24,221.32
2016-03-25,247.08
2016-03-26,222.31
2016-03-27,214.38
2016-03-28,199.28
2016-03-29,198.24
2016-03-30,210.41
2016-03-31,222.31
2016-04-01,191.53
2016-04-02,197.73
2016-04-03,215.37
2016-04-04,212.4
2016-04-05,205.46
2016-04-06,212.4
2016-04-07,223.3
2016-04-08,219.33
2016-04-09,210.97
2016-04-10,206.45
2016-04-11,209.42
2016-04-12,212.4
2016-04-13,208.43
2016-04-14,198.76
2016-04-15,205.46
2016-04-16,224.29
2016-04-17,250.83
2016-04-18,253.03
2016-04-19,226.27
2016-04-20,221.32
2016-04-21,225.28
2016-04-22,210.41
2016-04-23,224.26
2016-04-24,194.63
2016-04-25,203.48
2016-04-26,213.39
2016-04-27,229.24
2016-04-28,228.25
2016-04-29,194.63
2016-04-30,186.37
2016-05-01,167.78
2016-05-02,167.26
2016-05-03,181.21
2016-05-04,192.56
2016-05-05,191.53
2016-05-06,194.11
2016-05-07,195.15
2016-05-08,205.46
2016-05-09,199.28
2016-05-10,198.76
2016-05-11,204.47
2016-05-12,199.79
2016-05-13,189.98
2016-05-14,237.54
2016-05-15,172.94
2016-05-16,168.3
2016-05-17,158.49
2016-05-18,153.84
2016-05-19,155.91
2016-05-20,109.45
2016-05-21,109.45
2016-05-22,126.34
2016-05-23,152.29
2016-05-24,154.87
2016-05-25,156.94
2016-05-26,156.94
2016-05-27,159.52
2016-05-28,157.45
2016-05-29,141.63
2016-05-30,153.84
2016-05-31,136.7
2016-06-01,107.16
2016-06-02,90.75
2016-06-03,88.64
2016-06-04,102.23
2016-06-05,121.93
2016-06-06,109.45
2016-06-07,117.01
2016-06-08,126.34
2016-06-09,126.34
2016-06-10,119.47
2016-06-11,159.45
2016-06-12,159.45
2016-06-13,126.34
2016-06-14,126.34
2016-06-15,109.62
2016-06-16,126.34
2016-06-17,109.45
2016-06-18,109.62
2016-06-19,109.45
2016-06-20,126.34
2016-06-21,146.55
2016-06-22,109.45
2016-06-23,146.55
2016-06-24,139.17
2016-06-25,96.0
2016-06-26,104.69
2016-06-27,92.85
2016-06-28,124.39
2016-06-29,109.62
2016-06-30,97.06
2016-07-01,129.32
2016-07-02,131.78
2016-07-03,114.54
2016-07-04,129.32
2016-07-05,139.17
2016-07-06,157.45
2016-07-07,129.32
2016-07-08,97.06
2016-07-09,117.01
2016-07-10,121.93
2016-07-11,117.01
2016-07-12,141.63
2016-07-13,156.94
2016-07-14,136.7
2016-07-15,152.29
2016-07-16,155.91
2016-07-17,154.87
2016-07-18,153.84
2016-07-19,126.34
2016-07-20,159.45
2016-07-21,143.24
2016-07-22,96.0
2016-07-23,126.34
2016-07-24,143.24
2016-07-25,126.34
2016-07-26,129.32
2016-07-27,146.55
2016-07-28,104.69
2016-07-29,131.78
2016-07-30,153.32
2016-07-31,152.81
2016-08-01,153.84
2016-08-02,156.42
2016-08-03,153.32
2016-08-04,157.97
2016-08-05,156.42
2016-08-06,154.36
2016-08-07,154.36
2016-08-08,156.94
2016-08-09,155.91
2016-08-10,163.13
2016-08-11,163.13
2016-08-12,162.1
2016-08-13,159.0
2016-08-14,159.52
2016-08-15,162.62
2016-08-16,160.55
2016-08-17,163.65
2016-08-18,164.17
2016-08-19,176.04
2016-08-20,164.68
2016-08-21,167.78
2016-08-22,162.62
2016-08-23,149.02
2016-08-24,160.55
2016-08-25,136.7
2016-08-26,126.85
2016-08-27,151.77
2016-08-28,149.02
2016-08-29,149.02
2016-08-30,154.87
2016-08-31,151.77
2016-09-01,154.87
2016-09-02,155.39
2016-09-03,152.29
2016-09-04,155.91
2016-09-05,162.1
2016-09-06,161.58
2016-09-07,155.39
2016-09-08,162.1
2016-09-09,155.39
2016-09-10,159.0
2016-09-11,154.87
2016-09-12,153.84
2016-09-13,154.87
2016-09-14,154.87
2016-09-15,156.42
2016-09-16,152.29
2016-09-17,155.91
2016-09-18,153.84
2016-09-19,154.87
2016-09-20,159.0
2016-09-21,165.2
2016-09-22,181.72
2016-09-23,175.53
2016-09-24,169.33
2016-09-25,157.97
2016-09-26,154.87
2016-09-27,155.91
2016-09-28,162.62
2016-09-29,157.45
2016-09-30,159.0
2016-10-01,160.04
2016-10-02,156.94
2016-10-03,156.42
2016-10-04,156.94
2016-10-05,156.94
2016-10-06,154.87
2016-10-07,157.97
2016-10-08,240.14
2016-10-09,174.49
2016-10-10,169.85
2016-10-11,160.04
2016-10-12,152.81
2016-10-13,161.58
2016-10-14,172.94
2016-10-15,160.04
2016-10-16,153.84
2016-10-17,155.39
2016-10-18,165.72
2016-10-19,169.85
2016-10-20,167.78
2016-10-21,160.55
2016-10-22,157.45
2016-10-23,156.94
2016-10-24,157.97
2016-10-25,156.94
2016-10-26,154.87
2016-10-27,154.87
2016-10-28,151.77
2016-10-29,151.77
2016-10-30,155.39
2016-10-31,155.91
2016-11-01,153.84
2016-11-02,149.02
2016-11-03,154.87
2016-11-04,161.07
2016-11-05,162.1
2016-11-06,164.17
2016-11-07,165.72
2016-11-08,159.52
2016-11-09,151.77
2016-11-10,157.45
2016-11-11,151.77
2016-11-12,153.84
2016-11-13,156.94
2016-11-14,159.52
2016-11-15,157.97
2016-11-16,164.17
2016-11-17,165.2
2016-11-18,164.68
2016-11-19,163.65
2016-11-20,160.04
2016-11-21,162.1
2016-11-22,167.26
2016-11-23,170.36
2016-11-24,170.88
2016-11-25,165.2
2016-11-26,165.2
2016-11-27,162.62
2016-11-28,165.72
2016-11-29,170.88
2016-11-30,173.46
2016-12-01,175.01
2016-12-02,172.43
2016-12-03,174.49
2016-12-04,168.81
2016-12-05,173.46
2016-12-06,179.14
2016-12-07,185.85
2016-12-08,183.79
2016-12-09,191.53
2016-12-10,181.21
2016-12-11,185.34
2016-12-12,206.45
2016-12-13,187.92
2016-12-14,172.94
2016-12-15,171.91
2016-12-16,171.4
2016-12-17,163.13
2016-12-18,167.78
2016-12-19,171.4
2016-12-20,174.49
2016-12-21,176.56
2016-12-22,169.85
2016-12-23,164.17
2016-12-24,177.59
2016-12-25,180.69
2016-12-26,180.17
2016-12-27,184.3
2016-12-28,179.66
2016-12-29,177.07
2016-12-30,170.88
2016-12-31,169.33
2017-01-01,20.37
2017-01-02,156.94
2017-01-03,160.04
2017-01-04,156.94
2017-01-05,155.91
2017-01-06,157.45
2017-01-07,161.58
2017-01-08,167.26
2017-01-09,166.23
2017-01-10,168.81
2017-01-11,161.07
2017-01-12,156.42
2017-01-13,159.0
2017-01-14,164.68
2017-01-15,165.72
2017-01-16,170.88
2017-01-17,175.01
2017-01-18,177.07
2017-01-19,180.17
2017-01-20,174.49
2017-01-21,173.46
2017-01-22,167.26
2017-01-23,167.78
2017-01-24,172.43
2017-01-25,170.88
2017-01-26,169.85
