Country,Region,Date,Temperature,RelativeHumidity,WindSpeed
Singapore,Central,2019-01-01,28.04,76.24,8.32
Singapore,East,2019-01-01,28.47,74.88,5.0
Singapore,North,2019-01-01,27.65,76.99,3.1
Singapore,South,2019-01-01,28.93,72.73,3.8
Singapore,West,2019-01-01,27.65,76.68,3.83
Singapore,Central,2019-01-02,28.42,75.84,10.01
Singapore,East,2019-01-02,29.22,70.04,5.86
Singapore,North,2019-01-02,28.76,73.77,4.25
Singapore,South,2019-01-02,29.85,65.79,5.33
Singapore,West,2019-01-02,28.28,74.37,4.6
Singapore,Central,2019-01-03,28.61,80.1,14.23
Singapore,East,2019-01-03,29.57,73.38,7.42
Singapore,North,2019-01-03,29.31,74.42,5.92
Singapore,South,2019-01-03,29.35,73.89,6.48
Singapore,West,2019-01-03,28.62,77.72,6.66
Singapore,Central,2019-01-04,28.93,73.45,11.95
Singapore,East,2019-01-04,29.73,67.18,5.82
Singapore,North,2019-01-04,29.12,69.73,4.79
Singapore,South,2019-01-04,29.63,67.91,4.83
Singapore,West,2019-01-04,29.09,71.33,4.83
Singapore,Central,2019-01-05,28.54,80.28,5.95
Singapore,East,2019-01-05,28.31,82.2,4.65
Singapore,North,2019-01-05,27.84,82.19,4.47
Singapore,South,2019-01-05,28.81,74.9,2.93
Singapore,West,2019-01-05,28.52,78.24,2.94
Singapore,Central,2019-01-06,28.64,79.71,8.11
Singapore,East,2019-01-06,28.62,80.88,7.1
Singapore,North,2019-01-06,28.35,78.67,6.44
Singapore,South,2019-01-06,29.4,72.45,4.53
Singapore,West,2019-01-06,28.64,77.4,3.93
Singapore,Central,2019-01-07,28.74,75.95,8.08
Singapore,East,2019-01-07,28.84,77.04,7.88
Singapore,North,2019-01-07,28.55,76.86,6.37
Singapore,South,2019-01-07,29.21,71.7,5.08
Singapore,West,2019-01-07,28.91,72.87,4.67
Singapore,Central,2019-01-08,27.83,83.63,7.0
Singapore,East,2019-01-08,28.23,82.06,6.54
Singapore,North,2019-01-08,27.79,82.64,5.86
Singapore,South,2019-01-08,28.17,79.91,3.83
Singapore,West,2019-01-08,27.67,81.63,3.25
Singapore,Central,2019-01-09,28.34,79.16,7.46
Singapore,East,2019-01-09,28.58,79.41,7.38
Singapore,North,2019-01-09,28.13,78.01,6.36
Singapore,South,2019-01-09,28.88,74.86,4.66
Singapore,West,2019-01-09,27.92,79.65,3.7
Singapore,Central,2019-01-10,28.61,73.2,8.38
Singapore,East,2019-01-10,28.74,74.53,7.35
Singapore,North,2019-01-10,28.53,73.15,6.45
Singapore,South,2019-01-10,29.14,69.12,4.95
Singapore,West,2019-01-10,28.7,71.2,4.29
Singapore,Central,2019-01-11,28.29,75.34,8.38
Singapore,East,2019-01-11,28.18,77.88,6.86
Singapore,North,2019-01-11,28.08,76.01,6.84
Singapore,South,2019-01-11,28.83,71.62,4.48
Singapore,West,2019-01-11,28.33,73.38,3.8
Singapore,Central,2019-01-12,28.2,75.04,7.33
Singapore,East,2019-01-12,28.4,74.53,6.39
Singapore,North,2019-01-12,28.22,73.25,6.0
Singapore,South,2019-01-12,28.75,71.37,3.84
Singapore,West,2019-01-12,28.18,73.49,3.61
Singapore,Central,2019-01-13,27.75,79.33,7.52
Singapore,East,2019-01-13,28.26,77.52,6.38
Singapore,North,2019-01-13,27.35,80.09,6.39
Singapore,South,2019-01-13,28.2,74.94,3.86
Singapore,West,2019-01-13,27.61,77.84,3.52
Singapore,Central,2019-01-14,27.96,79.04,7.72
Singapore,East,2019-01-14,28.09,79.22,6.26
Singapore,North,2019-01-14,27.73,78.57,5.82
Singapore,South,2019-01-14,28.42,74.02,4.26
Singapore,West,2019-01-14,27.93,76.83,3.61
Singapore,Central,2019-01-15,28.28,73.26,8.22
Singapore,East,2019-01-15,28.42,74.07,5.51
Singapore,North,2019-01-15,28.16,72.86,5.07
Singapore,South,2019-01-15,28.12,73.49,3.55
Singapore,West,2019-01-15,28.34,70.83,3.7
Singapore,Central,2019-01-16,28.26,75.75,9.04
Singapore,East,2019-01-16,28.41,75.45,6.35
Singapore,North,2019-01-16,28.25,74.88,5.82
Singapore,South,2019-01-16,28.51,72.64,4.34
Singapore,West,2019-01-16,28.15,74.52,3.68
Singapore,Central,2019-01-17,26.57,86.41,9.36
Singapore,East,2019-01-17,27.11,84.14,5.61
Singapore,North,2019-01-17,26.45,84.04,5.53
Singapore,South,2019-01-17,26.85,81.14,3.29
Singapore,West,2019-01-17,26.54,83.6,3.74
Singapore,Central,2019-01-18,25.7,87.64,8.56
Singapore,East,2019-01-18,25.98,85.0,5.78
Singapore,North,2019-01-18,25.78,86.68,6.46
Singapore,South,2019-01-18,26.05,82.77,3.08
Singapore,West,2019-01-18,25.9,85.98,3.83
Singapore,Central,2019-01-19,27.33,78.35,8.33
Singapore,East,2019-01-19,27.51,78.43,6.45
Singapore,North,2019-01-19,27.32,77.29,7.03
Singapore,South,2019-01-19,27.9,71.0,2.87
Singapore,West,2019-01-19,27.4,75.62,3.59
Singapore,Central,2019-01-20,28.04,76.6,8.21
Singapore,East,2019-01-20,28.24,76.79,7.15
Singapore,North,2019-01-20,27.99,75.51,6.65
Singapore,South,2019-01-20,28.58,69.82,3.07
Singapore,West,2019-01-20,27.8,75.39,3.93
Singapore,Central,2019-01-21,27.79,77.11,9.66
Singapore,East,2019-01-21,28.05,76.73,6.53
Singapore,North,2019-01-21,28.09,74.14,8.1
Singapore,South,2019-01-21,28.32,70.9,2.87
Singapore,West,2019-01-21,28.06,73.69,4.03
Singapore,Central,2019-01-22,27.14,72.26,
Singapore,East,2019-01-22,27.78,75.98,7.04
Singapore,North,2019-01-22,27.59,75.7,7.2
Singapore,South,2019-01-22,28.19,68.56,4.06
Singapore,West,2019-01-22,27.7,73.73,4.67
Singapore,Central,2019-01-23,27.55,70.9,
Singapore,East,2019-01-23,28.12,75.34,8.52
Singapore,North,2019-01-23,27.94,74.64,7.8
Singapore,South,2019-01-23,28.61,67.45,3.62
Singapore,West,2019-01-23,27.94,72.55,4.78
Singapore,Central,2019-01-24,27.75,72.0,9.04
Singapore,East,2019-01-24,27.73,74.85,8.03
Singapore,North,2019-01-24,27.43,75.46,7.23
Singapore,South,2019-01-24,28.3,67.37,3.15
Singapore,West,2019-01-24,27.62,72.68,4.25
Singapore,Central,2019-01-25,27.17,75.32,8.9
Singapore,East,2019-01-25,27.3,76.22,7.4
Singapore,North,2019-01-25,26.99,76.44,6.39
Singapore,West,2019-01-25,27.37,71.59,4.12
Singapore,Central,2019-01-26,27.19,74.6,9.84
Singapore,East,2019-01-26,27.44,74.77,8.18
Singapore,North,2019-01-26,26.97,76.52,6.64
Singapore,West,2019-01-26,27.43,70.64,4.34
Singapore,Central,2019-01-27,27.63,77.25,9.83
Singapore,East,2019-01-27,27.99,76.32,8.46
Singapore,North,2019-01-27,27.65,76.73,7.54
Singapore,West,2019-01-27,27.9,72.61,4.55
Singapore,Central,2019-01-28,26.69,84.71,9.5
Singapore,East,2019-01-28,27.05,84.21,7.28
Singapore,North,2019-01-28,26.6,84.15,8.24
Singapore,West,2019-01-28,26.92,80.6,4.07
Singapore,Central,2019-01-29,27.79,79.04,9.38
Singapore,East,2019-01-29,27.94,80.11,8.24
Singapore,North,2019-01-29,27.73,78.45,8.25
Singapore,South,2019-01-29,29.71,64.06,3.67
Singapore,West,2019-01-29,28.02,75.34,4.54
Singapore,Central,2019-01-30,27.93,74.32,8.78
Singapore,East,2019-01-30,28.01,75.55,8.07
Singapore,North,2019-01-30,27.84,74.66,6.71
Singapore,South,2019-01-30,28.84,65.86,4.95
Singapore,West,2019-01-30,28.05,71.74,4.1
Singapore,Central,2019-01-31,27.75,76.66,7.35
Singapore,East,2019-01-31,27.84,77.16,6.38
Singapore,North,2019-01-31,27.49,76.89,6.45
