date,temperature_2m,relative_humidity_2m,wind_speed_10m
2015-06-23,28.12575,80.68777,12.729694
2015-06-24,28.07575,78.89339,12.114039
2015-06-25,27.979918,76.608795,11.511029
2015-06-26,28.046583,74.76735,10.790675
2015-06-27,28.134085,75.25587,12.485698
2015-06-28,28.104918,77.98784,11.577267
2015-06-29,28.121584,78.861336,9.567892
2015-06-30,27.854918,81.74852,8.539258
2015-07-01,26.704918,84.722374,8.090438
2015-07-02,27.873667,79.32586,10.30631
2015-07-03,27.621584,77.80338,11.27034
2015-07-04,26.757002,81.68757,9.46268
2015-07-05,27.917418,76.09751,11.6648035
2015-07-06,28.052834,78.35217,12.07371
2015-07-07,27.404917,81.54876,10.225863
2015-07-08,26.927834,86.28542,8.971372
2015-07-09,27.011168,86.34067,7.368082
2015-07-10,27.31325,84.24055,10.411347
2015-07-11,27.20075,84.6037,11.218394
2015-07-12,27.252832,84.620895,10.335071
2015-07-13,27.248667,84.141495,11.951474
2015-07-14,27.204918,82.35766,11.932541
2015-07-15,27.536165,81.93571,9.985215
2015-07-16,27.179916,84.85,9.534112
2015-07-17,27.0445,84.89018,9.490594
2015-07-18,27.148666,83.67963,12.485923
2015-07-19,26.7195,86.86987,7.9723697
2015-07-20,27.665335,81.176674,12.780612
2015-07-21,27.204918,83.29302,9.450576
2015-07-22,27.484083,80.04554,10.691161
2015-07-23,27.515333,80.92939,7.935438
2015-07-24,26.944502,84.70211,7.506495
2015-07-25,27.25075,83.47238,9.216347
2015-07-26,26.567415,85.03809,7.3243384
2015-07-27,27.477835,77.06821,8.793559
2015-07-28,27.27575,79.72202,9.620695
2015-07-29,26.71325,84.59574,9.407648
2015-07-30,26.7445,83.48668,8.465655
2015-07-31,26.059084,87.32014,6.4614463
2015-08-01,26.011168,84.81539,7.856501
2015-08-02,26.623667,82.70013,8.094306
2015-08-03,25.379915,87.72552,7.5629687
2015-08-04,26.246584,83.8317,7.406389
2015-08-05,26.267418,84.9143,8.172227
2015-08-06,25.886168,87.117615,6.4417834
2015-08-07,26.377832,85.5769,9.852424
2015-08-08,26.684084,84.75413,7.7667947
2015-08-09,26.2445,87.83732,7.244601
2015-08-10,27.192415,83.17005,11.478043
2015-08-11,26.65075,86.95081,9.168545
2015-08-12,26.159082,87.98182,5.559979
2015-08-13,26.629915,85.17776,9.002263
2015-08-14,27.029917,82.89686,7.132929
2015-08-15,27.102835,82.97637,9.341916
2015-08-16,26.011168,88.063194,9.287358
2015-08-17,26.704918,82.92295,9.080808
2015-08-18,27.096582,77.88322,9.780771
2015-08-19,27.384085,79.40294,9.23102
2015-08-20,26.821585,83.9313,8.571151
2015-08-21,26.227835,87.195366,7.1959147
2015-08-22,26.557001,84.36444,9.451798
2015-08-23,27.123667,79.118034,11.300721
2015-08-24,27.032,80.06913,10.5352125
2015-08-25,27.209084,81.83326,9.759018
2015-08-26,26.73825,85.04312,7.814691
2015-08-27,27.334084,80.138275,9.843465
2015-08-28,27.111168,83.66422,9.790752
2015-08-29,27.607,81.98141,11.173961
2015-08-30,27.642418,77.63972,11.431308
2015-08-31,27.559084,75.95401,13.308784
2015-09-01,27.542418,76.1596,10.771863
2015-09-02,27.484083,78.30992,12.681249
2015-09-03,27.534082,80.29595,11.6460495
2015-09-04,26.582,85.83808,8.792556
2015-09-05,26.682001,86.109245,7.563278
2015-09-06,26.865334,82.96255,5.003574
2015-09-07,27.204918,79.74434,9.649248
2015-09-08,26.850752,83.09172,8.135749
2015-09-09,26.304916,84.98321,8.171991
2015-09-10,26.371584,81.984985,7.666737
2015-09-11,27.257002,78.573364,11.129688
2015-09-12,27.286165,80.23368,11.745353
2015-09-13,27.504915,80.73533,8.72415
2015-09-14,26.857,84.19048,8.547145
2015-09-15,26.090334,87.5145,7.314962
2015-09-16,27.136168,82.49667,10.348475
2015-09-17,27.440332,81.36735,9.795477
2015-09-18,27.304916,83.57405,10.545306
2015-09-19,27.038252,86.37429,8.383592
2015-09-20,27.117416,85.433716,5.890703
2015-09-21,26.634085,86.837944,5.9159207
2015-09-22,26.87575,83.46647,8.360068
2015-09-23,26.929916,85.31631,8.948603
2015-09-24,27.027834,83.55167,7.3878655
2015-09-25,26.957,80.67275,7.6766014
2015-09-26,27.236168,79.629425,9.024911
2015-09-27,26.946585,83.753654,6.8914623
2015-09-28,26.36325,87.65345,5.140489
2015-09-29,27.052834,84.09722,7.4600987
2015-09-30,27.121584,85.492,7.6309013
2015-10-01,26.354918,87.60903,6.9595833
2015-10-02,26.290335,85.79298,5.9310327
2015-10-03,27.390335,81.20937,10.0946045
2015-10-04,27.2945,81.44702,10.100185
2015-10-05,26.588251,86.735374,7.049515
2015-10-06,26.45075,85.922844,7.3041167
2015-10-07,26.415335,86.00238,4.3392916
2015-10-08,27.084084,84.28972,4.66044
2015-10-09,27.204918,81.31547,6.3129134
2015-10-10,27.629915,79.65523,9.087811
2015-10-11,27.484083,79.12751,8.097878
2015-10-12,26.996584,83.08724,6.3339844
2015-10-13,27.527834,80.84253,7.592449
2015-10-14,27.365334,82.66829,6.7705536
2015-10-15,27.736168,77.85789,7.4036407
2015-10-16,27.569502,77.24884,6.598869
2015-10-17,27.527834,80.36237,7.0856338
2015-10-18,27.727835,82.08365,9.090362
2015-10-19,27.448668,79.19289,9.428414
2015-10-20,27.307,76.95126,10.888371
2015-10-21,27.6695,77.029594,10.320958
2015-10-22,27.771584,77.6983,9.041435
2015-10-23,27.809084,80.08384,10.631159
2015-10-24,26.80075,84.871735,7.976745
2015-10-25,26.392418,86.1666,8.3242
2015-10-26,26.686167,84.24907,5.814111
2015-10-27,26.577833,84.672195,6.79752
2015-10-28,25.95075,86.64512,6.074493
2015-10-29,26.054916,85.637794,6.60621
2015-10-30,25.73825,88.26459,6.850241
2015-10-31,25.621584,88.587074,7.7098823
2015-11-01,25.996584,87.20106,7.8050265
2015-11-02,26.317415,87.33789,6.708181
2015-11-03,26.634085,84.6418,6.9891677
2015-11-04,26.729918,85.11787,5.4524913
2015-11-05,26.736168,86.04929,5.5134616
2015-11-06,26.573668,85.6227,6.811865
2015-11-07,26.7195,85.65195,4.574467
2015-11-08,25.698668,89.17353,4.868595
2015-11-09,26.692415,85.12611,4.3946195
2015-11-10,26.821585,83.513176,5.020064
2015-11-11,25.81325,88.85849,4.9846005
2015-11-12,26.246584,86.90986,4.603131
2015-11-13,26.225752,88.30483,5.0115743
2015-11-14,26.484083,86.83078,5.6030536
2015-11-15,25.840334,88.939766,5.1136346
2015-11-16,25.573668,89.10711,7.324274
2015-11-17,25.886168,86.69009,5.0758176
2015-11-18,26.854918,84.15571,7.0906587
2015-11-19,26.62575,85.202705,4.6505723
2015-11-20,25.70075,89.00347,5.569039
2015-11-21,25.832,88.95133,5.421196
2015-11-22,26.134085,86.93253,5.640993
2015-11-23,26.6445,85.391624,5.361717
2015-11-24,25.8695,89.20654,4.085185
2015-11-25,25.996584,87.94723,6.6884007
2015-11-26,25.211166,90.9111,7.579464
2015-11-27,25.223665,90.00461,6.2147694
2015-11-28,26.082,89.15558,6.1567893
2015-11-29,25.7695,89.50352,5.107075
2015-11-30,26.194502,86.299,5.3016963
2015-12-01,25.877832,88.69933,7.037706
2015-12-02,26.071585,87.66134,5.4741893
2015-12-03,26.448668,88.58749,4.7732234
2015-12-04,26.515333,86.57148,5.2735767
2015-12-05,26.50075,86.82511,5.896993
2015-12-06,26.184084,88.69196,10.173363
2015-12-07,26.56325,86.29127,9.111911
2015-12-08,26.057001,89.0422,4.170899
2015-12-09,26.636168,86.64847,6.436874
2015-12-10,26.473665,87.402306,6.5542774
2015-12-11,26.542418,85.50699,5.131666
2015-12-12,26.292418,88.42291,7.5997963
2015-12-13,25.42575,90.67718,6.803429
2015-12-14,26.261168,86.81428,7.3727193
2015-12-15,26.117416,84.8273,8.824107
2015-12-16,26.182,83.65693,9.770404
2015-12-17,25.73825,87.83459,12.373149
2015-12-18,26.032,85.02325,13.301666
2015-12-19,26.321585,81.730774,11.145267
2015-12-20,26.682,78.978966,8.828168
2015-12-21,26.6445,83.58641,6.535589
2015-12-22,26.971582,84.57776,5.3157854
2015-12-23,26.757002,84.95205,8.310438
2015-12-24,25.921583,88.9,5.5870824
2015-12-25,26.390333,88.20953,10.826511
2015-12-26,26.740334,83.30106,12.310326
2015-12-27,26.179916,86.814964,12.051166
2015-12-28,25.892418,87.20432,11.927635
2015-12-29,26.2445,85.93185,14.164962
2015-12-30,26.236168,83.32022,15.422215
2015-12-31,25.707,87.56565,14.600575
