Country,Region,Date,Temperature,RelativeHumidity,WindSpeed
Singapore,Central,2018-01-01,24.8,93.84,7.1
Singapore,East,2018-01-01,25.18,91.77,5.29
Singapore,North,2018-01-01,24.75,94.4,3.95
Singapore,West,2018-01-01,24.99,84.33,4.97
Singapore,Central,2018-01-02,25.34,93.52,6.47
Singapore,East,2018-01-02,25.9,92.2,6.49
Singapore,North,2018-01-02,25.08,94.83,4.02
Singapore,West,2018-01-02,25.52,82.68,4.52
Singapore,Central,2018-01-03,26.97,88.98,6.39
Singapore,East,2018-01-03,26.73,89.94,5.64
Singapore,North,2018-01-03,26.32,79.45,4.52
Singapore,South,2018-01-03,27.88,82.87,4.14
Singapore,West,2018-01-03,26.79,78.15,4.51
Singapore,Central,2018-01-04,26.47,88.46,7.39
Singapore,East,2018-01-04,26.58,89.5,6.91
Singapore,North,2018-01-04,26.42,85.88,5.44
Singapore,South,2018-01-04,26.89,85.59,4.24
Singapore,West,2018-01-04,26.66,79.26,4.93
Singapore,Central,2018-01-05,26.28,89.63,4.31
Singapore,East,2018-01-05,26.35,88.3,4.23
Singapore,North,2018-01-05,25.95,89.29,3.23
Singapore,South,2018-01-05,26.53,85.89,2.84
Singapore,West,2018-01-05,26.04,82.55,3.62
Singapore,Central,2018-01-06,26.92,89.54,5.38
Singapore,East,2018-01-06,27.08,87.01,5.25
Singapore,North,2018-01-06,26.98,82.41,3.98
Singapore,South,2018-01-06,27.2,84.15,4.15
Singapore,West,2018-01-06,27.1,76.3,3.64
Singapore,Central,2018-01-07,27.84,83.05,5.79
Singapore,East,2018-01-07,27.14,87.34,5.98
Singapore,North,2018-01-07,26.71,85.67,4.83
Singapore,South,2018-01-07,27.9,82.93,5.6
Singapore,West,2018-01-07,27.13,79.82,5.37
Singapore,Central,2018-01-08,26.89,85.46,5.72
Singapore,East,2018-01-08,26.94,84.09,5.27
Singapore,North,2018-01-08,26.37,81.77,4.16
Singapore,South,2018-01-08,27.66,81.26,4.01
Singapore,West,2018-01-08,26.86,80.14,4.76
Singapore,Central,2018-01-09,26.72,87.07,7.97
Singapore,East,2018-01-09,27.42,84.66,6.52
Singapore,North,2018-01-09,27.18,82.25,5.2
Singapore,South,2018-01-09,27.18,83.61,4.45
Singapore,West,2018-01-09,26.73,80.52,5.36
Singapore,Central,2018-01-10,24.76,93.72,7.78
Singapore,East,2018-01-10,25.11,92.61,5.67
Singapore,North,2018-01-10,24.36,94.65,4.45
Singapore,South,2018-01-10,25.3,92.94,3.6
Singapore,West,2018-01-10,24.94,83.88,5.06
Singapore,Central,2018-01-11,24.11,96.43,15.15
Singapore,East,2018-01-11,24.03,87.75,7.92
Singapore,North,2018-01-11,23.61,94.42,6.2
Singapore,South,2018-01-11,23.84,94.22,10.51
Singapore,West,2018-01-11,23.94,83.86,8.69
Singapore,Central,2018-01-12,23.02,95.69,15.01
Singapore,East,2018-01-12,23.23,94.79,8.92
Singapore,North,2018-01-12,22.67,95.91,6.96
Singapore,South,2018-01-12,23.19,93.47,8.25
Singapore,West,2018-01-12,23.05,84.97,8.33
Singapore,Central,2018-01-13,22.73,96.16,12.77
Singapore,East,2018-01-13,23.21,95.64,7.27
Singapore,North,2018-01-13,22.75,97.41,5.85
Singapore,South,2018-01-13,23.04,94.98,6.39
Singapore,West,2018-01-13,23.06,85.3,7.47
Singapore,Central,2018-01-14,23.81,88.76,11.79
Singapore,East,2018-01-14,23.69,87.59,7.43
Singapore,North,2018-01-14,23.24,87.81,6.7
Singapore,South,2018-01-14,23.79,84.31,6.45
Singapore,West,2018-01-14,23.58,80.2,7.56
Singapore,Central,2018-01-15,24.78,88.26,10.5
Singapore,East,2018-01-15,25.29,85.92,7.06
Singapore,North,2018-01-15,24.76,88.96,6.37
Singapore,South,2018-01-15,25.75,81.53,5.67
Singapore,West,2018-01-15,24.56,80.89,6.18
Singapore,Central,2018-01-16,26.19,81.78,9.99
Singapore,East,2018-01-16,26.44,82.0,6.9
Singapore,North,2018-01-16,26.2,82.5,6.65
Singapore,South,2018-01-16,26.75,78.07,5.29
Singapore,West,2018-01-16,26.24,77.93,6.07
Singapore,Central,2018-01-17,27.22,80.21,8.08
Singapore,East,2018-01-17,27.48,79.95,8.82
Singapore,North,2018-01-17,27.32,79.15,7.11
Singapore,South,2018-01-17,27.52,77.56,4.99
Singapore,West,2018-01-17,27.16,76.89,5.94
