Country,Region,Date,Temperature,RelativeHumidity,WindSpeed
Singapore,Central,2021-01-01,24.91,92.93,6.71
Singapore,East,2021-01-01,25.39,89.3,7.29
Singapore,North,2021-01-01,24.83,88.35,5.22
Singapore,South,2021-01-01,25.43,88.36,5.43
Singapore,West,2021-01-01,24.46,93.44,5.59
Singapore,Central,2021-01-05,26.61,90.03,4.54
Singapore,East,2021-01-05,26.52,89.84,5.56
Singapore,North,2021-01-05,26.37,87.67,4.77
Singapore,South,2021-01-05,26.81,96.8,4.1
Singapore,West,2021-01-05,26.57,88.96,5.01
Singapore,Central,2021-01-06,26.76,84.15,6.9
Singapore,East,2021-01-06,27.04,82.18,6.15
Singapore,North,2021-01-06,26.76,80.56,4.61
Singapore,South,2021-01-06,27.23,75.9,5.7
Singapore,West,2021-01-06,26.68,83.22,6.02
Singapore,Central,2021-01-07,24.72,91.98,5.74
Singapore,East,2021-01-07,24.85,90.54,5.24
Singapore,North,2021-01-07,24.37,90.53,4.01
Singapore,South,2021-01-07,25.26,89.99,5.29
Singapore,West,2021-01-07,24.59,91.57,5.56
Singapore,Central,2021-01-08,25.55,93.84,5.45
Singapore,East,2021-01-08,25.59,93.59,5.82
Singapore,North,2021-01-08,25.45,91.14,5.01
Singapore,South,2021-01-08,25.85,84.56,4.66
Singapore,West,2021-01-08,25.68,91.31,5.65
Singapore,Central,2021-01-09,25.22,94.89,5.76
Singapore,East,2021-01-09,25.85,91.01,6.11
Singapore,North,2021-01-09,25.3,91.25,4.82
Singapore,South,2021-01-09,25.93,88.07,5.66
Singapore,West,2021-01-09,25.08,93.8,5.38
Singapore,Central,2021-01-10,23.67,99.26,7.5
Singapore,East,2021-01-10,24.1,97.23,5.39
Singapore,North,2021-01-10,23.77,97.33,4.2
Singapore,South,2021-01-10,24.26,87.18,6.3
Singapore,West,2021-01-10,23.69,98.0,5.33
Singapore,Central,2021-01-11,25.27,93.81,7.6
Singapore,East,2021-01-11,25.94,88.3,8.22
Singapore,North,2021-01-11,25.59,87.98,6.87
Singapore,South,2021-01-11,25.93,86.29,7.79
Singapore,West,2021-01-11,24.98,93.74,6.36
