date,temperature_2m,relative_humidity_2m,wind_speed_10m
2020-01-01,26.291916,83.16556,13.760642
2020-01-02,26.12525,86.907845,13.159024
2020-01-03,26.2815,85.889656,12.8022995
2020-01-04,26.18775,83.35995,14.653092
2020-01-05,26.3815,80.821266,15.464095
2020-01-06,25.721083,84.5765,13.413001
2020-01-07,25.5315,88.15115,13.580873
2020-01-08,26.056501,86.43351,12.750054
2020-01-09,26.139833,85.67675,12.537548
2020-01-10,25.962751,86.281685,8.784114
2020-01-11,26.085669,87.12208,7.4494133
2020-01-12,25.989832,86.63853,7.4959126
2020-01-13,26.098167,82.39814,11.701065
2020-01-14,26.571083,80.945786,13.132752
2020-01-15,26.348167,83.04041,12.427811
2020-01-16,26.304415,85.954185,10.62453
2020-01-17,26.552332,81.41943,11.655072
2020-01-18,26.535667,85.74279,11.253684
2020-01-19,26.7065,85.388855,11.979978
2020-01-20,25.871084,89.266235,11.371715
2020-01-21,25.864832,88.1486,14.461223
2020-01-22,26.7065,83.07776,13.900096
2020-01-23,26.43775,84.89735,12.134618
2020-01-24,26.396082,78.91907,14.627713
2020-01-25,26.691917,80.02813,10.494088
2020-01-26,27.310667,79.69751,8.79783
2020-01-27,26.596083,86.22573,6.4795814
2020-01-28,26.8315,85.80359,6.229855
2020-01-29,25.096083,91.4819,7.0176215
2020-01-30,26.341917,84.41595,9.565658
2020-01-31,26.685667,80.94141,13.03011
2020-02-01,26.514833,83.77183,16.745958
2020-02-02,25.985666,81.4047,17.192673
2020-02-03,26.158583,80.28404,13.949432
2020-02-04,26.025251,79.46898,11.316758
2020-02-05,26.410667,80.95051,11.999127
2020-02-06,26.516916,79.7533,14.721133
2020-02-07,26.198166,77.56608,13.12149
2020-02-08,26.210665,78.737144,8.490571
2020-02-09,25.496084,88.9526,8.823949
2020-02-10,25.35025,91.8942,8.582871
2020-02-11,25.575249,90.97483,8.848369
2020-02-12,26.523165,88.02256,10.8678055
2020-02-13,26.810667,85.34646,11.514538
2020-02-14,26.627333,84.275,10.645629
2020-02-15,27.344,83.05258,5.5984306
2020-02-16,26.981499,84.034904,5.1632423
2020-02-17,26.848167,80.935326,12.021058
2020-02-18,25.310667,88.78236,10.587544
2020-02-19,26.166916,84.3901,15.295261
2020-02-20,26.171083,84.691124,17.106737
2020-02-21,25.93775,85.964775,17.18059
2020-02-22,26.148165,83.185814,16.854898
2020-02-23,26.546083,80.69642,16.843958
