Country,Region,Date,Temperature,RelativeHumidity,WindSpeed
Singapore,Central,2024-01-01,25.98,93.18,6.04
Singapore,East,2024-01-01,26.02,90.26,5.23
Singapore,North,2024-01-01,25.56,91.71,3.18
Singapore,South,2024-01-01,26.38,87.11,2.33
Singapore,West,2024-01-01,26.13,91.86,3.47
Singapore,Central,2024-01-02,27.5,81.71,6.17
Singapore,East,2024-01-02,27.75,79.64,5.84
Singapore,North,2024-01-02,27.14,81.52,4.22
Singapore,South,2024-01-02,25.1,90.65,1.11
Singapore,West,2024-01-02,27.53,82.79,3.6
Singapore,Central,2024-01-03,27.62,81.61,6.59
Singapore,East,2024-01-03,27.5,81.65,4.51
Singapore,North,2024-01-03,27.26,81.62,4.7
Singapore,West,2024-01-03,27.71,83.61,3.76
Singapore,Central,2024-01-04,25.11,95.14,7.89
Singapore,East,2024-01-04,25.17,91.14,5.96
Singapore,North,2024-01-04,24.82,93.05,4.31
Singapore,West,2024-01-04,25.42,92.98,4.23
Singapore,Central,2024-01-05,26.36,89.24,6.57
Singapore,East,2024-01-05,26.94,85.2,6.77
Singapore,North,2024-01-05,26.01,88.19,5.37
Singapore,West,2024-01-05,26.57,88.42,4.5
Singapore,Central,2024-01-06,27.14,86.15,6.32
Singapore,East,2024-01-06,27.84,80.33,4.92
Singapore,North,2024-01-06,27.4,81.18,4.26
Singapore,West,2024-01-06,26.92,88.43,3.59
Singapore,Central,2024-01-07,24.46,97.26,6.54
Singapore,East,2024-01-07,24.86,91.98,4.69
Singapore,North,2024-01-07,24.24,94.17,3.32
Singapore,West,2024-01-07,24.5,95.28,3.49
Singapore,Central,2024-01-08,26.41,83.94,6.39
Singapore,East,2024-01-08,27.15,80.75,5.48
Singapore,North,2024-01-08,26.07,83.62,4.16
Singapore,West,2024-01-08,26.12,87.46,3.73
Singapore,Central,2024-01-09,26.96,83.31,6.26
Singapore,East,2024-01-09,27.02,83.42,5.29
Singapore,North,2024-01-09,26.23,86.32,4.39
Singapore,West,2024-01-09,26.97,84.96,3.94
Singapore,Central,2024-01-10,26.16,91.08,6.74
Singapore,East,2024-01-10,26.45,88.38,5.51
Singapore,North,2024-01-10,25.98,89.15,4.61
Singapore,South,2024-01-10,27.11,83.8,2.33
Singapore,West,2024-01-10,26.25,90.63,4.07
Singapore,Central,2024-01-11,27.21,85.92,6.5
Singapore,East,2024-01-11,27.52,83.41,5.57
Singapore,North,2024-01-11,27.06,83.95,4.54
Singapore,South,2024-01-11,27.47,81.72,2.21
Singapore,West,2024-01-11,27.31,85.62,3.93
Singapore,Central,2024-01-12,25.44,88.78,7.42
Singapore,East,2024-01-12,25.58,87.62,5.23
Singapore,North,2024-01-12,24.99,89.36,4.28
Singapore,South,2024-01-12,25.94,83.49,2.64
Singapore,West,2024-01-12,25.63,88.71,4.37
Singapore,Central,2024-01-13,26.95,80.76,6.87
Singapore,East,2024-01-13,27.16,80.29,4.32
Singapore,North,2024-01-13,26.85,79.42,4.04
Singapore,South,2024-01-13,26.9,80.44,1.93
Singapore,West,2024-01-13,27.1,81.55,3.43
Singapore,Central,2024-01-14,27.68,76.95,7.57
Singapore,East,2024-01-14,27.79,77.48,5.93
Singapore,North,2024-01-14,27.38,77.34,5.31
Singapore,South,2024-01-14,28.26,72.9,2.49
