Country,Region,Date,Temperature,RelativeHumidity,WindSpeed
Singapore,Central,2016-02-07,25.87,87.26,17.8
Singapore,East,2016-02-07,26.17,84.66,18.6
Singapore,North,2016-02-07,25.47,90.06,17.6
Singapore,South,2016-02-07,26.27,83.46,18.9
Singapore,West,2016-02-07,25.67,88.66,17.8
Singapore,Central,2016-02-08,26.26,86.48,16.4
Singapore,East,2016-02-08,26.56,83.88,17.2
Singapore,North,2016-02-08,25.86,89.28,16.2
Singapore,South,2016-02-08,26.66,82.68,17.5
Singapore,West,2016-02-08,26.06,87.88,16.4
Singapore,Central,2016-02-09,25.97,87.06,9.5
Singapore,East,2016-02-09,26.27,84.46,10.3
Singapore,North,2016-02-09,25.57,89.86,9.3
Singapore,South,2016-02-09,26.37,83.26,10.6
Singapore,West,2016-02-09,25.77,88.46,9.5
Singapore,Central,2016-02-10,25.68,87.64,12.0
Singapore,East,2016-02-10,25.98,85.04,12.8
Singapore,North,2016-02-10,25.28,90.44,11.8
Singapore,South,2016-02-10,26.08,83.84,13.1
Singapore,West,2016-02-10,25.48,89.04,12.0
Singapore,Central,2016-02-11,26.36,86.28,11.0
Singapore,East,2016-02-11,26.66,83.68,11.8
Singapore,North,2016-02-11,25.96,89.08,10.8
Singapore,South,2016-02-11,26.76,82.48,12.1
Singapore,West,2016-02-11,26.16,87.68,11.0
Singapore,Central,2016-02-12,26.66,85.68,10.2
Singapore,East,2016-02-12,26.96,83.08,11.0
Singapore,North,2016-02-12,26.26,88.48,10.0
Singapore,South,2016-02-12,27.06,81.88,11.3
Singapore,West,2016-02-12,26.46,87.08,10.2
Singapore,Central,2016-02-13,27.54,83.92,13.8
Singapore,East,2016-02-13,27.84,81.32,14.6
Singapore,North,2016-02-13,27.14,86.72,13.6
Singapore,South,2016-02-13,27.94,80.12,14.9
Singapore,West,2016-02-13,27.34,85.32,13.8
Singapore,Central,2016-02-14,26.56,85.88,9.2
Singapore,East,2016-02-14,26.86,83.28,10.0
Singapore,North,2016-02-14,26.16,88.68,9.0
