Country,Region,Date,Temperature,RelativeHumidity,WindSpeed
Singapore,Central,2023-01-01,25.9,85.99,7.6
Singapore,East,2023-01-01,26.05,82.11,5.59
Singapore,North,2023-01-01,25.4,82.57,3.49
Singapore,South,2023-01-01,26.19,79.34,3.34
Singapore,West,2023-01-01,25.4,83.55,3.9
Singapore,Central,2023-01-10,28.08,81.88,4.66
Singapore,East,2023-01-10,28.08,78.67,4.59
Singapore,North,2023-01-10,28.23,74.03,2.98
Singapore,South,2023-01-10,28.4,74.31,2.72
Singapore,West,2023-01-10,28.42,75.6,4.09
Singapore,Central,2023-01-11,26.6,86.33,4.9
Singapore,East,2023-01-11,26.62,82.24,3.82
Singapore,North,2023-01-11,25.84,84.7,2.07
Singapore,South,2023-01-11,26.55,80.09,2.41
Singapore,West,2023-01-11,26.39,83.9,3.49
Singapore,Central,2023-01-12,27.7,78.77,4.99
Singapore,East,2023-01-12,27.76,75.7,4.2
Singapore,North,2023-01-12,27.3,76.66,2.63
Singapore,South,2023-01-12,28.62,75.05,2.43
Singapore,West,2023-01-12,27.69,76.1,3.54
Singapore,Central,2023-01-13,27.39,82.55,5.05
Singapore,East,2023-01-13,27.39,81.01,3.93
Singapore,North,2023-01-13,26.64,82.78,2.26
Singapore,South,2023-01-13,28.04,83.22,2.43
Singapore,West,2023-01-13,26.64,84.5,3.14
Singapore,Central,2023-01-14,27.52,80.66,4.8966666666666665
Singapore,East,2023-01-14,27.58,81.39,5.306666666666667
Singapore,North,2023-01-14,26.88,81.7,3.2633333333333328
Singapore,South,2023-01-14,28.06,83.28,3.0100000000000002
Singapore,West,2023-01-14,26.99,83.18,3.776666666666667
Singapore,Central,2023-01-15,27.73,81.05,4.743333333333333
Singapore,East,2023-01-15,27.67,81.79,6.683333333333334
Singapore,North,2023-01-15,27.37,80.63,4.266666666666666
Singapore,South,2023-01-15,28.08,84.43,3.59
Singapore,West,2023-01-15,27.47,81.26,4.413333333333333
Singapore,Central,2023-01-16,27.36,78.8,4.59
Singapore,East,2023-01-16,27.81,76.63,8.06
Singapore,North,2023-01-16,27.26,77.83,5.27
Singapore,South,2023-01-16,28.02,79.89,4.17
Singapore,West,2023-01-16,27.3,79.44,5.05
Singapore,Central,2023-01-17,28.1,68.24,6.65
Singapore,East,2023-01-17,28.24,68.79,7.46
Singapore,North,2023-01-17,27.83,68.87,5.08
Singapore,South,2023-01-17,28.6,68.01,4.86
Singapore,West,2023-01-17,28.13,68.26,5.0
Singapore,Central,2023-01-18,27.4,75.77,7.68
Singapore,East,2023-01-18,27.74,74.09,7.77
Singapore,North,2023-01-18,27.17,74.58,5.33
Singapore,South,2023-01-18,27.98,74.93,4.9
Singapore,West,2023-01-18,27.29,74.9,4.81
Singapore,Central,2023-01-19,26.16,83.36,6.8
Singapore,East,2023-01-19,26.76,80.14,5.8
Singapore,North,2023-01-19,26.28,79.76,4.59
Singapore,South,2023-01-19,26.52,85.57,4.42
Singapore,West,2023-01-19,25.94,83.38,4.23
Singapore,Central,2023-01-20,25.92,90.67,6.77
Singapore,East,2023-01-20,26.16,86.79,4.76
Singapore,North,2023-01-20,25.58,87.45,3.53
Singapore,South,2023-01-20,26.08,91.58,3.91
Singapore,West,2023-01-20,25.59,89.76,3.88
Singapore,Central,2023-01-21,27.2,84.98,6.32
Singapore,East,2023-01-21,27.53,79.61,5.48
Singapore,North,2023-01-21,27.25,77.46,4.23
Singapore,South,2023-01-21,27.68,82.47,3.5
Singapore,West,2023-01-21,26.76,83.48,3.73
Singapore,Central,2023-01-22,26.07,91.96,6.28
Singapore,East,2023-01-22,26.77,85.4,4.41
Singapore,North,2023-01-22,25.71,88.84,2.79
Singapore,South,2023-01-22,26.46,91.64,2.56
Singapore,West,2023-01-22,25.29,92.77,3.47
Singapore,Central,2023-01-23,25.44,94.55,6.0
Singapore,East,2023-01-23,25.94,88.73,3.71
Singapore,North,2023-01-23,25.02,91.11,2.29
Singapore,South,2023-01-23,25.64,94.32,2.54
Singapore,West,2023-01-23,24.79,95.51,3.11
Singapore,Central,2023-01-24,24.25,96.62,8.07
Singapore,East,2023-01-24,24.48,92.09,4.34
Singapore,North,2023-01-24,23.7,93.5,3.12
Singapore,South,2023-01-24,24.27,95.6,3.17
Singapore,West,2023-01-24,23.72,96.13,4.18
Singapore,Central,2023-01-25,23.98,96.55,7.76
Singapore,East,2023-01-25,24.23,91.87,5.15
Singapore,North,2023-01-25,23.51,92.92,3.18
Singapore,South,2023-01-25,24.07,99.11,4.72
Singapore,West,2023-01-25,23.44,96.66,3.8
Singapore,Central,2023-01-26,25.41,90.6,9.44
Singapore,East,2023-01-26,24.75,88.94,4.26
Singapore,North,2023-01-26,24.78,86.89,3.66
Singapore,South,2023-01-26,25.46,91.06,4.0
Singapore,West,2023-01-26,24.93,88.93,4.41
Singapore,Central,2023-01-27,26.9,81.43,9.32
Singapore,East,2023-01-27,27.65,74.72,5.38
Singapore,North,2023-01-27,26.79,76.64,4.82
