timestamp,reading_type,station_name,reading_value
2022-01-01,DBT 1M F,Singapore_National,23.8815
2022-01-02,DBT 1M F,Singapore_National,24.004417
2022-01-03,DBT 1M F,Singapore_National,24.994001
2022-01-04,DBT 1M F,Singapore_National,24.923166
2022-01-05,DBT 1M F,Singapore_National,25.658583
2022-01-06,DBT 1M F,Singapore_National,25.9065
2022-01-07,DBT 1M F,Singapore_National,25.929419
2022-01-08,DBT 1M F,Singapore_National,25.641916
2022-01-09,DBT 1M F,Singapore_National,26.10025
2022-01-10,DBT 1M F,Singapore_National,25.748167
2022-01-11,DBT 1M F,Singapore_National,25.98775
2022-01-12,DBT 1M F,Singapore_National,25.719
2022-01-13,DBT 1M F,Singapore_National,25.733583
2022-01-14,DBT 1M F,Singapore_National,25.379417
2022-01-15,DBT 1M F,Singapore_National,25.902334
2022-01-16,DBT 1M F,Singapore_National,26.012749
2022-01-17,DBT 1M F,Singapore_National,25.835665
2022-01-18,DBT 1M F,Singapore_National,26.146082
2022-01-19,DBT 1M F,Singapore_National,25.512749
2022-01-20,DBT 1M F,Singapore_National,25.56275
2022-01-21,DBT 1M F,Singapore_National,26.16275
2022-01-22,DBT 1M F,Singapore_National,26.233583
2022-01-23,DBT 1M F,Singapore_National,26.5315
2022-01-24,DBT 1M F,Singapore_National,26.739832
2022-01-25,DBT 1M F,Singapore_National,26.55025
2022-01-26,DBT 1M F,Singapore_National,26.773165
2022-01-27,DBT 1M F,Singapore_National,26.339834
2022-01-28,DBT 1M F,Singapore_National,26.833582
2022-01-29,DBT 1M F,Singapore_National,26.72525
2022-01-30,DBT 1M F,Singapore_National,26.516916
2022-01-31,DBT 1M F,Singapore_National,26.819
2022-02-01,DBT 1M F,Singapore_National,26.677332
2022-02-02,DBT 1M F,Singapore_National,27.102333
2022-02-03,DBT 1M F,Singapore_National,26.525251
2022-02-04,DBT 1M F,Singapore_National,27.12525
2022-02-05,DBT 1M F,Singapore_National,25.423166
2022-02-06,DBT 1M F,Singapore_National,25.564833
2022-02-07,DBT 1M F,Singapore_National,25.829416
2022-02-08,DBT 1M F,Singapore_National,24.764833
2022-02-09,DBT 1M F,Singapore_National,24.396082
2022-02-10,DBT 1M F,Singapore_National,23.129417
2022-02-11,DBT 1M F,Singapore_National,24.346085
2022-02-12,DBT 1M F,Singapore_National,25.587751
2022-02-13,DBT 1M F,Singapore_National,26.027334
2022-02-14,DBT 1M F,Singapore_National,26.502333
2022-02-15,DBT 1M F,Singapore_National,26.121084
2022-02-16,DBT 1M F,Singapore_National,26.116919
2022-02-17,DBT 1M F,Singapore_National,26.9065
2022-02-18,DBT 1M F,Singapore_National,26.960665
2022-02-19,DBT 1M F,Singapore_National,26.98775
2022-02-20,DBT 1M F,Singapore_National,26.116919
2022-02-21,DBT 1M F,Singapore_National,26.583582
2022-02-22,DBT 1M F,Singapore_National,26.816917
2022-02-23,DBT 1M F,Singapore_National,25.596083
2022-02-24,DBT 1M F,Singapore_National,24.025251
2022-02-25,DBT 1M F,Singapore_National,25.683584
2022-02-26,DBT 1M F,Singapore_National,26.021082
2022-02-27,DBT 1M F,Singapore_National,25.883583
2022-02-28,DBT 1M F,Singapore_National,26.181501
2022-03-01,DBT 1M F,Singapore_National,26.056501
2022-03-02,DBT 1M F,Singapore_National,26.102333
2022-03-03,DBT 1M F,Singapore_National,26.12525
2022-03-04,DBT 1M F,Singapore_National,25.7815
2022-03-05,DBT 1M F,Singapore_National,25.6565
2022-03-06,DBT 1M F,Singapore_National,26.102333
2022-03-07,DBT 1M F,Singapore_National,25.746084
2022-03-08,DBT 1M F,Singapore_National,26.594
2022-03-09,DBT 1M F,Singapore_National,26.31275
2022-03-10,DBT 1M F,Singapore_National,25.821083
2022-03-11,DBT 1M F,Singapore_National,25.960665
2022-03-12,DBT 1M F,Singapore_National,25.887749
2022-03-13,DBT 1M F,Singapore_National,27.323166
2022-03-14,DBT 1M F,Singapore_National,27.014833
2022-03-15,DBT 1M F,Singapore_National,26.587751
2022-03-16,DBT 1M F,Singapore_National,26.864832
2022-03-17,DBT 1M F,Singapore_National,25.989832
2022-03-18,DBT 1M F,Singapore_National,26.848167
2022-03-19,DBT 1M F,Singapore_National,28.096085
2022-03-20,DBT 1M F,Singapore_National,27.404417
2022-03-21,DBT 1M F,Singapore_National,27.554415
2022-03-22,DBT 1M F,Singapore_National,27.516916
2022-03-23,DBT 1M F,Singapore_National,27.235666
2022-03-24,DBT 1M F,Singapore_National,27.619001
2022-03-25,DBT 1M F,Singapore_National,27.721083
2022-03-26,DBT 1M F,Singapore_National,26.9565
2022-03-27,DBT 1M F,Singapore_National,27.064833
2022-03-28,DBT 1M F,Singapore_National,26.535667
2022-03-29,DBT 1M F,Singapore_National,26.7815
2022-03-30,DBT 1M F,Singapore_National,26.916916
2022-03-31,DBT 1M F,Singapore_National,26.610666
2022-04-01,DBT 1M F,Singapore_National,26.72525
2022-04-02,DBT 1M F,Singapore_National,26.796083
2022-04-03,DBT 1M F,Singapore_National,25.62525
2022-04-04,DBT 1M F,Singapore_National,26.679419
2022-04-05,DBT 1M F,Singapore_National,25.819
2022-04-06,DBT 1M F,Singapore_National,26.28775
2022-04-07,DBT 1M F,Singapore_National,25.391916
2022-04-08,DBT 1M F,Singapore_National,26.335665
2022-04-09,DBT 1M F,Singapore_National,26.079416
2022-04-10,DBT 1M F,Singapore_National,26.356499
2022-04-11,DBT 1M F,Singapore_National,26.594
2022-04-12,DBT 1M F,Singapore_National,27.083582
2022-04-13,DBT 1M F,Singapore_National,27.3315
2022-04-14,DBT 1M F,Singapore_National,27.298166
2022-04-15,DBT 1M F,Singapore_National,26.966917
2022-04-16,DBT 1M F,Singapore_National,27.548166
2022-04-17,DBT 1M F,Singapore_National,26.702333
2022-04-18,DBT 1M F,Singapore_National,26.414833
2022-04-19,DBT 1M F,Singapore_National,26.519
2022-04-20,DBT 1M F,Singapore_National,26.054415
2022-04-21,DBT 1M F,Singapore_National,26.596083
2022-04-22,DBT 1M F,Singapore_National,27.394
2022-04-23,DBT 1M F,Singapore_National,26.896082
2022-04-24,DBT 1M F,Singapore_National,27.42525
2022-04-25,DBT 1M F,Singapore_National,27.446083
2022-04-26,DBT 1M F,Singapore_National,27.4065
2022-04-27,DBT 1M F,Singapore_National,26.833582
2022-04-28,DBT 1M F,Singapore_National,27.296083
2022-04-29,DBT 1M F,Singapore_National,27.56275
2022-04-30,DBT 1M F,Singapore_National,27.116915
2022-05-01,DBT 1M F,Singapore_National,27.541916
2022-05-02,DBT 1M F,Singapore_National,27.316917
2022-05-03,DBT 1M F,Singapore_National,27.139833
2022-05-04,DBT 1M F,Singapore_National,27.429419
2022-05-05,DBT 1M F,Singapore_National,27.635666
2022-05-06,DBT 1M F,Singapore_National,27.773165
2022-05-07,DBT 1M F,Singapore_National,27.75025
2022-05-08,DBT 1M F,Singapore_National,27.87525
2022-05-09,DBT 1M F,Singapore_National,27.85025
2022-05-10,DBT 1M F,Singapore_National,28.179415
2022-05-11,DBT 1M F,Singapore_National,27.37525
2022-05-12,DBT 1M F,Singapore_National,27.569
2022-05-13,DBT 1M F,Singapore_National,27.341917
2022-05-14,DBT 1M F,Singapore_National,27.06275
2022-05-15,DBT 1M F,Singapore_National,27.873167
2022-05-16,DBT 1M F,Singapore_National,26.450249
2022-05-17,DBT 1M F,Singapore_National,27.729416
2022-05-18,DBT 1M F,Singapore_National,27.608583
2022-05-19,DBT 1M F,Singapore_National,26.427332
2022-05-20,DBT 1M F,Singapore_National,27.096083
2022-05-21,DBT 1M F,Singapore_National,27.179415
2022-05-22,DBT 1M F,Singapore_National,27.627333
2022-05-23,DBT 1M F,Singapore_National,27.887749
2022-05-24,DBT 1M F,Singapore_National,27.106499
2022-05-25,DBT 1M F,Singapore_National,25.900251
2022-05-26,DBT 1M F,Singapore_National,27.32525
2022-05-27,DBT 1M F,Singapore_National,27.796083
2022-05-28,DBT 1M F,Singapore_National,27.089834
2022-05-29,DBT 1M F,Singapore_National,27.496084
2022-05-30,DBT 1M F,Singapore_National,27.681501
2022-05-31,DBT 1M F,Singapore_National,26.714834
2022-06-01,DBT 1M F,Singapore_National,26.81275
2022-06-02,DBT 1M F,Singapore_National,26.952333
2022-06-03,DBT 1M F,Singapore_National,26.833582
2022-06-04,DBT 1M F,Singapore_National,26.698166
2022-06-05,DBT 1M F,Singapore_National,26.071083
2022-06-06,DBT 1M F,Singapore_National,26.754417
2022-06-07,DBT 1M F,Singapore_National,26.060667
2022-06-08,DBT 1M F,Singapore_National,25.723167
2022-06-09,DBT 1M F,Singapore_National,25.754417
2022-06-10,DBT 1M F,Singapore_National,26.498167
2022-06-11,DBT 1M F,Singapore_National,25.2065
2022-06-12,DBT 1M F,Singapore_National,25.291916
2022-06-13,DBT 1M F,Singapore_National,26.179415
2022-06-14,DBT 1M F,Singapore_National,26.512749
2022-06-15,DBT 1M F,Singapore_National,25.452333
2022-06-16,DBT 1M F,Singapore_National,25.900251
2022-06-17,DBT 1M F,Singapore_National,26.17525
2022-06-18,DBT 1M F,Singapore_National,25.733583
2022-06-19,DBT 1M F,Singapore_National,25.98775
2022-06-20,DBT 1M F,Singapore_National,25.266916
2022-06-21,DBT 1M F,Singapore_National,26.052332
2022-06-22,DBT 1M F,Singapore_National,26.008583
2022-06-23,DBT 1M F,Singapore_National,25.81275
2022-06-24,DBT 1M F,Singapore_National,25.614832
2022-06-25,DBT 1M F,Singapore_National,25.75025
2022-06-26,DBT 1M F,Singapore_National,26.852333
2022-06-27,DBT 1M F,Singapore_National,26.923166
2022-06-28,DBT 1M F,Singapore_National,26.61275
2022-06-29,DBT 1M F,Singapore_National,27.308584
2022-06-30,DBT 1M F,Singapore_National,26.4565
2022-07-01,DBT 1M F,Singapore_National,27.594
2022-07-02,DBT 1M F,Singapore_National,27.543999
2022-07-03,DBT 1M F,Singapore_National,27.20025
2022-07-04,DBT 1M F,Singapore_National,27.53775
2022-07-05,DBT 1M F,Singapore_National,26.760666
2022-07-06,DBT 1M F,Singapore_National,26.858583
2022-07-07,DBT 1M F,Singapore_National,27.679415
2022-07-08,DBT 1M F,Singapore_National,27.123167
2022-07-09,DBT 1M F,Singapore_National,27.585665
2022-07-10,DBT 1M F,Singapore_National,26.73775
2022-07-11,DBT 1M F,Singapore_National,27.369001
2022-07-12,DBT 1M F,Singapore_National,27.216917
2022-07-13,DBT 1M F,Singapore_National,27.377333
2022-07-14,DBT 1M F,Singapore_National,26.556501
2022-07-15,DBT 1M F,Singapore_National,26.977333
2022-07-16,DBT 1M F,Singapore_National,28.077333
2022-07-17,DBT 1M F,Singapore_National,27.837751
2022-07-18,DBT 1M F,Singapore_National,28.275251
2022-07-19,DBT 1M F,Singapore_National,27.083582
2022-07-20,DBT 1M F,Singapore_National,26.168999
2022-07-21,DBT 1M F,Singapore_National,26.289833
2022-07-22,DBT 1M F,Singapore_National,25.700249
2022-07-23,DBT 1M F,Singapore_National,26.266916
2022-07-24,DBT 1M F,Singapore_National,26.30025
2022-07-25,DBT 1M F,Singapore_National,26.871084
2022-07-26,DBT 1M F,Singapore_National,26.219
2022-07-27,DBT 1M F,Singapore_National,27.364832
2022-07-28,DBT 1M F,Singapore_National,26.598167
2022-07-29,DBT 1M F,Singapore_National,26.285667
2022-07-30,DBT 1M F,Singapore_National,26.727333
2022-07-31,DBT 1M F,Singapore_National,26.323166
2022-08-01,DBT 1M F,Singapore_National,26.464834
2022-08-02,DBT 1M F,Singapore_National,25.4565
2022-08-03,DBT 1M F,Singapore_National,25.235666
2022-08-04,DBT 1M F,Singapore_National,25.48775
2022-08-05,DBT 1M F,Singapore_National,25.88775
2022-08-06,DBT 1M F,Singapore_National,26.754417
2022-08-07,DBT 1M F,Singapore_National,26.883583
2022-08-08,DBT 1M F,Singapore_National,27.104416
2022-08-09,DBT 1M F,Singapore_National,27.533585
2022-08-10,DBT 1M F,Singapore_National,27.714834
2022-08-11,DBT 1M F,Singapore_National,28.314833
2022-08-12,DBT 1M F,Singapore_National,27.066917
2022-08-13,DBT 1M F,Singapore_National,26.089834
2022-08-14,DBT 1M F,Singapore_National,26.889833
2022-08-15,DBT 1M F,Singapore_National,26.710665
2022-08-16,DBT 1M F,Singapore_National,26.508583
2022-08-17,DBT 1M F,Singapore_National,26.996084
2022-08-18,DBT 1M F,Singapore_National,26.660667
2022-08-19,DBT 1M F,Singapore_National,27.164833
2022-08-20,DBT 1M F,Singapore_National,25.671083
2022-08-21,DBT 1M F,Singapore_National,26.246084
2022-08-22,DBT 1M F,Singapore_National,27.0315
2022-08-23,DBT 1M F,Singapore_National,25.866919
2022-08-24,DBT 1M F,Singapore_National,26.373167
2022-08-25,DBT 1M F,Singapore_National,26.104416
2022-08-26,DBT 1M F,Singapore_National,25.010666
2022-08-27,DBT 1M F,Singapore_National,25.702333
2022-08-28,DBT 1M F,Singapore_National,25.860666
2022-08-29,DBT 1M F,Singapore_National,25.294
2022-08-30,DBT 1M F,Singapore_National,26.204416
2022-08-31,DBT 1M F,Singapore_National,27.291916
2022-09-01,DBT 1M F,Singapore_National,26.962751
