timestamp,reading_type,station_name,reading_value
2023-01-01,DBT 1M F,Singapore_National,25.4565
2023-01-02,DBT 1M F,Singapore_National,26.254417
2023-01-03,DBT 1M F,Singapore_National,25.519
2023-01-04,DBT 1M F,Singapore_National,25.554415
2023-01-05,DBT 1M F,Singapore_National,25.796083
2023-01-06,DBT 1M F,Singapore_National,25.7065
2023-01-07,DBT 1M F,Singapore_National,25.514833
2023-01-08,DBT 1M F,Singapore_National,26.264833
2023-01-09,DBT 1M F,Singapore_National,25.746084
2023-01-10,DBT 1M F,Singapore_National,26.014833
2023-01-11,DBT 1M F,Singapore_National,25.429419
2023-01-12,DBT 1M F,Singapore_National,26.214834
2023-01-13,DBT 1M F,Singapore_National,26.083582
2023-01-14,DBT 1M F,Singapore_National,25.950249
2023-01-15,DBT 1M F,Singapore_National,25.554415
2023-01-16,DBT 1M F,Singapore_National,25.6315
2023-01-17,DBT 1M F,Singapore_National,26.164833
2023-01-18,DBT 1M F,Singapore_National,25.389833
2023-01-19,DBT 1M F,Singapore_National,25.371084
2023-01-20,DBT 1M F,Singapore_National,24.866915
2023-01-21,DBT 1M F,Singapore_National,25.273165
2023-01-22,DBT 1M F,Singapore_National,24.894
2023-01-23,DBT 1M F,Singapore_National,24.773165
2023-01-24,DBT 1M F,Singapore_National,23.471083
2023-01-25,DBT 1M F,Singapore_National,23.291916
2023-01-26,DBT 1M F,Singapore_National,24.596083
2023-01-27,DBT 1M F,Singapore_National,25.431501
2023-01-28,DBT 1M F,Singapore_National,23.793999
2023-01-29,DBT 1M F,Singapore_National,23.652334
2023-01-30,DBT 1M F,Singapore_National,24.233583
2023-01-31,DBT 1M F,Singapore_National,23.73775
2023-02-01,DBT 1M F,Singapore_National,25.110666
2023-02-02,DBT 1M F,Singapore_National,25.339834
2023-02-03,DBT 1M F,Singapore_National,25.598167
2023-02-04,DBT 1M F,Singapore_National,24.683584
2023-02-05,DBT 1M F,Singapore_National,25.30025
2023-02-06,DBT 1M F,Singapore_National,25.639833
2023-02-07,DBT 1M F,Singapore_National,26.18775
2023-02-08,DBT 1M F,Singapore_National,25.75025
2023-02-09,DBT 1M F,Singapore_National,25.998167
2023-02-10,DBT 1M F,Singapore_National,25.641916
2023-02-11,DBT 1M F,Singapore_National,25.279417
2023-02-12,DBT 1M F,Singapore_National,25.223167
2023-02-13,DBT 1M F,Singapore_National,25.181501
2023-02-14,DBT 1M F,Singapore_National,25.308584
2023-02-15,DBT 1M F,Singapore_National,25.019
2023-02-16,DBT 1M F,Singapore_National,25.289833
2023-02-17,DBT 1M F,Singapore_National,25.483583
2023-02-18,DBT 1M F,Singapore_National,26.227333
2023-02-19,DBT 1M F,Singapore_National,25.891916
2023-02-20,DBT 1M F,Singapore_National,25.744001
2023-02-21,DBT 1M F,Singapore_National,25.704416
2023-02-22,DBT 1M F,Singapore_National,26.023165
2023-02-23,DBT 1M F,Singapore_National,26.196083
2023-02-24,DBT 1M F,Singapore_National,26.085665
2023-02-25,DBT 1M F,Singapore_National,26.002333
2023-02-26,DBT 1M F,Singapore_National,25.650251
2023-02-27,DBT 1M F,Singapore_National,25.477333
2023-02-28,DBT 1M F,Singapore_National,23.914833
2023-03-01,DBT 1M F,Singapore_National,23.014833
2023-03-02,DBT 1M F,Singapore_National,24.189833
2023-03-03,DBT 1M F,Singapore_National,23.860666
2023-03-04,DBT 1M F,Singapore_National,23.433584
2023-03-05,DBT 1M F,Singapore_National,23.471083
2023-03-06,DBT 1M F,Singapore_National,24.916916
2023-03-07,DBT 1M F,Singapore_National,24.898165
2023-03-08,DBT 1M F,Singapore_National,25.3315
2023-03-09,DBT 1M F,Singapore_National,25.708582
2023-03-10,DBT 1M F,Singapore_National,25.53775
2023-03-11,DBT 1M F,Singapore_National,25.594
2023-03-12,DBT 1M F,Singapore_National,26.154417
2023-03-13,DBT 1M F,Singapore_National,25.623167
2023-03-14,DBT 1M F,Singapore_National,25.344
2023-03-15,DBT 1M F,Singapore_National,25.60025
2023-03-16,DBT 1M F,Singapore_National,26.293999
2023-03-17,DBT 1M F,Singapore_National,26.31275
2023-03-18,DBT 1M F,Singapore_National,26.646082
2023-03-19,DBT 1M F,Singapore_National,26.202333
2023-03-20,DBT 1M F,Singapore_National,25.837751
2023-03-21,DBT 1M F,Singapore_National,25.719
2023-03-22,DBT 1M F,Singapore_National,26.400251
2023-03-23,DBT 1M F,Singapore_National,26.62525
2023-03-24,DBT 1M F,Singapore_National,26.527334
2023-03-25,DBT 1M F,Singapore_National,25.666916
2023-03-26,DBT 1M F,Singapore_National,26.904417
2023-03-27,DBT 1M F,Singapore_National,25.516916
2023-03-28,DBT 1M F,Singapore_National,27.12525
2023-03-29,DBT 1M F,Singapore_National,26.614832
2023-03-30,DBT 1M F,Singapore_National,25.785667
2023-03-31,DBT 1M F,Singapore_National,26.379417
2023-04-01,DBT 1M F,Singapore_National,26.519
2023-04-02,DBT 1M F,Singapore_National,26.2065
2023-04-03,DBT 1M F,Singapore_National,25.244001
2023-04-04,DBT 1M F,Singapore_National,26.833582
2023-04-05,DBT 1M F,Singapore_National,26.010666
2023-04-06,DBT 1M F,Singapore_National,26.950249
2023-04-07,DBT 1M F,Singapore_National,25.596083
2023-04-08,DBT 1M F,Singapore_National,26.55025
2023-04-09,DBT 1M F,Singapore_National,26.798166
2023-04-10,DBT 1M F,Singapore_National,26.652334
2023-04-11,DBT 1M F,Singapore_National,27.691917
2023-04-12,DBT 1M F,Singapore_National,27.712751
2023-04-13,DBT 1M F,Singapore_National,26.735666
2023-04-14,DBT 1M F,Singapore_National,26.81275
2023-04-15,DBT 1M F,Singapore_National,27.146082
2023-04-16,DBT 1M F,Singapore_National,27.208582
2023-04-17,DBT 1M F,Singapore_National,27.219
2023-04-18,DBT 1M F,Singapore_National,27.873167
2023-04-19,DBT 1M F,Singapore_National,27.371084
2023-04-20,DBT 1M F,Singapore_National,26.629417
2023-04-21,DBT 1M F,Singapore_National,27.418999
2023-04-22,DBT 1M F,Singapore_National,27.856499
2023-04-23,DBT 1M F,Singapore_National,27.908585
2023-04-24,DBT 1M F,Singapore_National,27.91275
2023-04-25,DBT 1M F,Singapore_National,27.171083
2023-04-26,DBT 1M F,Singapore_National,27.598167
