Country,Region,Date,Temperature,RelativeHumidity,WindSpeed
Singapore,East,2017-01-01,25.66,88.41,9.99
Singapore,North,2017-01-02,25.34,91.29,5.95
Singapore,North-East,2017-01-03,25.21,92.08,8.88
Singapore,West,2017-01-04,26.23,84.86,8.64
Singapore,Central,2017-01-05,26.54,86.15,6.34
Singapore,East,2017-01-06,27.1,84.54,5.44
Singapore,North,2017-01-07,27.63,81.98,5.17
Singapore,North-East,2017-01-08,27.51,83.06,7.81
Singapore,West,2017-01-09,27.56,83.33,8.58
Singapore,Central,2017-01-10,26.93,85.52,10.56
Singapore,East,2017-01-11,26.8,86.23,7.66
Singapore,North,2017-01-12,26.87,84.08,6.61
Singapore,North-East,2017-01-13,26.31,87.36,5.26
Singapore,West,2017-01-14,26.53,87.79,5.65
Singapore,Central,2017-01-15,26.36,87.28,6.26
Singapore,East,2017-01-16,26.29,86.92,7.17
Singapore,North,2017-01-17,26.26,85.47,8.38
Singapore,North-East,2017-01-18,26.07,87.97,7.83
Singapore,West,2017-01-19,25.98,87.57,5.7
Singapore,Central,2017-01-20,25.95,88.14,6.48
Singapore,East,2017-01-21,25.28,89.23,11.81
Singapore,North,2017-01-22,25.23,88.85,11.67
Singapore,North-East,2017-01-23,24.03,94.76,9.75
Singapore,West,2017-01-24,23.18,92.75,12.18
Singapore,Central,2017-01-25,25.14,87.98,9.02
Singapore,East,2017-01-26,25.47,87.78,9.9
Singapore,North,2017-01-27,25.34,85.91,13.73
Singapore,North-East,2017-01-28,24.95,87.55,11.51
Singapore,West,2017-01-29,24.67,91.47,8.94
Singapore,Central,2017-01-30,25.08,89.22,8.96
Singapore,East,2017-01-31,25.56,84.27,9.46
Singapore,North,2017-02-01,26.37,80.3,8.26
Singapore,North-East,2017-02-02,25.55,86.24,6.21
Singapore,West,2017-02-03,26.0,86.07,9.49
Singapore,Central,2017-02-04,26.18,85.79,9.26
Singapore,East,2017-02-05,26.31,85.81,10.13
Singapore,North,2017-02-06,26.35,85.35,9.91
Singapore,North-East,2017-02-07,25.31,88.81,8.62
Singapore,West,2017-02-08,25.83,85.31,7.78
Singapore,Central,2017-02-09,26.13,81.74,8.73
Singapore,East,2017-02-10,26.51,77.95,14.91
Singapore,North,2017-02-11,26.34,77.37,17.05
Singapore,North-East,2017-02-12,25.52,80.62,17.67
Singapore,West,2017-02-13,25.38,84.02,17.57
Singapore,Central,2017-02-14,25.02,86.5,16.24
Singapore,East,2017-02-15,24.68,86.73,13.96
Singapore,North,2017-02-16,25.53,80.89,14.51
Singapore,North-East,2017-02-17,25.86,82.76,13.27
Singapore,West,2017-02-18,25.89,84.65,13.22
Singapore,Central,2017-02-19,26.03,85.83,11.78
Singapore,East,2017-02-20,26.5,85.63,11.31
Singapore,North,2017-02-21,25.71,88.15,4.97
Singapore,North-East,2017-02-22,26.17,86.03,7.74
Singapore,West,2017-02-23,26.13,85.39,5.95
Singapore,Central,2017-02-24,25.08,86.99,5.28
Singapore,East,2017-02-25,25.58,88.79,7.7
Singapore,North,2017-02-26,25.85,86.34,8.79
Singapore,North-East,2017-02-27,25.95,85.36,11.25
