Country,Region,Date,Temperature,RelativeHumidity,WindSpeed
Singapore,East,2016-01-01,25.6,88.46,12.7
Singapore,North,2016-01-02,25.4,90.25,8.5
Singapore,North-East,2016-01-03,25.92,88.77,9.94
Singapore,West,2016-01-04,26.79,85.94,9.32
Singapore,Central,2016-01-05,26.72,86.31,9.29
Singapore,East,2016-01-06,26.69,87.1,9.34
Singapore,North,2016-01-07,26.74,84.96,9.97
Singapore,North-East,2016-01-08,27.03,83.08,11.56
Singapore,West,2016-01-09,26.34,87.22,11.79
Singapore,Central,2016-01-10,26.56,84.9,9.1
Singapore,East,2016-01-11,26.92,84.2,7.0
Singapore,North,2016-01-12,27.07,83.74,10.78
Singapore,North-East,2016-01-13,26.7,86.1,9.25
Singapore,West,2016-01-14,26.47,87.87,8.4
Singapore,Central,2016-01-15,26.01,89.29,4.65
Singapore,East,2016-01-16,26.54,86.16,5.24
Singapore,North,2016-01-17,26.27,88.19,3.52
Singapore,North-East,2016-01-18,26.63,87.94,6.78
Singapore,West,2016-01-19,26.55,88.06,5.5
Singapore,Central,2016-01-20,26.93,84.17,8.7
Singapore,East,2016-01-21,27.04,81.35,10.46
Singapore,North,2016-01-22,26.51,87.7,11.78
Singapore,North-East,2016-01-23,27.18,82.98,12.1
Singapore,West,2016-01-24,26.72,85.66,14.45
Singapore,Central,2016-01-25,26.09,86.14,16.45
Singapore,East,2016-01-26,25.78,89.2,11.05
Singapore,North,2016-01-27,26.33,86.52,9.57
Singapore,North-East,2016-01-28,26.48,86.43,8.99
Singapore,West,2016-01-29,26.39,87.67,10.11
Singapore,Central,2016-01-30,26.74,86.92,9.8
Singapore,East,2016-01-31,26.42,87.88,11.27
Singapore,North,2016-02-01,26.69,82.56,14.02
Singapore,North-East,2016-02-02,26.74,82.63,11.8
Singapore,West,2016-02-03,26.45,84.95,11.39
Singapore,Central,2016-02-04,25.8,90.19,11.39
Singapore,East,2016-02-05,26.23,88.4,10.7
Singapore,North,2016-02-06,25.94,88.64,16.12
Singapore,North-East,2016-02-07,25.64,85.51,20.78
Singapore,West,2016-02-08,25.01,85.07,16.83
Singapore,Central,2016-02-09,25.16,86.29,11.66
Singapore,East,2016-02-10,25.68,89.41,13.64
Singapore,North,2016-02-11,26.45,87.48,10.1
Singapore,North-East,2016-02-12,27.08,87.61,9.77
Singapore,West,2016-02-13,26.93,88.12,10.27
Singapore,Central,2016-02-14,26.85,87.0,7.71
Singapore,East,2016-02-15,27.11,86.04,11.71
Singapore,North,2016-02-16,26.69,81.24,17.84
Singapore,North-East,2016-02-17,26.18,76.15,12.92
Singapore,West,2016-02-18,25.92,85.65,10.29
Singapore,Central,2016-02-19,24.92,91.73,9.56
Singapore,East,2016-02-20,25.6,87.41,14.89
Singapore,North,2016-02-21,26.04,81.51,15.16
Singapore,North-East,2016-02-22,26.45,79.68,13.43
Singapore,West,2016-02-23,26.4,85.3,13.19
Singapore,Central,2016-02-24,25.63,88.43,15.32
Singapore,East,2016-02-25,26.5,80.31,18.25
Singapore,North,2016-02-26,26.47,79.81,14.59
Singapore,North-East,2016-02-27,26.47,83.87,14.8
Singapore,West,2016-02-28,26.32,86.75,15.72
Singapore,Central,2016-02-29,26.56,84.1,16.83
Singapore,East,2016-03-01,26.56,82.2,17.02
Singapore,North,2016-03-02,26.55,85.48,16.2
Singapore,North-East,2016-03-03,26.46,86.13,14.21
Singapore,West,2016-03-04,26.62,85.55,13.48
Singapore,Central,2016-03-05,26.4,87.73,10.15
Singapore,East,2016-03-06,26.71,86.59,10.59
Singapore,North,2016-03-07,27.26,84.36,11.16
Singapore,North-East,2016-03-08,27.22,85.58,7.78
Singapore,West,2016-03-09,27.79,82.17,9.02
Singapore,Central,2016-03-10,27.6,84.2,7.79
Singapore,East,2016-03-11,27.2,86.21,10.84
Singapore,North,2016-03-12,27.08,85.52,9.41
Singapore,North-East,2016-03-13,26.93,87.27,8.51
Singapore,West,2016-03-14,27.3,85.96,7.96
Singapore,Central,2016-03-15,26.81,83.3,9.6
Singapore,East,2016-03-16,27.17,77.83,8.64
Singapore,North,2016-03-17,27.26,79.75,10.51
Singapore,North-East,2016-03-18,27.23,79.2,8.63
Singapore,West,2016-03-19,27.37,79.21,10.9
Singapore,Central,2016-03-20,27.5,81.76,7.7
Singapore,East,2016-03-21,27.32,85.29,5.96
Singapore,North,2016-03-22,26.95,86.46,5.57
Singapore,North-East,2016-03-23,27.36,85.51,7.33
Singapore,West,2016-03-24,27.3,84.45,8.07
Singapore,Central,2016-03-25,27.48,80.56,6.46
Singapore,East,2016-03-26,27.49,78.39,13.29
Singapore,North,2016-03-27,27.1,83.1,13.42
Singapore,North-East,2016-03-28,27.13,82.0,14.64
Singapore,West,2016-03-29,27.23,80.76,14.28
Singapore,Central,2016-03-30,27.46,78.61,12.86
Singapore,East,2016-03-31,27.48,79.51,11.77
Singapore,North,2016-04-01,27.56,78.04,12.03
Singapore,North-East,2016-04-02,27.82,80.12,10.81
Singapore,West,2016-04-03,26.93,86.46,8.12
Singapore,Central,2016-04-04,27.53,85.21,8.0
Singapore,East,2016-04-05,27.1,84.98,5.76
Singapore,North,2016-04-06,27.55,82.55,7.72
Singapore,North-East,2016-04-07,27.86,77.8,6.69
Singapore,West,2016-04-08,28.11,80.14,7.23
Singapore,Central,2016-04-09,27.53,86.14,5.28
Singapore,East,2016-04-10,27.57,85.62,7.51
Singapore,North,2016-04-11,27.68,85.65,5.04
Singapore,North-East,2016-04-12,28.05,84.49,7.95
Singapore,West,2016-04-13,27.57,86.84,7.5
Singapore,Central,2016-04-14,28.28,83.08,6.61
Singapore,East,2016-04-15,27.92,86.11,5.44
Singapore,North,2016-04-16,27.93,84.67,5.01
Singapore,North-East,2016-04-17,27.79,85.3,5.02
Singapore,West,2016-04-18,28.49,81.81,7.13
Singapore,Central,2016-04-19,28.06,83.67,9.75
Singapore,East,2016-04-20,27.98,83.85,7.76
Singapore,North,2016-04-21,28.18,81.3,7.99
Singapore,North-East,2016-04-22,27.48,86.08,5.94
Singapore,West,2016-04-23,27.03,87.34,4.62
Singapore,Central,2016-04-24,27.05,87.89,3.87
Singapore,East,2016-04-25,26.72,89.05,4.33
Singapore,North,2016-04-26,27.31,86.02,3.62
Singapore,North-East,2016-04-27,27.86,84.85,3.96
Singapore,West,2016-04-28,27.39,86.48,4.98
Singapore,Central,2016-04-29,27.17,87.99,4.77
Singapore,East,2016-04-30,27.1,88.32,4.28
Singapore,North,2016-05-01,27.4,85.71,4.38
Singapore,North-East,2016-05-02,27.22,85.86,5.62
Singapore,West,2016-05-03,27.87,83.72,5.81
Singapore,Central,2016-05-04,28.04,84.88,4.6
Singapore,East,2016-05-05,27.69,85.46,4.78
Singapore,North,2016-05-06,27.32,86.61,4.82
Singapore,North-East,2016-05-07,27.12,88.08,5.24
Singapore,West,2016-05-08,27.38,87.35,4.12
Singapore,Central,2016-05-09,27.59,87.1,5.82
Singapore,East,2016-05-10,28.23,85.15,4.65
Singapore,North,2016-05-11,27.21,87.59,3.07
Singapore,North-East,2016-05-12,27.1,88.53,5.84
Singapore,West,2016-05-13,26.83,90.04,3.89
Singapore,Central,2016-05-14,27.01,88.47,5.22
Singapore,East,2016-05-15,27.88,85.3,4.48
Singapore,North,2016-05-16,27.34,87.56,6.13
Singapore,North-East,2016-05-17,28.58,78.79,5.74
Singapore,West,2016-05-18,26.95,88.86,5.91
Singapore,Central,2016-05-19,27.5,87.05,5.78
Singapore,East,2016-05-20,27.41,87.7,6.3
Singapore,North,2016-05-21,27.03,86.45,11.92
Singapore,North-East,2016-05-22,27.22,83.25,4.9
Singapore,West,2016-05-23,28.57,82.72,7.03
Singapore,Central,2016-05-24,28.25,84.35,6.11
Singapore,East,2016-05-25,27.66,87.2,6.85
Singapore,North,2016-05-26,27.4,85.71,9.63
Singapore,North-East,2016-05-27,27.66,85.81,10.52
Singapore,West,2016-05-28,27.59,85.62,6.26
Singapore,Central,2016-05-29,27.04,88.34,5.55
Singapore,East,2016-05-30,27.01,86.17,4.81
Singapore,North,2016-05-31,27.8,82.14,4.6
Singapore,North-East,2016-06-01,27.16,87.0,5.44
Singapore,West,2016-06-02,27.41,86.37,5.59
Singapore,Central,2016-06-03,27.72,84.9,5.14
Singapore,East,2016-06-04,27.09,86.94,6.23
Singapore,North,2016-06-05,27.86,81.48,6.83
Singapore,North-East,2016-06-06,28.38,78.71,8.02
Singapore,West,2016-06-07,27.79,84.79,7.64
Singapore,Central,2016-06-08,27.59,84.26,7.08
Singapore,East,2016-06-09,27.67,85.12,5.12
Singapore,North,2016-06-10,27.63,82.78,7.66
Singapore,North-East,2016-06-11,26.54,87.22,9.35
Singapore,West,2016-06-12,26.98,86.83,6.78
Singapore,Central,2016-06-13,26.87,86.66,5.37
Singapore,East,2016-06-14,27.27,84.95,6.22
Singapore,North,2016-06-15,26.72,87.87,6.19
Singapore,North-East,2016-06-16,26.54,87.42,8.02
Singapore,West,2016-06-17,26.17,84.12,10.2
Singapore,Central,2016-06-18,25.94,87.78,5.37
Singapore,East,2016-06-19,26.44,83.2,4.72
Singapore,North,2016-06-20,26.68,82.74,7.99
Singapore,North-East,2016-06-21,27.57,82.77,7.04
Singapore,West,2016-06-22,27.02,85.38,6.92
Singapore,Central,2016-06-23,28.05,78.21,9.42
Singapore,East,2016-06-24,27.5,82.87,8.47
Singapore,North,2016-06-25,27.55,81.62,10.13
Singapore,North-East,2016-06-26,27.94,82.03,10.97
Singapore,West,2016-06-27,27.89,82.8,8.84
Singapore,Central,2016-06-28,28.14,78.97,7.91
Singapore,East,2016-06-29,28.45,78.48,7.81
Singapore,North,2016-06-30,28.28,81.41,6.56
Singapore,North-East,2016-07-01,28.49,80.18,8.6
Singapore,West,2016-07-02,28.54,80.28,10.11
Singapore,Central,2016-07-03,28.63,80.5,9.11
Singapore,East,2016-07-04,28.55,79.85,8.88
Singapore,North,2016-07-05,28.61,78.54,10.45
Singapore,North-East,2016-07-06,27.52,85.37,7.76
Singapore,West,2016-07-07,28.19,78.56,11.78
Singapore,Central,2016-07-08,28.35,76.37,9.86
Singapore,East,2016-07-09,28.43,76.15,11.32
Singapore,North,2016-07-10,27.91,81.7,7.86
Singapore,North-East,2016-07-11,27.56,83.52,8.95
Singapore,West,2016-07-12,28.31,81.86,8.46
Singapore,Central,2016-07-13,27.17,85.36,6.93
Singapore,East,2016-07-14,26.48,87.68,5.42
Singapore,North,2016-07-15,26.08,88.65,4.75
Singapore,North-East,2016-07-16,26.57,86.59,5.84
Singapore,West,2016-07-17,26.49,85.19,4.84
Singapore,Central,2016-07-18,26.22,87.97,10.89
Singapore,East,2016-07-19,26.54,85.56,10.75
Singapore,North,2016-07-20,26.05,87.18,7.03
Singapore,North-East,2016-07-21,26.72,83.16,4.19
Singapore,West,2016-07-22,26.22,85.8,5.9
Singapore,Central,2016-07-23,26.75,82.38,7.05
Singapore,East,2016-07-24,26.31,85.63,7.43
Singapore,North,2016-07-25,25.9,87.72,5.93
Singapore,North-East,2016-07-26,26.04,86.82,6.27
Singapore,West,2016-07-27,27.08,82.89,7.34
Singapore,Central,2016-07-28,26.51,85.02,8.1
Singapore,East,2016-07-29,27.01,84.19,8.31
Singapore,North,2016-07-30,26.93,83.36,5.73
Singapore,North-East,2016-07-31,26.63,86.85,4.64
Singapore,West,2016-08-01,26.47,85.39,10.02
Singapore,Central,2016-08-02,27.34,83.05,9.95
Singapore,East,2016-08-03,27.08,83.44,10.52
Singapore,North,2016-08-04,27.52,79.65,11.25
Singapore,North-East,2016-08-05,27.9,76.67,8.75
Singapore,West,2016-08-06,27.77,81.97,7.11
Singapore,Central,2016-08-07,27.98,82.76,8.18
Singapore,East,2016-08-08,28.24,81.24,7.56
Singapore,North,2016-08-09,27.84,82.45,8.27
Singapore,North-East,2016-08-10,27.42,83.28,7.69
Singapore,West,2016-08-11,26.62,86.89,9.16
Singapore,Central,2016-08-12,27.74,80.61,8.11
Singapore,East,2016-08-13,26.94,86.41,8.76
Singapore,North,2016-08-14,27.3,82.76,10.58
Singapore,North-East,2016-08-15,27.8,80.59,11.23
Singapore,West,2016-08-16,27.78,82.72,10.51
Singapore,Central,2016-08-17,27.72,82.55,10.19
Singapore,East,2016-08-18,27.9,80.89,9.71
Singapore,North,2016-08-19,27.18,83.56,10.79
Singapore,North-East,2016-08-20,27.46,83.08,10.25
Singapore,West,2016-08-21,26.85,84.36,8.73
Singapore,Central,2016-08-22,27.82,80.81,7.83
Singapore,East,2016-08-23,26.81,86.49,8.39
Singapore,North,2016-08-24,26.74,80.08,11.51
Singapore,North-East,2016-08-25,26.96,84.16,11.04
Singapore,West,2016-08-26,27.07,83.8,7.25
Singapore,Central,2016-08-27,27.64,82.29,6.46
Singapore,East,2016-08-28,27.43,83.94,6.38
Singapore,North,2016-08-29,26.96,86.17,8.05
Singapore,North-East,2016-08-30,26.16,86.75,6.32
Singapore,West,2016-08-31,26.18,88.4,7.37
Singapore,Central,2016-09-01,26.05,87.36,5.83
Singapore,East,2016-09-02,27.08,81.36,5.74
Singapore,North,2016-09-03,27.58,82.22,5.43
Singapore,North-East,2016-09-04,26.78,86.73,4.95
Singapore,West,2016-09-05,26.79,84.72,7.92
Singapore,Central,2016-09-06,26.82,85.21,9.9
Singapore,East,2016-09-07,27.31,80.54,10.25
Singapore,North,2016-09-08,27.42,81.47,8.22
Singapore,North-East,2016-09-09,27.5,81.78,6.67
Singapore,West,2016-09-10,27.33,82.47,8.35
Singapore,Central,2016-09-11,26.56,86.01,9.15
Singapore,East,2016-09-12,26.41,85.98,8.22
Singapore,North,2016-09-13,27.78,80.98,10.47
Singapore,North-East,2016-09-14,26.75,85.82,7.24
Singapore,West,2016-09-15,27.47,83.49,8.05
Singapore,Central,2016-09-16,27.07,85.31,7.57
Singapore,East,2016-09-17,27.07,85.2,6.61
Singapore,North,2016-09-18,27.03,85.54,9.27
Singapore,North-East,2016-09-19,27.09,84.24,12.06
Singapore,West,2016-09-20,27.48,78.21,12.98
Singapore,Central,2016-09-21,26.75,85.47,7.14
Singapore,East,2016-09-22,26.79,84.67,6.77
Singapore,North,2016-09-23,26.85,84.96,6.09
Singapore,North-East,2016-09-24,26.96,85.46,6.43
Singapore,West,2016-09-25,26.87,86.41,4.98
Singapore,Central,2016-09-26,27.04,86.3,5.87
Singapore,East,2016-09-27,26.85,86.82,5.71
Singapore,North,2016-09-28,27.76,82.32,8.51
Singapore,North-East,2016-09-29,27.03,84.91,6.87
Singapore,West,2016-09-30,27.33,83.62,5.87
Singapore,Central,2016-10-01,27.51,82.68,4.97
Singapore,East,2016-10-02,27.96,79.77,8.77
Singapore,North,2016-10-03,27.13,82.2,9.26
Singapore,North-East,2016-10-04,27.32,84.03,7.24
Singapore,West,2016-10-05,26.92,86.38,8.01
Singapore,Central,2016-10-06,26.63,86.71,8.47
Singapore,East,2016-10-07,25.82,87.22,7.16
Singapore,North,2016-10-08,27.21,80.31,7.36
Singapore,North-East,2016-10-09,27.16,83.67,6.11
Singapore,West,2016-10-10,27.48,84.38,9.69
Singapore,Central,2016-10-11,27.94,81.75,12.35
Singapore,East,2016-10-12,27.51,83.82,11.3
Singapore,North,2016-10-13,27.54,82.92,14.03
Singapore,North-East,2016-10-14,27.18,83.16,12.6
Singapore,West,2016-10-15,27.37,82.41,11.8
Singapore,Central,2016-10-16,26.63,84.23,11.98
Singapore,East,2016-10-17,26.85,84.7,10.06
Singapore,North,2016-10-18,27.56,83.35,7.86
Singapore,North-East,2016-10-19,26.59,86.67,5.95
Singapore,West,2016-10-20,27.33,85.38,7.43
Singapore,Central,2016-10-21,27.61,85.21,6.24
Singapore,East,2016-10-22,26.48,86.56,5.82
Singapore,North,2016-10-23,27.0,85.42,4.3
Singapore,North-East,2016-10-24,26.6,87.21,5.9
Singapore,West,2016-10-25,25.53,88.45,3.35
Singapore,Central,2016-10-26,26.33,85.19,6.08
Singapore,East,2016-10-27,26.1,85.86,5.95
Singapore,North,2016-10-28,26.15,84.54,4.88
Singapore,North-East,2016-10-29,26.11,87.03,9.95
Singapore,West,2016-10-30,25.97,86.93,6.16
Singapore,Central,2016-10-31,26.05,89.76,6.32
Singapore,East,2016-11-01,25.85,87.95,7.51
Singapore,North,2016-11-02,26.24,86.0,7.0
Singapore,North-East,2016-11-03,26.06,87.21,9.38
Singapore,West,2016-11-04,26.45,86.27,9.24
Singapore,Central,2016-11-05,26.16,86.51,12.52
Singapore,East,2016-11-06,27.16,85.17,7.35
Singapore,North,2016-11-07,26.33,88.21,5.5
Singapore,North-East,2016-11-08,26.7,87.83,4.45
Singapore,West,2016-11-09,25.87,87.56,4.93
Singapore,Central,2016-11-10,25.7,87.01,5.76
Singapore,East,2016-11-11,25.69,87.86,3.84
Singapore,North,2016-11-12,26.04,87.8,5.04
Singapore,North-East,2016-11-13,26.04,88.44,4.77
Singapore,West,2016-11-14,25.25,89.87,5.27
Singapore,Central,2016-11-15,26.1,86.66,7.11
Singapore,East,2016-11-16,25.46,89.59,6.51
Singapore,North,2016-11-17,26.79,83.9,5.68
Singapore,North-East,2016-11-18,26.11,88.11,3.58
Singapore,West,2016-11-19,26.33,88.21,3.54
Singapore,Central,2016-11-20,26.07,88.91,6.85
Singapore,East,2016-11-21,26.68,86.11,8.56
Singapore,North,2016-11-22,26.17,88.98,6.0
Singapore,North-East,2016-11-23,26.51,85.79,5.23
Singapore,West,2016-11-24,25.9,87.81,4.97
Singapore,Central,2016-11-25,26.17,86.36,3.83
Singapore,East,2016-11-26,26.01,89.25,6.79
Singapore,North,2016-11-27,25.61,90.78,9.9
Singapore,North-East,2016-11-28,25.65,88.68,9.87
Singapore,West,2016-11-29,25.8,86.6,8.35
Singapore,Central,2016-11-30,26.18,83.15,9.06
Singapore,East,2016-12-01,24.97,89.88,8.73
Singapore,North,2016-12-02,25.76,86.75,8.63
Singapore,North-East,2016-12-03,26.59,85.91,5.75
Singapore,West,2016-12-04,26.93,85.57,5.35
Singapore,Central,2016-12-05,27.16,84.6,7.58
Singapore,East,2016-12-06,27.38,84.32,8.83
Singapore,North,2016-12-07,27.06,84.19,8.01
Singapore,North-East,2016-12-08,26.45,85.74,9.62
Singapore,West,2016-12-09,26.27,86.52,8.4
Singapore,Central,2016-12-10,26.45,84.27,8.21
Singapore,East,2016-12-11,25.79,86.88,12.8
Singapore,North,2016-12-12,26.87,80.13,12.39
Singapore,North-East,2016-12-13,26.76,84.26,8.57
Singapore,West,2016-12-14,26.96,83.86,8.22
Singapore,Central,2016-12-15,27.15,82.95,7.16
Singapore,East,2016-12-16,26.97,83.22,7.88
Singapore,North,2016-12-17,26.38,85.24,9.65
Singapore,North-East,2016-12-18,26.61,83.96,11.05
Singapore,West,2016-12-19,26.4,85.18,10.73
Singapore,Central,2016-12-20,26.89,83.06,15.06
Singapore,East,2016-12-21,26.98,82.6,10.63
Singapore,North,2016-12-22,26.01,87.76,5.9
Singapore,North-East,2016-12-23,25.97,88.0,7.7
Singapore,West,2016-12-24,26.05,87.29,11.05
Singapore,Central,2016-12-25,26.2,86.79,10.55
Singapore,East,2016-12-26,25.63,87.37,11.43
Singapore,North,2016-12-27,25.04,87.96,11.14
Singapore,North-East,2016-12-28,25.26,85.56,11.3
Singapore,West,2016-12-29,26.33,81.58,10.02
Singapore,Central,2016-12-30,25.65,85.72,12.6
Singapore,East,2016-12-31,25.46,88.11,10.05
