Country,Region,Date,Temperature,RelativeHumidity,WindSpeed
Singapore,East,2018-01-01,23.98,94.94,6.68
Singapore,North,2018-01-02,24.76,90.68,8.8
Singapore,North-East,2018-01-03,24.94,90.36,7.93
Singapore,West,2018-01-04,25.74,88.24,6.94
Singapore,Central,2018-01-05,25.33,89.66,4.67
Singapore,East,2018-01-06,26.61,85.58,5.79
Singapore,North,2018-01-07,26.04,88.96,7.06
Singapore,North-East,2018-01-08,25.96,87.56,5.57
Singapore,West,2018-01-09,25.57,87.8,6.16
Singapore,Central,2018-01-10,24.13,91.59,9.99
Singapore,East,2018-01-11,22.87,91.7,12.56
Singapore,North,2018-01-12,22.53,93.06,13.8
Singapore,North-East,2018-01-13,22.54,92.68,9.26
Singapore,West,2018-01-14,22.8,88.86,11.77
Singapore,Central,2018-01-15,24.05,88.27,10.98
Singapore,East,2018-01-16,25.06,88.01,10.74
Singapore,North,2018-01-17,25.73,85.89,11.55
Singapore,North-East,2018-01-18,25.94,83.45,10.44
Singapore,West,2018-01-19,25.59,87.38,8.16
Singapore,Central,2018-01-20,25.46,88.82,7.0
Singapore,East,2018-01-21,26.03,85.85,8.08
Singapore,North,2018-01-22,26.0,87.2,9.36
Singapore,North-East,2018-01-23,25.7,88.33,9.57
Singapore,West,2018-01-24,25.4,88.92,8.8
Singapore,Central,2018-01-25,25.91,86.3,7.35
Singapore,East,2018-01-26,25.61,88.18,9.74
Singapore,North,2018-01-27,26.15,87.73,9.76
Singapore,North-East,2018-01-28,26.16,85.84,8.59
Singapore,West,2018-01-29,26.62,86.71,7.75
Singapore,Central,2018-01-30,26.32,85.61,10.84
Singapore,East,2018-01-31,26.47,84.98,11.52
Singapore,North,2018-02-01,26.28,85.0,11.38
Singapore,North-East,2018-02-02,25.39,87.42,12.75
Singapore,West,2018-02-03,25.59,82.27,16.1
Singapore,Central,2018-02-04,25.68,79.09,17.35
Singapore,East,2018-02-05,25.21,78.61,15.85
Singapore,North,2018-02-06,25.02,79.08,14.49
Singapore,North-East,2018-02-07,24.8,79.51,14.36
Singapore,West,2018-02-08,24.79,78.38,14.4
Singapore,Central,2018-02-09,24.82,75.98,13.48
