Country,Region,Date,Temperature,RelativeHumidity,WindSpeed
Singapore,East,2022-01-01,23.88,93.52,6.19
Singapore,North,2022-01-02,24.0,91.56,7.06
Singapore,North-East,2022-01-03,24.99,89.13,8.64
Singapore,West,2022-01-04,24.92,89.49,9.82
Singapore,Central,2022-01-05,25.66,88.3,8.94
Singapore,East,2022-01-06,25.91,87.17,8.64
Singapore,North,2022-01-07,25.93,87.59,8.92
Singapore,North-East,2022-01-08,25.64,88.4,10.98
Singapore,West,2022-01-09,26.1,85.8,12.35
Singapore,Central,2022-01-10,25.75,84.8,10.71
Singapore,East,2022-01-11,25.99,82.74,11.63
Singapore,North,2022-01-12,25.72,80.64,13.84
Singapore,North-East,2022-01-13,25.73,78.04,13.77
Singapore,West,2022-01-14,25.38,78.76,12.43
Singapore,Central,2022-01-15,25.9,81.11,12.53
Singapore,East,2022-01-16,26.01,84.07,12.25
Singapore,North,2022-01-17,25.84,84.51,12.1
Singapore,North-East,2022-01-18,26.15,78.33,12.14
Singapore,West,2022-01-19,25.51,82.99,9.76
Singapore,Central,2022-01-20,25.56,83.82,9.03
Singapore,East,2022-01-21,26.16,82.32,12.74
Singapore,North,2022-01-22,26.23,82.7,8.9
Singapore,North-East,2022-01-23,26.53,80.1,7.02
Singapore,West,2022-01-24,26.74,81.37,7.0
Singapore,Central,2022-01-25,26.55,77.97,9.81
Singapore,East,2022-01-26,26.77,78.78,10.38
Singapore,North,2022-01-27,26.34,77.89,11.11
Singapore,North-East,2022-01-28,26.83,78.65,9.17
Singapore,West,2022-01-29,26.73,79.67,8.5
Singapore,Central,2022-01-30,26.52,81.86,7.54
Singapore,East,2022-01-31,26.82,80.58,8.54
Singapore,North,2022-02-01,26.68,78.72,12.21
Singapore,North-East,2022-02-02,27.1,77.43,8.86
Singapore,West,2022-02-03,26.53,81.68,10.59
Singapore,Central,2022-02-04,27.13,76.62,14.53
Singapore,East,2022-02-05,25.42,86.22,8.77
Singapore,North,2022-02-06,25.56,86.26,9.53
Singapore,North-East,2022-02-07,25.83,85.89,13.89
Singapore,West,2022-02-08,24.76,91.18,7.75
Singapore,Central,2022-02-09,24.4,91.28,6.78
Singapore,East,2022-02-10,23.13,91.73,8.04
Singapore,North,2022-02-11,24.35,91.14,8.58
Singapore,North-East,2022-02-12,25.59,84.3,9.02
Singapore,West,2022-02-13,26.03,86.48,7.23
Singapore,Central,2022-02-14,26.5,84.43,8.11
Singapore,East,2022-02-15,26.12,86.17,9.86
Singapore,North,2022-02-16,26.12,86.83,6.18
Singapore,North-East,2022-02-17,26.91,83.09,8.53
Singapore,West,2022-02-18,26.96,82.91,9.08
Singapore,Central,2022-02-19,26.99,84.41,7.16
Singapore,East,2022-02-20,26.12,85.77,7.68
Singapore,North,2022-02-21,26.58,83.16,9.2
