Country,Region,Date,Temperature,RelativeHumidity,WindSpeed
Singapore,East,2021-01-01,24.3,92.91,12.34
Singapore,North,2021-01-02,23.35,94.37,11.82
Singapore,North-East,2021-01-03,24.26,92.02,8.1
Singapore,West,2021-01-04,24.79,89.34,11.74
Singapore,Central,2021-01-05,25.73,89.12,10.69
Singapore,East,2021-01-06,25.19,90.67,10.1
Singapore,North,2021-01-07,24.41,93.05,10.37
Singapore,North-East,2021-01-08,24.78,92.28,11.45
Singapore,West,2021-01-09,24.78,91.17,13.05
Singapore,Central,2021-01-10,23.57,95.07,12.42
Singapore,East,2021-01-11,24.43,91.19,14.84
Singapore,North,2021-01-12,24.29,89.7,15.56
Singapore,North-East,2021-01-13,24.17,88.77,12.43
Singapore,West,2021-01-14,24.6,86.21,13.62
Singapore,Central,2021-01-15,24.98,86.06,11.59
Singapore,East,2021-01-16,25.83,83.54,12.77
Singapore,North,2021-01-17,25.54,78.61,18.28
Singapore,North-East,2021-01-18,24.71,76.43,17.43
Singapore,West,2021-01-19,24.99,77.43,13.99
Singapore,Central,2021-01-20,25.04,83.36,11.83
Singapore,East,2021-01-21,25.51,83.81,9.8
Singapore,North,2021-01-22,25.43,86.17,9.26
Singapore,North-East,2021-01-23,25.24,85.67,10.78
Singapore,West,2021-01-24,25.92,83.87,11.82
Singapore,Central,2021-01-25,25.95,83.46,10.43
Singapore,East,2021-01-26,25.72,82.06,8.41
Singapore,North,2021-01-27,25.91,85.4,9.77
Singapore,North-East,2021-01-28,24.87,89.02,9.88
Singapore,West,2021-01-29,25.49,81.21,12.86
Singapore,Central,2021-01-30,25.23,81.95,15.44
Singapore,East,2021-01-31,25.58,83.73,12.13
Singapore,North,2021-02-01,25.78,82.82,14.57
Singapore,North-East,2021-02-02,25.75,81.18,14.77
Singapore,West,2021-02-03,25.59,79.09,13.49
Singapore,Central,2021-02-04,25.34,77.03,14.83
Singapore,East,2021-02-05,25.97,81.41,14.35
Singapore,North,2021-02-06,26.24,79.46,14.92
Singapore,North-East,2021-02-07,26.58,78.61,15.06
Singapore,West,2021-02-08,26.48,81.61,13.59
Singapore,Central,2021-02-09,26.78,79.0,10.61
Singapore,East,2021-02-10,26.56,83.08,10.14
Singapore,North,2021-02-11,26.69,81.83,11.11
Singapore,North-East,2021-02-12,26.4,82.61,13.08
Singapore,West,2021-02-13,26.26,80.35,12.53
Singapore,Central,2021-02-14,26.03,78.57,14.42
Singapore,East,2021-02-15,25.87,73.71,15.2
Singapore,North,2021-02-16,25.91,73.56,13.32
Singapore,North-East,2021-02-17,25.77,71.69,13.23
Singapore,West,2021-02-18,26.39,68.12,17.39
Singapore,Central,2021-02-19,26.35,69.85,17.48
Singapore,East,2021-02-20,25.96,76.68,17.11
Singapore,North,2021-02-21,25.94,76.83,15.45
Singapore,North-East,2021-02-22,26.35,69.85,14.08
Singapore,West,2021-02-23,26.68,74.34,11.58
Singapore,Central,2021-02-24,26.32,77.74,11.17
Singapore,East,2021-02-25,26.88,77.95,9.9
Singapore,North,2021-02-26,26.9,79.31,7.58
Singapore,North-East,2021-02-27,27.3,78.58,8.08
