Country,Region,Date,Temperature,RelativeHumidity,WindSpeed
Singapore,East,2020-01-01,26.29,83.17,13.76
Singapore,North,2020-01-02,26.13,86.91,13.16
Singapore,North-East,2020-01-03,26.28,85.89,12.8
Singapore,West,2020-01-04,26.19,83.36,14.65
Singapore,Central,2020-01-05,26.38,80.82,15.46
Singapore,East,2020-01-06,25.72,84.58,13.41
Singapore,North,2020-01-07,25.53,88.15,13.58
Singapore,North-East,2020-01-08,26.06,86.43,12.75
Singapore,West,2020-01-09,26.14,85.68,12.54
Singapore,Central,2020-01-10,25.96,86.28,8.78
Singapore,East,2020-01-11,26.09,87.12,7.45
Singapore,North,2020-01-12,25.99,86.64,7.5
Singapore,North-East,2020-01-13,26.1,82.4,11.7
Singapore,West,2020-01-14,26.57,80.95,13.13
Singapore,Central,2020-01-15,26.35,83.04,12.43
Singapore,East,2020-01-16,26.3,85.95,10.62
Singapore,North,2020-01-17,26.55,81.42,11.66
Singapore,North-East,2020-01-18,26.54,85.74,11.25
Singapore,West,2020-01-19,26.71,85.39,11.98
Singapore,Central,2020-01-20,25.87,89.27,11.37
Singapore,East,2020-01-21,25.86,88.15,14.46
Singapore,North,2020-01-22,26.71,83.08,13.9
Singapore,North-East,2020-01-23,26.44,84.9,12.13
Singapore,West,2020-01-24,26.4,78.92,14.63
Singapore,Central,2020-01-25,26.69,80.03,10.49
Singapore,East,2020-01-26,27.31,79.7,8.8
Singapore,North,2020-01-27,26.6,86.23,6.48
Singapore,North-East,2020-01-28,26.83,85.8,6.23
Singapore,West,2020-01-29,25.1,91.48,7.02
Singapore,Central,2020-01-30,26.34,84.42,9.57
Singapore,East,2020-01-31,26.69,80.94,13.03
Singapore,North,2020-02-01,26.51,83.77,16.75
Singapore,North-East,2020-02-02,25.99,81.4,17.19
Singapore,West,2020-02-03,26.16,80.28,13.95
Singapore,Central,2020-02-04,26.03,79.47,11.32
Singapore,East,2020-02-05,26.41,80.95,12.0
Singapore,North,2020-02-06,26.52,79.75,14.72
Singapore,North-East,2020-02-07,26.2,77.57,13.12
Singapore,West,2020-02-08,26.21,78.74,8.49
Singapore,Central,2020-02-09,25.5,88.95,8.82
Singapore,East,2020-02-10,25.35,91.89,8.58
Singapore,North,2020-02-11,25.58,90.97,8.85
Singapore,North-East,2020-02-12,26.52,88.02,10.87
Singapore,West,2020-02-13,26.81,85.35,11.51
Singapore,Central,2020-02-14,26.63,84.28,10.65
Singapore,East,2020-02-15,27.34,83.05,5.6
Singapore,North,2020-02-16,26.98,84.03,5.16
Singapore,North-East,2020-02-17,26.85,80.94,12.02
Singapore,West,2020-02-18,25.31,88.78,10.59
Singapore,Central,2020-02-19,26.17,84.39,15.3
Singapore,East,2020-02-20,26.17,84.69,17.11
Singapore,North,2020-02-21,25.94,85.96,17.18
Singapore,North-East,2020-02-22,26.15,83.19,16.85
Singapore,West,2020-02-23,26.55,80.7,16.84
Singapore,Central,2020-02-24,26.27,83.61,16.54
Singapore,East,2020-02-25,26.34,82.59,13.58
Singapore,North,2020-02-26,27.03,80.37,14.11
Singapore,North-East,2020-02-27,27.01,79.46,14.34
Singapore,West,2020-02-28,26.88,79.9,14.69
Singapore,Central,2020-02-29,26.71,77.19,12.6
Singapore,East,2020-03-01,27.18,77.81,11.8
Singapore,North,2020-03-02,27.35,78.47,11.58
Singapore,North-East,2020-03-03,27.35,80.87,11.9
Singapore,West,2020-03-04,27.86,79.0,10.29
Singapore,Central,2020-03-05,26.54,87.25,7.4
Singapore,East,2020-03-06,26.64,87.11,7.99
Singapore,North,2020-03-07,26.81,87.41,6.95
Singapore,North-East,2020-03-08,26.62,87.69,5.59
Singapore,West,2020-03-09,27.24,86.12,5.13
Singapore,Central,2020-03-10,27.68,85.36,6.56
Singapore,East,2020-03-11,27.45,85.75,6.56
Singapore,North,2020-03-12,26.9,82.7,10.09
Singapore,North-East,2020-03-13,27.7,82.39,7.1
Singapore,West,2020-03-14,27.85,81.72,10.89
Singapore,Central,2020-03-15,28.3,77.86,13.31
Singapore,East,2020-03-16,27.3,80.61,12.36
Singapore,North,2020-03-17,27.4,73.84,12.74
Singapore,North-East,2020-03-18,27.56,78.31,9.42
Singapore,West,2020-03-19,27.21,78.31,7.17
Singapore,Central,2020-03-20,27.3,79.12,7.43
Singapore,East,2020-03-21,26.62,86.37,7.73
Singapore,North,2020-03-22,26.32,89.05,5.75
Singapore,North-East,2020-03-23,26.07,89.57,4.68
Singapore,West,2020-03-24,27.01,84.92,9.47
Singapore,Central,2020-03-25,27.3,83.72,8.68
Singapore,East,2020-03-26,27.33,85.99,8.62
Singapore,North,2020-03-27,27.35,86.14,6.61
Singapore,North-East,2020-03-28,27.33,83.79,6.34
Singapore,West,2020-03-29,27.33,79.53,8.99
Singapore,Central,2020-03-30,27.01,84.46,6.83
Singapore,East,2020-03-31,27.28,81.69,5.21
Singapore,North,2020-04-01,28.0,81.05,5.88
Singapore,North-East,2020-04-02,27.51,86.09,4.12
Singapore,West,2020-04-03,27.03,86.41,4.87
Singapore,Central,2020-04-04,27.32,85.94,7.64
Singapore,East,2020-04-05,27.56,85.79,6.25
Singapore,North,2020-04-06,25.78,90.36,4.19
Singapore,North-East,2020-04-07,25.65,88.98,4.03
Singapore,West,2020-04-08,26.77,88.54,5.97
Singapore,Central,2020-04-09,26.74,83.63,8.92
Singapore,East,2020-04-10,27.62,79.23,6.72
Singapore,North,2020-04-11,27.29,85.08,6.79
Singapore,North-East,2020-04-12,27.43,87.03,5.58
Singapore,West,2020-04-13,26.93,88.48,6.5
