time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,city
2016-12-20,26.8,25.6,31.5,0.0,,,5.0,,1008.4,,Miri
2016-12-21,27.9,23.8,32.0,4.3,,,7.5,,1008.9,,Miri
2016-12-22,28.0,24.8,32.0,,,,8.9,,1007.9,,Miri
2016-12-23,26.5,24.0,31.6,6.1,,,5.4,,1007.4,,Miri
2016-12-24,28.2,24.0,31.2,7.9,,,7.4,,1007.4,,Miri
2016-12-25,27.7,25.1,30.8,3.6,,,7.7,,1007.8,,Miri
2016-12-26,28.1,25.5,32.2,1.5,,,8.3,,1007.2,,Miri
2016-12-27,27.3,24.5,30.8,14.2,,,10.4,,1007.8,,Miri
2016-12-28,26.8,25.0,29.6,,,,12.2,,1008.3,,Miri
2016-12-29,27.5,24.7,30.7,,,,7.2,,1009.0,,Miri
2016-12-30,27.6,25.0,31.1,5.3,,,7.1,,1008.7,,Miri
2016-12-31,27.8,24.9,32.1,0.0,,,7.6,,1008.2,,Miri
2017-01-01,27.6,24.8,31.1,1.5,,,6.3,,1007.9,,Miri
2017-01-02,27.7,24.8,32.0,,,,5.9,,1007.7,,Miri
2017-01-03,27.4,23.0,31.0,,,,8.7,,1008.3,,Miri
2017-01-04,27.3,24.1,31.4,0.0,,,8.3,,1008.0,,Miri
2017-01-05,27.7,25.0,32.2,0.0,,,8.6,,1007.7,,Miri
2017-01-06,28.1,24.1,33.2,3.0,,,10.1,,1007.2,,Miri
2017-01-07,28.0,24.7,32.0,0.0,,,6.8,,1006.8,,Miri
2017-01-08,28.2,24.9,32.4,0.0,,,6.9,,1007.1,,Miri
2017-01-09,28.0,24.6,32.8,0.0,,,7.2,,1007.2,,Miri
2017-01-10,27.4,25.0,32.0,,,,6.0,,1007.6,,Miri
2017-01-11,27.1,24.7,31.1,,,,6.9,,1007.7,,Miri
2017-01-12,27.5,24.7,32.0,,,,7.1,,1007.3,,Miri
2017-01-13,27.7,25.0,31.6,2.3,,,8.7,,1007.9,,Miri
2017-01-14,27.4,24.0,31.4,0.0,,,7.5,,1008.4,,Miri
2017-01-15,27.6,23.8,31.5,0.0,,,6.6,,1009.6,,Miri
2017-01-16,26.9,24.4,31.5,0.0,,,7.2,,1009.2,,Miri
2017-01-17,27.4,24.9,31.2,0.0,,,8.1,,1009.4,,Miri
2017-01-18,27.2,23.8,30.6,22.4,,,6.5,,1010.5,,Miri
2017-01-19,27.8,25.0,32.0,,,,8.2,,1010.2,,Miri
2017-01-20,26.4,23.7,30.4,7.9,,,8.2,,1009.7,,Miri
2017-01-21,26.4,24.0,31.0,,,,9.3,,1011.2,,Miri
2017-01-22,26.2,23.4,31.0,13.2,,,7.2,,1012.0,,Miri
2017-01-23,27.7,23.5,32.3,20.1,,,10.2,,1010.4,,Miri
2017-01-24,27.0,25.0,30.0,,,,5.9,,1010.3,,Miri
2017-01-25,26.0,23.9,29.7,,,,5.7,,1011.3,,Miri
2017-01-26,26.9,23.5,30.0,61.0,,,5.9,,1010.6,,Miri
2017-01-27,26.3,24.0,30.8,1.8,,,6.3,,1009.4,,Miri
2017-01-28,26.9,23.8,31.2,0.0,,,6.8,,1008.3,,Miri
2017-01-29,27.3,23.9,31.0,0.0,,,6.9,,1009.0,,Miri
2017-01-30,27.3,24.9,31.0,0.0,,,8.3,,1009.0,,Miri
2017-01-31,27.3,24.0,31.0,,,,6.9,,1008.2,,Miri
2017-02-01,25.9,24.0,29.1,0.5,,,8.0,,1009.7,,Miri
2017-02-02,26.6,24.6,30.0,,,,5.7,,1009.8,,Miri
2017-02-03,25.6,23.6,27.3,3.0,,,8.0,,1009.9,,Miri
2017-02-04,27.1,,31.3,0.0,,,5.4,,,,Miri
2017-02-05,26.6,24.7,29.4,0.0,,,5.2,,1008.0,,Miri
2017-02-06,25.1,24.0,28.5,9.9,,,5.8,,1008.4,,Miri
2017-02-07,25.8,22.4,30.0,,,,5.9,,1009.6,,Miri
2017-02-08,25.3,20.7,30.0,0.0,,,7.5,,1009.9,,Miri
2017-02-09,25.4,20.9,30.0,,,,6.6,,1009.4,,Miri
2017-02-10,26.6,21.6,31.5,0.0,,,8.5,,1009.3,,Miri
2017-02-11,26.9,23.0,31.0,,,,8.0,,1010.4,,Miri
2017-02-12,28.4,24.7,34.0,0.0,,,10.1,,1010.5,,Miri
2017-02-13,28.1,25.9,33.0,0.5,,,13.7,,1011.6,,Miri
2017-02-14,27.9,25.3,32.4,1.0,,,16.1,,1012.5,,Miri
2017-02-15,27.6,26.0,32.0,0.0,,,14.0,,1011.4,,Miri
2017-02-16,26.6,24.0,30.0,,,,9.2,,1011.3,,Miri
2017-02-17,26.9,24.5,30.9,2.8,,,7.5,,1011.0,,Miri
2017-02-18,27.2,24.7,30.4,0.5,,,7.2,,1011.6,,Miri
2017-02-19,26.7,24.5,30.0,0.0,,,7.2,,1009.8,,Miri
2017-02-20,27.4,24.0,31.2,0.0,,,7.4,,1009.2,,Miri
2017-02-21,27.4,24.0,31.6,2.8,,,9.6,,1009.2,,Miri
2017-02-22,27.5,22.9,30.7,28.2,,,8.0,,1010.0,,Miri
2017-02-23,25.0,24.0,28.5,32.5,,,6.7,,1010.8,,Miri
2017-02-24,26.1,23.7,30.0,,,,8.3,,1011.3,,Miri
2017-02-25,26.6,23.8,30.0,,,,8.1,,1009.7,,Miri
2017-02-26,26.6,23.9,31.0,,,,8.4,,1009.5,,Miri
2017-02-27,27.3,24.8,31.0,,,,12.6,,1008.7,,Miri
2017-02-28,27.0,25.0,31.0,0.0,,,7.8,,1008.0,,Miri
2017-03-01,27.1,24.6,31.7,9.1,,,8.6,,1008.4,,Miri
2017-03-02,26.5,24.9,31.5,0.8,,,10.0,,1008.8,,Miri
2017-03-03,26.9,23.7,31.7,5.1,,,9.5,,1007.5,,Miri
2017-03-04,26.7,24.0,30.8,0.0,,,6.1,,1007.3,,Miri
2017-03-05,26.5,23.8,29.4,0.0,,,5.9,,1008.0,,Miri
2017-03-06,27.3,24.0,30.6,,,,8.0,,1008.0,,Miri
2017-03-07,26.3,24.7,30.4,0.0,,,5.8,,1008.5,,Miri
2017-03-08,23.8,22.7,27.5,38.1,,,7.4,,1009.8,,Miri
2017-03-09,26.5,22.5,30.1,24.6,,,7.2,,1009.3,,Miri
2017-03-10,27.2,23.4,30.7,0.0,,,8.1,,1008.9,,Miri
2017-03-11,27.4,24.7,31.0,0.0,,,6.9,,1009.2,,Miri
2017-03-12,26.4,24.0,31.0,0.0,,,7.6,,1009.9,,Miri
2017-03-13,26.2,23.0,30.7,,,,8.3,,1010.8,,Miri
2017-03-14,26.8,24.0,30.0,,,,5.6,,1010.8,,Miri
2017-03-15,27.5,23.2,31.5,18.5,,,7.5,,1010.5,,Miri
2017-03-16,27.5,24.0,31.4,0.0,,,7.8,,1009.0,,Miri
2017-03-17,27.6,24.8,31.5,0.0,,,7.6,,1009.6,,Miri
2017-03-18,27.1,25.0,32.0,0.0,,,8.5,,1010.7,,Miri
2017-03-19,27.2,23.6,31.0,,,,6.2,,1010.8,,Miri
2017-03-20,27.3,23.6,31.5,12.4,,,8.8,,1010.1,,Miri
2017-03-21,26.8,24.8,31.5,0.5,,,8.5,,1010.3,,Miri
2017-03-22,27.2,23.0,30.6,,,,7.9,,1009.5,,Miri
2017-03-23,28.2,24.7,33.2,0.0,,,11.1,,1009.0,,Miri
2017-03-24,26.8,23.6,29.9,,,,8.5,,1010.2,,Miri
2017-03-25,26.3,23.3,31.2,8.9,,,9.8,,1011.2,,Miri
2017-03-26,27.9,23.7,32.6,0.5,,,7.3,,1010.5,,Miri
2017-03-27,27.5,24.5,31.1,0.0,,,6.1,,,,Miri
2017-03-28,27.1,24.9,32.8,1.8,,,8.3,,1010.4,,Miri
2017-03-29,27.7,23.0,31.1,7.1,,,7.1,,,,Miri
2017-03-30,26.2,22.9,30.3,1.5,,,9.2,,,,Miri
2017-03-31,27.9,23.4,31.2,6.1,,,6.7,,1011.3,,Miri
2017-04-01,26.5,24.0,30.0,,,,6.2,,,,Miri
2017-04-02,28.1,24.2,31.9,0.5,,,6.3,,1010.3,,Miri
2017-04-03,27.2,25.0,30.0,,,,6.5,,1011.1,,Miri
2017-04-04,26.9,24.8,31.0,,,,5.6,,,,Miri
2017-04-05,27.2,24.0,31.1,0.5,,,8.5,,,,Miri
2017-04-06,28.1,23.4,32.0,14.7,,,8.8,,,,Miri
2017-04-07,28.0,24.3,32.6,0.0,,,8.5,,1008.5,,Miri
2017-04-08,28.7,24.7,32.2,1.3,,,8.3,,1008.6,,Miri
2017-04-09,28.1,25.0,31.0,,,,8.6,,1008.9,,Miri
2017-04-10,28.6,25.0,32.4,0.3,,,6.7,,1008.5,,Miri
2017-04-11,28.8,25.0,32.7,,,,9.4,,1008.1,,Miri
2017-04-12,28.3,25.0,33.3,0.0,,,8.2,,1008.3,,Miri
2017-04-13,28.8,23.8,32.0,0.0,,,8.1,,1009.9,,Miri
2017-04-14,27.6,25.0,32.0,,,,8.7,,1009.5,,Miri
2017-04-15,27.5,25.0,30.0,,,,4.8,,1008.3,,Miri
2017-04-16,26.8,25.5,30.3,1.5,,,6.8,,1008.8,,Miri
2017-04-17,27.9,24.0,33.0,,,,8.8,,1009.6,,Miri
2017-04-18,28.7,24.8,32.5,0.8,,,6.7,,1009.8,,Miri
2017-04-19,28.0,25.0,31.6,0.0,,,5.0,,1009.8,,Miri
2017-04-20,28.6,24.9,32.3,0.0,,,10.0,,1010.5,,Miri
2017-04-21,29.1,25.6,33.5,0.0,,,9.0,,1009.5,,Miri
2017-04-22,26.4,25.0,29.8,4.6,,,6.9,,1010.6,,Miri
2017-04-23,28.0,24.0,32.0,,,,4.7,,1010.4,,Miri
2017-04-24,27.3,25.0,31.0,0.0,,,6.1,,1010.7,,Miri
2017-04-25,28.7,24.5,32.8,0.0,,,7.5,,1009.7,,Miri
2017-04-26,29.1,25.0,33.0,,,,9.4,,1008.8,,Miri
2017-04-27,28.0,24.0,31.7,,,,7.1,,1009.8,,Miri
2017-04-28,28.5,25.0,32.0,,,,6.0,,1010.0,,Miri
2017-04-29,26.8,25.0,30.0,,,,5.4,,1010.8,,Miri
2017-04-30,28.0,24.0,32.0,,,,6.4,,1010.7,,Miri
2017-05-01,29.0,25.0,33.0,,,,6.8,,1010.1,,Miri
2017-05-02,28.1,24.3,31.4,,,,8.5,,1010.4,,Miri
2017-05-03,28.1,23.8,33.0,,,,7.9,,1010.2,,Miri
2017-05-04,28.5,26.0,32.0,,,,6.8,,1009.5,,Miri
2017-05-05,26.7,24.9,29.1,,,,7.7,,1010.6,,Miri
2017-05-06,27.2,24.0,31.0,,,,6.0,,1011.6,,Miri
2017-05-07,28.5,25.0,32.0,,,,8.3,,1010.3,,Miri
2017-05-08,27.9,24.0,31.4,,,,9.2,,1010.0,,Miri
2017-05-09,28.1,24.7,32.0,,,,7.3,,1008.5,,Miri
2017-05-10,28.8,25.2,32.7,,,,6.7,,1008.6,,Miri
2017-05-11,27.9,23.9,32.0,,,,7.3,,1008.5,,Miri
2017-05-12,27.4,24.0,31.0,,,,5.9,,1008.2,,Miri
2017-05-13,28.8,25.5,31.5,,,,9.3,,1007.5,,Miri
2017-05-14,27.1,24.8,32.0,,,,10.7,,1008.4,,Miri
2017-05-15,28.3,24.0,32.4,,,,5.6,,1007.4,,Miri
2017-05-16,29.1,25.8,32.3,,,,8.0,,1007.5,,Miri
2017-05-17,29.3,25.8,33.1,,,,10.3,,1008.0,,Miri
2017-05-18,29.1,25.0,33.0,,,,7.7,,1008.5,,Miri
2017-05-19,28.2,26.0,31.0,,,,6.0,,1008.2,,Miri
2017-05-20,27.3,24.7,30.0,,,,7.8,,1008.0,,Miri
2017-05-21,28.6,25.5,32.0,,,,8.0,,1006.9,,Miri
2017-05-22,29.4,26.0,33.0,,,,7.4,,1007.9,,Miri
2017-05-23,28.5,26.5,31.0,,,,8.0,,1008.6,,Miri
2017-05-24,29.1,25.5,33.0,,,,6.6,,1008.2,,Miri
2017-05-25,29.4,26.0,33.0,,,,8.1,,1008.1,,Miri
2017-05-26,28.9,24.8,33.0,,,,9.0,,1008.0,,Miri
2017-05-27,29.2,26.0,33.0,,,,8.1,,1007.9,,Miri
2017-05-28,28.6,25.8,32.8,,,,8.2,,1007.8,,Miri
2017-05-29,29.4,25.9,34.0,,,,6.4,,1008.0,,Miri
2017-05-30,27.9,24.6,32.0,,,,8.8,,1009.4,,Miri
2017-05-31,28.1,25.0,32.0,,,,7.8,,1008.6,,Miri
2017-06-01,26.7,25.0,32.0,,,,7.6,,1009.6,,Miri
2017-06-02,27.3,24.5,30.1,,,,11.0,,1010.4,,Miri
2017-06-03,28.1,25.3,32.0,,,,7.4,,1010.4,,Miri
2017-06-04,29.1,25.0,33.0,,,,6.5,,1008.9,,Miri
2017-06-05,27.9,24.0,32.7,,,,8.0,,1009.1,,Miri
2017-06-06,28.4,25.0,32.1,,,,5.7,,1009.6,,Miri
2017-06-07,28.7,24.6,33.0,,,,5.0,,1009.8,,Miri
2017-06-08,28.7,25.6,32.0,,,,8.4,,1009.1,,Miri
2017-06-09,29.5,25.6,33.5,,,,7.6,,1008.3,,Miri
2017-06-10,28.0,25.0,33.0,,,,6.2,,1009.1,,Miri
2017-06-11,28.2,25.0,33.0,,,,10.4,,1010.2,,Miri
2017-06-12,27.0,24.0,31.0,,,,9.7,,1010.5,,Miri
2017-06-13,28.9,25.0,33.0,,,,9.1,,1010.1,,Miri
2017-06-14,29.1,25.5,34.0,,,,8.5,,1010.3,,Miri
2017-06-15,25.8,23.0,29.0,,,,6.5,,1011.5,,Miri
2017-06-16,28.0,24.0,32.0,,,,5.2,,1009.3,,Miri
2017-06-17,29.3,25.0,32.3,,,,6.3,,1007.9,,Miri
2017-06-18,27.3,24.2,30.0,,,,9.7,,1008.2,,Miri
2017-06-19,26.6,25.0,30.0,,,,9.4,,1009.6,,Miri
2017-06-20,25.8,24.0,29.0,,,,9.1,,1010.0,,Miri
2017-06-21,25.8,24.0,30.0,,,,6.1,,1009.9,,Miri
2017-06-22,27.9,23.7,32.0,,,,6.4,,1009.7,,Miri
2017-06-23,28.8,24.0,33.0,,,,6.3,,1008.8,,Miri
2017-06-24,28.7,25.6,32.0,,,,8.1,,1008.3,,Miri
2017-06-25,26.4,23.0,30.0,,,,7.1,,1009.8,,Miri
2017-06-26,28.0,24.0,32.0,,,,5.2,,1009.7,,Miri
2017-06-27,28.2,25.0,32.0,,,,5.8,,1009.6,,Miri
2017-06-28,28.2,24.3,32.0,,,,11.6,,1009.7,,Miri
2017-06-29,28.0,25.0,32.0,,,,4.3,,1009.5,,Miri
2017-06-30,26.6,24.5,29.0,,,,6.1,,1009.1,,Miri
2017-07-01,26.8,23.9,31.0,,,,8.6,,1009.6,,Miri
2017-07-02,27.9,,,,,,7.4,,1009.0,,Miri
2017-07-03,,,,,,,,,,,Miri
2017-07-04,28.6,25.9,32.0,,,,6.8,,1009.5,,Miri
2017-07-05,28.7,25.5,32.0,,,,7.2,,1010.0,,Miri
2017-07-06,27.9,23.8,32.0,,,,8.9,,1010.5,,Miri
2017-07-07,27.9,24.0,32.0,,,,8.2,,1010.0,,Miri
2017-07-08,26.7,24.0,32.0,,,,7.5,,1010.4,,Miri
2017-07-09,27.5,24.0,31.2,,,,7.0,,1010.4,,Miri
2017-07-10,27.2,24.5,30.0,,,,8.3,,1009.8,,Miri
2017-07-11,27.1,24.0,31.0,,,,9.8,,1010.0,,Miri
2017-07-12,28.1,24.7,31.0,,,,6.2,,1010.2,,Miri
2017-07-13,26.0,24.0,30.0,,,,8.4,,1010.2,,Miri
2017-07-14,27.4,24.5,32.0,,,,10.1,,1009.4,,Miri
2017-07-15,26.6,24.0,31.0,,,,9.8,,1009.8,,Miri
2017-07-16,26.8,23.0,33.0,,,,8.9,,1009.3,,Miri
2017-07-17,28.1,24.0,33.0,,,,7.0,,1009.2,,Miri
2017-07-18,27.4,24.8,32.0,,,,8.5,,1010.8,,Miri
2017-07-19,27.6,23.0,32.0,,,,6.8,,1009.5,,Miri
2017-07-20,27.9,24.7,31.0,,,,6.8,,1008.8,,Miri
2017-07-21,28.5,25.7,31.0,,,,7.7,,1010.2,,Miri
2017-07-22,28.3,24.0,33.0,,,,9.8,,1009.9,,Miri
2017-07-23,28.9,26.0,32.0,,,,7.3,,1009.3,,Miri
2017-07-24,28.2,24.0,32.2,,,,7.1,,1008.2,,Miri
2017-07-25,28.3,24.8,32.0,,,,5.9,,1007.0,,Miri
2017-07-26,29.1,25.0,33.0,,,,6.6,,1007.2,,Miri
2017-07-27,28.7,25.0,32.0,,,,5.2,,1008.2,,Miri
2017-07-28,29.1,25.0,33.0,,,,8.2,,1009.4,,Miri
2017-07-29,29.6,25.0,34.6,,,,5.4,,1009.6,,Miri
2017-07-30,28.8,23.8,33.0,,,,6.6,,1008.4,,Miri
2017-07-31,28.7,24.9,33.0,,,,5.7,,1008.6,,Miri
2017-08-01,29.2,25.9,33.0,,,,6.5,,1009.4,,Miri
2017-08-02,28.8,26.0,31.3,,,,7.3,,1009.2,,Miri
2017-08-03,28.2,,,,,,7.4,,1008.2,,Miri
2017-08-04,27.9,24.9,32.0,,,,4.5,,1007.7,,Miri
2017-08-05,28.9,24.9,34.0,,,,7.2,,1007.8,,Miri
2017-08-06,29.8,25.0,35.0,,,,9.3,,1008.4,,Miri
2017-08-07,28.0,24.9,32.0,,,,8.6,,1009.2,,Miri
2017-08-08,26.6,25.0,30.0,,,,7.5,,1010.4,,Miri
2017-08-09,26.8,24.0,31.0,,,,7.9,,1010.7,,Miri
2017-08-10,27.4,23.8,31.1,,,,8.6,,1009.8,,Miri
2017-08-11,26.8,24.0,30.3,,,,7.7,,1009.8,,Miri
2017-08-12,27.3,24.0,31.0,,,,8.3,,1009.8,,Miri
2017-08-13,26.7,24.0,30.0,,,,9.6,,1010.4,,Miri
2017-08-14,27.0,24.0,30.0,,,,9.2,,1010.4,,Miri
2017-08-15,26.6,23.0,30.0,,,,8.8,,1010.3,,Miri
2017-08-16,26.6,23.8,30.1,,,,8.9,,1009.0,,Miri
2017-08-17,26.1,23.0,30.5,,,,11.0,,1009.5,,Miri
2017-08-18,26.9,23.9,31.0,,,,6.1,,1009.3,,Miri
2017-08-19,28.1,24.5,32.2,,,,4.7,,1009.5,,Miri
2017-08-20,28.2,24.0,32.0,,,,5.5,,1008.2,,Miri
2017-08-21,28.5,25.0,32.0,,,,6.2,,1007.3,,Miri
2017-08-22,28.7,25.0,32.0,,,,9.6,,1007.8,,Miri
2017-08-23,27.6,24.0,32.1,,,,8.4,,1008.8,,Miri
2017-08-24,28.0,24.5,33.0,,,,7.6,,1008.7,,Miri
2017-08-25,27.7,23.8,31.4,,,,7.0,,1007.5,,Miri
2017-08-26,28.0,24.0,32.0,,,,10.4,,1007.1,,Miri
2017-08-27,27.4,23.6,32.0,,,,8.8,,1007.9,,Miri
2017-08-28,28.1,24.8,32.0,,,,11.7,,1007.8,,Miri
2017-08-29,27.3,26.0,29.0,,,,10.0,,1007.7,,Miri
2017-08-30,26.0,23.0,29.0,,,,10.4,,1009.8,,Miri
2017-08-31,27.4,24.0,31.0,,,,7.2,,1009.8,,Miri
2017-09-01,27.8,24.9,31.3,,,,5.8,,1009.7,,Miri
2017-09-02,28.3,25.0,32.0,,,,9.1,,1009.3,,Miri
2017-09-03,28.5,25.0,32.0,,,,9.0,,1009.2,,Miri
2017-09-04,27.8,24.9,30.5,,,,7.6,,1008.8,,Miri
2017-09-05,27.5,25.0,30.0,,,,6.8,,1009.5,,Miri
2017-09-06,26.7,25.0,30.0,,,,6.2,,1009.1,,Miri
2017-09-07,28.0,24.7,31.0,,,,5.7,,1008.9,,Miri
2017-09-08,28.7,24.7,32.8,,,,7.7,,1008.2,,Miri
2017-09-09,27.7,24.6,31.0,,,,9.2,,1008.2,,Miri
2017-09-10,26.8,25.0,29.3,,,,7.3,,1009.1,,Miri
2017-09-11,26.7,23.7,30.0,,,,12.1,,1009.6,,Miri
2017-09-12,26.1,23.0,30.0,,,,8.8,,1010.5,,Miri
2017-09-13,28.0,24.5,32.0,,,,8.3,,1008.9,,Miri
2017-09-14,28.1,25.0,32.0,,,,7.2,,1008.0,,Miri
2017-09-15,28.7,25.0,33.0,,,,8.2,,1007.6,,Miri
2017-09-16,27.0,25.2,30.0,,,,6.3,,1009.5,,Miri
2017-09-17,26.4,23.0,30.0,,,,5.3,,1011.1,,Miri
2017-09-18,26.9,24.0,30.0,,,,8.3,,1011.3,,Miri
2017-09-19,28.1,24.0,31.3,,,,11.1,,1009.8,,Miri
2017-09-20,27.8,24.7,32.0,,,,8.7,,1008.8,,Miri
2017-09-21,26.8,23.6,30.0,,,,7.8,,1008.7,,Miri
2017-09-22,27.9,25.0,31.0,,,,4.1,,1009.4,,Miri
2017-09-23,28.0,24.7,32.0,,,,7.3,,1010.2,,Miri
2017-09-24,28.1,25.0,31.1,,,,4.8,,1009.6,,Miri
2017-09-25,26.2,23.7,31.0,,,,7.3,,1009.8,,Miri
2017-09-26,27.4,23.0,33.0,,,,8.0,,1009.5,,Miri
2017-09-27,28.0,24.0,32.0,,,,6.4,,1009.6,,Miri
2017-09-28,27.3,24.0,30.2,,,,10.1,,1009.8,,Miri
2017-09-29,26.9,24.0,31.0,,,,9.4,,1010.6,,Miri
2017-09-30,27.4,24.6,31.0,,,,7.3,,1010.4,,Miri
2017-10-01,26.7,24.0,29.0,,,,10.4,,1010.3,,Miri
2017-10-02,24.7,22.0,28.0,,,,8.7,,1010.0,,Miri
2017-10-03,27.3,22.8,32.7,,,,7.3,,1009.6,,Miri
2017-10-04,27.6,24.7,32.0,,,,9.4,,1010.2,,Miri
2017-10-05,27.2,24.0,30.2,,,,6.9,,1009.2,,Miri
2017-10-06,26.1,24.7,28.9,,,,4.2,,1008.8,,Miri
2017-10-07,27.9,24.0,31.3,,,,8.2,,1007.6,,Miri
2017-10-08,26.3,23.0,29.0,,,,9.2,,1007.7,,Miri
2017-10-09,27.5,24.0,31.0,,,,8.2,,1006.6,,Miri
2017-10-10,25.8,23.7,28.0,,,,6.9,,1007.4,,Miri
2017-10-11,27.5,,,,,,6.0,,1007.6,,Miri
2017-10-12,28.3,25.0,31.1,,,,6.9,,1007.5,,Miri
2017-10-13,28.1,24.0,31.3,,,,16.3,,1006.6,,Miri
2017-10-14,25.7,24.0,29.0,,,,15.8,,1007.4,,Miri
2017-10-15,27.3,23.0,31.1,,,,7.8,,1008.3,,Miri
2017-10-16,26.9,23.9,30.0,,,,8.1,,1009.2,,Miri
2017-10-17,26.6,22.9,30.0,,,,9.0,,1008.8,,Miri
2017-10-18,27.5,23.9,31.0,,,,10.9,,1008.5,,Miri
2017-10-19,27.4,25.0,30.0,,,,15.5,,1008.9,,Miri
2017-10-20,26.8,,,,,,15.9,,1010.9,,Miri
2017-10-21,27.0,24.0,31.0,,,,11.6,,1011.0,,Miri
2017-10-22,27.7,24.0,30.1,,,,8.4,,1010.2,,Miri
2017-10-23,26.2,23.0,30.0,,,,5.8,,1010.9,,Miri
2017-10-24,27.2,23.6,31.0,,,,5.8,,1011.6,,Miri
2017-10-25,27.2,24.0,31.0,,,,7.1,,1011.7,,Miri
2017-10-26,27.4,24.4,31.0,,,,8.4,,1010.2,,Miri
2017-10-27,27.3,23.9,31.0,,,,11.2,,1009.2,,Miri
2017-10-28,27.8,24.0,31.0,,,,10.3,,1009.3,,Miri
2017-10-29,28.2,24.0,32.0,,,,11.3,,1009.1,,Miri
2017-10-30,26.8,23.9,31.0,,,,10.0,,1008.3,,Miri
2017-10-31,27.5,23.0,31.1,,,,7.9,,1007.9,,Miri
2017-11-01,25.2,23.0,27.0,,,,8.0,,1009.2,,Miri
2017-11-02,26.9,24.0,30.0,,,,6.0,,1007.3,,Miri
2017-11-03,27.5,24.0,31.0,,,,7.8,,1006.7,,Miri
2017-11-04,26.5,23.7,30.3,,,,5.8,,1007.3,,Miri
2017-11-05,26.9,24.0,31.7,,,,6.1,,1007.9,,Miri
2017-11-06,27.6,24.0,31.8,,,,8.2,,1007.2,,Miri
2017-11-07,27.1,24.0,31.0,,,,5.7,,1007.4,,Miri
2017-11-08,25.9,24.0,28.4,,,,6.4,,1007.3,,Miri
2017-11-09,25.6,23.0,29.0,,,,7.5,,1007.2,,Miri
2017-11-10,26.3,23.0,30.0,,,,6.7,,1008.3,,Miri
2017-11-11,25.7,22.6,29.0,,,,5.4,,1009.0,,Miri
2017-11-12,27.2,24.0,31.0,,,,7.1,,1008.4,,Miri
2017-11-13,25.5,22.9,29.0,,,,8.4,,1008.9,,Miri
2017-11-14,27.0,24.0,30.5,,,,7.4,,1009.1,,Miri
2017-11-15,27.5,23.7,31.0,,,,7.3,,1009.3,,Miri
2017-11-16,27.1,24.0,30.4,,,,8.0,,1009.2,,Miri
2017-11-17,27.8,24.0,31.0,,,,7.2,,1007.5,,Miri
2017-11-18,27.9,24.0,31.0,,,,9.7,,1007.3,,Miri
2017-11-19,26.9,23.0,31.0,,,,7.7,,1008.2,,Miri
2017-11-20,26.6,24.7,30.0,,,,5.1,,1009.4,,Miri
2017-11-21,26.5,23.0,30.0,,,,5.6,,1008.3,,Miri
2017-11-22,27.3,23.9,31.0,,,,4.9,,1006.5,,Miri
2017-11-23,27.0,25.0,31.0,,,,5.8,,1006.1,,Miri
2017-11-24,27.8,24.6,31.0,,,,6.0,,1006.8,,Miri
2017-11-25,27.1,25.0,31.0,,,,4.4,,1007.7,,Miri
2017-11-26,27.4,24.0,33.1,3.8,,,8.0,,1007.5,,Miri
2017-11-27,27.4,24.6,32.0,,,,8.3,,1005.5,,Miri
2017-11-28,27.4,25.0,30.4,,,,7.4,,1006.2,,Miri
2017-11-29,27.7,24.0,33.1,,,,7.4,,1007.0,,Miri
2017-11-30,27.7,24.9,30.2,,,,7.4,,1006.4,,Miri
2017-12-01,26.5,24.0,30.1,,,,7.7,,1006.8,,Miri
2017-12-02,27.6,24.8,31.0,,,,5.6,,1007.3,,Miri
2017-12-03,27.8,24.6,32.0,,,,5.6,,1007.7,,Miri
2017-12-04,26.7,24.0,30.0,,,,4.1,,1007.8,,Miri
2017-12-05,26.3,24.0,30.0,,,,5.0,,1008.4,,Miri
2017-12-06,27.3,23.7,31.0,,,,8.5,,1008.3,,Miri
2017-12-07,27.1,25.0,30.9,,,,8.6,,1008.6,,Miri
2017-12-08,27.2,,,,,,7.5,,1009.2,,Miri
2017-12-09,26.9,24.0,31.0,,,,12.9,,1009.0,,Miri
2017-12-10,26.5,22.9,30.0,,,,9.1,,1010.8,,Miri
2017-12-11,25.9,22.8,29.2,,,,7.9,,1011.0,,Miri
2017-12-12,26.5,24.0,31.0,,,,6.9,,1010.6,,Miri
2017-12-13,24.8,24.0,26.2,,,,6.7,,1010.7,,Miri
2017-12-14,26.5,23.0,30.2,,,,9.1,,1010.1,,Miri
2017-12-15,26.4,23.7,29.0,,,,7.9,,1010.3,,Miri
2017-12-16,26.8,23.6,30.0,,,,10.1,,1009.7,,Miri
2017-12-17,24.3,22.8,27.0,,,,8.0,,1009.9,,Miri
2017-12-18,25.1,22.7,29.0,,,,7.3,,1009.4,,Miri
2017-12-19,25.1,23.0,27.3,,,,10.9,,1008.4,,Miri
2017-12-20,26.7,25.0,28.0,,,,17.6,,1008.8,,Miri
2017-12-21,26.4,24.0,30.0,,,,9.6,,1009.5,,Miri
2017-12-22,25.9,23.0,29.8,,,,5.4,,1008.9,,Miri
2017-12-23,26.7,23.9,29.5,,,,7.3,,1006.9,,Miri
2017-12-24,26.7,24.0,29.0,,,,10.5,,1006.2,,Miri
2017-12-25,26.8,24.0,31.0,,,,7.3,,1006.7,,Miri
2017-12-26,26.2,23.0,30.0,,,,6.5,,1008.5,,Miri
