date, pm25, pm10, o3, no2, so2, co
2020/8/22, 61, 28, 4, 3, , 
2020/8/23, 58, 28, 4, 3, , 
2020/8/24, 60, 28, 5, 3, , 
2020/8/25, 61, 27, 4, 3, , 
2020/8/26, 55, 24, 4, 4, , 
2020/8/27, 55, 22, 2, 3, , 
2020/8/28, 49, 24, 2, 3, , 
2020/8/29, 52, 26, 3, 3, , 
2020/8/30, 55, 25, 3, 4, , 
2020/8/31, 51, 26, 7, 5, , 
2020/9/1, 55, 34, 5, 6, , 
2020/9/2, 67, 29, 6, 4, , 
2020/9/3, 61, 22, 4, 3, , 
2020/9/4, 47, 23, 5, 4, , 
2020/9/5, 42, 20, 5, 3, , 
2020/9/6, 45, 23, 4, 4, , 
2020/9/7, 45, 20, 3, 5, , 
2020/9/8, 46, 22, 6, 3, , 
2020/9/9, 48, 18, 4, 3, , 
2020/9/10, 45, 22, 4, 4, , 
2020/9/11, 42, 21, 4, 4, , 
2020/9/12, 45, 23, 4, 4, , 
2020/9/13, 47, 25, 4, 5, , 
2020/9/14, 49, 24, 2, 6, , 
2020/9/15, 45, 22, 4, 4, , 
2020/9/16, 43, 25, 5, 2, , 
2020/9/17, 47, 24, 5, 2, , 
2020/9/18, 48, 29, 5, 2, , 
2020/9/19, 86, 29, 3, 5, , 
2020/9/20, 52, 33, 5, 6, , 
2020/9/21, 62, 29, 5, 6, , 
2020/9/22, 57, 27, 5, 5, , 
2020/9/23, 54, , , , , 
2020/9/25, 50, , , , , 
2020/4/1, 62, 27, 12, 1, , 
2020/4/2, 63, 16, 7, 2, , 
2020/4/3, 33, 19, 12, 1, , 
2020/4/4, 39, 20, 11, 2, , 
2020/4/5, 43, 20, 11, 2, , 
2020/4/6, 43, 23, 12, 2, , 
2020/4/7, 50, 60, 12, 2, , 
2020/4/8, 89, 24, 14, 2, , 
2020/4/9, 56, 21, 13, 2, , 
2020/4/10, 54, 15, 12, 1, , 
2020/4/11, 38, 14, 11, 1, , 
2020/4/12, 31, 19, 14, , , 
2020/4/13, 47, 17, 14, 1, 19, 
2020/4/14, 43, 15, 12, 1, , 
2020/4/15, 32, 12, 12, 1, , 
2020/4/16, 27, 11, 10, 1, , 
2020/4/17, 25, 13, 13, , , 
2020/4/18, 66, 13, 11, 1, , 
2020/4/19, 33, 16, 9, 1, , 
2020/4/20, 37, 15, 10, 1, , 
2020/4/21, 36, 14, 9, 1, , 
2020/4/22, 33, 88, 8, 1, , 
2020/4/23, 103, 16, 10, 2, , 
2020/4/24, 35, 13, 9, , , 
2020/4/25, 30, 14, 9, , , 
2020/4/26, 33, 10, 10, 1, , 
2020/4/27, 19, 9, 11, 1, , 
2020/4/28, 16, 13, 11, 1, , 
2020/4/29, 25, 12, 10, 1, , 
2020/4/30, 28, 12, 10, 1, , 
2020/5/1, 30, 13, 8, 1, , 
2020/5/2, 28, 49, 9, 1, , 
2020/5/3, 65, 19, 9, 1, , 
2020/5/4, 26, 20, 9, 2, , 
2020/5/5, 31, 20, 9, 1, , 
2020/5/6, 24, 23, 10, 2, , 
2020/5/7, 32, 21, 9, 2, , 
2020/5/8, 32, 22, 10, 1, , 
2020/5/9, 35, 25, 6, 3, , 
2020/5/10, 36, 26, 8, 3, , 
2020/5/11, 29, 24, 8, 3, , 
2020/5/12, 26, 21, 7, 2, , 
2020/5/13, 23, 24, 10, 2, 3, 
2020/5/14, 35, 25, 10, 3, , 
2020/5/15, 32, 27, 10, 2, , 
2020/5/16, 48, 18, 7, 2, , 
2020/5/17, 119, 22, 8, 2, , 
2020/5/18, 44, 20, 9, 2, , 
2020/5/19, 47, 27, 11, 2, , 
2020/5/20, 54, 41, 8, 1, , 
2020/5/21, 70, 33, 7, 3, , 
2020/5/22, 65, 35, 8, 3, , 
2020/5/23, 75, 34, 7, 3, , 
2020/5/24, 67, 25, 8, 2, , 
2020/5/25, 57, 23, 7, 3, , 
2020/5/26, 53, 23, 8, 2, , 
2020/5/27, 48, 23, 8, 2, , 
2020/5/28, 52, 22, 6, 3, , 
2020/5/29, 49, 24, 6, 5, , 
2020/5/30, 54, 24, 6, 4, , 
2020/5/31, 52, 23, 7, 4, , 
2020/6/1, 55, 23, 6, 4, , 
2020/6/2, 52, 25, 6, 4, , 
2020/6/3, 52, 18, 6, 2, , 
2020/6/4, 45, 21, 6, 3, , 
2020/6/5, 46, 19, 7, 3, , 
2020/6/6, 46, 19, 4, 3, , 
2020/6/7, 43, 22, 6, 3, , 
2020/6/8, 48, 20, 9, 2, , 
2020/6/9, 46, 27, 8, 4, , 
2020/6/10, 54, 32, 12, 3, , 
2020/6/11, 71, 24, 7, 3, , 
2020/6/12, 54, 23, 6, 3, , 
2020/6/13, 50, 19, 5, 3, 9, 
2020/6/14, 49, 25, 4, 4, , 
2020/6/15, 50, 25, 8, 3, , 
2020/6/16, 54, 24, 8, 4, , 
2020/6/17, 50, 19, 6, 2, , 
2020/6/18, 48, 18, 6, 3, , 
2020/6/19, 46, 26, 6, 3, , 
2020/6/20, 55, 25, 6, 3, , 
2020/6/21, 55, 92, 8, 3, 1, 
2020/6/22, 82, 20, 8, 3, , 
2020/6/23, 49, 22, 8, 3, , 
2020/6/24, 47, 25, 11, 3, , 
2020/6/25, 56, 24, 7, 4, , 
2020/6/26, 50, 29, 8, 3, , 
2020/6/27, 59, 33, 7, 6, , 
2020/6/28, 68, 33, 7, 5, , 
2020/6/29, 68, 44, 12, 5, , 
2020/6/30, 81, 39, 7, 4, , 
2020/1/1, 33, 31, 17, 3, , 
2020/1/2, 54, 24, 12, 2, , 
2020/1/3, 38, 25, 12, 2, , 
2020/1/4, 37, 23, 12, 3, , 
2020/1/5, 35, 32, 18, 4, , 
2020/1/6, 57, 42, 18, 6, , 
2020/1/7, 85, 24, 11, 2, , 
2020/1/8, 46, 22, 11, 3, , 
2020/1/9, 31, 29, 12, 4, , 
2020/1/10, 50, 31, 14, 5, , 
2020/1/11, 63, 36, 16, 5, , 
2020/1/12, 71, 31, 15, 4, , 
2020/1/13, 63, 28, 13, 2, 3, 
2020/1/14, 46, 34, 17, 4, , 
2020/1/15, 59, 44, 19, 5, , 
2020/1/16, 81, 46, 11, 4, , 
2020/1/17, 92, 41, 15, 4, , 
2020/1/18, 82, 34, 10, 3, , 
2020/1/19, 66, 35, 13, 3, , 
2020/1/20, 69, 29, 9, 2, , 
2020/1/21, 45, 29, 10, 3, , 
2020/1/22, 49, 24, 13, 4, , 
2020/1/23, 42, 26, 13, 4, , 
2020/1/24, 46, 24, 15, 3, , 
2020/1/25, 45, 28, 14, 4, , 
2020/1/26, 54, 26, 14, 3, , 
2020/1/27, 53, 27, 13, 4, , 
2020/1/28, 57, 26, 13, 5, , 
2020/1/29, 51, 31, 15, 5, 1, 
2020/1/30, 58, 30, 15, 4, , 
2020/1/31, 56, 39, 16, 2, , 
2020/2/1, 64, 38, 17, 4, 9, 
2020/2/2, 64, 45, 20, 4, , 
2020/2/3, 78, 45, 19, 5, , 
2020/2/4, 83, 24, 13, 4, , 
2020/2/5, 45, 26, 15, 4, , 
2020/2/6, 45, 33, 15, 5, , 
2020/2/7, 61, 43, 21, 5, , 
2020/2/8, 77, 26, 14, 3, , 
2020/2/9, 50, 32, 15, 2, , 
2020/2/10, 62, 24, 10, 3, , 
2020/2/11, 42, 24, 9, 3, , 
2020/2/12, 45, 22, 10, 3, , 
2020/2/13, 41, 19, 11, 4, 6, 
2020/2/14, 42, 21, 9, 3, , 
2020/2/15, 47, 24, 11, 4, , 
2020/2/16, 52, 25, 11, 5, , 
2020/2/17, 55, 19, 10, 3, , 
2020/2/18, 38, 35, 14, 3, , 
2020/2/19, 57, 39, 18, 3, , 
2020/2/20, 65, 38, 16, 3, , 
2020/2/21, 61, 36, 14, 4, , 
2020/2/22, 56, 33, 15, 3, , 
2020/2/23, 51, 35, 14, 2, , 
2020/2/24, 56, 36, 14, 4, , 
2020/2/25, 59, 68, 16, 3, , 
2020/2/26, 93, 28, 12, 3, , 
2020/2/27, 52, 29, 11, 3, , 
2020/2/28, 55, 27, 12, 4, , 
2020/2/29, 51, 33, 13, 5, , 
2020/3/1, 67, 31, 12, 4, , 
2020/3/2, 61, 29, 12, 4, , 
2020/3/3, 61, 22, 9, 4, , 
2020/3/4, 43, 23, 10, 3, , 
2020/3/5, 42, 24, 11, 4, , 
2020/3/6, 46, 20, 11, 3, , 
2020/3/7, 42, 23, 11, 2, , 
2020/3/8, 47, 24, 9, 3, , 
2020/3/9, 53, 23, 7, 3, , 
2020/3/10, 52, 29, 11, 3, , 
2020/3/11, 63, 30, 12, 4, , 
2020/3/12, 65, 34, 13, 4, , 
2020/3/13, 68, 20, 8, 3, 8, 
2020/3/14, 36, 17, 8, 2, , 
2020/3/15, 29, 21, 10, 2, , 
2020/3/16, 27, 35, 17, 3, , 
2020/3/17, 64, 27, 13, 4, , 
2020/3/18, 47, 26, 13, 5, , 
2020/3/19, 50, 23, 12, 6, , 
2020/3/20, 46, 25, 16, 4, , 
2020/3/21, 54, 23, 16, 3, , 
2020/3/22, 50, 23, 14, 3, , 
2020/3/23, 50, 27, 14, 3, , 
2020/3/24, 59, 21, 10, 3, 1, 
2020/3/25, 50, 16, 11, 1, , 
2020/3/26, 30, 14, 11, 2, , 
2020/3/27, 31, 19, 11, 2, , 
2020/3/28, 43, 27, 13, 1, , 
2020/3/29, 66, , , , , 
2019/10/1, 39, 20, 7, 6, , 
2019/10/2, 33, 20, 8, 5, , 
2019/10/3, 33, 24, 8, 6, , 
2019/10/4, 42, 29, 9, 5, 1, 
2019/10/5, 46, 26, 10, 6, , 
2019/10/6, 50, 18, 9, 5, , 
2019/10/7, 35, 25, 8, 5, 1, 
2019/10/8, 40, 15, 8, 4, , 
2019/10/9, 29, 13, 7, 5, , 
2019/10/10, 22, 15, 6, 5, , 
2019/10/11, 25, 15, 10, 5, , 
2019/10/12, 20, 14, 9, 5, , 
2019/10/13, 24, 15, 7, 5, 7, 
2019/10/14, 30, 14, 7, 4, , 
2019/10/15, 28, 16, 9, 4, , 
2019/10/16, 35, 17, 9, 4, , 
2019/10/17, 33, 14, 10, 4, , 
2019/10/18, 28, 11, 9, 2, , 
2019/10/19, 22, 13, 9, 4, , 
2019/10/20, 23, 13, 5, 4, , 
2019/10/21, 22, 14, 6, 3, , 
2019/10/22, 24, 15, 7, 4, , 
2019/10/23, 28, 13, 7, 4, , 
2019/10/24, 20, 15, 9, 5, , 
2019/10/25, 29, 20, 10, 6, , 
2019/10/26, 38, 18, 10, 5, , 
2019/10/27, 35, 54, 6, 5, , 
2019/10/28, 96, 18, 10, 5, , 
2019/10/29, 36, 91, 11, 6, , 
2019/10/30, 70, 18, 13, 6, , 
2019/10/31, 39, 26, 16, 8, , 
2019/11/1, 45, 15, 7, 7, , 
2019/11/2, 21, 14, 7, 6, , 
2019/11/3, 20, 19, 5, 5, , 
2019/11/4, 31, 17, 5, 4, , 
2019/11/5, 29, 21, 8, 6, , 
2019/11/6, 43, 17, 7, 6, , 
2019/11/7, 27, 19, 6, 8, , 
2019/11/8, 30, 22, 8, 7, , 
2019/11/9, 40, 24, 7, 9, , 
2019/11/10, 51, 40, 18, 11, , 
2019/11/11, 78, 43, 17, 10, , 
2019/11/12, 85, 38, 17, 8, , 
2019/11/13, 79, 35, 17, 6, , 
2019/11/14, 71, 23, 12, 6, , 
2019/11/15, 49, 29, 15, 5, , 
2019/11/16, 57, 27, 11, 6, , 
2019/11/17, 54, 21, 12, 5, , 
2019/11/18, 46, 21, 10, 5, , 
2019/11/19, 44, 15, 11, 3, , 
2019/11/20, 32, 18, 14, 3, , 
2019/11/21, 38, 22, 15, 4, , 
2019/11/22, 46, 23, 14, 4, , 
2019/11/23, 49, 21, 14, 4, , 
2019/11/24, 46, 18, 12, 4, , 
2019/11/25, 39, 17, 9, 3, , 
2019/11/26, 32, 17, 9, 2, , 
2019/11/27, 33, 16, 9, 4, , 
2019/11/28, 33, 22, 10, 3, , 
2019/11/29, 42, 18, 9, 2, , 
2019/11/30, 37, 19, 10, 5, , 
2019/12/1, 39, 17, 11, 5, , 
2019/12/2, 32, 20, 18, 3, , 
2019/12/3, 35, 17, 17, 3, , 
2019/12/4, 39, 23, 18, 2, , 
2019/12/5, 51, 30, 24, 1, , 
2019/12/6, 62, 34, 25, 2, , 
2019/12/7, 61, 33, 26, 1, , 
2019/12/8, 63, 37, 26, 3, , 
2019/12/9, 70, 27, 20, 2, , 
2019/12/10, 59, 26, 16, 4, , 
2019/12/11, 55, 28, 17, 4, , 
2019/12/12, 57, 30, 15, 3, , 
2019/12/13, 62, 28, 11, 4, 8, 
2019/12/14, 57, 23, 13, 4, , 
2019/12/15, 49, 27, 13, 4, , 
2019/12/16, 55, 23, 10, 4, , 
2019/12/17, 55, 22, 9, 4, , 
2019/12/18, 44, 17, 8, 3, , 
2019/12/19, 37, 18, 7, 3, , 
2019/12/20, 27, 20, 9, 2, , 
2019/12/21, 37, 28, 14, 6, , 
2019/12/22, 53, 26, 13, 6, , 
2019/12/23, 56, 29, 12, 5, , 
2019/12/24, 62, 27, 14, 5, , 
2019/12/25, 56, 30, 13, 7, , 
2019/12/26, 57, 96, 14, 4, , 
2019/12/27, 84, 29, 16, 2, , 
2019/12/28, 54, 37, 19, 4, , 
2019/12/29, 67, , , , , 
2019/7/1, 44, 27, 7, 3, , 
2019/7/2, 53, 29, 8, 1, , 
2019/7/3, 26, 22, 6, 2, , 
2019/7/4, 34, 23, 7, 4, , 
2019/7/5, 55, 31, 9, 3, , 
2019/7/6, 53, 33, 6, 3, , 
2019/7/7, 42, 30, 7, 3, , 
2019/7/8, 46, 27, 7, 2, , 
2019/7/9, 46, 27, 9, 4, , 
2019/7/10, 49, 24, 10, 2, , 
2019/7/11, 48, 21, 16, 3, , 
2019/7/12, 42, 25, 11, 4, , 
2019/7/13, 55, 15, 8, 2, 59, 
2019/7/14, 27, 13, 6, 1, , 
2019/7/15, 19, 11, 6, 2, , 
2019/7/16, 13, 11, 9, 3, , 
2019/7/17, 23, 11, 4, 5, , 
2019/7/18, 22, 52, 6, 5, , 
2019/7/19, 26, 17, 7, 4, , 
2019/7/20, 22, 18, 8, 3, , 
2019/7/21, 29, 22, 10, 4, , 
2019/7/22, 31, 22, 7, 5, , 
2019/7/23, 38, 26, 13, 4, , 
2019/7/24, 51, 24, 10, 5, , 
2019/7/25, 46, 24, 11, 4, , 
2019/7/26, 51, 26, 6, 3, , 
2019/7/27, 45, 28, 6, 2, , 
2019/7/28, 48, 36, 6, 2, , 
2019/7/29, 49, 31, 5, 1, , 
2019/7/30, 44, 34, 5, 1, , 
2019/7/31, 49, 27, 7, 1, 5, 
2019/8/1, 37, 29, 9, 4, , 
2019/8/2, 50, 29, 6, 4, , 
2019/8/3, 48, 23, 6, 2, , 
2019/8/4, 35, 25, 8, 2, , 
2019/8/5, 36, 25, 8, 3, , 
2019/8/6, 38, 24, 6, 6, , 
2019/8/7, 43, 21, 6, 4, 1, 
2019/8/8, 35, 19, 7, 3, , 
2019/8/9, 23, 18, 6, 2, , 
2019/8/10, 25, 23, 7, 3, , 
2019/8/11, 29, 21, 8, 4, , 
2019/8/12, 36, 20, 8, 4, 1, 
2019/8/13, 35, 18, 6, 2, 15, 
2019/8/14, 26, 15, 6, 4, , 
2019/8/15, 22, 17, 6, 6, 1, 
2019/8/16, 21, 21, 8, 4, 1, 
2019/8/17, 28, 21, 9, 4, 1, 
2019/8/18, 29, 21, 8, 5, , 
2019/8/19, 38, 20, 7, 4, , 
2019/8/20, 42, 18, 4, 2, , 
2019/8/21, 30, 124, 6, 2, , 
2019/8/22, 59, 17, 6, 5, , 
2019/8/23, 28, 16, 6, 2, , 
2019/8/24, 59, 19, 6, 4, , 
2019/8/25, 28, 20, 7, 2, , 
2019/8/26, 26, 18, 6, 2, , 
2019/8/27, 28, 22, 5, 3, , 
2019/8/28, 33, 23, 6, 2, , 
2019/8/29, 34, 17, 6, 4, , 
2019/8/30, 24, 24, 9, 5, , 
2019/8/31, 45, 17, 6, 3, , 
2019/9/1, 27, 21, 7, 5, , 
2019/9/2, 30, 20, 5, 4, , 
2019/9/3, 38, 26, 5, 3, , 
2019/9/4, 41, 27, 6, 5, , 
2019/9/5, 49, 28, 6, 5, , 
2019/9/6, 54, 27, 9, 4, , 
2019/9/7, 59, 26, 8, 4, , 
2019/9/8, 55, 22, 4, 4, 1, 
2019/9/9, 43, 19, 10, 3, , 
2019/9/10, 31, 21, 8, 5, , 
2019/9/11, 41, 21, 8, 3, , 
2019/9/12, 47, 21, 4, 2, , 
2019/9/13, 34, 16, 5, 2, 59, 
2019/9/14, 28, 20, 6, 1, , 
2019/9/15, 36, 20, 7, 2, , 
2019/9/16, 30, 25, 6, 4, , 
2019/9/17, 39, 20, 6, 4, , 
2019/9/18, 41, 22, 7, 4, , 
2019/9/19, 39, 23, 7, 3, , 
2019/9/20, 42, 18, 7, 2, , 
2019/9/21, 32, 41, 10, 4, , 
2019/9/22, 93, 56, 15, 2, , 
2019/9/23, 142, 48, 14, 4, , 
2019/9/24, 115, 22, 11, 3, , 
2019/9/25, 52, 27, 13, 4, , 
2019/9/26, 59, 25, 8, 4, , 
2019/9/27, 55, 20, 8, 3, , 
2019/9/28, 42, 15, 10, 4, , 
2019/9/29, 28, 23, 10, 7, , 
2019/9/30, 47, 22, 8, 6, , 
2019/6/27, 39, 31, 5, 2, , 
2019/6/28, 37, 24, 6, 4, , 
2019/6/29, 58, 30, 10, 1, , 
2019/6/30, 44, 29, 8, 2, 3, 
2023/11/27, , 26, , 2, , 
2023/11/28, , 26, , 2, , 
2023/11/29, , 26, , 2, , 
2023/11/30, , 26, , 2, , 
2023/12/1, , 26, , 2, , 
2023/12/2, , 25, , 1, , 
2023/12/3, , 25, , 1, , 
2023/12/4, , 26, , 2, , 
2023/12/5, , 25, , 3, , 
2023/12/6, , 25, , 2, , 
2023/12/7, , 25, , 2, , 
2023/12/8, , 25, , 2, , 
2023/12/9, , 25, , 2, , 
2023/12/10, , 25, , 3, , 
2023/12/11, , 25, , 3, , 
2023/12/12, , 25, , 1, , 
2023/12/13, , 25, , 3, , 
2022/11/21, , 18, 4, 4, , 
2022/11/22, , 21, 5, 3, , 
2022/11/23, , 21, 5, 4, , 
2022/11/24, , 25, 5, 4, , 
2022/11/25, , 29, 3, 4, , 
2020/12/17, , 27, 8, 5, , 
2020/9/24, , 25, 4, 4, , 
2020/3/31, , 26, 12, 1, , 
2019/12/31, , 24, 15, 1, , 
2019/4/1, , 24, 8, , , 
2019/4/2, , 21, 10, , , 
2019/4/3, , 20, 7, , , 
2019/4/4, , 24, 10, , , 
2019/4/5, , 22, 10, , , 
2019/4/6, , 23, 10, , , 
2019/4/7, , 19, 9, , , 
2019/4/10, , 14, 9, , , 
2019/4/11, , 25, 10, , , 
2019/4/12, , 37, 8, , , 
2019/4/13, , 37, 8, , , 
2019/4/14, , 29, 8, , , 
2019/4/15, , 20, 7, , , 
2019/4/16, , 23, 9, , , 
2019/4/17, , 22, 8, , , 
2019/4/18, , 22, 8, , , 
2019/4/19, , 25, 8, , , 
2019/4/20, , 33, 4, , , 
2019/4/21, , 39, 6, , , 
2019/4/22, , 37, 8, , , 
2019/5/8, , 23, 8, , , 
2019/5/9, , 28, 7, , , 
2019/5/10, , 32, 4, , , 
2019/5/11, , 25, 4, , , 
2019/5/12, , 27, 4, , , 
2019/5/13, , 25, 3, , , 
2019/5/14, , 20, 3, , , 
2019/5/15, , 23, 4, , , 
2019/5/16, , 21, 4, , , 
2019/5/17, , 22, 9, , , 
2019/5/18, , 24, 7, , , 
2019/5/19, , 26, 6, , , 
2019/5/20, , 21, 5, , , 
2019/5/21, , 17, 4, , , 
2019/5/22, , 19, 4, , , 
2019/5/23, , 20, 3, , , 
2019/5/24, , 21, 6, , , 
2019/5/25, , 15, 4, , , 
2019/5/26, , 14, 5, , , 
2019/5/27, , 19, 2, , , 
2019/6/9, , 15, 4, , , 
2019/6/10, , 18, 6, , , 
2019/6/11, , 21, 6, , , 
2019/6/12, , 30, 7, , , 
2019/6/13, , 21, 8, , , 
2019/6/14, , 22, 9, , , 
2019/6/19, , 33, 6, , , 
2019/6/20, , 22, 6, , , 
2019/6/21, , 25, 5, , , 
2019/6/23, , 20, 5, , , 
2019/6/24, , 21, 5, , , 
2019/6/25, , 20, 5, , , 
2019/6/26, , 26, 5, 2, , 
2019/1/1, , 35, , , , 
2019/1/2, , 41, , , , 
2019/1/3, , 44, , , , 
2019/1/4, , 37, , , , 
2019/1/5, , 27, , , , 
2019/1/6, , 33, , , , 
2019/1/7, , 33, , , , 
2019/1/8, , 38, , , , 
2019/1/9, , 36, , , , 
2019/1/10, , 36, , , , 
2019/1/11, , 40, , , , 
2019/1/12, , 34, , , , 
2019/1/13, , 32, , , , 
2019/1/14, , 40, , , , 
2019/1/15, , 42, , , , 
2019/1/16, , 48, , , , 
2019/1/17, , 40, , , , 
2019/1/18, , 40, , , , 
2019/1/19, , 40, , , , 
2019/1/20, , 38, , , , 
2019/1/21, , 43, , , , 
2019/1/22, , 43, , , , 
2019/1/23, , 46, 16, , , 
2019/1/24, , 49, 17, , , 
2019/1/25, , 51, 21, , , 
2019/1/26, , 53, 16, , , 
2019/1/27, , 48, 17, , , 
2019/1/28, , 50, 14, , , 
2019/1/29, , 54, 11, , , 
2019/1/30, , 45, 12, , , 
2019/1/31, , 45, 13, , , 
2019/2/1, , 50, 10, , , 
2019/2/2, , 41, 11, , , 
2019/2/3, , 38, 9, , , 
2019/2/4, , 36, 13, , , 
2019/2/5, , 39, 13, , , 
2019/2/6, , 40, 11, , , 
2019/2/7, , 44, 20, , , 
2019/2/8, , 32, 16, , , 
2019/2/9, , 36, 11, , , 
2019/2/10, , 45, 11, , , 
2019/2/11, , 44, 7, , , 
2019/2/12, , 44, 9, , 3, 
2019/2/13, , 43, 12, , , 
2019/2/14, , 44, 9, , , 
2019/2/15, , 40, 13, , , 
2019/2/16, , 41, 14, , 3, 
2019/2/17, , 43, 11, , , 
2019/2/18, , 41, 12, , , 
2019/2/19, , 39, 11, , , 
2019/2/20, , 35, 10, , , 
2019/2/21, , 32, 8, , , 
2019/2/22, , 36, 12, , , 
2019/2/23, , 41, 13, , 8, 
2019/2/24, , 41, 13, , , 
2019/2/25, , 47, 11, , , 
2019/2/26, , 35, 14, , , 
2019/2/27, , 40, 12, , , 
2019/2/28, , 45, 15, , , 
2019/3/1, , 50, 14, , , 
2019/3/2, , 50, 15, , , 
2019/3/3, , 47, 13, , , 
2019/3/4, , 49, 12, , , 
2019/3/5, , 50, 11, , , 
2019/3/6, , 40, 10, , , 
2019/3/7, , 35, 11, , , 
2019/3/8, , 37, 13, , , 
2019/3/9, , 38, 12, , , 
2019/3/10, , 38, 11, , , 
2019/3/11, , 37, 11, , , 
2019/3/12, , 56, 10, , , 
2019/3/13, , 53, 11, , , 
2019/3/14, , 41, 13, , , 
2019/3/15, , 45, 14, , , 
2019/3/16, , 50, 13, , , 
2019/3/17, , 53, 13, , , 
2019/3/18, , 56, 12, , , 
2019/3/19, , 53, 10, , , 
2019/3/20, , 41, 11, , , 
2019/3/21, , 47, 11, , , 
2019/3/22, , 52, 8, , , 
2019/3/23, , 65, , , , 
2019/3/24, , 51, , , , 
2019/3/25, , 37, 8, , , 
2019/3/26, , 20, 10, , , 
2019/3/27, , 33, 10, , , 
2019/3/28, , 31, 10, , , 
2019/3/29, , 35, 10, , , 
2019/3/30, , 33, 6, , , 
2019/3/31, , 23, , , , 
2018/10/1, , 20, 5, , , 
2018/10/2, , 23, 6, , , 
2018/10/3, , 22, 10, , , 
2018/10/4, , 17, 6, , , 
2018/10/5, , 23, 9, , , 
2018/10/6, , 27, 10, , , 
2018/10/7, , 22, 7, , , 
2018/10/8, , 21, 7, , , 
2018/10/9, , 19, 9, , , 
2018/10/10, , 18, 9, , , 
2018/10/11, , 24, 8, , , 
2018/10/12, , 28, 7, , , 
2018/10/13, , 25, 8, , , 
2018/10/14, , 31, 10, , , 
2018/10/15, , 30, 5, , , 
2018/10/16, , 31, 5, , 1, 
2018/10/17, , 26, 6, , , 
2018/10/18, , 23, 6, , , 
2018/10/19, , 18, 5, , , 
2018/10/20, , 18, 6, , , 
2018/10/21, , 21, 3, , , 
2018/10/22, , 18, 4, , , 
2018/10/23, , 17, 2, , , 
2018/10/24, , 20, 3, , , 
2018/10/25, , 18, 6, , , 
2018/10/26, , 18, 6, , , 
2018/10/27, , 19, 8, , , 
2018/10/28, , 25, 7, , , 
2018/10/29, , 21, 9, , , 
2018/10/30, , 25, 11, , , 
2018/10/31, , 33, 13, , , 
2018/11/26, , 62, , , , 
2018/11/27, , 45, , , , 
2018/11/28, , 28, , , , 
2018/11/29, , 27, , , , 
2018/11/30, , 35, , , , 
2018/12/1, , 33, , , , 
2018/12/2, , 33, , , , 
2018/12/3, , 35, , , , 
2018/12/4, , 30, , , , 
2018/12/5, , 33, , , , 
2018/12/6, , 36, , , , 
2018/12/7, , 24, , , , 
2018/12/8, , 23, , , , 
2018/12/9, , 22, , , , 
2018/12/10, , 24, , , , 
2018/12/11, , 30, , , , 
2018/12/12, , 34, , , , 
2018/12/13, , 36, , , , 
2018/12/14, , 33, , , , 
2018/12/15, , 35, , , , 
2018/12/16, , 19, , , , 
2018/12/17, , 25, , , , 
2018/12/18, , 27, , , , 
2018/12/19, , 24, , , , 
2018/12/20, , 27, , , , 
2018/12/21, , 31, , , , 
2018/12/22, , 31, , , , 
2018/12/23, , 42, , , , 
2018/12/24, , 52, , , , 
2018/12/25, , 52, , , , 
2018/12/26, , 44, , , , 
2018/12/27, , 29, , , , 
2018/12/28, , 31, , , , 
2018/12/29, , 32, , , , 
2018/12/30, , 35, , , , 
2018/7/1, , 27, 7, 7, , 
2018/7/2, , 26, 6, 7, , 
2018/7/3, , 29, 12, 9, 25, 
2018/7/4, , 31, 6, 5, , 
2018/7/5, , 23, 5, 4, , 
2018/7/6, , 26, 5, 5, , 
2018/7/7, , 25, 5, , , 
2018/7/8, , 24, 7, , , 
2018/7/9, , 27, 8, 3, , 
2018/7/10, , 36, 6, 3, , 
2018/7/11, , 33, 7, 3, , 
2018/7/12, , 26, 10, 4, , 
2018/7/13, , 32, 6, 2, , 
2018/7/14, , 38, 6, 3, , 
2018/7/15, , 44, 8, 5, , 
2018/7/16, , 40, 7, 3, , 
2018/7/17, , 26, 5, 2, , 
2018/7/18, , 27, 9, 2, , 
2018/7/19, , 35, 8, 2, , 
2018/7/20, , 29, 7, 2, , 
2018/7/21, , 29, 7, 2, , 
2018/7/22, , 29, 9, 4, , 
2018/7/23, , 29, 6, 3, , 
2018/7/24, , 35, 5, , , 
2018/7/25, , 40, 6, , , 
2018/7/26, , 38, 6, , , 
2018/7/27, , 29, 5, , , 
2018/7/28, , 26, 5, , , 
2018/7/29, , 27, 5, , , 
2018/7/30, , 27, 6, , , 
2018/7/31, , 26, 6, , , 
2018/8/1, , 29, 6, , , 
2018/8/2, , 23, 5, , , 
2018/8/3, , 26, 5, , , 
2018/8/4, , 26, 6, , , 
2018/8/5, , 24, 6, , , 
2018/8/6, , 27, 7, , , 
2018/8/7, , 46, 6, , , 
2018/8/8, , 41, 7, , , 
2018/8/9, , 32, 6, , , 
2018/8/10, , 33, 8, , , 
2018/8/11, , 39, 9, , , 
2018/8/12, , 45, 9, , , 
2018/8/13, , 38, 9, , , 
2018/8/14, , 35, 9, , , 
2018/8/15, , 34, 6, , , 
2018/8/16, , 27, 7, , , 
2018/8/17, , 30, 6, , , 
2018/8/18, , 39, 5, , , 
2018/8/19, , 33, 6, , , 
2018/8/20, , 28, 5, , , 
2018/8/21, , 28, 6, , , 
2018/8/22, , 26, 6, , , 
2018/8/23, , 32, 6, , , 
