Date,Region,pm25,pm10,o3,no2,so2,co,aqi
2018-01-01,Central,5.25,10.67,23.42,23.21,5.42,0.56,21.67
2018-01-01,East,8.46,16.54,23.92,27.96,2.42,0.2,35.08
2018-01-01,National,8.46,16.54,25.88,29.0,5.42,0.57,35.08
2018-01-01,North,6.5,13.33,22.17,16.71,3.75,0.49,26.79
2018-01-01,South,5.38,12.04,20.12,23.38,3.0,0.55,22.08
2018-01-01,West,4.29,11.38,17.92,4.75,4.04,0.52,17.62
2018-01-02,Central,4.62,9.88,18.38,33.5,5.5,0.61,18.96
2018-01-02,East,6.04,13.54,23.08,27.71,2.67,0.18,24.79
2018-01-02,National,6.46,13.96,23.08,37.71,5.88,0.62,26.92
2018-01-02,North,6.33,13.29,19.25,17.29,3.62,0.5,26.33
2018-01-02,South,4.5,11.75,17.67,30.83,3.46,0.59,18.75
2018-01-02,West,4.71,11.71,15.38,10.67,5.38,0.49,19.71
2018-01-03,Central,9.04,16.08,18.79,40.96,4.21,0.74,37.58
2018-01-03,East,9.46,22.42,20.25,30.42,2.71,0.26,39.83
2018-01-03,National,11.62,24.04,25.12,44.17,7.17,0.74,46.71
2018-01-03,North,11.62,20.79,19.92,22.42,3.71,0.62,46.71
2018-01-03,South,10.08,24.04,16.88,40.62,5.21,0.7,41.96
2018-01-03,West,7.75,18.29,19.62,14.38,7.17,0.57,32.12
2018-01-04,Central,10.92,18.62,15.67,37.71,4.17,0.69,45.67
2018-01-04,East,10.38,22.12,22.08,24.96,2.71,0.21,43.38
2018-01-04,National,12.04,23.12,27.17,40.17,9.38,0.69,49.46
2018-01-04,North,11.5,19.83,22.5,15.33,4.12,0.54,46.96
2018-01-04,South,10.25,23.0,15.62,32.83,4.75,0.66,42.62
2018-01-04,West,9.04,20.0,21.17,11.29,9.38,0.6,37.75
2018-01-05,Central,11.71,19.67,17.62,25.71,4.62,0.64,47.83
2018-01-05,East,11.46,23.08,18.46,36.54,6.25,0.26,46.29
2018-01-05,National,13.0,24.0,26.92,45.04,8.92,0.68,51.62
2018-01-05,North,10.71,17.75,21.25,26.5,3.67,0.63,44.21
2018-01-05,South,9.79,22.08,14.33,38.92,5.88,0.62,40.5
2018-01-05,West,7.38,16.88,23.5,8.92,7.79,0.53,30.25
2018-01-06,Central,14.25,22.88,36.54,34.0,6.54,0.69,53.08
2018-01-06,East,16.21,30.33,29.92,32.83,10.96,0.25,55.62
2018-01-06,National,17.29,31.04,43.96,53.58,18.21,0.78,56.79
2018-01-06,North,15.5,24.54,35.42,22.58,4.96,0.68,54.79
2018-01-06,South,14.96,26.04,19.12,51.42,9.29,0.66,53.83
2018-01-06,West,13.92,26.67,33.21,28.12,16.38,0.76,49.5
2018-01-07,Central,14.67,21.58,35.33,32.67,6.83,0.49,53.83
2018-01-07,East,15.54,27.38,33.42,33.04,10.25,0.19,55.0
2018-01-07,National,20.67,32.88,50.0,37.21,29.83,0.58,60.71
2018-01-07,North,20.25,29.83,39.71,23.96,7.88,0.58,60.25
2018-01-07,South,14.0,24.79,34.67,33.75,12.96,0.49,52.46
2018-01-07,West,17.75,32.25,45.88,14.88,29.83,0.5,57.5
2018-01-08,Central,11.67,19.46,24.79,28.12,4.0,0.61,48.08
2018-01-08,East,11.83,22.83,23.42,32.92,5.96,0.21,49.08
2018-01-08,National,16.96,25.08,40.62,46.17,14.46,0.64,56.46
2018-01-08,North,16.96,24.12,29.79,25.38,5.62,0.63,56.46
2018-01-08,South,9.17,19.58,14.12,45.92,9.88,0.56,38.42
2018-01-08,West,12.12,23.42,37.83,20.92,14.46,0.56,48.79
2018-01-09,Central,12.5,22.17,26.46,38.0,4.17,0.58,50.79
2018-01-09,East,12.88,23.04,34.62,30.42,3.88,0.19,51.75
2018-01-09,National,14.29,25.71,49.92,44.46,15.25,0.6,53.58
2018-01-09,North,13.29,20.5,31.71,23.79,4.21,0.58,52.25
2018-01-09,South,11.96,23.29,24.46,41.92,8.79,0.56,48.96
2018-01-09,West,13.29,25.33,45.75,9.96,15.25,0.56,52.17
2018-01-10,Central,10.81,19.86,9.86,24.67,5.0,0.66,45.0
2018-01-10,East,14.24,26.86,10.71,37.43,5.33,0.27,53.43
2018-01-10,National,14.24,26.86,15.52,40.57,7.05,0.66,53.43
2018-01-10,North,12.71,21.05,8.33,27.38,5.67,0.63,51.43
2018-01-10,South,11.71,19.71,7.38,36.76,6.48,0.65,48.38
2018-01-10,West,10.71,20.95,14.71,10.52,6.52,0.55,44.67
2018-01-11,Central,6.39,15.35,13.3,19.7,5.17,0.6,26.57
2018-01-11,East,9.35,20.13,12.35,30.7,2.43,0.24,38.43
2018-01-11,National,9.74,20.13,18.78,31.78,5.22,0.64,40.3
2018-01-11,North,9.13,15.96,9.22,25.57,4.17,0.63,37.96
2018-01-11,South,6.35,14.57,9.52,24.48,4.0,0.57,26.35
2018-01-11,West,5.7,13.78,17.22,4.0,2.61,0.44,23.39
2018-01-12,Central,4.67,11.42,23.71,22.88,4.29,0.59,19.75
2018-01-12,East,6.08,13.08,20.88,29.29,2.0,0.2,25.0
2018-01-12,National,7.04,13.42,38.0,31.58,4.29,0.62,29.62
2018-01-12,North,7.04,13.29,13.29,28.17,3.0,0.61,29.62
2018-01-12,South,4.08,12.62,19.5,22.71,3.29,0.58,16.62
2018-01-12,West,3.88,9.92,38.0,3.83,2.0,0.51,17.54
2018-01-13,Central,4.25,10.88,26.88,31.21,4.38,0.69,18.12
2018-01-13,East,5.33,11.25,28.17,30.25,2.0,0.23,22.0
2018-01-13,National,6.62,12.5,48.12,36.46,4.38,0.7,27.62
2018-01-13,North,6.62,12.12,21.71,30.29,3.0,0.61,27.62
2018-01-13,South,4.54,12.42,22.62,28.25,3.0,0.67,19.38
2018-01-13,West,3.58,10.21,48.12,5.54,2.0,0.67,20.25
2018-01-14,Central,6.0,14.0,39.25,24.46,4.0,0.62,24.96
2018-01-14,East,8.25,17.17,39.29,27.67,2.0,0.19,33.88
2018-01-14,National,8.92,17.62,65.21,31.12,4.0,0.66,37.29
2018-01-14,North,8.71,15.25,37.79,16.08,3.75,0.5,36.38
2018-01-14,South,6.5,17.08,37.75,23.0,3.0,0.62,26.96
2018-01-14,West,4.71,12.79,65.21,4.42,2.0,0.66,27.54
2018-01-15,Central,6.79,14.5,34.42,35.67,2.42,0.61,27.79
2018-01-15,East,8.25,17.29,34.12,31.33,2.0,0.22,34.79
2018-01-15,National,8.25,18.54,45.96,44.58,3.04,0.65,34.83
2018-01-15,North,7.67,14.0,34.75,24.83,3.0,0.55,32.12
2018-01-15,South,6.54,17.83,31.5,26.33,3.0,0.61,27.25
2018-01-15,West,5.38,13.62,45.96,7.08,2.0,0.62,22.88
2018-01-16,Central,9.04,18.79,33.96,48.54,2.0,0.57,37.62
2018-01-16,East,10.46,21.79,32.12,31.71,2.67,0.2,43.62
2018-01-16,National,10.46,21.83,55.17,48.79,3.12,0.58,43.62
2018-01-16,North,9.75,17.71,33.83,23.0,3.12,0.56,40.67
2018-01-16,South,7.54,18.17,34.0,27.04,3.0,0.52,31.54
2018-01-16,West,9.0,19.04,55.17,8.75,2.04,0.5,37.79
