Date,Region,pm25,pm10,o3,no2,so2,co,aqi
2021-01-01,Central,11.12,28.12,33.12,6.75,3.0,0.4,46.0
2021-01-01,East,13.75,33.25,38.5,10.0,2.25,0.62,52.75
2021-01-01,National,14.62,33.25,52.0,21.38,5.12,0.71,35.88
2021-01-01,North,11.38,26.88,50.38,19.25,3.0,0.53,47.25
2021-01-01,South,14.62,29.75,43.25,9.62,4.0,0.71,53.75
2021-01-01,West,8.88,23.75,18.38,8.0,5.12,0.56,35.88
2021-01-05,Central,7.0,20.0,21.75,24.5,3.0,0.32,28.5
2021-01-05,East,8.0,23.0,12.75,14.0,4.0,0.4,34.0
2021-01-05,National,9.0,23.0,36.25,36.75,4.0,0.44,16.75
2021-01-05,North,7.0,18.0,36.25,15.75,4.0,0.28,28.0
2021-01-05,South,9.0,23.0,29.75,36.75,2.0,0.38,37.0
2021-01-05,West,4.0,13.25,26.25,29.25,2.75,0.44,16.75
2021-01-06,Central,6.92,21.17,10.83,16.88,3.0,0.32,28.04
2021-01-06,East,7.12,19.33,6.5,12.25,3.17,0.4,29.21
2021-01-06,National,10.54,23.71,19.54,22.79,4.0,0.45,23.38
2021-01-06,North,6.96,17.67,17.67,16.08,4.0,0.25,28.25
2021-01-06,South,10.54,23.71,16.25,22.08,2.0,0.37,43.54
2021-01-06,West,5.67,16.79,18.29,10.25,2.75,0.45,23.38
2021-01-07,Central,6.29,20.17,6.29,19.67,3.0,0.33,26.0
2021-01-07,East,6.17,15.75,4.0,19.71,3.0,0.42,26.0
2021-01-07,National,8.08,23.33,12.21,25.25,4.0,0.5,17.12
2021-01-07,North,6.08,16.29,10.54,16.38,4.0,0.26,24.79
2021-01-07,South,8.08,23.33,11.33,22.75,2.25,0.38,33.83
2021-01-07,West,4.17,13.79,11.08,15.21,2.21,0.5,17.12
2021-01-08,Central,7.33,23.25,7.17,22.12,3.0,0.36,30.25
2021-01-08,East,8.42,19.88,18.5,19.29,3.0,0.41,35.17
2021-01-08,National,11.29,25.08,23.92,28.71,4.0,0.54,26.04
2021-01-08,North,7.96,18.71,23.25,11.42,4.0,0.28,32.75
2021-01-08,South,11.29,24.88,15.88,27.79,3.0,0.44,46.5
2021-01-08,West,6.17,18.21,13.42,17.62,2.5,0.54,26.04
2021-01-09,Central,8.0,28.5,18.88,13.08,3.0,0.35,33.58
2021-01-09,East,8.54,21.62,32.75,14.71,2.04,0.48,36.12
2021-01-09,National,16.0,28.5,43.29,20.54,3.21,0.49,29.54
2021-01-09,North,8.75,20.96,43.29,10.25,3.21,0.27,36.25
2021-01-09,South,16.0,26.46,31.38,19.33,3.0,0.45,55.38
2021-01-09,West,6.96,24.83,26.33,9.58,3.0,0.48,29.54
2021-01-10,Central,5.83,20.33,20.29,16.21,3.0,0.4,23.83
2021-01-10,East,6.29,16.0,34.54,17.17,2.0,0.58,26.12
2021-01-10,National,8.96,22.33,34.75,26.62,3.0,0.58,18.54
2021-01-10,North,7.04,17.0,27.67,22.46,3.0,0.37,29.33
2021-01-10,South,8.96,22.17,31.38,19.42,3.0,0.52,36.46
2021-01-10,West,4.42,13.21,28.92,8.62,2.96,0.55,18.54
2021-01-11,Central,5.79,19.25,36.38,9.42,3.0,0.36,24.04
2021-01-11,East,5.38,15.0,47.21,9.58,2.0,0.53,22.62
2021-01-11,National,9.0,21.79,58.67,17.71,3.0,0.55,17.08
2021-01-11,North,6.58,16.71,58.67,5.46,3.0,0.33,27.46
2021-01-11,South,8.96,21.54,41.0,17.58,3.0,0.52,36.54
2021-01-11,West,4.0,11.17,31.62,11.25,3.0,0.49,17.08
2021-01-12,Central,7.38,26.17,33.17,13.88,3.0,0.36,31.04
2021-01-12,East,8.17,20.83,46.58,11.42,2.0,0.49,33.75
2021-01-12,National,13.83,26.17,56.08,19.92,3.0,0.53,21.21
2021-01-12,North,9.29,22.33,56.08,7.62,3.0,0.32,38.62
2021-01-12,South,13.83,24.38,41.29,19.21,3.0,0.53,53.04
2021-01-12,West,5.17,18.5,30.12,11.17,3.0,0.4,21.21
2021-01-13,Central,7.83,27.5,37.0,15.38,3.0,0.37,31.92
2021-01-13,East,11.33,25.46,45.83,15.08,2.54,0.55,46.88
2021-01-13,National,14.29,27.5,52.71,25.08,3.0,0.58,22.08
2021-01-13,North,9.92,24.42,51.67,16.25,3.0,0.34,41.58
2021-01-13,South,14.29,25.62,42.83,20.83,3.0,0.58,53.42
2021-01-13,West,5.17,19.38,33.38,9.92,2.67,0.41,22.08
2021-01-14,Central,9.25,29.29,37.88,21.17,3.62,0.4,38.25
2021-01-14,East,12.33,29.96,45.12,16.5,3.0,0.62,50.79
2021-01-14,National,16.92,30.29,52.71,26.42,4.0,0.66,27.75
2021-01-14,North,10.83,25.67,51.08,16.5,4.0,0.37,45.38
