Country,Region,Date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,AQI
Singapore,Central,2017-02-04,18.25,9.04,0.43,20.83,6.37,26.15,37.51
Singapore,East,2017-02-05,19.42,9.57,0.46,17.93,6.85,30.39,39.72
Singapore,North,2017-02-06,17.72,8.79,0.47,17.42,7.91,32.03,36.79
Singapore,North-East,2017-02-07,19.62,9.55,0.58,25.37,5.51,33.94,39.59
Singapore,West,2017-02-08,22.64,12.56,0.69,32.81,5.69,36.01,49.88
Singapore,Central,2017-02-09,30.62,19.1,0.76,33.51,13.38,40.58,58.92
Singapore,East,2017-02-10,27.49,16.53,0.57,19.09,20.77,54.26,56.41
Singapore,North,2017-02-11,28.93,14.1,0.43,14.76,3.43,54.75,52.65
Singapore,North-East,2017-02-12,31.25,13.42,0.48,21.17,3.25,56.42,51.33
Singapore,Central,2017-02-14,34.18,14.78,0.45,15.98,2.87,56.3,54.0
Singapore,East,2017-02-15,23.31,9.71,0.46,18.72,2.74,48.01,40.09
Singapore,North,2017-02-16,26.22,10.6,0.46,18.28,2.83,50.49,43.37
Singapore,North-East,2017-02-17,34.63,13.89,0.47,17.69,3.01,42.87,52.21
Singapore,West,2017-02-18,31.33,12.99,0.47,16.75,3.03,30.9,50.01
Singapore,Central,2017-02-19,30.67,13.1,0.46,13.79,3.17,35.55,50.65
Singapore,East,2017-02-20,30.74,13.1,0.48,17.09,3.03,24.76,50.42
Singapore,North,2017-02-21,24.05,10.36,0.44,19.22,3.88,20.12,42.85
Singapore,North-East,2017-02-22,25.65,11.9,0.44,17.66,3.95,21.85,48.03
Singapore,West,2017-02-23,24.1,12.44,0.42,30.31,6.04,27.24,49.12
Singapore,Central,2017-02-24,30.58,17.06,0.58,36.22,8.78,11.22,56.61
Singapore,East,2017-02-25,22.23,11.61,0.51,23.04,9.27,14.77,45.72
Singapore,North,2017-02-26,25.21,13.14,0.45,18.58,4.48,24.72,50.37
Singapore,North-East,2017-02-27,20.87,10.14,0.42,15.28,4.72,20.23,41.89
Singapore,West,2017-02-28,23.13,9.98,0.4,17.35,4.06,21.35,41.43
Singapore,Central,2017-03-01,21.99,9.87,0.43,19.68,5.1,17.39,40.94
Singapore,East,2017-03-02,14.78,6.51,0.35,14.18,3.75,26.65,27.06
Singapore,North,2017-03-03,28.57,12.42,0.39,18.96,3.22,30.74,48.28
Singapore,North-East,2017-03-04,23.19,11.35,0.49,25.84,3.38,23.26,45.53
Singapore,West,2017-03-05,33.02,17.99,0.5,18.78,4.35,31.61,57.51
Singapore,Central,2017-03-06,31.84,17.86,0.5,23.1,5.4,29.76,57.51
Singapore,East,2017-03-07,29.05,16.26,0.46,27.31,6.81,34.62,55.73
Singapore,North,2017-03-08,29.88,16.76,0.36,21.25,9.94,39.6,56.26
Singapore,North-East,2017-03-09,31.17,18.66,0.34,20.53,5.51,64.22,58.49
Singapore,West,2017-03-10,30.54,17.73,0.36,16.3,4.93,46.26,57.39
Singapore,Central,2017-03-11,31.26,16.13,0.36,21.37,5.2,47.22,55.6
Singapore,East,2017-03-12,28.26,15.86,0.39,29.05,6.68,56.01,55.03
Singapore,North,2017-03-13,35.78,21.47,0.47,32.07,16.55,61.67,61.6
Singapore,North-East,2017-03-14,42.65,27.83,0.45,37.01,16.54,56.35,68.87
Singapore,West,2017-03-15,34.29,21.41,0.5,53.75,32.38,64.9,67.4
Singapore,Central,2017-03-16,38.36,23.81,0.39,25.83,28.51,55.71,64.52
Singapore,East,2017-03-17,32.93,18.93,0.5,38.15,10.17,35.11,58.73
Singapore,North,2017-03-18,36.23,21.92,0.55,29.48,9.4,42.41,62.04
Singapore,North-East,2017-03-19,35.05,22.11,0.46,28.67,11.87,52.99,62.8
Singapore,West,2017-03-20,32.76,20.44,0.49,28.67,11.88,29.77,60.08
Singapore,Central,2017-03-21,26.48,15.28,0.5,33.76,6.9,47.28,52.78
Singapore,East,2017-03-22,24.35,12.19,0.48,23.31,8.87,30.19,47.13
Singapore,North,2017-03-23,27.14,14.45,0.53,23.59,5.38,34.12,51.97
Singapore,North-East,2017-03-24,30.81,18.19,0.42,36.03,12.57,53.93,57.9
Singapore,West,2017-03-25,40.2,24.86,0.49,37.43,21.73,39.13,65.56
Singapore,Central,2017-03-26,34.55,18.51,0.61,25.51,7.04,35.28,58.24
Singapore,East,2017-03-27,25.44,13.39,0.54,21.81,6.01,34.64,50.46
Singapore,North,2017-03-28,22.65,10.54,0.63,26.19,4.68,19.37,43.26
Singapore,North-East,2017-03-29,28.22,13.93,0.61,32.52,5.79,27.76,50.65
Singapore,West,2017-03-30,28.2,15.54,0.64,33.47,10.17,15.62,53.91
Singapore,Central,2017-03-31,27.18,15.6,0.77,46.23,9.78,29.6,53.85
Singapore,East,2017-04-01,34.88,19.6,0.69,42.76,10.59,20.98,59.38
Singapore,North,2017-04-02,25.37,13.25,0.52,23.7,9.51,27.99,51.1
Singapore,North-East,2017-04-03,23.34,11.76,0.46,22.22,11.52,28.45,46.92
Singapore,West,2017-04-04,21.04,11.31,0.44,24.98,11.26,32.74,44.72
Singapore,Central,2017-04-05,20.95,11.47,0.55,19.22,13.92,31.33,46.08
Singapore,East,2017-04-06,20.44,11.26,0.55,27.25,9.18,47.4,44.52
Singapore,North,2017-04-07,21.58,11.4,0.54,28.76,4.99,35.58,46.22
Singapore,Central,2017-04-10,32.57,20.52,0.66,45.02,18.96,27.68,60.48
Singapore,East,2017-04-11,31.86,20.81,0.58,38.35,30.97,33.43,60.83
Singapore,North,2017-04-12,31.74,19.62,0.57,34.79,24.52,26.07,59.44
Singapore,North-East,2017-04-13,24.24,13.81,0.53,29.65,26.19,15.52,50.94
Singapore,West,2017-04-14,28.49,14.6,0.72,28.04,14.32,20.24,52.44
Singapore,Central,2017-04-15,24.72,11.65,0.57,23.05,6.66,27.58,45.93
Singapore,East,2017-04-16,26.94,14.77,0.69,23.9,5.71,51.87,52.99
Singapore,North,2017-04-17,28.79,16.0,0.63,27.69,9.1,35.08,54.9
Singapore,North-East,2017-04-18,29.33,16.29,0.72,33.72,7.96,25.59,55.66
Singapore,West,2017-04-19,29.15,16.27,0.8,53.01,10.52,42.87,55.46
Singapore,Central,2017-04-20,48.92,31.58,0.9,55.59,22.53,42.74,73.11
Singapore,East,2017-04-21,54.1,36.81,0.84,41.0,23.25,26.19,78.9
Singapore,North,2017-04-22,28.32,16.63,0.6,29.71,21.45,28.14,54.17
Singapore,North-East,2017-04-23,31.32,18.5,0.73,40.52,17.03,26.87,57.85
Singapore,West,2017-04-24,33.69,21.1,0.77,37.82,23.69,17.61,61.28
Singapore,Central,2017-04-25,39.28,23.86,0.98,47.95,15.67,22.23,64.35
Singapore,East,2017-04-26,44.07,28.93,0.86,46.27,19.27,26.74,70.03
Singapore,North,2017-04-27,29.12,17.92,0.54,35.04,27.99,45.19,55.79
Singapore,North-East,2017-04-28,28.54,16.29,0.56,37.62,18.6,50.38,53.82
Singapore,West,2017-04-29,31.15,19.08,0.7,48.02,25.51,26.83,58.09
Singapore,Central,2017-04-30,43.53,28.39,0.75,35.01,31.22,36.38,69.4
Singapore,East,2017-05-01,26.11,14.69,0.49,24.25,20.58,34.24,52.17
Singapore,North,2017-05-02,29.05,17.08,0.69,42.03,20.53,23.81,55.95
Singapore,North-East,2017-05-03,31.06,18.67,0.68,44.22,28.65,25.11,58.45
Singapore,West,2017-05-04,31.9,18.65,0.58,35.86,29.1,24.85,58.43
Singapore,Central,2017-05-05,40.24,25.09,0.89,36.76,23.44,24.99,65.65
Singapore,East,2017-05-06,32.38,19.58,0.72,32.97,18.37,29.62,58.7
Singapore,North,2017-05-07,33.55,20.82,0.72,36.9,24.53,27.9,60.85
Singapore,North-East,2017-05-08,29.27,17.81,0.61,33.75,30.0,39.17,56.34
Singapore,West,2017-05-09,25.18,14.05,0.53,24.16,25.15,33.47,50.56
Singapore,Central,2017-05-10,20.88,10.1,0.54,23.05,16.56,17.42,41.86
Singapore,East,2017-05-11,21.15,11.1,0.59,25.15,21.7,20.24,45.12
Singapore,North,2017-05-12,24.15,12.93,0.67,28.24,19.4,20.44,47.99
Singapore,North-East,2017-05-13,25.54,13.88,0.62,28.84,20.03,19.44,50.54
Singapore,West,2017-05-14,24.62,12.06,0.6,22.98,16.85,23.76,45.81
Singapore,Central,2017-05-15,20.81,10.35,0.57,24.29,13.59,19.73,42.03
Singapore,East,2017-05-16,22.7,12.49,0.59,24.3,21.26,20.19,49.22
Singapore,North,2017-05-17,21.82,11.38,0.56,22.0,24.92,24.01,46.39
Singapore,North-East,2017-05-18,22.99,10.57,0.53,18.92,19.94,21.12,43.97
Singapore,West,2017-05-19,21.22,9.99,0.55,23.89,23.62,20.53,41.44
Singapore,Central,2017-05-20,22.52,12.17,0.55,24.02,21.92,23.05,47.98
Singapore,East,2017-05-21,23.3,13.01,0.55,21.92,19.33,33.08,50.35
Singapore,North,2017-05-22,22.19,11.48,0.6,25.24,15.33,24.69,45.86
Singapore,North-East,2017-05-23,18.29,8.72,0.44,19.82,20.39,26.83,36.43
Singapore,West,2017-05-24,22.52,11.89,0.47,27.41,9.6,15.42,47.6
Singapore,Central,2017-05-25,24.11,12.9,0.64,27.48,10.08,13.42,50.13
Singapore,East,2017-05-26,27.43,13.9,0.46,28.54,12.68,17.03,52.35
Singapore,North,2017-05-27,30.72,18.46,0.82,32.65,12.99,20.44,58.19
Singapore,North-East,2017-05-28,31.42,17.01,0.51,24.02,14.16,20.23,55.68
Singapore,West,2017-05-29,16.97,8.54,0.38,21.6,22.72,29.76,35.55
Singapore,Central,2017-05-30,21.9,11.56,0.49,33.92,17.35,15.63,44.9
Singapore,East,2017-05-31,27.14,15.56,0.54,34.97,32.37,25.49,53.7
Singapore,North,2017-06-01,23.43,13.26,0.37,32.95,25.24,24.79,49.55
Singapore,North-East,2017-06-02,18.78,9.95,0.39,25.31,25.74,25.65,40.97
Singapore,West,2017-06-03,18.2,8.51,0.4,20.92,26.31,29.42,35.51
Singapore,Central,2017-06-04,21.41,9.78,0.39,19.42,23.81,42.61,40.62
Singapore,East,2017-06-05,22.31,11.24,0.37,19.06,21.98,31.67,45.49
Singapore,North-East,2017-06-07,32.99,17.36,0.4,26.4,19.87,44.39,57.02
Singapore,West,2017-06-08,28.56,15.03,0.36,20.97,15.34,29.44,54.13
Singapore,Central,2017-06-09,25.72,13.31,0.4,19.44,13.65,33.35,51.33
Singapore,East,2017-06-10,25.01,12.51,0.41,23.03,17.65,24.24,49.51
Singapore,North,2017-06-11,24.29,13.1,0.45,23.33,20.74,23.06,49.35
Singapore,North-East,2017-06-12,17.69,8.75,0.42,29.25,25.15,23.28,36.71
Singapore,West,2017-06-13,16.92,8.48,0.47,26.49,26.26,25.15,35.6
Singapore,Central,2017-06-14,21.65,11.49,0.54,35.19,19.49,20.47,46.24
Singapore,East,2017-06-15,22.33,12.11,0.52,32.53,28.9,20.84,48.05
Singapore,North,2017-06-16,30.51,17.62,0.55,35.99,13.09,20.57,56.99
Singapore,North-East,2017-06-17,30.05,18.49,0.5,27.63,13.7,22.17,57.94
Singapore,West,2017-06-18,21.03,11.38,0.49,24.9,15.1,20.95,44.73
Singapore,Central,2017-06-19,17.69,8.68,0.48,22.93,18.13,17.17,36.34
Singapore,East,2017-06-20,20.22,10.22,0.5,32.46,16.22,24.31,41.43
Singapore,North,2017-06-21,25.31,14.42,0.5,40.13,16.86,23.49,52.12
Singapore,North-East,2017-06-22,31.73,18.77,0.6,34.48,13.44,18.84,58.53
Singapore,West,2017-06-23,27.77,15.63,0.53,28.62,14.07,13.75,54.4
Singapore,Central,2017-06-24,20.79,10.87,0.57,29.23,21.27,16.15,44.44
Singapore,East,2017-06-25,25.24,14.02,0.6,34.01,22.67,15.72,51.79
Singapore,North,2017-06-26,25.94,14.94,0.55,38.83,19.85,40.19,53.28
Singapore,North-East,2017-06-27,31.12,18.33,0.57,39.91,18.38,21.99,57.94
Singapore,West,2017-06-28,29.37,15.58,0.78,39.06,18.08,25.4,54.6
Singapore,Central,2017-06-29,30.83,16.94,0.66,32.23,18.85,15.47,56.41
Singapore,East,2017-06-30,19.13,11.07,0.44,24.88,22.32,26.31,44.04
Singapore,North,2017-07-01,15.95,7.74,0.42,21.65,18.34,24.66,32.4
Singapore,North-East,2017-07-02,20.05,10.01,0.54,22.58,14.56,24.27,40.69
Singapore,West,2017-07-03,22.76,11.49,0.48,23.14,15.38,17.33,46.58
Singapore,Central,2017-07-04,20.14,9.19,0.49,22.94,20.24,21.15,38.29
Singapore,East,2017-07-05,19.37,9.9,0.54,25.88,18.9,12.97,40.47
Singapore,North,2017-07-06,18.18,9.72,0.52,20.93,13.77,16.58,40.03
Singapore,North-East,2017-07-07,19.81,11.26,0.44,23.65,13.05,25.77,44.88
Singapore,West,2017-07-08,23.52,13.06,0.47,24.34,14.09,30.35,51.12
Singapore,Central,2017-07-09,24.34,13.16,0.46,20.1,16.03,24.78,50.96
Singapore,East,2017-07-10,16.78,8.88,0.46,23.97,17.73,26.53,36.97
Singapore,North,2017-07-11,19.57,9.75,0.44,29.75,22.05,22.52,40.78
Singapore,North-East,2017-07-12,19.72,8.98,0.44,22.68,16.82,19.06,37.53
Singapore,West,2017-07-13,21.75,12.51,0.53,29.17,16.62,26.13,48.23
Singapore,Central,2017-07-14,24.88,14.67,0.6,34.65,16.88,17.31,53.73
Singapore,East,2017-07-15,27.71,18.06,0.62,27.55,15.64,23.46,57.85
Singapore,North,2017-07-16,26.74,17.1,0.45,15.06,12.19,36.58,56.52
Singapore,North-East,2017-07-17,19.69,10.51,0.44,19.6,15.79,47.03,42.27
Singapore,West,2017-07-18,28.74,17.13,0.5,24.57,20.93,40.86,56.67
Singapore,Central,2017-07-19,25.01,14.17,0.47,21.92,21.44,40.0,52.76
Singapore,East,2017-07-20,20.82,10.98,0.46,25.59,20.57,27.78,44.59
Singapore,North,2017-07-21,23.38,12.14,0.44,21.5,18.72,34.06,48.12
Singapore,North-East,2017-07-22,22.85,11.58,0.4,17.34,18.12,31.9,47.68
Singapore,West,2017-07-23,24.92,13.12,0.4,17.15,18.07,31.29,51.72
Singapore,Central,2017-07-24,22.98,12.57,0.41,16.45,20.01,25.32,50.37
Singapore,East,2017-07-25,27.24,15.69,0.41,21.44,14.6,40.99,55.04
Singapore,North,2017-07-26,33.46,19.93,0.46,25.53,11.97,44.6,59.83
Singapore,North-East,2017-07-27,32.77,19.55,0.44,25.63,14.88,50.5,59.44
Singapore,West,2017-07-28,31.72,18.81,0.41,20.1,15.38,44.74,58.62
Singapore,Central,2017-07-29,34.15,21.21,0.43,26.43,15.81,35.41,61.32
Singapore,East,2017-07-30,21.42,10.95,0.4,18.42,19.48,25.8,44.2
Singapore,North,2017-07-31,19.44,8.97,0.39,18.71,17.82,23.42,37.22
Singapore,North-East,2017-08-01,25.01,11.93,0.42,22.81,17.24,27.29,47.42
Singapore,West,2017-08-02,30.56,16.22,0.41,19.82,14.08,46.74,54.42
Singapore,Central,2017-08-03,33.36,17.58,0.41,19.31,13.67,55.34,56.6
Singapore,East,2017-08-04,28.3,15.16,0.41,19.29,16.91,46.11,54.37
Singapore,North,2017-08-05,27.83,14.83,0.42,18.09,14.92,44.95,54.1
Singapore,North-East,2017-08-06,27.7,14.02,0.42,16.28,12.53,40.56,52.92
Singapore,West,2017-08-07,22.58,10.85,0.48,22.46,18.86,20.1,45.05
Singapore,Central,2017-08-08,21.76,10.41,0.46,26.14,14.83,17.57,43.21
Singapore,East,2017-08-09,18.47,10.08,0.45,19.36,12.61,27.14,41.55
Singapore,North,2017-08-10,23.75,13.74,0.66,28.43,17.49,19.57,49.77
Singapore,North-East,2017-08-11,20.31,10.82,0.46,25.56,17.02,14.15,43.33
Singapore,West,2017-08-12,25.7,12.67,0.64,30.05,14.42,11.45,48.94
Singapore,Central,2017-08-13,22.17,10.44,0.48,31.31,25.85,15.21,43.25
Singapore,East,2017-08-14,19.47,10.32,0.58,25.67,16.17,19.44,42.15
Singapore,North,2017-08-15,18.2,9.54,0.45,25.06,17.75,15.6,39.42
Singapore,North-East,2017-08-16,21.21,10.96,0.59,25.18,12.58,23.16,43.65
Singapore,West,2017-08-17,28.01,16.51,0.47,27.03,13.53,38.04,55.87
Singapore,Central,2017-08-18,26.28,14.88,0.58,31.12,6.68,21.34,54.14
Singapore,East,2017-08-19,26.4,13.94,0.42,22.77,9.1,24.1,52.76
Singapore,North,2017-08-20,21.45,10.23,0.39,17.94,11.12,22.96,42.9
Singapore,North-East,2017-08-21,19.32,8.2,0.37,18.25,13.06,21.32,33.99
Singapore,West,2017-08-22,22.21,11.35,0.53,21.97,13.62,21.09,45.4
Singapore,Central,2017-08-23,23.67,12.85,0.45,22.81,19.34,36.32,49.01
Singapore,East,2017-08-24,28.33,14.63,0.42,20.67,16.42,28.68,53.85
Singapore,North,2017-08-25,23.76,12.12,0.45,21.78,17.26,24.76,48.97
Singapore,North-East,2017-08-26,18.19,8.71,0.41,19.67,17.47,29.08,36.58
Singapore,West,2017-08-27,17.81,7.98,0.4,17.92,14.19,26.78,33.31
Singapore,Central,2017-08-28,25.82,10.87,0.44,22.85,14.83,21.41,44.97
Singapore,East,2017-08-29,31.78,17.88,0.72,30.07,18.5,13.9,57.47
Singapore,North,2017-08-30,23.69,13.49,0.55,34.42,18.13,27.76,49.43
Singapore,North-East,2017-08-31,25.56,13.65,0.61,29.62,15.33,25.57,49.81
Singapore,West,2017-09-01,18.96,9.3,0.45,19.49,13.45,36.54,38.71
Singapore,Central,2017-09-02,31.06,18.12,0.53,22.33,11.76,51.26,57.76
Singapore,East,2017-09-03,31.28,18.17,0.47,17.44,9.4,41.44,57.92
Singapore,North,2017-09-04,24.41,12.85,0.51,21.84,9.56,25.83,51.08
Singapore,North-East,2017-09-05,25.38,13.76,0.46,22.27,18.24,24.22,52.46
Singapore,West,2017-09-06,24.34,13.56,0.5,25.22,18.4,11.46,52.02
Singapore,Central,2017-09-07,21.31,12.04,0.49,26.28,23.12,18.1,48.06
Singapore,East,2017-09-08,21.09,10.98,0.52,23.68,17.47,15.44,42.78
Singapore,North,2017-09-09,16.06,7.72,0.53,24.96,13.92,14.53,32.19
Singapore,North-East,2017-09-10,26.88,15.88,0.68,27.47,17.03,15.7,54.0
Singapore,West,2017-09-11,29.64,17.93,0.69,34.31,13.76,20.68,57.58
Singapore,Central,2017-09-12,33.79,22.37,0.61,27.28,14.63,51.47,62.6
Singapore,East,2017-09-13,41.92,28.84,0.56,25.64,15.28,42.82,69.97
Singapore,North,2017-09-14,33.31,20.65,0.53,27.07,12.69,34.67,60.64
Singapore,North-East,2017-09-15,31.4,19.83,0.68,36.9,14.86,20.53,59.78
Singapore,West,2017-09-16,28.78,18.06,0.6,31.1,16.3,23.16,57.37
Singapore,Central,2017-09-17,19.26,10.22,0.5,20.09,20.17,23.06,42.12
Singapore,East,2017-09-18,16.78,8.03,0.53,26.79,10.57,15.99,33.71
Singapore,North,2017-09-19,21.12,11.26,0.75,37.8,10.38,14.27,45.15
Singapore,North-East,2017-09-20,25.88,15.38,0.69,35.81,16.72,20.76,53.46
Singapore,West,2017-09-21,17.17,9.47,0.56,22.98,19.99,15.25,39.3
Singapore,Central,2017-09-22,20.83,11.38,0.72,27.53,18.08,26.24,42.31
Singapore,East,2017-09-23,29.33,17.95,0.67,28.86,13.43,39.09,57.59
Singapore,North,2017-09-24,27.33,17.18,0.66,26.37,17.83,31.37,56.7
Singapore,North-East,2017-09-25,24.58,15.49,0.64,32.95,20.33,33.41,54.69
Singapore,West,2017-09-26,28.22,15.98,0.66,34.43,13.33,18.95,53.53
Singapore,Central,2017-09-27,39.81,22.74,0.82,46.6,15.58,20.43,63.02
Singapore,East,2017-09-28,32.55,20.12,0.64,42.38,27.08,25.47,60.12
Singapore,North,2017-09-29,31.34,20.28,0.58,36.2,20.21,18.79,60.17
Singapore,North-East,2017-09-30,20.67,12.19,0.57,31.15,23.58,23.19,47.79
Singapore,West,2017-10-01,22.01,12.51,0.59,29.31,21.69,13.67,48.51
Singapore,Central,2017-10-02,29.26,15.33,0.63,27.91,15.14,20.31,54.17
Singapore,East,2017-10-03,33.63,19.77,0.8,41.05,20.29,15.01,59.1
Singapore,North,2017-10-04,30.47,17.86,0.59,33.75,17.32,14.18,56.44
Singapore,North-East,2017-10-05,23.62,12.77,0.66,35.85,19.99,22.41,48.66
Singapore,West,2017-10-06,29.36,16.8,0.76,36.77,14.76,22.08,54.92
Singapore,Central,2017-10-07,34.43,21.55,0.8,38.3,14.41,39.14,61.77
Singapore,East,2017-10-08,29.22,18.63,0.68,35.51,12.38,35.0,58.28
Singapore,North,2017-10-09,28.19,17.8,0.72,32.62,13.46,28.01,56.88
Singapore,North-East,2017-10-10,18.87,10.87,0.52,24.53,19.63,24.47,43.42
Singapore,West,2017-10-11,18.17,9.24,0.54,26.08,19.42,24.81,38.43
Singapore,Central,2017-10-12,19.66,10.12,0.53,29.62,29.83,10.67,41.87
Singapore,East,2017-10-13,21.39,12.18,0.58,31.44,29.62,21.81,48.43
Singapore,North,2017-10-14,20.66,11.67,0.53,28.2,20.81,25.51,47.32
Singapore,North-East,2017-10-15,35.31,22.01,0.78,31.66,19.78,32.38,62.23
Singapore,West,2017-10-16,33.42,20.85,0.6,28.7,19.83,35.67,60.78
Singapore,Central,2017-10-17,27.4,16.44,0.55,34.72,23.61,34.4,55.87
Singapore,East,2017-10-18,28.52,16.99,0.54,24.96,24.76,46.41,56.71
Singapore,North,2017-10-19,32.81,20.97,0.49,29.06,16.73,66.81,60.99
Singapore,North-East,2017-10-20,45.69,29.37,0.58,43.88,20.99,42.49,70.47
Singapore,West,2017-10-21,42.99,27.17,0.5,34.65,21.12,53.01,68.06
Singapore,Central,2017-10-22,45.11,30.01,0.56,30.06,16.89,46.01,71.29
Singapore,East,2017-10-23,36.2,22.8,0.59,37.1,18.39,28.5,63.11
Singapore,North,2017-10-24,42.8,27.09,0.69,45.49,12.62,36.97,68.01
Singapore,North-East,2017-10-25,45.91,31.09,0.68,41.72,13.17,55.68,72.47
Singapore,West,2017-10-26,37.19,23.35,0.67,44.16,11.79,37.67,63.78
Singapore,Central,2017-10-27,42.08,27.52,0.68,43.82,17.97,36.31,68.4
Singapore,East,2017-10-28,34.19,20.73,0.64,30.19,13.14,40.01,60.78
Singapore,North,2017-10-29,25.42,14.22,0.57,32.86,8.88,40.33,52.27
Singapore,North-East,2017-10-30,23.38,11.72,0.65,30.76,6.96,27.34,46.36
Singapore,West,2017-10-31,19.1,9.49,0.65,32.06,7.16,26.58,39.44
Singapore,Central,2017-11-01,33.22,20.1,0.69,37.26,6.29,36.49,59.69
Singapore,East,2017-11-02,33.85,20.15,0.51,38.69,14.84,23.42,60.0
Singapore,North,2017-11-03,29.67,17.67,0.43,34.58,24.3,22.28,57.19
Singapore,North-East,2017-11-04,21.53,12.13,0.56,29.76,20.9,25.64,47.91
Singapore,West,2017-11-05,21.38,12.13,0.59,24.97,17.16,25.4,47.85
Singapore,Central,2017-11-06,20.2,11.1,0.57,38.59,18.27,21.88,45.07
Singapore,East,2017-11-07,27.88,15.6,0.59,37.96,15.02,21.53,54.23
Singapore,North,2017-11-08,27.19,14.78,0.55,24.06,9.12,24.97,52.18
Singapore,North-East,2017-11-09,21.57,11.85,0.55,31.15,6.4,41.49,45.24
Singapore,West,2017-11-10,21.47,11.65,0.56,35.92,6.66,22.48,45.47
Singapore,Central,2017-11-11,22.35,12.18,0.75,38.78,11.26,14.81,47.61
Singapore,East,2017-11-12,25.85,15.4,0.72,26.67,17.26,18.47,52.9
Singapore,North,2017-11-13,19.84,11.32,0.51,38.62,15.03,31.76,44.97
Singapore,North-East,2017-11-14,27.87,16.94,0.55,31.35,15.99,21.4,55.97
Singapore,West,2017-11-15,20.49,11.32,0.6,36.54,9.44,25.63,44.8
Singapore,Central,2017-11-16,35.72,21.11,0.73,40.08,14.11,19.14,61.23
Singapore,East,2017-11-17,26.9,16.21,0.45,34.87,11.25,29.92,55.7
Singapore,North,2017-11-18,24.12,14.69,0.51,35.62,18.21,35.5,53.6
Singapore,North-East,2017-11-19,23.53,13.43,0.53,29.07,10.17,31.39,50.99
Singapore,West,2017-11-20,26.67,15.58,0.59,36.78,11.33,30.85,54.78
Singapore,Central,2017-11-21,28.62,16.78,0.75,41.17,10.65,12.12,56.17
Singapore,East,2017-11-22,33.78,19.25,0.68,34.18,10.4,28.54,59.12
Singapore,North,2017-11-23,24.85,13.17,0.62,24.8,6.74,16.75,50.1
Singapore,North-East,2017-11-24,17.39,7.77,0.52,21.81,6.26,21.15,32.39
Singapore,West,2017-11-25,19.22,8.47,0.53,24.51,8.12,24.71,35.42
