Country,Region,Date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,AQI
Singapore,Central,2016-04-04,27.14,16.33,0.56,15.09,4.94,32.26,55.87
Singapore,East,2016-04-05,26.9,16.39,0.57,20.27,5.05,32.04,55.78
Singapore,North,2016-04-06,27.2,15.91,0.58,20.52,4.57,20.21,55.3
Singapore,North-East,2016-04-12,46.01,29.64,0.58,35.03,20.56,37.63,70.8
Singapore,West,2016-04-13,35.32,22.58,0.52,37.07,12.15,36.22,62.78
Singapore,Central,2016-04-14,39.28,25.04,0.6,45.12,21.48,25.97,65.62
Singapore,East,2016-04-15,31.93,19.36,0.49,47.68,24.75,26.53,59.22
Singapore,North,2016-04-16,27.52,16.27,0.61,53.55,31.63,30.97,55.73
Singapore,North-East,2016-04-17,29.22,17.61,0.57,31.85,17.5,33.94,57.09
Singapore,West,2016-04-18,28.13,17.81,0.6,47.69,26.8,35.33,57.43
Singapore,Central,2016-04-19,34.12,22.91,0.57,19.71,14.44,38.09,63.25
Singapore,East,2016-04-20,33.67,22.82,0.8,35.9,4.99,27.74,63.12
Singapore,North,2016-04-21,32.21,19.79,0.59,25.0,8.74,36.65,59.68
Singapore,North-East,2016-04-22,31.69,18.33,0.52,36.31,7.26,28.89,58.03
Singapore,West,2016-04-23,32.02,18.09,0.52,34.26,13.02,15.13,57.73
Singapore,East,2016-04-25,22.14,12.42,0.43,49.96,19.73,27.69,48.89
Singapore,North,2016-04-26,28.36,17.44,0.52,47.88,14.66,26.66,56.91
Singapore,North-East,2016-04-27,37.79,22.31,0.78,60.03,15.88,27.33,62.52
Singapore,West,2016-04-28,39.01,23.67,0.67,61.13,11.65,23.17,64.02
Singapore,Central,2016-04-29,41.0,24.33,0.7,61.33,10.21,20.75,64.78
Singapore,East,2016-04-30,46.33,29.31,0.77,64.99,12.17,36.68,70.4
Singapore,North,2016-05-01,42.15,26.91,0.6,36.56,13.35,37.32,67.88
Singapore,North-East,2016-05-02,26.17,14.7,0.42,31.85,10.32,25.82,52.5
Singapore,West,2016-05-03,31.33,16.58,0.67,36.95,9.82,24.01,55.46
Singapore,Central,2016-05-04,25.22,12.49,0.47,27.69,10.33,32.67,47.33
Singapore,East,2016-05-05,24.48,13.16,0.62,35.81,6.89,27.97,49.9
Singapore,North,2016-05-06,35.43,19.19,0.66,37.99,6.76,23.75,59.2
Singapore,North-East,2016-05-07,43.75,18.39,0.87,38.56,8.5,15.61,59.91
Singapore,West,2016-05-08,32.82,19.06,0.86,39.65,14.64,20.06,58.87
Singapore,Central,2016-05-09,34.35,20.61,0.75,45.42,14.19,24.24,60.67
Singapore,East,2016-05-10,23.35,12.31,0.56,32.87,8.96,21.45,47.56
Singapore,North,2016-05-11,24.6,13.06,0.7,48.08,11.68,20.62,47.6
Singapore,North-East,2016-05-12,28.1,16.79,0.7,50.34,17.1,18.45,56.25
Singapore,West,2016-05-13,29.39,15.9,0.6,39.12,14.38,15.36,55.03
Singapore,Central,2016-05-14,30.22,16.79,0.59,42.88,17.27,17.58,55.97
Singapore,East,2016-05-15,28.06,15.34,0.55,38.99,21.77,24.23,54.62
Singapore,North,2016-05-16,26.47,14.22,0.52,34.64,13.33,33.04,52.38
Singapore,North-East,2016-05-17,34.87,19.97,0.8,62.15,17.8,26.89,59.76
Singapore,West,2016-05-18,40.96,24.95,0.65,45.37,19.86,20.26,65.47
Singapore,Central,2016-05-19,28.38,15.74,0.62,45.09,12.58,17.45,54.4
Singapore,East,2016-05-20,26.57,13.9,0.44,38.07,18.76,20.22,51.44
Singapore,North,2016-05-21,27.08,14.47,0.4,26.29,15.84,24.59,53.61
Singapore,North-East,2016-05-22,18.94,8.86,0.37,30.58,16.81,32.85,36.74
Singapore,West,2016-05-23,22.71,12.53,0.45,35.01,28.9,33.42,49.83
Singapore,Central,2016-05-24,25.17,13.24,0.34,32.36,21.67,25.56,49.92
Singapore,East,2016-05-25,21.26,11.1,0.38,31.72,22.22,24.96,45.91
Singapore,North,2016-05-26,20.82,10.4,0.43,32.31,25.47,19.77,43.21
Singapore,North-East,2016-05-27,17.7,9.05,0.4,29.08,21.99,22.15,37.69
Singapore,West,2016-05-28,18.87,9.2,0.37,29.71,17.75,16.55,38.27
Singapore,North-East,2016-06-01,35.21,21.79,0.42,56.21,18.73,21.98,61.94
Singapore,West,2016-06-02,30.3,18.03,0.6,57.8,17.9,19.83,57.73
Singapore,Central,2016-06-03,37.13,22.03,0.81,58.4,17.42,20.27,62.14
Singapore,East,2016-06-04,38.29,22.48,0.7,65.9,13.33,10.37,62.69
Singapore,North,2016-06-05,33.95,19.67,0.67,43.21,15.88,26.74,59.6
Singapore,North-East,2016-06-06,29.15,16.81,0.49,36.31,22.44,27.9,56.0
Singapore,West,2016-06-07,27.81,14.99,0.52,40.49,16.47,24.99,52.9
Singapore,Central,2016-06-08,34.82,20.53,0.73,50.61,15.58,15.05,60.58
Singapore,East,2016-06-09,36.58,23.34,0.77,51.9,19.97,17.85,63.72
Singapore,North,2016-06-10,35.12,21.5,0.53,50.12,19.28,19.16,61.66
Singapore,North-East,2016-06-11,28.45,16.56,0.42,38.79,21.91,17.52,55.89
Singapore,West,2016-06-12,20.51,10.19,0.39,29.74,17.87,21.51,41.63
Singapore,Central,2016-06-13,21.89,10.77,0.47,34.84,16.64,19.75,42.11
Singapore,East,2016-06-14,28.33,14.67,0.56,41.46,15.2,16.25,52.71
Singapore,North,2016-06-15,30.07,16.84,0.49,44.35,23.28,13.76,56.3
Singapore,North-East,2016-06-16,24.98,14.58,0.44,40.38,26.26,13.76,51.38
Singapore,West,2016-06-17,20.87,11.24,0.5,33.3,21.22,11.89,42.31
Singapore,Central,2016-06-18,18.67,9.12,0.55,43.34,18.92,17.3,37.65
Singapore,East,2016-06-19,28.74,16.18,0.65,32.31,10.2,27.38,55.12
Singapore,North,2016-06-20,25.58,13.91,0.58,35.33,12.12,33.89,52.58
Singapore,North-East,2016-06-21,26.4,15.0,0.54,45.72,18.92,25.92,52.8
Singapore,West,2016-06-22,32.11,18.24,0.56,50.2,19.75,14.76,57.95
Singapore,Central,2016-06-23,26.4,14.04,0.44,30.4,18.09,19.71,52.6
Singapore,East,2016-06-24,22.18,11.51,0.38,35.9,15.71,19.11,47.51
Singapore,North,2016-06-25,22.21,12.3,0.41,28.82,19.97,17.06,49.08
Singapore,North-East,2016-06-26,18.78,9.76,0.34,28.18,16.38,20.82,40.64
Singapore,West,2016-06-27,20.97,11.55,0.35,29.27,16.77,18.51,46.73
Singapore,Central,2016-06-28,19.45,9.45,0.34,33.04,17.99,22.51,39.14
Singapore,East,2016-06-29,29.65,14.28,0.39,35.6,23.95,25.59,52.81
Singapore,North,2016-06-30,33.75,17.02,0.37,35.63,22.5,29.28,56.59
Singapore,North-East,2016-07-01,35.67,18.76,0.35,31.38,16.58,34.0,58.5
Singapore,West,2016-07-02,36.76,18.97,0.36,24.24,16.24,30.53,58.76
Singapore,Central,2016-07-03,34.85,16.4,0.35,20.38,18.57,31.97,55.7
Singapore,East,2016-07-04,29.1,13.54,0.32,24.28,19.17,30.9,51.87
Singapore,North,2016-07-05,26.39,13.31,0.28,20.01,19.07,20.68,51.04
Singapore,North-East,2016-07-06,22.4,11.56,0.33,22.04,18.77,21.45,47.52
Singapore,West,2016-07-07,24.33,13.99,0.39,26.78,25.98,19.37,52.51
Singapore,Central,2016-07-08,22.27,12.43,0.31,29.9,23.16,15.78,48.51
Singapore,East,2016-07-09,25.37,14.07,0.4,23.09,17.51,19.57,49.66
Singapore,North,2016-07-10,21.4,11.62,0.34,23.5,14.1,21.37,43.5
Singapore,North-East,2016-07-11,25.8,15.43,0.43,31.38,14.55,13.57,51.19
Singapore,West,2016-07-12,21.62,12.58,0.37,30.44,17.53,19.17,48.6
Singapore,Central,2016-07-13,21.49,11.67,0.44,37.16,17.79,14.03,47.03
Singapore,East,2016-07-14,26.72,15.32,0.59,36.36,26.49,15.13,54.37
Singapore,North,2016-07-15,27.06,15.35,0.47,33.25,18.92,15.04,53.6
Singapore,North-East,2016-07-16,25.09,14.62,0.45,45.07,28.14,28.98,53.35
Singapore,West,2016-07-17,24.73,14.82,0.41,32.58,21.24,36.21,53.3
Singapore,Central,2016-07-18,28.14,16.48,0.58,49.22,19.07,18.3,55.23
Singapore,East,2016-07-19,23.1,13.38,0.41,26.57,19.75,27.51,48.43
Singapore,North,2016-07-20,18.91,10.4,0.47,39.53,20.13,20.5,42.75
Singapore,North-East,2016-07-21,25.58,15.48,0.45,40.01,26.78,20.55,54.55
Singapore,West,2016-07-22,30.21,18.75,0.55,49.52,25.94,8.86,58.39
Singapore,Central,2016-07-23,24.68,14.96,0.45,37.16,21.72,17.26,53.44
Singapore,East,2016-07-24,19.88,10.53,0.47,31.38,15.98,14.24,42.99
Singapore,North,2016-07-25,19.51,10.48,0.55,38.93,19.9,11.75,42.75
Singapore,North-East,2016-07-26,27.54,15.36,1.44,36.74,23.9,9.23,59.96
Singapore,West,2016-07-27,28.19,17.06,0.51,37.0,20.34,21.42,55.97
Singapore,Central,2016-07-28,30.19,18.09,0.47,36.06,17.42,23.86,57.77
Singapore,East,2016-07-29,26.99,16.01,0.48,35.82,20.67,22.42,55.15
Singapore,North,2016-07-30,23.9,12.97,0.44,27.38,20.5,13.7,51.08
Singapore,North-East,2016-07-31,27.71,14.06,0.49,28.9,20.19,20.49,51.38
Singapore,West,2016-08-01,28.07,16.35,0.49,43.65,21.49,20.74,55.47
Singapore,Central,2016-08-02,24.05,14.9,0.33,31.38,34.18,28.06,53.98
Singapore,East,2016-08-03,25.79,14.69,0.36,30.63,22.83,24.47,53.49
Singapore,North,2016-08-04,24.14,13.33,0.36,26.64,21.7,27.07,50.92
Singapore,North-East,2016-08-05,24.33,14.17,0.42,29.97,21.11,32.33,52.72
Singapore,West,2016-08-06,29.0,16.09,0.44,35.94,20.9,28.72,55.49
Singapore,Central,2016-08-07,32.89,18.8,0.41,24.57,16.01,29.55,58.57
Singapore,East,2016-08-08,34.8,21.54,0.4,32.19,17.51,33.42,61.68
Singapore,North,2016-08-09,38.66,23.78,0.61,35.36,23.69,30.92,64.24
Singapore,North-East,2016-08-10,26.83,16.67,0.37,27.45,24.01,27.86,55.46
Singapore,West,2016-08-11,24.58,13.9,0.45,38.31,20.62,20.8,52.48
Singapore,Central,2016-08-12,26.94,15.78,0.43,31.24,22.74,20.42,55.16
Singapore,East,2016-08-13,30.21,18.5,0.45,40.03,23.2,27.99,58.24
Singapore,North,2016-08-14,32.14,20.17,0.45,31.17,26.39,29.85,60.18
Singapore,North-East,2016-08-15,27.17,16.24,0.35,28.42,27.47,27.94,55.43
Singapore,West,2016-08-16,18.85,9.65,0.31,23.19,22.44,23.97,40.21
Singapore,Central,2016-08-17,22.54,11.65,0.36,27.42,20.08,18.94,46.6
Singapore,East,2016-08-18,30.25,15.02,0.43,21.34,20.07,16.99,52.51
Singapore,North,2016-08-19,23.26,11.1,0.33,23.72,21.84,19.02,45.35
Singapore,North-East,2016-08-20,21.42,11.15,0.33,24.19,20.42,19.47,45.84
Singapore,West,2016-08-21,21.01,10.93,0.36,24.52,19.58,18.97,44.66
Singapore,Central,2016-08-22,19.6,10.13,0.38,29.79,18.38,19.0,41.99
Singapore,East,2016-08-23,31.88,19.74,0.55,41.1,25.31,21.98,59.68
Singapore,North,2016-08-24,31.92,20.72,0.45,26.68,22.38,17.08,60.67
Singapore,North-East,2016-08-25,18.16,10.21,0.31,28.83,18.12,23.27,42.01
Singapore,West,2016-08-26,45.43,32.93,0.99,36.93,23.97,40.12,72.54
Singapore,Central,2016-08-27,82.72,63.46,0.91,40.56,20.42,30.56,108.35
Singapore,East,2016-08-28,52.99,37.74,0.65,39.93,24.12,23.07,80.14
Singapore,North,2016-08-29,54.0,39.74,0.67,31.81,16.86,27.99,82.33
Singapore,North-East,2016-08-30,26.22,15.84,0.44,33.48,18.26,17.83,54.21
Singapore,West,2016-08-31,27.17,17.08,0.48,31.19,25.72,14.47,56.45
Singapore,Central,2016-09-01,30.45,19.28,0.58,39.48,17.23,10.67,59.02
Singapore,East,2016-09-02,25.8,15.99,0.49,33.47,21.21,18.72,55.03
Singapore,North,2016-09-03,29.09,17.64,0.57,37.92,24.53,20.11,57.04
Singapore,North-East,2016-09-04,35.73,22.33,0.45,41.81,23.82,26.3,62.53
Singapore,West,2016-09-05,46.24,31.67,0.49,52.05,28.17,26.75,73.15
Singapore,Central,2016-09-06,30.15,19.98,0.41,36.18,29.63,27.15,59.88
Singapore,East,2016-09-07,22.23,13.14,0.31,25.49,21.2,22.32,50.65
Singapore,North,2016-09-08,22.76,13.75,0.36,26.7,16.3,19.63,51.83
Singapore,North-East,2016-09-09,26.3,15.12,0.44,27.07,16.57,18.81,54.18
Singapore,West,2016-09-10,29.04,17.04,0.54,29.96,12.28,13.41,56.51
Singapore,Central,2016-09-11,25.18,14.81,0.38,29.04,20.29,21.72,53.78
Singapore,East,2016-09-12,23.62,13.17,0.39,37.7,23.9,20.62,50.5
Singapore,North,2016-09-13,28.26,16.36,0.54,32.71,19.2,18.75,55.62
Singapore,North-East,2016-09-14,21.92,11.62,0.39,31.44,19.78,14.12,46.11
Singapore,West,2016-09-15,25.25,13.9,0.46,27.64,21.78,17.85,51.97
Singapore,Central,2016-09-16,24.73,14.23,0.42,31.51,25.31,20.18,52.48
Singapore,East,2016-09-17,23.01,12.32,0.47,27.15,29.03,25.64,49.2
Singapore,North,2016-09-18,30.65,18.9,0.39,35.92,22.61,31.43,58.58
Singapore,North-East,2016-09-19,25.65,15.51,0.33,31.17,36.51,24.58,53.89
Singapore,West,2016-09-20,20.18,10.62,0.38,22.12,24.99,24.07,44.08
Singapore,Central,2016-09-21,19.96,10.09,0.42,26.39,15.06,21.76,41.94
Singapore,East,2016-09-22,31.39,18.48,0.63,35.58,14.77,26.22,58.01
Singapore,North,2016-09-23,30.59,17.47,0.38,35.81,20.71,31.12,57.02
Singapore,North-East,2016-09-24,31.46,17.98,0.43,40.06,31.93,24.71,57.6
Singapore,West,2016-09-25,28.68,16.96,0.35,33.56,33.21,48.78,56.51
Singapore,Central,2016-09-26,30.68,18.62,0.41,38.18,27.47,38.14,58.48
Singapore,East,2016-09-27,42.46,27.44,0.44,58.02,23.84,46.99,68.31
Singapore,North,2016-09-28,42.83,28.38,0.41,29.37,23.69,42.16,69.52
Singapore,North-East,2016-09-29,29.36,17.3,0.36,33.14,10.33,39.0,56.91
Singapore,West,2016-09-30,30.92,17.76,0.46,46.94,10.67,29.14,57.03
Singapore,Central,2016-10-01,35.66,20.96,0.5,38.7,17.15,27.64,61.08
Singapore,East,2016-10-02,29.83,16.58,0.41,29.63,20.67,43.28,55.97
Singapore,North,2016-10-03,32.64,20.2,0.43,38.9,29.33,27.81,60.07
Singapore,North-East,2016-10-04,33.88,20.85,0.48,39.94,21.93,36.11,60.93
Singapore,West,2016-10-05,42.86,28.41,0.65,49.3,24.99,32.45,69.47
Singapore,Central,2016-10-06,43.59,31.95,0.6,38.78,26.84,23.95,73.41
Singapore,East,2016-10-07,36.69,25.96,0.5,31.37,25.55,8.33,66.7
Singapore,North,2016-10-08,23.33,14.25,0.39,24.85,21.01,18.83,52.39
Singapore,North-East,2016-10-09,26.24,15.5,0.45,31.55,36.29,21.99,54.03
Singapore,West,2016-10-10,27.25,16.91,0.54,27.65,23.86,33.2,56.19
Singapore,Central,2016-10-11,26.8,15.03,0.47,19.12,11.72,36.0,53.83
Singapore,East,2016-10-12,22.27,10.31,0.33,15.01,7.42,39.49,42.7
Singapore,North,2016-10-13,22.09,10.04,0.36,19.21,10.13,28.12,41.88
Singapore,North-East,2016-10-14,22.38,10.95,0.33,24.84,18.44,24.19,44.53
Singapore,West,2016-10-15,23.85,13.28,0.37,24.53,26.4,24.01,50.94
Singapore,Central,2016-10-16,22.0,11.47,0.41,20.56,25.97,25.87,45.29
Singapore,East,2016-10-17,18.33,9.01,0.41,23.53,22.87,22.92,37.67
Singapore,North,2016-10-18,20.69,11.19,0.44,25.17,19.83,22.96,45.1
Singapore,North-East,2016-10-19,22.18,12.17,0.46,33.13,18.31,18.95,48.24
Singapore,West,2016-10-20,26.81,15.81,0.61,35.95,30.1,28.99,54.15
Singapore,Central,2016-10-21,29.93,19.08,0.44,38.69,24.08,31.49,58.86
Singapore,East,2016-10-22,31.78,19.85,0.47,30.93,20.32,25.32,59.22
Singapore,North,2016-10-23,27.55,16.6,0.47,30.47,9.4,45.11,55.16
Singapore,North-East,2016-10-24,38.72,25.15,0.53,40.72,14.47,25.6,65.76
Singapore,West,2016-10-25,33.15,20.32,0.58,44.0,15.85,28.71,60.3
Singapore,Central,2016-10-26,25.58,14.56,0.34,41.66,15.58,21.67,52.85
Singapore,East,2016-10-27,24.07,12.97,0.4,35.61,18.05,18.09,49.94
Singapore,North,2016-10-28,28.08,15.95,0.58,47.01,10.1,20.06,55.25
Singapore,North-East,2016-10-29,38.86,25.09,0.65,36.8,16.38,18.22,65.67
Singapore,West,2016-10-30,23.62,14.19,0.35,26.87,22.81,22.6,50.16
Singapore,Central,2016-10-31,23.81,13.9,0.48,32.27,18.06,20.43,51.01
Singapore,East,2016-11-01,23.7,13.57,0.44,32.49,22.0,22.35,51.07
Singapore,North,2016-11-02,23.47,13.35,0.53,35.61,11.02,25.88,51.06
Singapore,North-East,2016-11-03,22.34,11.91,0.55,22.9,10.58,24.83,47.95
Singapore,West,2016-11-04,18.51,9.03,0.43,29.05,12.42,22.12,37.4
Singapore,Central,2016-11-05,22.97,12.69,0.48,28.83,19.31,19.64,48.78
Singapore,East,2016-11-06,19.24,8.48,0.33,18.6,25.52,25.67,35.28
Singapore,North,2016-11-07,24.67,12.05,0.49,32.05,12.59,19.16,45.85
Singapore,North-East,2016-11-08,29.55,16.31,0.69,30.44,24.65,19.63,55.39
Singapore,West,2016-11-09,34.44,20.01,0.56,35.19,27.74,39.02,59.99
Singapore,Central,2016-11-10,29.94,17.53,0.59,34.86,20.19,27.72,56.47
Singapore,East,2016-11-11,31.34,17.38,0.82,36.17,14.38,13.47,56.96
Singapore,North,2016-11-12,26.44,13.81,0.72,31.88,6.65,24.25,51.61
Singapore,North-East,2016-11-13,25.58,13.4,0.51,26.94,8.94,23.37,51.08
Singapore,West,2016-11-14,21.79,10.67,0.49,30.35,10.99,10.41,44.62
Singapore,Central,2016-11-15,23.83,10.48,0.52,22.22,5.4,19.74,43.7
Singapore,East,2016-11-16,27.86,11.79,0.48,33.29,13.22,16.6,47.44
Singapore,North,2016-11-17,26.79,14.01,0.44,37.56,22.44,21.77,51.67
Singapore,North-East,2016-11-18,27.67,14.99,0.52,37.71,11.07,23.22,53.77
Singapore,West,2016-11-19,32.39,18.74,0.8,45.38,13.81,21.3,58.46
Singapore,Central,2016-11-20,35.01,21.82,0.78,36.78,19.4,26.55,62.08
Singapore,East,2016-11-21,25.4,15.12,0.7,28.05,18.22,29.02,53.37
Singapore,North,2016-11-22,25.83,15.28,0.49,34.75,21.83,15.15,53.06
Singapore,North-East,2016-11-23,20.24,11.94,0.45,26.74,29.53,13.52,46.62
Singapore,West,2016-11-24,19.97,10.6,0.59,30.13,28.94,19.35,43.26
Singapore,Central,2016-11-25,24.77,13.16,0.62,33.99,17.33,30.76,51.16
Singapore,East,2016-11-26,26.11,13.61,0.72,27.65,9.24,19.65,52.22
Singapore,North,2016-11-27,22.64,13.09,0.77,18.99,6.53,19.61,49.22
Singapore,North-East,2016-11-28,15.2,7.24,0.47,16.76,4.12,21.26,30.26
Singapore,West,2016-11-29,15.99,7.81,0.51,18.45,2.73,16.21,32.73
Singapore,Central,2016-11-30,17.28,7.98,0.45,15.58,2.98,22.05,33.29
Singapore,East,2016-12-01,17.33,8.09,0.5,26.95,6.53,21.67,33.99
Singapore,North,2016-12-02,16.38,8.02,0.57,22.86,11.91,26.59,33.61
Singapore,North-East,2016-12-03,18.88,9.46,0.6,32.69,17.21,26.26,39.0
Singapore,West,2016-12-04,32.67,16.84,0.66,35.17,28.44,27.42,56.29
Singapore,Central,2016-12-05,29.82,12.41,0.61,23.04,16.95,27.14,50.29
Singapore,East,2016-12-06,27.7,13.56,0.65,30.89,15.05,31.17,51.4
Singapore,North,2016-12-07,26.19,14.24,0.55,24.96,14.61,31.65,51.88
Singapore,North-East,2016-12-08,21.52,11.32,0.69,20.25,7.19,32.3,46.02
Singapore,West,2016-12-09,20.64,11.04,0.62,22.47,3.97,30.46,45.2
Singapore,Central,2016-12-10,21.66,11.26,0.58,19.26,3.28,23.85,45.62
Singapore,East,2016-12-11,20.88,11.07,0.5,16.3,3.76,27.8,44.28
Singapore,North,2016-12-12,16.87,8.7,0.48,15.99,3.79,34.26,35.87
Singapore,North-East,2016-12-13,23.04,13.13,0.56,22.59,5.32,50.3,48.66
Singapore,West,2016-12-14,27.03,15.9,0.58,28.09,5.64,40.1,55.23
Singapore,Central,2016-12-15,30.09,17.32,0.61,25.43,6.51,36.88,56.84
Singapore,East,2016-12-16,36.96,23.38,0.55,33.15,8.82,43.96,63.79
Singapore,North,2016-12-17,33.98,21.17,0.53,28.84,9.16,33.92,61.23
Singapore,North-East,2016-12-18,24.31,14.18,0.48,18.25,3.81,28.36,52.2
Singapore,West,2016-12-19,20.83,10.34,0.51,20.37,4.74,37.92,43.14
Singapore,Central,2016-12-20,18.78,9.57,0.5,16.06,4.56,35.92,40.06
Singapore,East,2016-12-21,14.98,6.64,0.47,19.99,3.8,46.92,28.35
Singapore,North,2016-12-22,20.86,10.04,0.52,32.02,5.08,27.58,41.7
Singapore,North-East,2016-12-23,23.11,11.96,0.72,24.04,4.57,11.73,46.52
Singapore,West,2016-12-24,17.56,9.16,0.57,21.4,5.32,21.91,38.04
Singapore,Central,2016-12-25,15.46,7.42,0.5,14.43,3.17,20.39,31.02
Singapore,East,2016-12-26,14.81,6.97,0.52,14.83,3.24,20.0,29.06
Singapore,North,2016-12-27,14.14,6.88,0.55,16.88,3.23,22.97,28.38
Singapore,North-East,2016-12-28,18.1,8.37,0.57,21.37,3.17,20.49,34.73
Singapore,West,2016-12-29,33.82,14.78,0.6,25.04,3.19,40.78,53.22
Singapore,Central,2016-12-30,28.08,12.95,0.6,19.71,3.14,45.2,50.3
Singapore,East,2016-12-31,16.78,7.75,0.52,18.17,2.88,31.46,32.28
