Country,Region,Date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,AQI
Singapore,North-East,2018-06-17,26.11,12.74,0.56,24.89,39.38,25.91,51.17
Singapore,West,2018-06-18,25.6,12.01,0.44,29.76,38.38,13.06,50.0
Singapore,Central,2018-06-19,23.12,9.99,0.39,23.74,45.69,14.8,46.02
Singapore,East,2018-06-20,27.17,11.6,0.4,32.65,40.95,9.17,49.95
Singapore,North,2018-06-21,32.78,16.09,0.62,32.44,23.99,9.81,55.22
Singapore,North-East,2018-06-22,41.8,20.81,0.67,30.12,22.27,11.88,60.8
Singapore,West,2018-06-23,25.97,11.32,0.39,25.49,26.72,10.02,44.08
Singapore,Central,2018-06-24,25.94,11.9,0.51,26.71,9.74,16.58,47.76
Singapore,East,2018-06-25,25.6,10.25,0.38,27.53,18.5,18.0,42.55
Singapore,North,2018-06-26,25.11,12.1,0.45,31.69,23.45,12.53,48.16
Singapore,North-East,2018-06-27,25.03,12.22,0.47,28.33,25.26,8.47,48.85
Singapore,West,2018-06-28,21.6,9.27,0.46,23.38,21.49,12.24,38.72
Singapore,Central,2018-06-29,19.73,7.84,0.41,21.65,19.94,7.12,33.12
Singapore,East,2018-06-30,19.06,7.77,0.36,22.1,25.9,11.88,35.25
Singapore,North,2018-07-01,18.96,7.38,0.36,26.29,34.46,7.08,37.69
Singapore,North-East,2018-07-02,22.33,9.83,0.42,37.33,23.33,8.17,41.83
Singapore,West,2018-07-03,22.08,9.25,0.41,33.19,30.63,9.34,40.64
Singapore,Central,2018-07-04,24.07,10.16,0.42,42.62,32.84,16.6,44.58
Singapore,East,2018-07-05,26.97,12.75,0.39,38.12,37.62,22.75,51.65
Singapore,North,2018-07-06,35.66,20.13,0.42,32.88,32.34,44.95,60.17
Singapore,North-East,2018-07-07,36.03,16.66,0.42,28.52,33.69,44.42,56.06
Singapore,West,2018-07-08,33.52,15.0,0.42,25.85,26.81,31.78,54.4
Singapore,Central,2018-07-09,27.9,12.86,0.41,30.26,33.28,30.56,51.82
Singapore,East,2018-07-10,25.74,10.9,0.4,33.02,22.35,21.53,44.68
Singapore,North,2018-07-11,22.19,10.83,0.39,35.44,17.68,18.67,44.29
Singapore,North-East,2018-07-12,26.1,12.49,0.41,35.75,19.42,28.15,49.1
Singapore,West,2018-07-13,38.31,20.36,0.43,29.58,16.44,41.08,60.34
Singapore,Central,2018-07-14,47.29,26.42,0.48,33.48,11.26,41.34,67.15
Singapore,East,2018-07-15,44.7,23.74,0.45,28.43,10.93,39.2,64.24
Singapore,North,2018-07-16,40.56,22.99,0.47,31.94,12.67,39.79,63.34
Singapore,North-East,2018-07-17,42.02,23.05,0.44,27.3,14.6,40.85,63.36
Singapore,West,2018-07-18,41.76,22.24,0.46,27.93,15.76,39.15,62.51
Singapore,Central,2018-07-19,42.58,23.76,0.5,32.03,12.15,36.47,64.18
Singapore,East,2018-07-20,41.12,21.97,0.5,33.83,14.12,31.86,62.12
Singapore,North,2018-07-21,37.99,20.21,0.49,39.01,15.62,19.33,60.09
Singapore,North-East,2018-07-22,30.01,14.58,0.48,35.03,19.0,22.03,53.01
Singapore,West,2018-07-23,35.8,18.87,0.55,31.35,14.66,32.47,58.59
Singapore,Central,2018-07-24,38.77,21.49,0.48,27.12,14.04,37.74,61.62
Singapore,East,2018-07-25,35.8,18.4,0.47,34.32,12.62,21.53,58.22
Singapore,North,2018-07-26,28.07,13.11,0.52,33.63,18.99,25.1,50.39
Singapore,North-East,2018-07-27,33.02,15.1,0.44,30.4,19.67,33.06,54.37
Singapore,West,2018-07-28,41.85,21.94,0.51,28.6,15.6,50.68,62.11
Singapore,Central,2018-07-29,43.98,23.78,0.51,19.53,13.93,45.55,64.26
Singapore,East,2018-07-30,35.52,19.76,0.51,34.51,13.85,23.58,59.66
Singapore,North,2018-07-31,33.47,18.86,0.59,50.02,15.12,19.9,58.65
Singapore,North-East,2018-08-01,30.92,17.42,0.52,43.69,14.77,12.3,56.53
Singapore,West,2018-08-02,22.84,10.83,0.47,38.45,13.81,21.85,43.87
Singapore,Central,2018-08-03,26.76,12.47,0.5,28.41,15.35,30.83,48.12
Singapore,East,2018-08-04,33.99,18.1,0.48,27.02,11.69,44.8,57.77
Singapore,North,2018-08-05,34.08,17.35,0.54,28.68,12.63,43.12,56.81
Singapore,North-East,2018-08-06,34.93,18.54,0.54,29.19,12.97,42.95,58.31
Singapore,West,2018-08-07,41.98,24.87,0.54,26.9,13.34,44.47,65.38
Singapore,Central,2018-08-08,35.56,19.51,0.53,27.62,13.01,29.7,59.35
Singapore,East,2018-08-09,32.24,17.72,0.46,25.79,12.15,33.91,57.32
Singapore,North,2018-08-10,33.21,18.0,0.46,29.78,12.54,32.07,57.65
Singapore,North-East,2018-08-11,36.94,21.33,0.5,26.99,15.26,38.56,61.48
Singapore,West,2018-08-12,36.67,21.83,0.5,26.16,15.14,44.02,62.04
Singapore,Central,2018-08-13,38.92,22.73,0.49,20.48,14.35,42.65,63.01
Singapore,East,2018-08-14,36.1,18.42,0.47,21.71,13.38,38.87,58.22
Singapore,North,2018-08-15,37.33,19.41,0.47,22.27,13.29,43.85,59.34
Singapore,North-East,2018-08-16,43.87,23.42,0.5,23.13,13.07,48.69,63.88
Singapore,West,2018-08-17,41.42,22.67,0.45,26.6,12.5,32.05,62.94
Singapore,Central,2018-08-18,37.85,20.65,0.52,26.19,12.25,37.21,60.71
Singapore,East,2018-08-19,45.06,24.83,0.51,18.5,11.14,64.53,65.61
Singapore,North,2018-08-20,40.6,20.78,0.46,25.57,11.29,50.72,60.85
Singapore,North-East,2018-08-21,37.11,18.05,0.46,27.24,13.66,33.83,57.7
Singapore,West,2018-08-22,35.28,17.55,0.54,32.18,12.06,24.85,57.12
Singapore,Central,2018-08-23,29.8,16.46,0.54,37.01,13.09,22.53,53.94
Singapore,East,2018-08-24,28.08,14.36,0.54,36.46,13.97,17.51,52.93
Singapore,North,2018-08-25,27.34,14.31,0.58,29.9,12.81,21.66,52.94
Singapore,North-East,2018-08-26,21.47,8.9,0.48,26.65,16.51,30.71,37.06
Singapore,West,2018-08-27,30.78,15.53,0.5,24.01,14.44,36.81,54.05
Singapore,Central,2018-08-28,41.6,21.65,0.66,32.55,11.58,27.6,61.83
Singapore,East,2018-08-29,37.65,21.75,0.7,34.71,14.47,26.91,61.89
Singapore,North,2018-08-30,27.99,13.95,0.57,33.34,16.33,25.59,51.99
Singapore,North-East,2018-08-31,26.38,11.65,0.48,34.44,13.64,22.76,46.73
Singapore,West,2018-09-01,29.86,15.16,0.74,49.28,16.18,26.6,53.36
Singapore,Central,2018-09-02,37.83,21.56,0.73,44.72,14.78,15.85,61.73
Singapore,East,2018-09-03,30.27,15.57,0.53,31.24,18.86,20.99,54.61
Singapore,North,2018-09-04,27.19,12.62,0.55,42.06,13.85,10.97,49.17
Singapore,North-East,2018-09-05,35.33,19.07,0.77,37.72,18.0,13.89,58.86
Singapore,West,2018-09-06,35.19,19.33,0.51,34.8,13.92,27.57,59.2
Singapore,Central,2018-09-07,42.62,26.17,0.68,42.58,9.53,15.43,66.85
Singapore,East,2018-09-08,36.09,22.66,0.76,29.61,10.29,17.24,62.99
Singapore,North,2018-09-09,27.28,15.83,0.62,24.78,13.4,20.44,55.09
Singapore,North-East,2018-09-10,27.01,14.21,0.6,29.15,12.42,21.27,52.95
Singapore,West,2018-09-11,36.94,21.21,0.79,33.77,11.1,10.42,61.37
Singapore,Central,2018-09-12,26.07,12.91,0.55,24.76,13.74,15.78,49.07
Singapore,East,2018-09-13,29.37,13.71,0.5,28.58,16.84,27.84,51.59
Singapore,North,2018-09-14,37.72,20.38,0.52,27.92,19.2,35.91,60.38
Singapore,North-East,2018-09-15,40.23,22.46,0.5,25.63,16.08,43.54,62.72
Singapore,West,2018-09-16,41.75,22.78,0.51,21.72,18.47,48.01,63.04
Singapore,Central,2018-09-17,39.41,20.57,0.48,21.46,16.05,47.38,60.61
Singapore,East,2018-09-18,35.37,17.61,0.47,32.69,11.12,30.86,57.31
Singapore,North,2018-09-19,36.76,20.58,0.56,36.2,10.85,25.49,60.58
Singapore,North-East,2018-09-20,38.53,22.44,0.72,41.97,11.33,25.92,62.78
Singapore,West,2018-09-21,28.08,14.67,0.59,40.16,12.1,20.78,52.44
Singapore,Central,2018-09-22,23.78,12.51,0.54,32.31,13.75,22.79,48.89
Singapore,East,2018-09-23,29.99,15.67,0.68,26.99,14.72,26.84,53.13
Singapore,North,2018-09-24,37.36,18.72,0.53,24.29,21.14,40.62,58.52
Singapore,North-East,2018-09-25,41.31,19.84,0.5,26.44,18.28,35.47,59.76
Singapore,West,2018-09-26,37.85,18.6,0.5,27.57,15.31,29.38,58.44
Singapore,Central,2018-09-27,38.93,19.92,0.6,24.85,13.75,26.08,59.88
Singapore,East,2018-09-28,37.5,18.6,0.49,22.03,15.69,33.92,58.35
Singapore,North,2018-09-29,42.01,21.55,0.5,20.12,16.0,44.15,61.76
Singapore,North-East,2018-09-30,39.3,19.94,0.48,14.92,12.69,46.83,59.79
Singapore,West,2018-10-01,37.06,19.06,0.48,20.22,8.42,40.26,58.81
Singapore,Central,2018-10-02,37.95,19.28,0.49,23.69,8.26,37.87,59.17
Singapore,East,2018-10-03,41.35,23.17,0.62,32.75,9.77,27.58,63.54
Singapore,North,2018-10-04,39.25,20.73,0.51,17.06,8.24,34.12,60.77
Singapore,North-East,2018-10-05,40.13,20.62,0.53,20.24,9.49,30.67,60.73
Singapore,West,2018-10-06,38.61,21.39,0.54,18.72,9.14,28.24,60.95
Singapore,Central,2018-10-07,29.35,16.38,0.63,18.1,7.92,18.57,53.45
Singapore,East,2018-10-08,27.03,14.46,0.62,25.9,7.17,17.42,51.32
Singapore,North,2018-10-09,30.91,17.71,0.77,39.79,14.22,11.83,56.67
Singapore,North-East,2018-10-10,32.2,18.56,0.72,34.42,13.27,17.88,57.43
Singapore,West,2018-10-11,28.75,15.26,0.74,31.6,12.26,17.91,54.11
Singapore,Central,2018-10-12,22.16,9.9,0.47,23.74,7.11,11.69,40.08
Singapore,East,2018-10-13,19.74,8.97,0.51,31.85,11.67,12.99,37.27
Singapore,North,2018-10-14,27.6,14.88,0.57,28.96,12.79,12.34,52.65
Singapore,North-East,2018-10-15,26.36,13.6,0.59,29.78,13.7,22.07,51.07
Singapore,West,2018-10-16,37.01,21.3,0.6,36.26,10.99,25.49,61.4
Singapore,Central,2018-10-17,39.85,21.21,0.7,34.21,13.37,16.59,61.36
Singapore,East,2018-10-18,35.45,17.11,0.57,25.93,12.02,21.14,55.67
Singapore,North,2018-10-19,24.82,12.02,0.46,30.16,18.55,32.93,47.59
Singapore,North-East,2018-10-20,25.38,12.69,0.5,24.71,14.83,26.01,49.33
Singapore,West,2018-10-21,30.81,18.2,0.49,24.74,12.35,33.24,57.72
Singapore,Central,2018-10-22,38.3,22.72,0.6,26.26,10.41,30.83,63.01
Singapore,East,2018-10-23,29.41,14.97,0.54,30.97,9.33,22.67,53.74
Singapore,North,2018-10-24,28.92,15.48,0.56,27.56,9.35,23.42,54.31
Singapore,North-East,2018-10-25,39.7,21.52,0.7,43.46,8.74,19.27,61.57
Singapore,West,2018-10-26,47.4,30.57,0.78,41.67,12.36,40.85,71.85
Singapore,Central,2018-10-27,42.9,27.59,0.61,32.54,11.62,30.06,68.55
Singapore,East,2018-10-28,30.4,17.03,0.61,26.88,8.4,23.76,56.44
Singapore,North,2018-10-29,27.1,14.31,0.65,23.47,5.33,17.44,52.28
Singapore,North-East,2018-10-30,28.44,13.85,0.69,27.31,5.01,15.23,52.54
Singapore,West,2018-10-31,26.73,12.03,0.53,19.21,5.53,18.39,48.36
Singapore,Central,2018-11-01,24.83,10.99,0.5,20.55,3.77,25.69,45.34
Singapore,East,2018-11-02,28.42,13.95,0.53,26.21,3.64,24.57,52.35
Singapore,North,2018-11-03,27.44,14.16,0.67,34.13,12.83,15.42,52.37
Singapore,North-East,2018-11-04,30.74,16.13,0.61,22.31,11.88,22.28,55.23
Singapore,West,2018-11-05,25.05,12.03,0.62,27.01,9.03,19.6,47.83
Singapore,Central,2018-11-06,24.65,12.52,0.61,17.35,9.61,20.74,48.72
Singapore,East,2018-11-07,20.34,9.05,0.54,19.37,6.83,26.77,37.55
Singapore,North,2018-11-08,20.4,8.93,0.5,21.17,8.01,36.21,37.26
Singapore,North-East,2018-11-09,26.76,13.65,0.53,35.56,11.65,14.94,49.17
Singapore,West,2018-11-10,36.26,21.78,0.7,29.49,20.65,30.35,61.98
Singapore,Central,2018-11-11,31.94,15.85,0.59,19.95,9.22,19.92,54.15
Singapore,East,2018-11-12,22.9,10.51,0.56,26.26,6.56,28.9,42.58
Singapore,North,2018-11-13,20.61,10.49,0.57,27.62,9.99,23.75,42.82
Singapore,North-East,2018-11-14,23.78,11.95,0.53,31.06,17.81,17.44,46.31
Singapore,West,2018-11-15,29.05,14.97,0.54,25.85,17.56,14.02,53.8
Singapore,Central,2018-11-16,30.26,16.69,0.73,36.55,15.14,15.31,55.49
Singapore,East,2018-11-17,29.15,16.03,0.57,31.55,15.34,17.69,54.79
Singapore,North,2018-11-18,26.8,13.98,0.59,29.08,12.82,25.76,53.06
Singapore,North-East,2018-11-19,23.51,12.26,0.51,30.38,13.79,23.86,48.97
Singapore,West,2018-11-20,29.32,16.12,0.83,36.38,16.53,16.73,55.15
Singapore,Central,2018-11-21,25.28,13.51,0.48,23.62,18.06,25.12,50.42
