date,relative_humidity_2m,temperature_2m_c,wind_speed_10m_km_h,
27/02/2019,73.25,27.71,8.67,
28/02/2019,74.04,28.09,11.09,
01/03/2019,75.04,28.47,12.6,
02/03/2019,74.29,28.61,16.13,
03/03/2019,76.54,28.34,16.69,
04/03/2019,77,28.18,16.86,
05/03/2019,70.33,28.16,15.14,
06/03/2019,71.75,28.45,11.98,
07/03/2019,75.04,28.07,13.92,
08/03/2019,73.58,28.32,13.3,
09/03/2019,72.33,27.82,14.8,
10/03/2019,70.96,28.16,14.08,
11/03/2019,74.21,28.2,11.35,
12/03/2019,72.79,28.65,11.51,
13/03/2019,74.83,28.89,13.29,
14/03/2019,72.17,28.82,13.68,
15/03/2019,71.92,29.02,10.66,
16/03/2019,87.33,26.5,8.48,
17/03/2019,82.71,28,8.1,
18/03/2019,81.29,28.34,11.99,
19/03/2019,77.29,28.57,13,
20/03/2019,78.71,28.46,12.81,
21/03/2019,79.29,28.9,12.65,
22/03/2019,78.12,29.4,12.06,
23/03/2019,78.54,29.47,12.43,
24/03/2019,79.25,29.27,12.88,
25/03/2019,86.75,26.95,11.15,
26/03/2019,81.58,27.87,7.52,
27/03/2019,86.21,27.79,9.64,
28/03/2019,80.17,28.67,9.83,
29/03/2019,79,28.88,13.28,
30/03/2019,78.58,29.1,12.6,
31/03/2019,78.75,29.27,11.83,
01/04/2019,80.88,28.52,9.17,
02/04/2019,80.71,28.25,8.16,
03/04/2019,80.71,28.3,8.69,
04/04/2019,75.25,28.82,8.84,
05/04/2019,75,29.15,10.39,
06/04/2019,78.58,29.04,9.27,
07/04/2019,77.71,28.95,9.18,
08/04/2019,74.17,29.6,8.54,
09/04/2019,72.54,30.04,12.36,
10/04/2019,73.21,30.25,12.68,
11/04/2019,73.71,30.45,14.49,
12/04/2019,73.54,30.42,15.15,
13/04/2019,73.12,30.55,15.27,
14/04/2019,71.5,30.48,13.27,
15/04/2019,71.83,30.62,12.51,
16/04/2019,72.21,30.72,11.29,
17/04/2019,73.29,30.94,13.41,
18/04/2019,76.21,30.65,13.75,
19/04/2019,74.21,31.1,15.65,
20/04/2019,73,31.31,11.71,
21/04/2019,73.17,31.16,15.56,
22/04/2019,74.96,30.69,14.56,
23/04/2019,75.42,30.14,7.73,
24/04/2019,74.96,30.72,8.72,
25/04/2019,71.25,31.39,12.92,
26/04/2019,72.62,31.26,11.73,
27/04/2019,74.12,30.7,12.79,
28/04/2019,67.5,30.92,13.91,
29/04/2019,72.83,30.75,11.66,
30/04/2019,72.04,30.85,13.52,
01/05/2019,68.83,31.06,9.6,
02/05/2019,69.21,31.55,9.21,
03/05/2019,70.46,31.69,11.52,
04/05/2019,80.83,29.98,9.85,
05/05/2019,74.58,30.59,9.11,
06/05/2019,70.21,31.2,12.59,
07/05/2019,67.33,31.28,11.98,
08/05/2019,71.46,30.88,11.43,
09/05/2019,67.62,31.05,13.17,
10/05/2019,68.29,30.92,11.73,
11/05/2019,63.5,30.75,10.6,
12/05/2019,73.96,29.95,9.85,
13/05/2019,82.92,27.8,6.39,
14/05/2019,84.25,28.05,5.78,
15/05/2019,80.17,28.77,10.65,
16/05/2019,84.96,28.4,10.85,
17/05/2019,77.25,29.5,10.69,
18/05/2019,76.38,29.92,11.59,
19/05/2019,73.08,30.42,12.16,
20/05/2019,77.17,30.18,11.41,
21/05/2019,77.12,30.1,10.23,
22/05/2019,82.12,28.83,9.55,
23/05/2019,85.42,28.24,8.8,
24/05/2019,82.5,28.5,8.5,
25/05/2019,75.12,29.86,11.52,
26/05/2019,74.46,29.89,12.67,
27/05/2019,74.71,29.81,10.65,
28/05/2019,76.33,29.42,13.48,
29/05/2019,79.33,28.86,14.82,
30/05/2019,84.21,28.04,11.96,
31/05/2019,75.33,29.73,11.85,
01/06/2019,72.88,30.01,9.15,
02/06/2019,71.75,30.35,10.67,
03/06/2019,71.25,30.41,9.82,
04/06/2019,71.38,30.76,10.23,
05/06/2019,79.21,29.57,10.66,
06/06/2019,81.83,28.73,7.77,
07/06/2019,88.38,26.89,7.2,
08/06/2019,86.54,27.83,8.63,
09/06/2019,80.62,28.83,14.96,
10/06/2019,79.08,28.95,17.78,
11/06/2019,80.46,28.74,16.12,
12/06/2019,78.92,29.22,15.71,
13/06/2019,79.38,29.22,17.2,
14/06/2019,78.08,29.28,16.94,
15/06/2019,76.38,29.78,17.24,
16/06/2019,78.25,29.3,15.22,
17/06/2019,82.04,28.38,17.03,
18/06/2019,80.5,28.45,17.84,
19/06/2019,81.62,28.52,13.55,
20/06/2019,76.71,29.31,12.03,
21/06/2019,75.58,29.57,10.52,
22/06/2019,75.83,29.9,10.52,
23/06/2019,83.33,29,10.65,
24/06/2019,85.62,28.28,11.84,
25/06/2019,80.67,28.88,13.12,
26/06/2019,78.33,28.7,17.3,
27/06/2019,76.79,28.9,18.42,
28/06/2019,78.5,28.52,19.54,
29/06/2019,79.33,28.31,18.36,
30/06/2019,81.67,28.06,15.63,
01/07/2019,79.5,28.77,14.23,
02/07/2019,79.17,28.78,14.49,
03/07/2019,84.12,27.38,12.68,
04/07/2019,83.96,27.41,15.62,
05/07/2019,85.96,27.36,12.93,
06/07/2019,80.12,28.37,9.9,
07/07/2019,77.67,28.99,10.44,
08/07/2019,77.17,29.27,13,
09/07/2019,77.58,28.91,13.78,
10/07/2019,75.25,29.12,13.34,
11/07/2019,69.67,29.39,10.89,
12/07/2019,69.38,29.62,11.52,
13/07/2019,67.75,29.79,11.49,
14/07/2019,65.42,30.04,12.22,
15/07/2019,68.79,29.86,13.37,
16/07/2019,68.71,30.15,14.47,
17/07/2019,71.71,29.8,17.62,
18/07/2019,72.62,29.52,16.21,
19/07/2019,74.67,29.38,15.94,
20/07/2019,74.58,29.45,15.97,
21/07/2019,73.71,29.57,15.23,
22/07/2019,72.92,29.67,10.71,
23/07/2019,72,30.37,14.42,
24/07/2019,72.79,29.61,10.37,
25/07/2019,76.79,28.66,12.6,
26/07/2019,70.79,29.34,9.53,
27/07/2019,69.17,29.4,10.19,
28/07/2019,71.67,29.68,12.4,
29/07/2019,71.33,29.31,12.26,
30/07/2019,68,29.88,14.93,
31/07/2019,70.42,29.54,19.3,
01/08/2019,74.83,28.25,20.79,
02/08/2019,75.12,28.43,19.35,
03/08/2019,79.17,27.64,19.94,
04/08/2019,76.79,28.4,19.88,
05/08/2019,79.46,28.09,19.16,
06/08/2019,78.88,28.47,15.48,
07/08/2019,81.04,27.91,15.33,
08/08/2019,82.83,27.62,13.85,
09/08/2019,82.29,27.88,19.36,
10/08/2019,82.42,27.98,22.15,
11/08/2019,81.62,28.11,20.19,
12/08/2019,81.62,28.18,16.47,
13/08/2019,80.92,28.34,14.08,
14/08/2019,79.38,28.6,13.48,
15/08/2019,77.58,29.02,13.68,
16/08/2019,76.92,28.95,17.07,
17/08/2019,77.42,28.54,19.18,
18/08/2019,75.88,28.84,12.93,
19/08/2019,74.12,29.33,11.49,
20/08/2019,75.33,29.06,13.42,
21/08/2019,75.54,28.8,19.02,
22/08/2019,75.83,28.63,17.31,
23/08/2019,72.62,29.15,15.41,
24/08/2019,80.04,27.95,13.09,
25/08/2019,76.71,28.22,17.82,
26/08/2019,80.79,27.44,16.6,
27/08/2019,79.62,27.61,14.3,
28/08/2019,75.25,28.68,15.88,
29/08/2019,81.04,27.7,15.44,
30/08/2019,82.33,27.36,21.55,
31/08/2019,81.58,27.68,23.36,
01/09/2019,78.08,27.88,19.42,
02/09/2019,85.79,26.88,12.35,
03/09/2019,85.42,26.88,13.32,
04/09/2019,86.96,26.87,15.75,
05/09/2019,82.92,27.59,15.62,
06/09/2019,80.33,27.73,14.38,
07/09/2019,76.33,28.43,11.48,
08/09/2019,77.12,28.43,13.3,
09/09/2019,79.04,28.22,15.38,
10/09/2019,77.25,28.23,15.94,
11/09/2019,74.58,28.48,9.13,
12/09/2019,77.33,28.44,7.69,
13/09/2019,73.79,28.66,13.97,
14/09/2019,81.42,27.28,13.86,
15/09/2019,85.75,26.69,10.93,
16/09/2019,84.38,27.3,9.82,
17/09/2019,85.58,27.5,7.75,
18/09/2019,84.25,27.63,8.99,
19/09/2019,90.17,26.49,6.6,
20/09/2019,88.54,26.56,9.45,
21/09/2019,90.25,26.39,7.53,
22/09/2019,89.75,26.01,6.35,
23/09/2019,92,25.95,6.4,
24/09/2019,84.12,27.1,9.19,
25/09/2019,75.5,28.27,11.19,
26/09/2019,76.5,28.4,7.56,
27/09/2019,84.25,27.68,5.28,
28/09/2019,78.38,28.58,6.52,
29/09/2019,75.38,28.56,6.92,
30/09/2019,82.25,28.66,7.13,
01/10/2019,82.92,28.4,10.32,
02/10/2019,83.04,28.25,8.02,
03/10/2019,83.08,28.12,8.92,
04/10/2019,85.5,27.75,7.66,
05/10/2019,89.58,26.76,4.41,
06/10/2019,88.42,26.24,5.15,
07/10/2019,88.67,26.34,4.25,
08/10/2019,86.71,26.7,5.38,
09/10/2019,87.54,27.09,5.65,
10/10/2019,89.58,26.97,5.65,
11/10/2019,86.33,27.65,4.95,
12/10/2019,86.38,27.33,5.04,
13/10/2019,89.12,27.12,5.58,
14/10/2019,89.17,26.93,3.84,
15/10/2019,80.71,27.85,9.28,
16/10/2019,80.12,27.75,10.84,
17/10/2019,77.54,28.31,12.39,
18/10/2019,73.83,28.56,11.53,
19/10/2019,72.58,28.5,12.25,
20/10/2019,76.58,28.37,9.17,
21/10/2019,71.08,29.12,7.54,
22/10/2019,79.08,28.85,6.67,
23/10/2019,81.33,28.57,6.39,
24/10/2019,81.04,28.72,7.65,
25/10/2019,84.29,28.14,5.18,
26/10/2019,74.62,29.42,5.92,
27/10/2019,78.67,28.41,9.34,
28/10/2019,86.04,27.77,4.84,
29/10/2019,83.08,27.97,7.09,
30/10/2019,62.62,28.49,15.06,
31/10/2019,57.75,28.1,14.05,
01/11/2019,68.96,26.46,13.52,
02/11/2019,78.83,25.91,6.7,
03/11/2019,85.21,26.74,5.47,
04/11/2019,79.83,27.51,6.7,
05/11/2019,72.67,27.62,7.71,
06/11/2019,76.75,27.61,6.82,
07/11/2019,79.88,28.04,5.3,
08/11/2019,66.42,27.88,11.64,
09/11/2019,58.08,27.42,15.56,
10/11/2019,54.88,27.04,12.72,
11/11/2019,55.29,27.4,11.33,
12/11/2019,54.92,28.3,10.58,
13/11/2019,66.92,28.09,9.83,
14/11/2019,72.79,28.13,11.23,
15/11/2019,61.58,28.69,13.3,
16/11/2019,67.5,27.54,8.15,
17/11/2019,72.33,27.88,5.31,
18/11/2019,79.12,27.99,5.14,
19/11/2019,73.38,28.34,7.16,
20/11/2019,64.92,28.12,11.48,
21/11/2019,56.21,28.24,14.96,
22/11/2019,58.79,28.53,12.03,
23/11/2019,56.42,28.14,9.37,
24/11/2019,56.21,28.14,9.84,
25/11/2019,52.58,29.52,14.79,
26/11/2019,51.38,28.88,17.43,
27/11/2019,58.92,29.65,15.42,
28/11/2019,57.17,29.97,17.45,
29/11/2019,54.92,29.32,18.59,
30/11/2019,56.12,29.54,14.02,
01/12/2019,59.83,29.47,12.72,
02/12/2019,58.58,28.87,16.91,
03/12/2019,52.58,26.25,23.41,
04/12/2019,52.54,24.4,20.82,
05/12/2019,50.83,23.72,20.25,
06/12/2019,47.67,23.54,23.55,
07/12/2019,45.42,22.82,23.7,
08/12/2019,47.96,23.12,19.45,
09/12/2019,50.75,23.95,16.93,
10/12/2019,50.25,24.68,13.66,
11/12/2019,54.71,25.42,11.01,
12/12/2019,53.08,26.23,12.74,
13/12/2019,51.29,27.08,14.48,
14/12/2019,52.5,27.7,15.1,
15/12/2019,52.71,28.48,13.57,
16/12/2019,58.79,28.52,9.02,
17/12/2019,57.08,29.08,10.64,
18/12/2019,63.33,28.68,10.13,
19/12/2019,76.62,27.93,6.36,
20/12/2019,79.96,27.62,6.13,
21/12/2019,80.04,27.51,5.87,
22/12/2019,81.88,27.24,7.49,
23/12/2019,82,27.32,6.8,
24/12/2019,83.25,27.11,7.2,
25/12/2019,83.38,27,7.3,
26/12/2019,83.46,27.02,6.4,
27/12/2019,83.12,26.98,5.89,
28/12/2019,77.29,26.5,7.54,
29/12/2019,72.21,26.95,8.02,
30/12/2019,67.92,27.18,8.42,
31/12/2019,55.75,28.85,15.03,
01/01/2020,54.62,29.03,14.55,
02/01/2020,50.5,29.03,14.65,
03/01/2020,58.25,28.74,10.68,
04/01/2020,70.83,27.78,7.31,
05/01/2020,61.88,27.65,10.41,
06/01/2020,68.79,27.62,9.5,
07/01/2020,72.08,27.41,7.82,
08/01/2020,75.58,27.74,7.67,
09/01/2020,74.08,28.72,7.55,
10/01/2020,84.21,27.73,7.28,
11/01/2020,80.58,28.22,7.3,
12/01/2020,81.71,27.92,6.35,
13/01/2020,78.54,27.46,8.21,
14/01/2020,82.38,26.91,6.38,
15/01/2020,82,26.81,6.57,
16/01/2020,80.58,27.03,8.25,
17/01/2020,81.83,27.11,7.2,
18/01/2020,81.75,27.43,7.12,
19/01/2020,81.62,27.59,6.85,
20/01/2020,82.29,27.39,7.42,
21/01/2020,81.12,27.55,6.42,
22/01/2020,83.25,27.44,7.35,
23/01/2020,81,27.94,9.67,
24/01/2020,78.58,28.24,11.88,
25/01/2020,73.46,27.99,16.08,
26/01/2020,71.08,28.1,14.53,
27/01/2020,69.46,28.12,16.05,
28/01/2020,72.25,27.07,11.21,
29/01/2020,72.58,27.14,8.48,
30/01/2020,74.58,27.05,8.9,
31/01/2020,64.88,26.88,11.98,
01/02/2020,64.71,27.58,9.38,
02/02/2020,73.79,27.21,7,
03/02/2020,78.5,26.92,7.72,
04/02/2020,74.33,27.24,10.26,
05/02/2020,72.62,27.56,10.37,
06/02/2020,77.25,27.2,10.23,
07/02/2020,80.62,27.28,7.31,
08/02/2020,80.58,27.05,7.68,
09/02/2020,62.92,28.63,9.43,
10/02/2020,53.75,28.08,15.88,
11/02/2020,62.29,28.35,10.41,
12/02/2020,77.38,28.12,10.39,
13/02/2020,75.83,28.17,12.28,
14/02/2020,73.21,28.45,15.77,
15/02/2020,68.92,28.25,12.99,
16/02/2020,74.33,28.02,12.02,
17/02/2020,79.54,27.6,7.74,
18/02/2020,66.25,27.94,13.9,
19/02/2020,55.42,28.22,12.81,
20/02/2020,58.42,28.24,9.43,
21/02/2020,48.75,28.61,15.2,
22/02/2020,47.5,28.83,18.14,
23/02/2020,48.71,28.87,16.72,
24/02/2020,53.29,28.08,10.63,
25/02/2020,73.58,27.2,8.9,
26/02/2020,78.08,27.56,9.17,
27/02/2020,81.33,27.32,9.34,
28/02/2020,82.58,26.94,10.56,
29/02/2020,79.5,27.27,8.8,
01/03/2020,76.38,28.16,11.02,
02/03/2020,76.42,28.24,12.72,
03/03/2020,77.04,28.08,14.86,
04/03/2020,76.08,28.28,13.1,
05/03/2020,73.92,28.56,11,
06/03/2020,77.58,28,11.76,
07/03/2020,73.88,28.62,11.45,
08/03/2020,76.38,29.08,12.77,
09/03/2020,71.67,29.4,11.6,
10/03/2020,73.71,29.12,13.88,
11/03/2020,74.92,29.32,13.07,
12/03/2020,75.12,29.52,15.04,
13/03/2020,73.46,29.9,13.68,
14/03/2020,75,29.95,12.96,
15/03/2020,79.58,28.9,8.05,
16/03/2020,82.62,27.98,6.28,
17/03/2020,77.96,28.77,12.58,
18/03/2020,71.96,29.29,14.59,
19/03/2020,72.5,29.22,16.94,
20/03/2020,71.75,29.22,15.18,
21/03/2020,71.38,28.84,12.8,
22/03/2020,71.25,28.97,12.71,
23/03/2020,71.04,29.25,13.5,
24/03/2020,69.88,29.13,12.76,
25/03/2020,73.33,28.87,12.98,
26/03/2020,72.5,28.99,11.85,
27/03/2020,73.62,29.42,13.1,
28/03/2020,72.5,29.57,14.75,
29/03/2020,73.29,29.45,15.3,
30/03/2020,72.46,29.77,16.88,
31/03/2020,71,30.16,15.64,
01/04/2020,70.46,30.09,14.62,
02/04/2020,70.25,30.09,15.49,
03/04/2020,73.75,30,12.06,
04/04/2020,73.92,30.05,11.01,
05/04/2020,72.42,30.11,12.63,
06/04/2020,70.08,30.06,13.39,
07/04/2020,68.79,30.05,15.35,
08/04/2020,71.25,29.92,14.34,
09/04/2020,70.04,30.12,12.34,
10/04/2020,76.04,29.47,11.12,
11/04/2020,77.46,29.5,10.38,
12/04/2020,75.08,30.02,11.69,
13/04/2020,81.96,27.97,6.92,
14/04/2020,80.71,27.56,7.72,
15/04/2020,81.71,28.45,6.84,
16/04/2020,76.79,29.1,10.96,
17/04/2020,83.21,28.14,11,
18/04/2020,80.75,28.42,6.99,
19/04/2020,75.29,29.57,9.38,
20/04/2020,75.17,29.74,9.3,
21/04/2020,75.5,30.21,11.92,
22/04/2020,71.83,30.49,12.61,
23/04/2020,75.17,29.88,9.08,
24/04/2020,79.08,29.03,7.69,
25/04/2020,77.75,28.9,7.97,
26/04/2020,74.83,29.55,7.82,
27/04/2020,84.25,27.61,6.3,
28/04/2020,75.67,29.16,8.77,
29/04/2020,78.08,29.02,8.34,
30/04/2020,80.38,28.76,7,
01/05/2020,80.96,28.94,9.03,
02/05/2020,74.75,29.48,10.52,
03/05/2020,75.33,30.02,12.02,
04/05/2020,72.79,30.23,9.79,
05/05/2020,72.75,30.83,10.28,
06/05/2020,71.29,31.1,13.81,
07/05/2020,71.79,31.01,13.18,
08/05/2020,71,31.14,13.13,
09/05/2020,70.75,31.27,11.23,
10/05/2020,70.88,31.16,11.92,
11/05/2020,77.42,29.83,6.18,
12/05/2020,72.25,29.42,8.06,
13/05/2020,73.54,30.46,10.67,
14/05/2020,76.62,30.14,7.98,
15/05/2020,77.12,30.08,9.03,
16/05/2020,71.5,30.9,11.91,
17/05/2020,71.62,31,14.58,
18/05/2020,73.46,30.74,12.76,
19/05/2020,73.75,30.55,12.96,
20/05/2020,75.5,30.12,15.57,
21/05/2020,75.21,30.12,13.65,
22/05/2020,74.04,30.77,11.57,
23/05/2020,74.88,30.93,14.34,
24/05/2020,81.25,29.77,14.05,
25/05/2020,79.92,29.47,11.13,
26/05/2020,82.21,29.17,10.75,
27/05/2020,75.04,30,10.66,
28/05/2020,75.92,29.99,10.65,
29/05/2020,83.67,28.4,11.29,
30/05/2020,85.71,27.78,8.6,
31/05/2020,81.75,28.93,10.88,
01/06/2020,81,28.96,10.24,
02/06/2020,81.62,28.8,12.08,
03/06/2020,82.62,28.6,10.61,
04/06/2020,79.5,28.92,12.95,
05/06/2020,83.12,28.3,13.85,
06/06/2020,79.21,28.75,15.79,
07/06/2020,86.25,27.5,14.8,
08/06/2020,77.96,28.77,15.57,
09/06/2020,82.79,28.26,14.24,
10/06/2020,84.08,28.22,11.58,
11/06/2020,77.83,28.84,9.46,
12/06/2020,74.96,29.62,10.55,
13/06/2020,74.79,29.81,11.17,
14/06/2020,79.04,29.45,10,
15/06/2020,88.75,27.4,10.81,
16/06/2020,84.33,27.94,12.91,
17/06/2020,89.38,27.02,11.75,
18/06/2020,80.79,28.16,8.44,
19/06/2020,81.17,28.52,8.43,
20/06/2020,80.62,29.05,8.9,
21/06/2020,80.71,28.87,9.19,
22/06/2020,82.67,28.66,8.38,
23/06/2020,82.29,28.49,10.51,
24/06/2020,78.79,29.3,9.48,
25/06/2020,79.42,29.24,11.45,
26/06/2020,85.5,27.42,10.66,
27/06/2020,79.71,28.47,9.54,
28/06/2020,84.04,27.83,11.78,
29/06/2020,84.42,27.53,12.34,
30/06/2020,80.08,28.16,15.05,
01/07/2020,76.54,28.65,13.8,
02/07/2020,78.62,28.66,16.73,
03/07/2020,79.83,28.24,16.78,
04/07/2020,85.21,27.47,11.4,
05/07/2020,74.75,28.76,9.08,
06/07/2020,75.54,28.97,8.72,
07/07/2020,85.92,27.63,8.2,
08/07/2020,80.58,28.29,11.66,
09/07/2020,81.29,28.55,11.11,
10/07/2020,79.46,29,10.02,
11/07/2020,74,29.48,9.02,
12/07/2020,79.67,28.72,9.84,
13/07/2020,79.58,28.42,10.28,
14/07/2020,81.5,27.58,6.77,
15/07/2020,81.79,28.02,6.23,
16/07/2020,81.96,28.1,6.55,
17/07/2020,79.71,28.7,7.61,
18/07/2020,82,28.78,7.08,
19/07/2020,77.29,29.42,10.14,
20/07/2020,82.25,28.85,7.92,
21/07/2020,83.25,28.28,8.48,
22/07/2020,82.88,28.01,8.55,
23/07/2020,82.46,28.22,9.38,
24/07/2020,83.79,28.07,7.2,
25/07/2020,85.96,27.57,8.33,
26/07/2020,85.71,27.76,11.6,
27/07/2020,78.25,28.88,11.95,
28/07/2020,83.5,28.05,10.98,
29/07/2020,82.62,28.18,8.21,
30/07/2020,76.71,28.95,10.76,
31/07/2020,73.96,29.38,15.12,
01/08/2020,76.21,28.85,20,
02/08/2020,80.08,28.16,24.82,
03/08/2020,82.96,28.05,24.66,
04/08/2020,86.21,27.55,21.18,
05/08/2020,84.83,27.72,14.46,
06/08/2020,81.75,28.37,11.85,
07/08/2020,86.42,27.23,8.3,
08/08/2020,84.62,27.41,13.08,
09/08/2020,85.12,27.95,16.15,
10/08/2020,81.92,28.12,17.65,
11/08/2020,82.58,28.12,15.2,
12/08/2020,84.79,28,14.54,
13/08/2020,81,28.04,15.67,
14/08/2020,85.62,27.2,11.81,
15/08/2020,86.29,27.26,9.1,
16/08/2020,83.29,27.78,7.35,
17/08/2020,80,28.51,10.15,
18/08/2020,77.17,28.63,8.93,
19/08/2020,79.25,28.32,7.4,
20/08/2020,79.75,28.07,6.16,
21/08/2020,77.62,28.69,7.48,
22/08/2020,77.62,28.83,10.62,
23/08/2020,78.96,28.71,11.72,
24/08/2020,73.88,28.91,8.2,
25/08/2020,73.67,29.46,8.83,
26/08/2020,68.54,29.83,10.33,
27/08/2020,69.12,29.79,11.62,
28/08/2020,72.67,29.25,7.98,
29/08/2020,72.25,29.37,8.08,
30/08/2020,78.04,29.24,8.15,
31/08/2020,77.46,29.17,10.92,
01/09/2020,83.79,27.99,8.09,
02/09/2020,82.71,28.23,6.58,
03/09/2020,77.88,29.01,6.8,
04/09/2020,85.75,27.94,7.21,
05/09/2020,81.79,28.6,8.67,
06/09/2020,80.42,28.5,12.8,
07/09/2020,79.54,28.72,9.7,
08/09/2020,82.5,28.46,9.96,
09/09/2020,82,28.59,7.19,
10/09/2020,80.04,28.64,9.45,
11/09/2020,80.58,28.45,11.43,
12/09/2020,81.62,28.25,10.45,
13/09/2020,86.88,27.29,8.99,
14/09/2020,85.12,27.84,9.73,
15/09/2020,84.21,27.66,9.72,
16/09/2020,79.62,28.23,9.05,
17/09/2020,79.33,28.5,11.54,
18/09/2020,79.62,28.22,16.95,
19/09/2020,86.92,27,23.44,
20/09/2020,91.17,26.32,16.18,
21/09/2020,84.96,27.5,7.26,
22/09/2020,85.92,27.82,6.99,
23/09/2020,87.54,27.31,6.65,
24/09/2020,88.17,27.02,8.1,
25/09/2020,76.67,28.31,10.32,
26/09/2020,77.62,28.67,10.6,
27/09/2020,80.04,28.55,12.6,
28/09/2020,90.83,26.11,10.26,
29/09/2020,82.25,27.4,17.68,
30/09/2020,78.83,28.09,13.75,
01/10/2020,78.29,28.5,10.42,
02/10/2020,84.75,27.62,6.44,
03/10/2020,90.12,26.54,6.95,
04/10/2020,85.96,27.19,8.63,
05/10/2020,84.33,27.36,6.48,
06/10/2020,88.79,27,6.32,
07/10/2020,89.46,26.79,11.22,
08/10/2020,87.75,25.58,14.39,
09/10/2020,93.67,25.21,10.15,
10/10/2020,91.75,25.2,13.38,
11/10/2020,92.25,24.99,10.8,
12/10/2020,85.79,25.92,5.92,
13/10/2020,88.83,25,12.38,
14/10/2020,85.12,26.43,11.38,
15/10/2020,83.79,27.52,9.08,
16/10/2020,92.88,25.97,6.2,
17/10/2020,93.25,24.99,9.42,
18/10/2020,91.08,24.25,7.74,
19/10/2020,88.25,24.73,5.78,
20/10/2020,86.92,25.62,8.95,
21/10/2020,81.92,26.08,10.73,
22/10/2020,76.08,26.73,11.67,
23/10/2020,68.79,26.53,10.81,
24/10/2020,63.17,26.23,12.35,
25/10/2020,69.17,26,9.36,
26/10/2020,72.71,26.07,6.36,
27/10/2020,81.92,26.56,6,
28/10/2020,82.12,26.9,10.27,
29/10/2020,80.5,27.25,10.65,
30/10/2020,86.54,26.29,8.78,
31/10/2020,90,26.21,4.59,
01/11/2020,85.12,27.03,10.07,
02/11/2020,77.42,27.81,9.77,
03/11/2020,74.79,27.48,11.65,
04/11/2020,74.88,27.03,8.62,
05/11/2020,71.58,27.25,10.94,
06/11/2020,71.25,27.44,13.07,
07/11/2020,74.83,26.57,16.92,
08/11/2020,77.21,26.22,15.66,
09/11/2020,66,26.85,16.95,
10/11/2020,64.04,26.15,16.78,
11/11/2020,67.96,24.64,16.95,
12/11/2020,78.92,24.35,15.95,
13/11/2020,67.58,26.26,14.55,
14/11/2020,56.88,25.85,15.17,
15/11/2020,60.96,26.62,10.92,
16/11/2020,70.17,27.23,10.85,
17/11/2020,73.67,27.71,9.79,
18/11/2020,74.21,28.22,6.96,
19/11/2020,77.04,28.42,5.82,
20/11/2020,83.83,27.71,5.86,
21/11/2020,90.83,26.55,5.47,
22/11/2020,89.54,26.62,3.95,
23/11/2020,87.08,27.08,7.33,
24/11/2020,68.25,28.02,11.78,
25/11/2020,68.04,27.87,12.67,
26/11/2020,66.17,28.2,14.1,
27/11/2020,65.75,27.88,15.48,
28/11/2020,60.25,27.75,17.75,
29/11/2020,61.5,27.17,19.31,
30/11/2020,60.38,26.34,21.22,
01/12/2020,61.92,26.18,19.32,
02/12/2020,61.12,27.3,18.74,
03/12/2020,61.67,27.05,16.65,
04/12/2020,57.04,25.15,19.53,
05/12/2020,58.67,24.21,17.66,
06/12/2020,62.54,24.67,13.21,
07/12/2020,65.46,25.28,12.35,
08/12/2020,62.92,26.32,13.27,
09/12/2020,64.54,25.55,13.6,
10/12/2020,65.79,25.14,12.16,
11/12/2020,67.04,26.73,9.85,
12/12/2020,73.42,27.17,7.31,
13/12/2020,78.38,27.35,5.51,
14/12/2020,87.33,26.75,4.2,
15/12/2020,83.04,26.99,6.03,
16/12/2020,81.92,27.28,10.32,
17/12/2020,65.79,27.22,12.45,
18/12/2020,61.96,27.15,14.22,
19/12/2020,58.25,26.48,17.97,
20/12/2020,53.88,24.56,20.6,
21/12/2020,56,22.51,18.29,
22/12/2020,58.25,23.05,14.12,
23/12/2020,62.88,23.8,12.33,
24/12/2020,65.75,25.78,11.5,
25/12/2020,71.62,26.9,10.78,
26/12/2020,75.96,26.6,7.25,
27/12/2020,80.17,26.88,5.26,
28/12/2020,86,26.82,5.18,
29/12/2020,84.38,26.94,6.8,
30/12/2020,61.5,27.92,13.89,
31/12/2020,52.29,24.76,23.94,
01/01/2021,52.67,23.01,19.95,
02/01/2021,55.58,23.48,15.13,
03/01/2021,55.58,24.97,13.4,
04/01/2021,58.67,26.08,13.12,
05/01/2021,64.17,26.3,9.57,
06/01/2021,68.42,26.88,9.84,
07/01/2021,63.12,27.61,11.08,
08/01/2021,58.79,27.55,18.48,
09/01/2021,53.67,24.8,18.63,
10/01/2021,55.54,24.44,14.99,
11/01/2021,54.71,24.6,19.28,
12/01/2021,49.71,21.18,24.71,
13/01/2021,54.04,20.85,14.08,
14/01/2021,61.62,22.68,9.75,
15/01/2021,69.62,23.67,6.69,
16/01/2021,83.58,24,7.64,
17/01/2021,66,26.22,10.8,
18/01/2021,50.5,24.52,23.18,
19/01/2021,52.92,23.3,16.42,
20/01/2021,59.21,23.32,10.82,
21/01/2021,65.42,23.2,9.53,
22/01/2021,68.46,24.87,8.46,
23/01/2021,69.96,25.58,7.44,
24/01/2021,82.92,25.51,7.37,
25/01/2021,85.33,25.94,6.87,
26/01/2021,86.58,26.29,6.85,
27/01/2021,83.46,26.6,7.97,
28/01/2021,87.04,26.4,6.86,
