date,relative_humidity_2m,temperature_2m_c,wind_speed_10m_km_h,
29/01/2021,66.42,26.42,11.91,
30/01/2021,64.17,26.18,9.13,
31/01/2021,63.21,26.26,10.95,
01/02/2021,67.17,26.38,8.77,
02/02/2021,72.46,26.6,7.54,
03/02/2021,81.54,26.07,7.11,
04/02/2021,70.75,26.42,7.73,
05/02/2021,60.17,26.85,9.8,
06/02/2021,61.62,26.88,10.23,
07/02/2021,81.17,26.42,6.88,
08/02/2021,82.21,27.04,8.31,
09/02/2021,86.88,25.84,10.2,
10/02/2021,84.42,25.02,8.34,
11/02/2021,67.12,25.85,10.92,
12/02/2021,70.75,25.58,9.2,
13/02/2021,83.08,25.22,6.44,
14/02/2021,78.38,26.6,7.75,
15/02/2021,77.62,26.57,10.67,
16/02/2021,78.29,26.8,11.65,
17/02/2021,84.08,26.16,8.14,
18/02/2021,70.38,26.35,10.62,
19/02/2021,53.04,26.04,17.25,
20/02/2021,54.79,26.12,16.35,
21/02/2021,64.79,25.37,9.1,
22/02/2021,78.88,25.63,9.72,
23/02/2021,77.29,26.35,10.01,
24/02/2021,77.04,26.75,12.06,
25/02/2021,74.29,27.48,10.38,
26/02/2021,77.33,27.42,9.48,
27/02/2021,77,27.31,10.5,
28/02/2021,76.58,27.22,13.8,
01/03/2021,75.12,27.81,11.56,
02/03/2021,79.88,28.01,8.65,
03/03/2021,83.83,27.15,10.37,
04/03/2021,83.29,26.82,5.85,
05/03/2021,82.71,27.19,9.19,
06/03/2021,79.67,27.86,9.8,
07/03/2021,81.08,27.78,10.68,
08/03/2021,80.5,27.61,8.02,
09/03/2021,82.42,27.41,6.48,
10/03/2021,84.25,27.1,8.04,
11/03/2021,83.25,27.31,6.83,
12/03/2021,82.5,27.43,8.59,
13/03/2021,81.04,27.89,9.88,
14/03/2021,80.12,27.75,9.58,
15/03/2021,76.75,28.19,12.49,
16/03/2021,78.5,28.02,11.3,
17/03/2021,75.88,28.26,12.86,
18/03/2021,78.04,28.61,10.22,
19/03/2021,77.04,28.6,13.55,
20/03/2021,75.21,28.72,13.15,
21/03/2021,74.83,29.3,11.89,
22/03/2021,83.83,27.4,8.56,
23/03/2021,61.5,28.15,13.49,
24/03/2021,61.75,28.75,11.25,
25/03/2021,75.71,28.51,9.33,
26/03/2021,78.96,28.48,11.17,
27/03/2021,77.12,28.88,10.61,
28/03/2021,76.96,28.96,12.36,
29/03/2021,74.88,29.33,13.48,
30/03/2021,72.96,29.74,14.49,
31/03/2021,74.5,29.85,14.1,
01/04/2021,73.58,29.79,15.05,
02/04/2021,72.5,29.83,16.1,
03/04/2021,74.62,29.99,12.36,
04/04/2021,80.17,28.4,12.73,
05/04/2021,85.79,27.12,7.45,
06/04/2021,88.38,26.66,8.02,
07/04/2021,89.58,26.55,5.56,
08/04/2021,83.88,27.56,5.79,
09/04/2021,82.12,28.3,7.05,
10/04/2021,87.38,27.48,5.77,
11/04/2021,89.17,26.9,5.04,
12/04/2021,88.33,27.3,4.6,
13/04/2021,82.88,27.92,7.56,
14/04/2021,83.62,27.91,8.62,
15/04/2021,86.04,28.05,6.15,
16/04/2021,80.04,28.95,11.12,
17/04/2021,83.38,28.22,7.22,
18/04/2021,80.29,28.61,8.61,
19/04/2021,80.21,28.32,9.03,
20/04/2021,82.54,27.95,10.03,
21/04/2021,80.5,28.9,8.07,
22/04/2021,81.42,28.94,5.64,
23/04/2021,78.29,29.3,9.65,
24/04/2021,77.21,29.25,9.4,
25/04/2021,80.42,29.13,8.89,
26/04/2021,78.29,29.18,7.3,
27/04/2021,83.75,28.05,6.99,
28/04/2021,87.96,27.03,5.59,
29/04/2021,90.17,26.36,8.24,
30/04/2021,90.21,26.5,5.48,
01/05/2021,88.17,27.19,4.95,
02/05/2021,85,27.7,4.55,
03/05/2021,83.08,28.12,4.32,
04/05/2021,85.17,28.85,6.01,
05/05/2021,83.12,28.75,4.44,
06/05/2021,88,26.86,8.59,
07/05/2021,87.21,27.12,8.08,
08/05/2021,85.75,28.07,4.48,
09/05/2021,84.71,28.32,6.44,
10/05/2021,80.88,29.07,7.86,
11/05/2021,81.54,29.32,8.84,
12/05/2021,78.75,29.47,10.22,
13/05/2021,76.21,29.54,9.85,
14/05/2021,74.75,29.82,10.78,
15/05/2021,79.5,29.63,10.56,
16/05/2021,80,29.48,9.18,
17/05/2021,79.67,29.65,8.67,
18/05/2021,82.92,28.79,11.95,
19/05/2021,81.96,29.15,9.21,
20/05/2021,80,29.46,9.56,
21/05/2021,77.62,29.55,11.47,
22/05/2021,73.79,29.62,14.5,
23/05/2021,72.04,30,14.9,
24/05/2021,72.12,30.01,12.52,
25/05/2021,76.38,29.38,16.65,
26/05/2021,74.67,29.21,13.9,
27/05/2021,78.42,29.07,12.7,
28/05/2021,85.08,27.78,11.96,
29/05/2021,81.29,28.57,14.97,
30/05/2021,75.08,29.4,16.23,
31/05/2021,77.25,29.5,14.49,
01/06/2021,74.46,30.08,12.66,
02/06/2021,74.92,30.36,11.95,
03/06/2021,74.96,30.54,12.73,
04/06/2021,72.92,30.89,12.09,
05/06/2021,71.33,30.85,13.11,
06/06/2021,69.62,30.34,14.78,
07/06/2021,72.08,29.83,20.2,
08/06/2021,74.17,29.08,20.17,
09/06/2021,75.58,28.59,19.08,
10/06/2021,81.42,27.96,17.84,
11/06/2021,76.17,28.83,16.13,
12/06/2021,74.5,28.9,15.05,
13/06/2021,76.29,28.67,16.63,
14/06/2021,77.54,28.64,16.82,
15/06/2021,77.25,28.46,13.49,
16/06/2021,76.62,28.82,15.02,
17/06/2021,72.88,29.12,10.79,
18/06/2021,73.88,29.25,11.01,
19/06/2021,69.83,29.88,10.65,
20/06/2021,70.29,30.09,12.64,
21/06/2021,69.71,29.92,14.58,
22/06/2021,69.17,29.83,14.16,
23/06/2021,69.5,29.56,17.39,
24/06/2021,66.54,29.88,13.54,
25/06/2021,68.21,29.9,14.45,
26/06/2021,70.08,29.79,16.73,
27/06/2021,69.33,30.01,16.43,
28/06/2021,71.17,29.72,12.9,
29/06/2021,77.71,29.25,11.52,
30/06/2021,72.54,29.62,14.11,
01/07/2021,67.62,30.18,13.13,
02/07/2021,74.5,29.31,10.75,
03/07/2021,67.71,30.51,9.06,
04/07/2021,66.71,31.09,12.88,
05/07/2021,65.71,31.05,12.78,
06/07/2021,78.92,29,12.98,
07/07/2021,80.12,28.28,12.88,
08/07/2021,75.92,28.58,14.34,
09/07/2021,83.67,27.5,9.15,
10/07/2021,92.21,26.23,9.81,
11/07/2021,90.62,26.5,11.75,
12/07/2021,83.62,27.93,8.89,
13/07/2021,84.5,27.76,5.09,
14/07/2021,86.29,27.69,5.43,
15/07/2021,91,26.32,8.76,
16/07/2021,86.33,27.18,10.77,
17/07/2021,82.54,27.95,13.67,
18/07/2021,77.54,28.35,18.59,
19/07/2021,77.12,28.25,19.45,
20/07/2021,81.17,27.8,20.89,
21/07/2021,82.83,27.85,18.93,
22/07/2021,79.67,28.56,19.37,
23/07/2021,78.33,28.57,18.85,
24/07/2021,82.33,28.05,19.98,
25/07/2021,86.62,27.43,17.54,
26/07/2021,80.58,28.37,19.16,
27/07/2021,80.96,28.32,19.49,
28/07/2021,79.62,28.64,19.64,
29/07/2021,80.62,28.52,17.43,
30/07/2021,79,28.86,20.07,
31/07/2021,78.83,28.96,16.45,
01/08/2021,75.67,29.2,19.6,
02/08/2021,75.12,29.03,19.95,
03/08/2021,76.79,28.7,20.5,
04/08/2021,77.08,28.75,19.62,
05/08/2021,77.21,28.67,19.86,
06/08/2021,78.12,28.71,17.86,
07/08/2021,76.21,29.16,16.38,
08/08/2021,75.71,29.41,12.89,
09/08/2021,74.29,29.7,12.53,
10/08/2021,74,29.97,13.5,
11/08/2021,77.96,28.98,18.35,
12/08/2021,82.33,28.08,17.15,
13/08/2021,76.88,28.45,17.2,
14/08/2021,78.29,28.11,17.05,
15/08/2021,90.5,26.51,14.8,
16/08/2021,85.17,27.01,11.42,
17/08/2021,80.96,27.85,6.71,
18/08/2021,78.04,28.42,6.61,
19/08/2021,84.38,27.93,6.53,
20/08/2021,81.88,28.3,6.4,
21/08/2021,83.38,27.92,7.68,
22/08/2021,81.21,28.25,10.34,
23/08/2021,78.33,28.5,10.02,
24/08/2021,76.88,28.86,11.52,
25/08/2021,84.5,27.48,10.92,
26/08/2021,85.38,26.78,11.05,
27/08/2021,89.25,26.12,10.56,
28/08/2021,87.21,26.67,9.48,
29/08/2021,89.21,26.47,7.61,
30/08/2021,85.83,27.28,6.61,
31/08/2021,83.83,27.44,8.78,
01/09/2021,89.46,26.48,6.19,
02/09/2021,86.04,26.94,9.3,
03/09/2021,81.12,27.14,16.04,
04/09/2021,79.54,27.54,15.21,
05/09/2021,81.96,27.21,8.72,
06/09/2021,80.58,27.68,6.88,
07/09/2021,88.46,26.48,12.3,
08/09/2021,91.83,25.48,12.16,
09/09/2021,89.33,26.37,11.5,
10/09/2021,84.33,27.23,15,
11/09/2021,84.96,27.15,11.69,
12/09/2021,80.67,27.85,10.38,
13/09/2021,76.58,28.68,13.13,
14/09/2021,81.29,27.99,11.84,
15/09/2021,93.08,25.68,6.8,
16/09/2021,85.79,26.88,12.73,
17/09/2021,85.21,27.35,10.21,
18/09/2021,84.92,27.64,6.41,
19/09/2021,84.25,27.58,6.84,
20/09/2021,90.46,26.19,7.19,
21/09/2021,89.5,26.34,10.02,
22/09/2021,85.33,26.92,14.24,
23/09/2021,83.54,27.45,11.91,
24/09/2021,85.5,27.17,8.63,
25/09/2021,90.38,26.38,10.15,
26/09/2021,92.83,25.61,10.87,
27/09/2021,90.29,26.28,5.1,
28/09/2021,86.33,26.95,4.96,
29/09/2021,88.33,27.53,4.85,
30/09/2021,88.67,27.68,4.02,
01/10/2021,86.21,27.95,7.86,
02/10/2021,84.79,27.41,9.45,
03/10/2021,85.54,27.67,4.88,
04/10/2021,86.38,27.48,6.52,
05/10/2021,85.08,27.83,10.8,
06/10/2021,89.08,26.9,7.82,
07/10/2021,90.04,26.57,6.08,
08/10/2021,82.92,27.76,6.87,
09/10/2021,85.29,27.09,13.19,
10/10/2021,81.62,28.19,16.39,
11/10/2021,81.54,28.2,16.6,
12/10/2021,86.71,27.25,15.21,
13/10/2021,82.54,27.86,14.58,
14/10/2021,84.5,27.45,16.62,
15/10/2021,89.58,26.52,12.33,
16/10/2021,84.12,27.57,9.85,
17/10/2021,91.92,24.6,10.61,
18/10/2021,84.79,25.13,9.69,
19/10/2021,84.67,26.15,6.11,
20/10/2021,88.29,26.58,6.79,
21/10/2021,87.88,26.82,4.73,
22/10/2021,91.67,26.11,5.56,
23/10/2021,88.21,25.62,11.56,
24/10/2021,76.08,26.79,14.17,
25/10/2021,75.67,26.99,13.62,
26/10/2021,71.67,27.51,13.61,
27/10/2021,71.04,27.38,11.53,
28/10/2021,81.88,26.38,8.65,
29/10/2021,83.58,26.78,8.04,
30/10/2021,85.79,27.03,6.39,
31/10/2021,88.33,26.66,7,
01/11/2021,88.83,26.25,6.54,
02/11/2021,90.54,26.33,7.4,
03/11/2021,81.96,27.32,7.79,
04/11/2021,77.62,27.86,7.03,
05/11/2021,83.96,27.35,4.86,
06/11/2021,90.25,26.56,4.23,
07/11/2021,85.12,27.33,3.19,
08/11/2021,88.5,26.52,8.63,
09/11/2021,78.25,26.94,15.85,
10/11/2021,71.21,26.23,16.54,
11/11/2021,73.42,26.5,13.3,
12/11/2021,74.46,26.73,14.17,
13/11/2021,73.17,26.51,17.09,
14/11/2021,79.08,25.94,12.55,
15/11/2021,81,26.23,11.17,
16/11/2021,84.12,26.3,9.93,
17/11/2021,81.5,27.17,9.81,
18/11/2021,82.42,27.05,10.94,
19/11/2021,87.17,26.74,5.82,
20/11/2021,85.54,27.09,5.58,
21/11/2021,87.46,27.07,4.12,
22/11/2021,86.83,27.08,5.76,
23/11/2021,82.71,26.59,10.5,
24/11/2021,67.92,26.26,17.14,
25/11/2021,67.92,26.57,13.92,
26/11/2021,67.88,26.35,12.5,
27/11/2021,65.58,25.77,16.26,
28/11/2021,64.96,25.72,14.12,
29/11/2021,69.38,25.64,16.03,
30/11/2021,77.96,24.19,17.12,
01/12/2021,61.88,24.8,22.16,
02/12/2021,61.58,25.02,18.25,
03/12/2021,62.38,24.37,15.6,
04/12/2021,59.38,23.15,16.23,
05/12/2021,62.96,22.4,13.1,
06/12/2021,60.62,24.4,14.26,
07/12/2021,57.04,24.92,13.95,
08/12/2021,57.5,24.77,15.08,
09/12/2021,65.29,25.72,10.28,
10/12/2021,66.83,26.63,12.01,
11/12/2021,60.92,26.6,12.88,
12/12/2021,60,26.16,13.44,
13/12/2021,59.33,26.4,18.06,
14/12/2021,62.62,25.79,11.72,
15/12/2021,68.75,25.68,10.88,
16/12/2021,70.54,26.24,10.09,
17/12/2021,63.96,28.23,11.03,
18/12/2021,58.46,27.75,16.72,
19/12/2021,56.38,25.24,18.67,
20/12/2021,60.92,24.2,13.15,
21/12/2021,65.04,24.55,8.8,
22/12/2021,68.96,25.23,7.78,
23/12/2021,70.92,25.86,7.92,
24/12/2021,83.25,25.44,6.64,
25/12/2021,86.67,25.16,5.09,
26/12/2021,82.62,25.3,6.72,
27/12/2021,70.62,26.78,10.67,
28/12/2021,59.88,26.84,17.45,
29/12/2021,60.25,27.21,15.15,
30/12/2021,58.96,27.18,15.84,
31/12/2021,59.46,26.65,15.72,
01/01/2022,57.58,26.22,15.29,
02/01/2022,58.71,26.07,14.94,
03/01/2022,59.71,26.66,13.46,
04/01/2022,63.71,26.94,12.43,
05/01/2022,68.62,26.09,11.02,
06/01/2022,61.08,26.47,8.63,
07/01/2022,67.88,26.03,9.23,
08/01/2022,68.29,26.92,9.53,
09/01/2022,67.46,26.33,7.1,
10/01/2022,66.29,25.8,8.32,
11/01/2022,75.92,26.2,6.84,
12/01/2022,82.21,26.09,7.9,
13/01/2022,80.96,26.07,6.13,
14/01/2022,78.04,25.87,7.46,
15/01/2022,77,25.75,7.77,
16/01/2022,77.08,25.63,7.79,
17/01/2022,76.79,26.13,7.74,
18/01/2022,64.46,26.83,9.54,
19/01/2022,61.21,26.65,11.97,
20/01/2022,69.08,25.96,8.62,
21/01/2022,81.79,25.1,10.8,
22/01/2022,83.29,25.27,11.72,
23/01/2022,82,25.68,8.66,
24/01/2022,80.29,25.89,6.21,
25/01/2022,80.21,26.46,6.25,
26/01/2022,82.54,26.63,6.42,
27/01/2022,82.92,26.73,6.09,
28/01/2022,82,27.13,7.48,
29/01/2022,80.04,27.72,10.48,
30/01/2022,80.79,27.62,9.5,
31/01/2022,77.67,27.58,13.55,
01/02/2022,75.33,27.62,11.98,
02/02/2022,81.42,26.88,9.65,
03/02/2022,79.54,27.15,6.87,
04/02/2022,83.92,26.05,6.54,
05/02/2022,72.88,26.87,9.77,
06/02/2022,66.79,27.39,10.53,
07/02/2022,69.96,28.22,6.77,
08/02/2022,76,28.18,6.56,
09/02/2022,81.88,27.54,7.32,
10/02/2022,81.75,27.16,5.71,
11/02/2022,84.33,27,6.85,
12/02/2022,86.75,26.18,6.37,
13/02/2022,84.79,26.91,6.17,
14/02/2022,86.92,26.39,6.01,
15/02/2022,88.5,25.41,9.24,
16/02/2022,87.79,25.41,7.99,
17/02/2022,89.21,25.2,9.22,
18/02/2022,84.21,26.7,9.64,
19/02/2022,81.33,27.41,12.54,
20/02/2022,80.75,28.06,14.59,
21/02/2022,82.96,26.96,11.48,
22/02/2022,74.71,25.04,13.05,
23/02/2022,65.42,26.15,15,
24/02/2022,57.83,25.6,18.55,
25/02/2022,57.42,25.5,15.85,
26/02/2022,56.38,26.13,14.68,
27/02/2022,59.38,27.35,13.43,
28/02/2022,75.58,27.22,7.22,
01/03/2022,81.17,27.6,8.33,
02/03/2022,81.62,27.45,8.35,
03/03/2022,81.62,27.68,7.18,
04/03/2022,81,28.48,8.25,
05/03/2022,81.67,28.15,11.59,
06/03/2022,80.08,28.43,11.02,
07/03/2022,83.21,27.98,7.39,
08/03/2022,82.33,26.37,9.06,
09/03/2022,79.79,27.4,6.12,
10/03/2022,81.25,27.82,8.83,
11/03/2022,80.33,28.21,8.33,
12/03/2022,79.96,28.57,8.09,
13/03/2022,82.54,28.43,7.73,
14/03/2022,80.71,28.63,11.08,
15/03/2022,78.58,28.76,10.48,
16/03/2022,78.62,28.46,12.49,
17/03/2022,78.17,28.61,10.2,
18/03/2022,79.42,28.36,10.57,
19/03/2022,79.33,27.5,7.75,
20/03/2022,81.5,27.75,10.97,
21/03/2022,81.08,27.45,15.12,
22/03/2022,82.42,27.56,11.81,
23/03/2022,91.21,25.98,8.28,
24/03/2022,82.08,27.92,8.82,
25/03/2022,80.75,28.51,10.27,
26/03/2022,75.54,29.15,10.21,
27/03/2022,78.42,29.39,10.7,
28/03/2022,78.71,29.3,8.67,
29/03/2022,82.08,28.01,6.82,
30/03/2022,83.21,27.73,6.15,
31/03/2022,81.17,28.71,7.04,
01/04/2022,75.96,28.32,10.62,
02/04/2022,66.29,24.99,22.65,
03/04/2022,63.79,23.31,21.35,
04/04/2022,59.33,26.3,15.05,
05/04/2022,60.38,28.08,13.86,
06/04/2022,63.29,29.2,9.48,
07/04/2022,63.54,29.56,11.55,
08/04/2022,53.79,28.95,13.53,
09/04/2022,62.29,28.68,9.35,
10/04/2022,71.04,29.08,8.6,
11/04/2022,71.33,29.79,11.12,
12/04/2022,74.33,29.53,12.62,
13/04/2022,76.04,29.52,11.91,
14/04/2022,74.38,29.75,9.73,
15/04/2022,75.5,29.99,9.77,
16/04/2022,75.04,30.15,11.28,
17/04/2022,75.5,29.39,12.49,
18/04/2022,83.29,27.84,6.05,
19/04/2022,82.79,27.29,7.33,
20/04/2022,73.96,28.88,6.15,
21/04/2022,76.38,28.88,7.15,
22/04/2022,78.38,28.85,9.02,
23/04/2022,74.42,29.71,9.42,
24/04/2022,71.92,30.28,10.92,
25/04/2022,73.83,30.13,12.31,
26/04/2022,71.5,30.51,13.44,
27/04/2022,71.12,30.85,9.95,
28/04/2022,74.17,30.82,12.54,
29/04/2022,75.38,28.31,7.39,
30/04/2022,77.5,28.74,8.77,
01/05/2022,83.04,27.77,8.96,
02/05/2022,81.5,26.28,15.95,
03/05/2022,69.08,24.95,20.77,
04/05/2022,72,25.19,14.67,
05/05/2022,73.67,27.1,9.5,
06/05/2022,77.54,28.03,6.88,
07/05/2022,83.08,27.92,8.67,
08/05/2022,87.5,27.35,4.34,
09/05/2022,85.83,27.26,9.17,
10/05/2022,86.08,27.19,10.15,
11/05/2022,88.17,26.99,9.95,
12/05/2022,83.62,28.38,10.23,
13/05/2022,78.88,29.14,11.78,
14/05/2022,80.29,29.46,11.2,
15/05/2022,80.88,29.45,10.51,
16/05/2022,77.79,29.18,9.37,
17/05/2022,82.33,27.76,9.65,
18/05/2022,84.17,27.39,9.01,
19/05/2022,84.96,27.41,12.8,
20/05/2022,79.62,28.39,19.86,
21/05/2022,81.38,28.16,21.52,
22/05/2022,85.54,27.14,19.2,
23/05/2022,79.58,28.33,17.53,
24/05/2022,79.71,28.47,15.6,
25/05/2022,78.17,28.82,13.14,
26/05/2022,78.33,28.58,13.68,
27/05/2022,76.92,28.9,15.32,
28/05/2022,77.75,28.41,17.29,
29/05/2022,76.71,28.89,16.84,
30/05/2022,77.25,28.57,13.22,
31/05/2022,80.46,28.53,11.02,
01/06/2022,80.62,28.82,8.07,
02/06/2022,77.62,29.01,13.15,
03/06/2022,81.29,28,14.59,
04/06/2022,77.12,28.39,16.9,
05/06/2022,78.54,28.65,12.45,
06/06/2022,77.25,28.68,10.89,
07/06/2022,75.12,28.75,13.45,
08/06/2022,73.46,29.02,10.66,
09/06/2022,71.92,29.53,12.57,
10/06/2022,72,29.71,12.55,
11/06/2022,70.42,29.88,11.15,
12/06/2022,71.29,29.97,11.58,
13/06/2022,72.33,29.9,8.31,
14/06/2022,74.12,29.75,12.74,
15/06/2022,72.46,29.58,13.09,
16/06/2022,72.33,29.65,10.43,
17/06/2022,70.12,30.43,10.22,
18/06/2022,68.96,30.23,7.38,
19/06/2022,67.46,30.66,9.1,
20/06/2022,71.08,30.01,8.17,
21/06/2022,69.33,30.2,10.12,
22/06/2022,72.04,29.64,9.03,
23/06/2022,80.58,28.26,5.81,
24/06/2022,78.25,28.28,8.46,
25/06/2022,79.29,28.12,10.62,
26/06/2022,83.5,27.42,11.48,
27/06/2022,81.17,27.88,9.24,
28/06/2022,75.92,29.03,10.1,
29/06/2022,75.71,29.41,12.05,
30/06/2022,77.12,29.06,13.45,
01/07/2022,76.12,29.16,16.2,
02/07/2022,78.25,28.37,18.73,
03/07/2022,77.58,28.57,18.72,
04/07/2022,80.58,28.25,17.69,
05/07/2022,80.33,28.28,17.42,
06/07/2022,77.5,28.99,12.07,
07/07/2022,79.42,28.61,13.09,
08/07/2022,81.04,28.24,15.17,
09/07/2022,82.71,27.67,14.04,
10/07/2022,79.92,27.69,15.77,
11/07/2022,79.5,27.9,16.2,
12/07/2022,81.71,27.35,17.72,
13/07/2022,80.25,27.15,16.09,
14/07/2022,78.42,28.12,13.68,
15/07/2022,81.42,27.88,13.53,
16/07/2022,82.5,28.06,11.52,
17/07/2022,80.88,28.18,10.58,
18/07/2022,79.46,28.83,11.18,
19/07/2022,78.33,29.11,11.52,
20/07/2022,79.25,28.23,9.85,
21/07/2022,90.5,26.04,13.15,
22/07/2022,83.08,27.36,12.05,
23/07/2022,82.46,27.66,11.08,
24/07/2022,87.38,26.97,5.36,
25/07/2022,87.17,27.14,4.96,
26/07/2022,81.58,28.26,4.94,
27/07/2022,82.62,27.98,7.01,
28/07/2022,86.92,27.3,7.93,
29/07/2022,82.17,28.41,9.59,
30/07/2022,79.96,28.85,10.98,
31/07/2022,81.17,28.55,12.53,
01/08/2022,87.88,26.89,10.64,
02/08/2022,89.04,26.45,12.71,
03/08/2022,88.29,26.71,15.64,
04/08/2022,81.96,27.72,11.45,
05/08/2022,83.67,27.37,14.36,
06/08/2022,81.42,27.91,15.61,
07/08/2022,85.21,26.97,15.65,
08/08/2022,87.42,26.47,14.65,
09/08/2022,84.17,26.82,11.15,
10/08/2022,78.96,27.99,15.56,
11/08/2022,84.79,27.21,16.98,
12/08/2022,81.88,27.6,14.66,
13/08/2022,81.29,27.87,11.73,
14/08/2022,78.58,28.2,10.39,
15/08/2022,82.17,28.35,9.25,
16/08/2022,85.42,27.15,13.45,
17/08/2022,79.42,28.02,16.85,
18/08/2022,81.88,27.87,13.52,
19/08/2022,81.46,28.25,13.45,
20/08/2022,82.96,27.85,13.22,
21/08/2022,81.62,28.18,13.92,
22/08/2022,81.92,28.02,13.5,
23/08/2022,82,28.17,11.5,
24/08/2022,82.12,28.61,8.76,
25/08/2022,79.46,27.95,9.24,
26/08/2022,88.42,26.2,16.03,
27/08/2022,86.5,26.99,11.3,
28/08/2022,83.17,27.73,6.52,
29/08/2022,88.54,26.5,7.1,
30/08/2022,87.29,26.84,4.61,
31/08/2022,86.33,27.7,5.2,
01/09/2022,84.46,27.94,4.89,
02/09/2022,82.62,28.58,6,
03/09/2022,84.58,28.32,8.75,
04/09/2022,84.29,27.83,11.54,
05/09/2022,87.96,26.77,10.04,
06/09/2022,85.83,27.04,8.95,
07/09/2022,89.04,26.15,8.65,
08/09/2022,89.17,25.64,11.16,
09/09/2022,87.38,26.33,6.64,
10/09/2022,84.62,27.34,7.72,
11/09/2022,80.38,27.78,6.4,
12/09/2022,87.83,26.27,6.15,
13/09/2022,88,26.85,6.14,
14/09/2022,84.33,27.35,7.8,
15/09/2022,82.83,27.45,9.12,
16/09/2022,79.12,28.28,12.58,
17/09/2022,80.92,27.84,13.88,
18/09/2022,84.04,27.13,13.65,
19/09/2022,83.29,27.18,10.15,
20/09/2022,76.75,27.84,10.48,
21/09/2022,74.88,27.87,10.53,
22/09/2022,86.67,26.64,8.6,
23/09/2022,88.17,26.54,5.21,
24/09/2022,89,26.39,5.1,
25/09/2022,88.83,26.35,6.59,
26/09/2022,90.42,25.75,6.66,
27/09/2022,91,25.7,7.74,
28/09/2022,82.58,27.21,14.17,
29/09/2022,85.62,26.59,17,
30/09/2022,83.79,27.43,17.99,
01/10/2022,84.17,27.39,12.18,
02/10/2022,86.29,26.76,7.05,
03/10/2022,91.92,25.52,5.64,
04/10/2022,89.29,26.07,6.88,
05/10/2022,89.58,25.96,6.54,
06/10/2022,90.83,25.79,5.5,
07/10/2022,89.5,26.09,5.72,
08/10/2022,87.96,26.28,5.7,
09/10/2022,90.62,25.9,4.35,
10/10/2022,89.04,25.36,10.62,
11/10/2022,86.54,25.63,9.52,
12/10/2022,75.62,27.07,9.19,
13/10/2022,71.92,27.2,11.6,
14/10/2022,68.67,26.44,10.76,
15/10/2022,68.21,24.99,13.48,
16/10/2022,75.17,23.38,12.81,
17/10/2022,71.75,25.84,11.39,
18/10/2022,62.58,26.58,15.42,
19/10/2022,62.54,26.66,17.55,
20/10/2022,69.46,26.59,13.35,
21/10/2022,82.12,26.13,7.59,
22/10/2022,91.71,25.66,4.82,
23/10/2022,84.58,26.93,7.93,
24/10/2022,84.62,27.91,6.45,
25/10/2022,79.08,28.62,9.21,
26/10/2022,80.83,27.45,8.4,
27/10/2022,84.42,26.79,11.7,
28/10/2022,82.75,27.07,8.48,
29/10/2022,69.08,27.2,14.87,
30/10/2022,68.21,27.13,12.39,
31/10/2022,66.42,27.18,13.94,
01/11/2022,65.33,26.18,13.68,
02/11/2022,61.17,25.62,12.48,
03/11/2022,59.67,25.32,9.56,
04/11/2022,53.75,25.73,11.71,
05/11/2022,68.96,25.68,12.1,
06/11/2022,79.17,26.2,8.95,
07/11/2022,79.12,26.47,6.4,
08/11/2022,69.21,27.12,9.55,
09/11/2022,62.42,27.11,12.59,
10/11/2022,69.21,27.41,9.52,
11/11/2022,75.42,27.8,8.54,
12/11/2022,76.08,27.8,8.44,
13/11/2022,80.12,27.12,8.18,
14/11/2022,90.38,25.84,7.18,
15/11/2022,84.46,26.85,7.29,
16/11/2022,87.17,26.52,4.02,
17/11/2022,89.71,25.9,4.13,
18/11/2022,88.83,26.45,3.71,
19/11/2022,88.25,26.94,9.52,
20/11/2022,82.42,26.47,7.86,
21/11/2022,84.92,26.65,8.4,
22/11/2022,79.75,27.83,8.15,
23/11/2022,86.17,26.72,6.41,
24/11/2022,90.17,25.62,12.38,
25/11/2022,87.79,25.95,13.94,
26/11/2022,88.75,26.01,10.11,
27/11/2022,89.71,25.85,4.33,
28/11/2022,86.33,26.54,4.77,
29/11/2022,87.67,26.41,3.27,
30/11/2022,87.46,26.97,5.72,
01/12/2022,87.83,26.65,7.01,
02/12/2022,74.46,27.62,12.61,
03/12/2022,72.92,26.7,13.3,
04/12/2022,74.17,26.88,17.08,
05/12/2022,73.92,27.56,14.93,
06/12/2022,68.04,27.45,17.36,
07/12/2022,71.12,26.99,12.7,
08/12/2022,71.67,27.28,10.69,
09/12/2022,73.42,27.31,9.46,
10/12/2022,75.25,27.2,8.95,
11/12/2022,66.62,27.08,10.26,
12/12/2022,63,26.71,13.02,
13/12/2022,61.17,24.64,19.81,
14/12/2022,58.75,23.75,16.9,
15/12/2022,60.21,24.56,12.95,
16/12/2022,67.04,25.62,11.78,
17/12/2022,61.46,27.02,19.04,
18/12/2022,51.38,22.48,29,
19/12/2022,53.12,22.15,17.39,
20/12/2022,62.67,23.27,12.35,
21/12/2022,68.29,24.54,9.89,
22/12/2022,69.62,25.21,11.01,
23/12/2022,61.08,25.8,10.36,
24/12/2022,57.58,24.9,14.92,
25/12/2022,61.21,24.06,12.06,
26/12/2022,58.38,24.32,12.01,
27/12/2022,61.79,24.3,9.93,
28/12/2022,66.96,25.09,7.89,
29/12/2022,62.54,25.93,7.91,
30/12/2022,60.12,25.3,14.2,
