Country,Region,Date,Temperature,reading_type,station_name
Singapore,East,2015-01-01,24.62,DBT 1M F,Singapore_National
Singapore,North,2015-01-02,25.49,DBT 1M F,Singapore_National
Singapore,North-East,2015-01-03,25.88,DBT 1M F,Singapore_National
Singapore,West,2015-01-04,25.8,DBT 1M F,Singapore_National
Singapore,Central,2015-01-05,26.06,DBT 1M F,Singapore_National
Singapore,East,2015-01-06,25.51,DBT 1M F,Singapore_National
Singapore,North,2015-01-07,25.69,DBT 1M F,Singapore_National
Singapore,North-East,2015-01-08,24.51,DBT 1M F,Singapore_National
Singapore,West,2015-01-09,23.88,DBT 1M F,Singapore_National
Singapore,Central,2015-01-10,25.26,DBT 1M F,Singapore_National
Singapore,East,2015-01-11,25.32,DBT 1M F,Singapore_National
Singapore,North,2015-01-12,26.03,DBT 1M F,Singapore_National
Singapore,North-East,2015-01-13,26.16,DBT 1M F,Singapore_National
Singapore,West,2015-01-14,25.62,DBT 1M F,Singapore_National
Singapore,Central,2015-01-15,25.58,DBT 1M F,Singapore_National
Singapore,East,2015-01-16,25.54,DBT 1M F,Singapore_National
Singapore,North,2015-01-17,25.53,DBT 1M F,Singapore_National
Singapore,North-East,2015-01-18,25.55,DBT 1M F,Singapore_National
Singapore,West,2015-01-19,25.41,DBT 1M F,Singapore_National
Singapore,Central,2015-01-20,25.64,DBT 1M F,Singapore_National
Singapore,East,2015-01-21,25.32,DBT 1M F,Singapore_National
Singapore,North,2015-01-22,25.43,DBT 1M F,Singapore_National
Singapore,North-East,2015-01-23,25.28,DBT 1M F,Singapore_National
Singapore,West,2015-01-24,25.42,DBT 1M F,Singapore_National
Singapore,Central,2015-01-25,24.88,DBT 1M F,Singapore_National
Singapore,East,2015-01-26,25.55,DBT 1M F,Singapore_National
Singapore,North,2015-01-27,25.85,DBT 1M F,Singapore_National
Singapore,North-East,2015-01-28,26.26,DBT 1M F,Singapore_National
Singapore,West,2015-01-29,25.59,DBT 1M F,Singapore_National
Singapore,Central,2015-01-30,25.55,DBT 1M F,Singapore_National
Singapore,East,2015-01-31,25.55,DBT 1M F,Singapore_National
Singapore,North,2015-02-01,25.35,DBT 1M F,Singapore_National
Singapore,North-East,2015-02-02,25.2,DBT 1M F,Singapore_National
Singapore,West,2015-02-03,24.19,DBT 1M F,Singapore_National
Singapore,Central,2015-02-04,24.07,DBT 1M F,Singapore_National
Singapore,East,2015-02-05,24.85,DBT 1M F,Singapore_National
Singapore,North,2015-02-06,24.71,DBT 1M F,Singapore_National
Singapore,North-East,2015-02-07,25.02,DBT 1M F,Singapore_National
Singapore,West,2015-02-08,25.27,DBT 1M F,Singapore_National
Singapore,Central,2015-02-09,25.17,DBT 1M F,Singapore_National
Singapore,East,2015-02-10,24.92,DBT 1M F,Singapore_National
Singapore,North,2015-02-11,24.81,DBT 1M F,Singapore_National
Singapore,North-East,2015-02-12,24.94,DBT 1M F,Singapore_National
Singapore,West,2015-02-13,25.23,DBT 1M F,Singapore_National
Singapore,Central,2015-02-14,25.34,DBT 1M F,Singapore_National
Singapore,East,2015-02-15,25.71,DBT 1M F,Singapore_National
Singapore,North,2015-02-16,26.06,DBT 1M F,Singapore_National
Singapore,North-East,2015-02-17,26.04,DBT 1M F,Singapore_National
Singapore,West,2015-02-18,25.9,DBT 1M F,Singapore_National
Singapore,Central,2015-02-19,25.07,DBT 1M F,Singapore_National
Singapore,East,2015-02-20,25.84,DBT 1M F,Singapore_National
Singapore,North,2015-02-21,25.9,DBT 1M F,Singapore_National
Singapore,North-East,2015-02-22,26.4,DBT 1M F,Singapore_National
Singapore,West,2015-02-23,26.46,DBT 1M F,Singapore_National
Singapore,Central,2015-02-24,26.23,DBT 1M F,Singapore_National
Singapore,East,2015-02-25,26.3,DBT 1M F,Singapore_National
Singapore,North,2015-02-26,26.34,DBT 1M F,Singapore_National
Singapore,North-East,2015-02-27,26.78,DBT 1M F,Singapore_National
Singapore,West,2015-02-28,26.92,DBT 1M F,Singapore_National
Singapore,Central,2015-03-01,26.36,DBT 1M F,Singapore_National
Singapore,East,2015-03-02,26.13,DBT 1M F,Singapore_National
Singapore,North,2015-03-03,26.6,DBT 1M F,Singapore_National
Singapore,North-East,2015-03-04,26.97,DBT 1M F,Singapore_National
Singapore,West,2015-03-05,26.82,DBT 1M F,Singapore_National
Singapore,Central,2015-03-06,27.02,DBT 1M F,Singapore_National
Singapore,East,2015-03-07,26.94,DBT 1M F,Singapore_National
Singapore,North,2015-03-08,26.51,DBT 1M F,Singapore_National
Singapore,North-East,2015-03-09,26.5,DBT 1M F,Singapore_National
Singapore,West,2015-03-10,26.05,DBT 1M F,Singapore_National
Singapore,Central,2015-03-11,25.33,DBT 1M F,Singapore_National
Singapore,East,2015-03-12,25.95,DBT 1M F,Singapore_National
Singapore,North,2015-03-13,26.43,DBT 1M F,Singapore_National
Singapore,North-East,2015-03-14,26.74,DBT 1M F,Singapore_National
Singapore,West,2015-03-15,26.34,DBT 1M F,Singapore_National
Singapore,Central,2015-03-16,26.77,DBT 1M F,Singapore_National
Singapore,East,2015-03-17,26.93,DBT 1M F,Singapore_National
Singapore,North,2015-03-18,27.11,DBT 1M F,Singapore_National
Singapore,North-East,2015-03-19,26.52,DBT 1M F,Singapore_National
Singapore,West,2015-03-20,26.8,DBT 1M F,Singapore_National
Singapore,Central,2015-03-21,26.64,DBT 1M F,Singapore_National
Singapore,East,2015-03-22,26.3,DBT 1M F,Singapore_National
Singapore,North,2015-03-23,26.94,DBT 1M F,Singapore_National
Singapore,North-East,2015-03-24,26.81,DBT 1M F,Singapore_National
Singapore,West,2015-03-25,26.65,DBT 1M F,Singapore_National
Singapore,Central,2015-03-26,26.71,DBT 1M F,Singapore_National
Singapore,East,2015-03-27,26.77,DBT 1M F,Singapore_National
Singapore,North,2015-03-28,26.34,DBT 1M F,Singapore_National
Singapore,North-East,2015-03-29,26.12,DBT 1M F,Singapore_National
Singapore,West,2015-03-30,26.19,DBT 1M F,Singapore_National
Singapore,Central,2015-03-31,26.43,DBT 1M F,Singapore_National
Singapore,East,2015-04-01,26.13,DBT 1M F,Singapore_National
Singapore,North,2015-04-02,26.15,DBT 1M F,Singapore_National
Singapore,North-East,2015-04-03,26.72,DBT 1M F,Singapore_National
Singapore,West,2015-04-04,27.02,DBT 1M F,Singapore_National
Singapore,Central,2015-04-05,26.11,DBT 1M F,Singapore_National
Singapore,East,2015-04-06,26.64,DBT 1M F,Singapore_National
Singapore,North,2015-04-07,26.69,DBT 1M F,Singapore_National
Singapore,North-East,2015-04-08,27.0,DBT 1M F,Singapore_National
Singapore,West,2015-04-09,26.69,DBT 1M F,Singapore_National
Singapore,Central,2015-04-10,26.62,DBT 1M F,Singapore_National
Singapore,East,2015-04-11,26.39,DBT 1M F,Singapore_National
Singapore,North,2015-04-12,26.85,DBT 1M F,Singapore_National
Singapore,North-East,2015-04-13,27.07,DBT 1M F,Singapore_National
Singapore,West,2015-04-14,27.34,DBT 1M F,Singapore_National
Singapore,Central,2015-04-15,27.0,DBT 1M F,Singapore_National
Singapore,East,2015-04-16,27.5,DBT 1M F,Singapore_National
Singapore,North,2015-04-17,27.24,DBT 1M F,Singapore_National
Singapore,North-East,2015-04-18,27.24,DBT 1M F,Singapore_National
Singapore,West,2015-04-19,26.57,DBT 1M F,Singapore_National
Singapore,Central,2015-04-20,27.43,DBT 1M F,Singapore_National
Singapore,East,2015-04-21,26.75,DBT 1M F,Singapore_National
Singapore,North,2015-04-22,26.27,DBT 1M F,Singapore_National
Singapore,North-East,2015-04-23,26.48,DBT 1M F,Singapore_National
Singapore,West,2015-04-24,26.14,DBT 1M F,Singapore_National
Singapore,Central,2015-04-25,26.27,DBT 1M F,Singapore_National
Singapore,East,2015-04-26,26.2,DBT 1M F,Singapore_National
Singapore,North,2015-04-27,26.18,DBT 1M F,Singapore_National
Singapore,North-East,2015-04-28,26.7,DBT 1M F,Singapore_National
Singapore,West,2015-04-29,26.53,DBT 1M F,Singapore_National
Singapore,Central,2015-04-30,26.66,DBT 1M F,Singapore_National
Singapore,East,2015-05-01,26.56,DBT 1M F,Singapore_National
Singapore,North,2015-05-02,26.12,DBT 1M F,Singapore_National
Singapore,North-East,2015-05-03,26.64,DBT 1M F,Singapore_National
Singapore,West,2015-05-04,27.17,DBT 1M F,Singapore_National
Singapore,Central,2015-05-05,26.89,DBT 1M F,Singapore_National
Singapore,East,2015-05-06,27.0,DBT 1M F,Singapore_National
Singapore,North,2015-05-07,26.38,DBT 1M F,Singapore_National
Singapore,North-East,2015-05-08,26.23,DBT 1M F,Singapore_National
Singapore,West,2015-05-09,27.18,DBT 1M F,Singapore_National
Singapore,Central,2015-05-10,26.74,DBT 1M F,Singapore_National
Singapore,East,2015-05-11,27.4,DBT 1M F,Singapore_National
Singapore,North,2015-05-12,26.61,DBT 1M F,Singapore_National
Singapore,North-East,2015-05-13,26.83,DBT 1M F,Singapore_National
Singapore,West,2015-05-14,26.44,DBT 1M F,Singapore_National
Singapore,Central,2015-05-15,27.2,DBT 1M F,Singapore_National
Singapore,East,2015-05-16,27.06,DBT 1M F,Singapore_National
Singapore,North,2015-05-17,27.11,DBT 1M F,Singapore_National
Singapore,North-East,2015-05-18,27.2,DBT 1M F,Singapore_National
Singapore,West,2015-05-19,27.09,DBT 1M F,Singapore_National
Singapore,Central,2015-05-20,27.12,DBT 1M F,Singapore_National
Singapore,East,2015-05-21,26.94,DBT 1M F,Singapore_National
Singapore,North,2015-05-22,27.21,DBT 1M F,Singapore_National
Singapore,North-East,2015-05-23,26.32,DBT 1M F,Singapore_National
Singapore,West,2015-05-24,27.04,DBT 1M F,Singapore_National
Singapore,Central,2015-05-25,27.0,DBT 1M F,Singapore_National
Singapore,East,2015-05-26,26.62,DBT 1M F,Singapore_National
Singapore,North,2015-05-27,26.58,DBT 1M F,Singapore_National
Singapore,North-East,2015-05-28,27.1,DBT 1M F,Singapore_National
Singapore,West,2015-05-29,27.89,DBT 1M F,Singapore_National
Singapore,Central,2015-05-30,28.04,DBT 1M F,Singapore_National
Singapore,East,2015-05-31,27.45,DBT 1M F,Singapore_National
Singapore,North,2015-06-01,27.24,DBT 1M F,Singapore_National
Singapore,North-East,2015-06-02,26.41,DBT 1M F,Singapore_National
Singapore,West,2015-06-03,27.31,DBT 1M F,Singapore_National
Singapore,Central,2015-06-04,26.77,DBT 1M F,Singapore_National
Singapore,East,2015-06-05,26.62,DBT 1M F,Singapore_National
Singapore,North,2015-06-06,26.39,DBT 1M F,Singapore_National
Singapore,North-East,2015-06-07,26.51,DBT 1M F,Singapore_National
Singapore,West,2015-06-08,26.48,DBT 1M F,Singapore_National
Singapore,Central,2015-06-09,26.85,DBT 1M F,Singapore_National
Singapore,East,2015-06-10,26.84,DBT 1M F,Singapore_National
Singapore,North,2015-06-11,26.52,DBT 1M F,Singapore_National
Singapore,North-East,2015-06-12,26.01,DBT 1M F,Singapore_National
Singapore,West,2015-06-13,26.65,DBT 1M F,Singapore_National
Singapore,Central,2015-06-14,26.08,DBT 1M F,Singapore_National
Singapore,East,2015-06-15,25.79,DBT 1M F,Singapore_National
Singapore,North,2015-06-16,26.52,DBT 1M F,Singapore_National
Singapore,North-East,2015-06-17,27.31,DBT 1M F,Singapore_National
Singapore,West,2015-06-18,27.29,DBT 1M F,Singapore_National
Singapore,Central,2015-06-19,27.58,DBT 1M F,Singapore_National
Singapore,East,2015-06-20,28.0,DBT 1M F,Singapore_National
Singapore,North,2015-06-21,28.33,DBT 1M F,Singapore_National
Singapore,North-East,2015-06-22,28.19,DBT 1M F,Singapore_National
Singapore,West,2015-06-23,28.13,DBT 1M F,Singapore_National
Singapore,Central,2015-06-24,28.08,DBT 1M F,Singapore_National
Singapore,East,2015-06-25,27.98,DBT 1M F,Singapore_National
Singapore,North,2015-06-26,28.05,DBT 1M F,Singapore_National
Singapore,North-East,2015-06-27,28.13,DBT 1M F,Singapore_National
Singapore,West,2015-06-28,28.1,DBT 1M F,Singapore_National
Singapore,Central,2015-06-29,28.12,DBT 1M F,Singapore_National
Singapore,East,2015-06-30,27.85,DBT 1M F,Singapore_National
Singapore,North,2015-07-01,26.7,DBT 1M F,Singapore_National
Singapore,North-East,2015-07-02,27.87,DBT 1M F,Singapore_National
Singapore,West,2015-07-03,27.62,DBT 1M F,Singapore_National
Singapore,Central,2015-07-04,26.76,DBT 1M F,Singapore_National
Singapore,East,2015-07-05,27.92,DBT 1M F,Singapore_National
Singapore,North,2015-07-06,28.05,DBT 1M F,Singapore_National
Singapore,North-East,2015-07-07,27.4,DBT 1M F,Singapore_National
Singapore,West,2015-07-08,26.93,DBT 1M F,Singapore_National
Singapore,Central,2015-07-09,27.01,DBT 1M F,Singapore_National
Singapore,East,2015-07-10,27.31,DBT 1M F,Singapore_National
Singapore,North,2015-07-11,27.2,DBT 1M F,Singapore_National
Singapore,North-East,2015-07-12,27.25,DBT 1M F,Singapore_National
Singapore,West,2015-07-13,27.25,DBT 1M F,Singapore_National
Singapore,Central,2015-07-14,27.2,DBT 1M F,Singapore_National
Singapore,East,2015-07-15,27.54,DBT 1M F,Singapore_National
Singapore,North,2015-07-16,27.18,DBT 1M F,Singapore_National
Singapore,North-East,2015-07-17,27.04,DBT 1M F,Singapore_National
Singapore,West,2015-07-18,27.15,DBT 1M F,Singapore_National
Singapore,Central,2015-07-19,26.72,DBT 1M F,Singapore_National
Singapore,East,2015-07-20,27.67,DBT 1M F,Singapore_National
Singapore,North,2015-07-21,27.2,DBT 1M F,Singapore_National
Singapore,North-East,2015-07-22,27.48,DBT 1M F,Singapore_National
Singapore,West,2015-07-23,27.52,DBT 1M F,Singapore_National
Singapore,Central,2015-07-24,26.94,DBT 1M F,Singapore_National
Singapore,East,2015-07-25,27.25,DBT 1M F,Singapore_National
Singapore,North,2015-07-26,26.57,DBT 1M F,Singapore_National
Singapore,North-East,2015-07-27,27.48,DBT 1M F,Singapore_National
Singapore,West,2015-07-28,27.28,DBT 1M F,Singapore_National
Singapore,Central,2015-07-29,26.71,DBT 1M F,Singapore_National
Singapore,East,2015-07-30,26.74,DBT 1M F,Singapore_National
Singapore,North,2015-07-31,26.06,DBT 1M F,Singapore_National
Singapore,North-East,2015-08-01,26.01,DBT 1M F,Singapore_National
Singapore,West,2015-08-02,26.62,DBT 1M F,Singapore_National
Singapore,Central,2015-08-03,25.38,DBT 1M F,Singapore_National
Singapore,East,2015-08-04,26.25,DBT 1M F,Singapore_National
Singapore,North,2015-08-05,26.27,DBT 1M F,Singapore_National
Singapore,North-East,2015-08-06,25.89,DBT 1M F,Singapore_National
Singapore,West,2015-08-07,26.38,DBT 1M F,Singapore_National
Singapore,Central,2015-08-08,26.68,DBT 1M F,Singapore_National
Singapore,East,2015-08-09,26.24,DBT 1M F,Singapore_National
Singapore,North,2015-08-10,27.19,DBT 1M F,Singapore_National
Singapore,North-East,2015-08-11,26.65,DBT 1M F,Singapore_National
Singapore,West,2015-08-12,26.16,DBT 1M F,Singapore_National
Singapore,Central,2015-08-13,26.63,DBT 1M F,Singapore_National
Singapore,East,2015-08-14,27.03,DBT 1M F,Singapore_National
Singapore,North,2015-08-15,27.1,DBT 1M F,Singapore_National
Singapore,North-East,2015-08-16,26.01,DBT 1M F,Singapore_National
Singapore,West,2015-08-17,26.7,DBT 1M F,Singapore_National
Singapore,Central,2015-08-18,27.1,DBT 1M F,Singapore_National
Singapore,East,2015-08-19,27.38,DBT 1M F,Singapore_National
Singapore,North,2015-08-20,26.82,DBT 1M F,Singapore_National
Singapore,North-East,2015-08-21,26.23,DBT 1M F,Singapore_National
Singapore,West,2015-08-22,26.56,DBT 1M F,Singapore_National
Singapore,Central,2015-08-23,27.12,DBT 1M F,Singapore_National
Singapore,East,2015-08-24,27.03,DBT 1M F,Singapore_National
Singapore,North,2015-08-25,27.21,DBT 1M F,Singapore_National
Singapore,North-East,2015-08-26,26.74,DBT 1M F,Singapore_National
Singapore,West,2015-08-27,27.33,DBT 1M F,Singapore_National
Singapore,Central,2015-08-28,27.11,DBT 1M F,Singapore_National
Singapore,East,2015-08-29,27.61,DBT 1M F,Singapore_National
Singapore,North,2015-08-30,27.64,DBT 1M F,Singapore_National
Singapore,North-East,2015-08-31,27.56,DBT 1M F,Singapore_National
Singapore,West,2015-09-01,27.54,DBT 1M F,Singapore_National
Singapore,Central,2015-09-02,27.48,DBT 1M F,Singapore_National
Singapore,East,2015-09-03,27.53,DBT 1M F,Singapore_National
Singapore,North,2015-09-04,26.58,DBT 1M F,Singapore_National
Singapore,North-East,2015-09-05,26.68,DBT 1M F,Singapore_National
Singapore,West,2015-09-06,26.87,DBT 1M F,Singapore_National
Singapore,Central,2015-09-07,27.2,DBT 1M F,Singapore_National
Singapore,East,2015-09-08,26.85,DBT 1M F,Singapore_National
Singapore,North,2015-09-09,26.3,DBT 1M F,Singapore_National
Singapore,North-East,2015-09-10,26.37,DBT 1M F,Singapore_National
Singapore,West,2015-09-11,27.26,DBT 1M F,Singapore_National
Singapore,Central,2015-09-12,27.29,DBT 1M F,Singapore_National
Singapore,East,2015-09-13,27.5,DBT 1M F,Singapore_National
Singapore,North,2015-09-14,26.86,DBT 1M F,Singapore_National
Singapore,North-East,2015-09-15,26.09,DBT 1M F,Singapore_National
Singapore,West,2015-09-16,27.14,DBT 1M F,Singapore_National
Singapore,Central,2015-09-17,27.44,DBT 1M F,Singapore_National
Singapore,East,2015-09-18,27.3,DBT 1M F,Singapore_National
Singapore,North,2015-09-19,27.04,DBT 1M F,Singapore_National
Singapore,North-East,2015-09-20,27.12,DBT 1M F,Singapore_National
Singapore,West,2015-09-21,26.63,DBT 1M F,Singapore_National
Singapore,Central,2015-09-22,26.88,DBT 1M F,Singapore_National
Singapore,East,2015-09-23,26.93,DBT 1M F,Singapore_National
Singapore,North,2015-09-24,27.03,DBT 1M F,Singapore_National
