Country,Region,Date,Temperature,reading_type,station_name
Singapore,East,2016-01-01,25.6,DBT 1M F,Singapore_National
Singapore,North,2016-01-02,25.4,DBT 1M F,Singapore_National
Singapore,North-East,2016-01-03,25.92,DBT 1M F,Singapore_National
Singapore,West,2016-01-04,26.79,DBT 1M F,Singapore_National
Singapore,Central,2016-01-05,26.72,DBT 1M F,Singapore_National
Singapore,East,2016-01-06,26.69,DBT 1M F,Singapore_National
Singapore,North,2016-01-07,26.74,DBT 1M F,Singapore_National
Singapore,North-East,2016-01-08,27.03,DBT 1M F,Singapore_National
Singapore,West,2016-01-09,26.34,DBT 1M F,Singapore_National
Singapore,Central,2016-01-10,26.56,DBT 1M F,Singapore_National
Singapore,East,2016-01-11,26.92,DBT 1M F,Singapore_National
Singapore,North,2016-01-12,27.07,DBT 1M F,Singapore_National
Singapore,North-East,2016-01-13,26.7,DBT 1M F,Singapore_National
Singapore,West,2016-01-14,26.47,DBT 1M F,Singapore_National
Singapore,Central,2016-01-15,26.01,DBT 1M F,Singapore_National
Singapore,East,2016-01-16,26.54,DBT 1M F,Singapore_National
Singapore,North,2016-01-17,26.27,DBT 1M F,Singapore_National
Singapore,North-East,2016-01-18,26.63,DBT 1M F,Singapore_National
Singapore,West,2016-01-19,26.55,DBT 1M F,Singapore_National
Singapore,Central,2016-01-20,26.93,DBT 1M F,Singapore_National
Singapore,East,2016-01-21,27.04,DBT 1M F,Singapore_National
Singapore,North,2016-01-22,26.51,DBT 1M F,Singapore_National
Singapore,North-East,2016-01-23,27.18,DBT 1M F,Singapore_National
Singapore,West,2016-01-24,26.72,DBT 1M F,Singapore_National
Singapore,Central,2016-01-25,26.09,DBT 1M F,Singapore_National
Singapore,East,2016-01-26,25.78,DBT 1M F,Singapore_National
Singapore,North,2016-01-27,26.33,DBT 1M F,Singapore_National
Singapore,North-East,2016-01-28,26.48,DBT 1M F,Singapore_National
Singapore,West,2016-01-29,26.39,DBT 1M F,Singapore_National
Singapore,Central,2016-01-30,26.74,DBT 1M F,Singapore_National
Singapore,East,2016-01-31,26.42,DBT 1M F,Singapore_National
Singapore,North,2016-02-01,26.69,DBT 1M F,Singapore_National
Singapore,North-East,2016-02-02,26.74,DBT 1M F,Singapore_National
Singapore,West,2016-02-03,26.45,DBT 1M F,Singapore_National
Singapore,Central,2016-02-04,25.8,DBT 1M F,Singapore_National
Singapore,East,2016-02-05,26.23,DBT 1M F,Singapore_National
Singapore,North,2016-02-06,25.94,DBT 1M F,Singapore_National
Singapore,North-East,2016-02-07,25.64,DBT 1M F,Singapore_National
Singapore,West,2016-02-08,25.01,DBT 1M F,Singapore_National
Singapore,Central,2016-02-09,25.16,DBT 1M F,Singapore_National
Singapore,East,2016-02-10,25.68,DBT 1M F,Singapore_National
Singapore,North,2016-02-11,26.45,DBT 1M F,Singapore_National
