Country,Region,Date,Temperature,reading_type,station_name
Singapore,East,2020-01-01,26.29,DBT 1M F,Singapore_National
Singapore,North,2020-01-02,26.13,DBT 1M F,Singapore_National
Singapore,North-East,2020-01-03,26.28,DBT 1M F,Singapore_National
Singapore,West,2020-01-04,26.19,DBT 1M F,Singapore_National
Singapore,Central,2020-01-05,26.38,DBT 1M F,Singapore_National
Singapore,East,2020-01-06,25.72,DBT 1M F,Singapore_National
Singapore,North,2020-01-07,25.53,DBT 1M F,Singapore_National
Singapore,North-East,2020-01-08,26.06,DBT 1M F,Singapore_National
Singapore,West,2020-01-09,26.14,DBT 1M F,Singapore_National
Singapore,Central,2020-01-10,25.96,DBT 1M F,Singapore_National
Singapore,East,2020-01-11,26.09,DBT 1M F,Singapore_National
Singapore,North,2020-01-12,25.99,DBT 1M F,Singapore_National
Singapore,North-East,2020-01-13,26.1,DBT 1M F,Singapore_National
Singapore,West,2020-01-14,26.57,DBT 1M F,Singapore_National
Singapore,Central,2020-01-15,26.35,DBT 1M F,Singapore_National
Singapore,East,2020-01-16,26.3,DBT 1M F,Singapore_National
Singapore,North,2020-01-17,26.55,DBT 1M F,Singapore_National
Singapore,North-East,2020-01-18,26.54,DBT 1M F,Singapore_National
Singapore,West,2020-01-19,26.71,DBT 1M F,Singapore_National
Singapore,Central,2020-01-20,25.87,DBT 1M F,Singapore_National
Singapore,East,2020-01-21,25.86,DBT 1M F,Singapore_National
Singapore,North,2020-01-22,26.71,DBT 1M F,Singapore_National
Singapore,North-East,2020-01-23,26.44,DBT 1M F,Singapore_National
Singapore,West,2020-01-24,26.4,DBT 1M F,Singapore_National
Singapore,Central,2020-01-25,26.69,DBT 1M F,Singapore_National
Singapore,East,2020-01-26,27.31,DBT 1M F,Singapore_National
Singapore,North,2020-01-27,26.6,DBT 1M F,Singapore_National
Singapore,North-East,2020-01-28,26.83,DBT 1M F,Singapore_National
Singapore,West,2020-01-29,25.1,DBT 1M F,Singapore_National
