Country,Region,Date,Temperature,reading_type,station_name
Singapore,East,2023-01-01,25.46,DBT 1M F,Singapore_National
Singapore,North,2023-01-02,26.25,DBT 1M F,Singapore_National
Singapore,North-East,2023-01-03,25.52,DBT 1M F,Singapore_National
Singapore,West,2023-01-04,25.55,DBT 1M F,Singapore_National
Singapore,Central,2023-01-05,25.8,DBT 1M F,Singapore_National
Singapore,East,2023-01-06,25.71,DBT 1M F,Singapore_National
Singapore,North,2023-01-07,25.51,DBT 1M F,Singapore_National
Singapore,North-East,2023-01-08,26.26,DBT 1M F,Singapore_National
Singapore,West,2023-01-09,25.75,DBT 1M F,Singapore_National
Singapore,Central,2023-01-10,26.01,DBT 1M F,Singapore_National
Singapore,East,2023-01-11,25.43,DBT 1M F,Singapore_National
Singapore,North,2023-01-12,26.21,DBT 1M F,Singapore_National
Singapore,North-East,2023-01-13,26.08,DBT 1M F,Singapore_National
Singapore,West,2023-01-14,25.95,DBT 1M F,Singapore_National
Singapore,Central,2023-01-15,25.55,DBT 1M F,Singapore_National
Singapore,East,2023-01-16,25.63,DBT 1M F,Singapore_National
Singapore,North,2023-01-17,26.16,DBT 1M F,Singapore_National
Singapore,North-East,2023-01-18,25.39,DBT 1M F,Singapore_National
Singapore,West,2023-01-19,25.37,DBT 1M F,Singapore_National
Singapore,Central,2023-01-20,24.87,DBT 1M F,Singapore_National
Singapore,East,2023-01-21,25.27,DBT 1M F,Singapore_National
Singapore,North,2023-01-22,24.89,DBT 1M F,Singapore_National
Singapore,North-East,2023-01-23,24.77,DBT 1M F,Singapore_National
Singapore,West,2023-01-24,23.47,DBT 1M F,Singapore_National
Singapore,Central,2023-01-25,23.29,DBT 1M F,Singapore_National
Singapore,East,2023-01-26,24.6,DBT 1M F,Singapore_National
Singapore,North,2023-01-27,25.43,DBT 1M F,Singapore_National
Singapore,North-East,2023-01-28,23.79,DBT 1M F,Singapore_National
Singapore,West,2023-01-29,23.65,DBT 1M F,Singapore_National
Singapore,Central,2023-01-30,24.23,DBT 1M F,Singapore_National
Singapore,East,2023-01-31,23.74,DBT 1M F,Singapore_National
Singapore,North,2023-02-01,25.11,DBT 1M F,Singapore_National
Singapore,North-East,2023-02-02,25.34,DBT 1M F,Singapore_National
Singapore,West,2023-02-03,25.6,DBT 1M F,Singapore_National
Singapore,Central,2023-02-04,24.68,DBT 1M F,Singapore_National
Singapore,East,2023-02-05,25.3,DBT 1M F,Singapore_National
