Country,Region,Date,Temperature,reading_type,station_name
Singapore,East,2024-01-01,25.35,DBT 1M F,Singapore_National
Singapore,North,2024-01-02,25.75,DBT 1M F,Singapore_National
Singapore,North-East,2024-01-03,25.48,DBT 1M F,Singapore_National
Singapore,West,2024-01-04,24.77,DBT 1M F,Singapore_National
Singapore,Central,2024-01-05,25.16,DBT 1M F,Singapore_National
Singapore,East,2024-01-06,25.2,DBT 1M F,Singapore_National
Singapore,North,2024-01-07,23.69,DBT 1M F,Singapore_National
Singapore,North-East,2024-01-08,25.89,DBT 1M F,Singapore_National
Singapore,West,2024-01-09,25.0,DBT 1M F,Singapore_National
Singapore,Central,2024-01-10,24.9,DBT 1M F,Singapore_National
Singapore,East,2024-01-11,26.13,DBT 1M F,Singapore_National
Singapore,North,2024-01-12,24.53,DBT 1M F,Singapore_National
Singapore,North-East,2024-01-13,25.77,DBT 1M F,Singapore_National
Singapore,West,2024-01-14,25.85,DBT 1M F,Singapore_National
Singapore,Central,2024-01-15,25.47,DBT 1M F,Singapore_National
Singapore,East,2024-01-16,25.22,DBT 1M F,Singapore_National
Singapore,North,2024-01-17,25.31,DBT 1M F,Singapore_National
Singapore,North-East,2024-01-18,25.42,DBT 1M F,Singapore_National
Singapore,West,2024-01-19,25.36,DBT 1M F,Singapore_National
Singapore,Central,2024-01-20,23.85,DBT 1M F,Singapore_National
Singapore,East,2024-01-21,25.69,DBT 1M F,Singapore_National
Singapore,North,2024-01-22,26.36,DBT 1M F,Singapore_National
Singapore,North-East,2024-01-23,25.86,DBT 1M F,Singapore_National
Singapore,West,2024-01-24,24.96,DBT 1M F,Singapore_National
Singapore,Central,2024-01-25,25.34,DBT 1M F,Singapore_National
Singapore,East,2024-01-26,26.03,DBT 1M F,Singapore_National
Singapore,North,2024-01-27,26.11,DBT 1M F,Singapore_National
Singapore,North-East,2024-01-28,25.93,DBT 1M F,Singapore_National
Singapore,West,2024-01-29,25.82,DBT 1M F,Singapore_National
Singapore,Central,2024-01-30,26.05,DBT 1M F,Singapore_National
Singapore,East,2024-01-31,26.34,DBT 1M F,Singapore_National
Singapore,North,2024-02-01,26.15,DBT 1M F,Singapore_National
Singapore,North-East,2024-02-02,26.41,DBT 1M F,Singapore_National
Singapore,West,2024-02-03,25.98,DBT 1M F,Singapore_National
Singapore,Central,2024-02-04,26.62,DBT 1M F,Singapore_National
