Country,Region,Date,Temperature,reading_type,station_name
Singapore,East,2021-01-01,24.3,DBT 1M F,Singapore_National
Singapore,North,2021-01-02,23.35,DBT 1M F,Singapore_National
Singapore,North-East,2021-01-03,24.26,DBT 1M F,Singapore_National
Singapore,West,2021-01-04,24.79,DBT 1M F,Singapore_National
Singapore,Central,2021-01-05,25.73,DBT 1M F,Singapore_National
Singapore,East,2021-01-06,25.19,DBT 1M F,Singapore_National
Singapore,North,2021-01-07,24.41,DBT 1M F,Singapore_National
Singapore,North-East,2021-01-08,24.78,DBT 1M F,Singapore_National
Singapore,West,2021-01-09,24.78,DBT 1M F,Singapore_National
Singapore,Central,2021-01-10,23.57,DBT 1M F,Singapore_National
Singapore,East,2021-01-11,24.43,DBT 1M F,Singapore_National
Singapore,North,2021-01-12,24.29,DBT 1M F,Singapore_National
Singapore,North-East,2021-01-13,24.17,DBT 1M F,Singapore_National
Singapore,West,2021-01-14,24.6,DBT 1M F,Singapore_National
Singapore,Central,2021-01-15,24.98,DBT 1M F,Singapore_National
Singapore,East,2021-01-16,25.83,DBT 1M F,Singapore_National
Singapore,North,2021-01-17,25.54,DBT 1M F,Singapore_National
Singapore,North-East,2021-01-18,24.71,DBT 1M F,Singapore_National
Singapore,West,2021-01-19,24.99,DBT 1M F,Singapore_National
Singapore,Central,2021-01-20,25.04,DBT 1M F,Singapore_National
Singapore,East,2021-01-21,25.51,DBT 1M F,Singapore_National
Singapore,North,2021-01-22,25.43,DBT 1M F,Singapore_National
Singapore,North-East,2021-01-23,25.24,DBT 1M F,Singapore_National
Singapore,West,2021-01-24,25.92,DBT 1M F,Singapore_National
Singapore,Central,2021-01-25,25.95,DBT 1M F,Singapore_National
Singapore,East,2021-01-26,25.72,DBT 1M F,Singapore_National
Singapore,North,2021-01-27,25.91,DBT 1M F,Singapore_National
Singapore,North-East,2021-01-28,24.87,DBT 1M F,Singapore_National
Singapore,West,2021-01-29,25.49,DBT 1M F,Singapore_National
Singapore,Central,2021-01-30,25.23,DBT 1M F,Singapore_National
Singapore,East,2021-01-31,25.58,DBT 1M F,Singapore_National
Singapore,North,2021-02-01,25.78,DBT 1M F,Singapore_National
Singapore,North-East,2021-02-02,25.75,DBT 1M F,Singapore_National
Singapore,West,2021-02-03,25.59,DBT 1M F,Singapore_National
Singapore,Central,2021-02-04,25.34,DBT 1M F,Singapore_National
Singapore,East,2021-02-05,25.97,DBT 1M F,Singapore_National
Singapore,North,2021-02-06,26.24,DBT 1M F,Singapore_National
Singapore,North-East,2021-02-07,26.58,DBT 1M F,Singapore_National
Singapore,West,2021-02-08,26.48,DBT 1M F,Singapore_National
Singapore,Central,2021-02-09,26.78,DBT 1M F,Singapore_National
Singapore,East,2021-02-10,26.56,DBT 1M F,Singapore_National
Singapore,North,2021-02-11,26.69,DBT 1M F,Singapore_National
Singapore,North-East,2021-02-12,26.4,DBT 1M F,Singapore_National
Singapore,West,2021-02-13,26.26,DBT 1M F,Singapore_National
Singapore,Central,2021-02-14,26.03,DBT 1M F,Singapore_National
Singapore,East,2021-02-15,25.87,DBT 1M F,Singapore_National
Singapore,North,2021-02-16,25.91,DBT 1M F,Singapore_National
Singapore,North-East,2021-02-17,25.77,DBT 1M F,Singapore_National
Singapore,West,2021-02-18,26.39,DBT 1M F,Singapore_National
Singapore,Central,2021-02-19,26.35,DBT 1M F,Singapore_National
Singapore,East,2021-02-20,25.96,DBT 1M F,Singapore_National
Singapore,North,2021-02-21,25.94,DBT 1M F,Singapore_National
Singapore,North-East,2021-02-22,26.35,DBT 1M F,Singapore_National
Singapore,West,2021-02-23,26.68,DBT 1M F,Singapore_National
Singapore,Central,2021-02-24,26.32,DBT 1M F,Singapore_National
Singapore,East,2021-02-25,26.88,DBT 1M F,Singapore_National
Singapore,North,2021-02-26,26.9,DBT 1M F,Singapore_National
Singapore,North-East,2021-02-27,27.3,DBT 1M F,Singapore_National
Singapore,West,2021-02-28,27.38,DBT 1M F,Singapore_National
Singapore,Central,2021-03-01,27.48,DBT 1M F,Singapore_National
Singapore,East,2021-03-02,27.13,DBT 1M F,Singapore_National
Singapore,North,2021-03-03,27.89,DBT 1M F,Singapore_National
Singapore,North-East,2021-03-04,27.73,DBT 1M F,Singapore_National
Singapore,West,2021-03-05,27.88,DBT 1M F,Singapore_National
Singapore,Central,2021-03-06,27.62,DBT 1M F,Singapore_National
Singapore,East,2021-03-07,25.1,DBT 1M F,Singapore_National
Singapore,North,2021-03-08,26.31,DBT 1M F,Singapore_National
Singapore,North-East,2021-03-09,26.07,DBT 1M F,Singapore_National
Singapore,West,2021-03-10,26.8,DBT 1M F,Singapore_National
Singapore,Central,2021-03-11,26.7,DBT 1M F,Singapore_National
Singapore,East,2021-03-12,25.32,DBT 1M F,Singapore_National
Singapore,North,2021-03-13,25.93,DBT 1M F,Singapore_National
Singapore,North-East,2021-03-14,26.4,DBT 1M F,Singapore_National
Singapore,West,2021-03-15,26.42,DBT 1M F,Singapore_National
Singapore,Central,2021-03-16,26.23,DBT 1M F,Singapore_National
Singapore,East,2021-03-17,26.08,DBT 1M F,Singapore_National
Singapore,North,2021-03-18,26.22,DBT 1M F,Singapore_National
